entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,DisposalsOfInvestments,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
33355815,2017-01-01,2017-01-01,c176,,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzVkLzc0Lzk0Lzc0NzYtNDRjMC1iYzQ2LTRhZjQ2OWE2YjNmZg.pdf,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzIxLzZkLzIxLzAxMTUtNDZmYS1hYzI0LTMzZDI0MGM2NTg4YQ.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Tarm,6880.0,46.0,SÃ¸parken,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-11,2019-02-11,2010-11-29,2019-02-13,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,33355815.0,15807776.0,mne27779,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Jacobsen Invest, Tarm ApS.",Ãrsrapport,218400.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Tom Jacobsen,"Partner Revision, statsautoriseret revisionsaktieselskab","Jacobsen Invest, Tarm ApS","Partner Revision, statsautoriseret revisionsaktieselskab",Tarm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,SÃ¸parken Tarm A/S,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,66.67,2019-02-11,Skjern,97 35 18 11,RevisionspÃ¥tegning,urn:ofk:oid:26712530,indberetninger-20180424,2.5097342,33355815.0,AWkPJMgNet7j816D4M0A,2019-02-21T08:21:14.601Z,2019-02-21T08:21:01.435Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-29-GM,2019-02-21T08:21:01.839Z,,,,,,,,,,,,,,,,,,,,,,,
33355815,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzVkLzc0Lzk0Lzc0NzYtNDRjMC1iYzQ2LTRhZjQ2OWE2YjNmZg.pdf,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzIxLzZkLzIxLzAxMTUtNDZmYS1hYzI0LTMzZDI0MGM2NTg4YQ.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Tarm,6880.0,46.0,SÃ¸parken,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-11,2019-02-11,2010-11-29,2019-02-13,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,33355815.0,15807776.0,mne27779,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Jacobsen Invest, Tarm ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Tom Jacobsen,"Partner Revision, statsautoriseret revisionsaktieselskab","Jacobsen Invest, Tarm ApS","Partner Revision, statsautoriseret revisionsaktieselskab",Tarm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,SÃ¸parken Tarm A/S,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,66.67,2019-02-11,Skjern,97 35 18 11,RevisionspÃ¥tegning,urn:ofk:oid:26712530,indberetninger-20180424,2.5097342,33355815.0,AWkPJMgNet7j816D4M0A,2019-02-21T08:21:14.601Z,2019-02-21T08:21:01.435Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-29-GM,2019-02-21T08:21:01.839Z,80000.0,,,,,,,,,,,,,,,,,,,,,,
33355815,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzVkLzc0Lzk0Lzc0NzYtNDRjMC1iYzQ2LTRhZjQ2OWE2YjNmZg.pdf,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzIxLzZkLzIxLzAxMTUtNDZmYS1hYzI0LTMzZDI0MGM2NTg4YQ.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Tarm,6880.0,46.0,SÃ¸parken,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-11,2019-02-11,2010-11-29,2019-02-13,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,33355815.0,15807776.0,mne27779,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Jacobsen Invest, Tarm ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Tom Jacobsen,"Partner Revision, statsautoriseret revisionsaktieselskab","Jacobsen Invest, Tarm ApS","Partner Revision, statsautoriseret revisionsaktieselskab",Tarm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,SÃ¸parken Tarm A/S,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,66.67,2019-02-11,Skjern,97 35 18 11,RevisionspÃ¥tegning,urn:ofk:oid:26712530,indberetninger-20180424,2.5097342,33355815.0,AWkPJMgNet7j816D4M0A,2019-02-21T08:21:14.601Z,2019-02-21T08:21:01.435Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-29-GM,2019-02-21T08:21:01.839Z,-25393.0,,,,,,,,,,,,,,,,,,,,,,
33355815,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzVkLzc0Lzk0Lzc0NzYtNDRjMC1iYzQ2LTRhZjQ2OWE2YjNmZg.pdf,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzIxLzZkLzIxLzAxMTUtNDZmYS1hYzI0LTMzZDI0MGM2NTg4YQ.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Tarm,6880.0,46.0,SÃ¸parken,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-11,2019-02-11,2010-11-29,2019-02-13,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,33355815.0,15807776.0,mne27779,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Jacobsen Invest, Tarm ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Tom Jacobsen,"Partner Revision, statsautoriseret revisionsaktieselskab","Jacobsen Invest, Tarm ApS","Partner Revision, statsautoriseret revisionsaktieselskab",Tarm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,SÃ¸parken Tarm A/S,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,66.67,2019-02-11,Skjern,97 35 18 11,RevisionspÃ¥tegning,urn:ofk:oid:26712530,indberetninger-20180424,2.5097342,33355815.0,AWkPJMgNet7j816D4M0A,2019-02-21T08:21:14.601Z,2019-02-21T08:21:01.435Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-29-GM,2019-02-21T08:21:01.839Z,,-333825.0,,,,,,,,,,,,,,,,,,,,,
33355815,2017-01-01,2017-12-31,c178,,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzVkLzc0Lzk0Lzc0NzYtNDRjMC1iYzQ2LTRhZjQ2OWE2YjNmZg.pdf,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzIxLzZkLzIxLzAxMTUtNDZmYS1hYzI0LTMzZDI0MGM2NTg4YQ.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Tarm,6880.0,46.0,SÃ¸parken,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-11,2019-02-11,2010-11-29,2019-02-13,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,33355815.0,15807776.0,mne27779,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Jacobsen Invest, Tarm ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Tom Jacobsen,"Partner Revision, statsautoriseret revisionsaktieselskab","Jacobsen Invest, Tarm ApS","Partner Revision, statsautoriseret revisionsaktieselskab",Tarm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,SÃ¸parken Tarm A/S,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,66.67,2019-02-11,Skjern,97 35 18 11,RevisionspÃ¥tegning,urn:ofk:oid:26712530,indberetninger-20180424,2.5097342,33355815.0,AWkPJMgNet7j816D4M0A,2019-02-21T08:21:14.601Z,2019-02-21T08:21:01.435Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-29-GM,2019-02-21T08:21:01.839Z,,,0.0,48400.0,,,,,,,,,,,,,,,,,,,
33355815,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzVkLzc0Lzk0Lzc0NzYtNDRjMC1iYzQ2LTRhZjQ2OWE2YjNmZg.pdf,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzIxLzZkLzIxLzAxMTUtNDZmYS1hYzI0LTMzZDI0MGM2NTg4YQ.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Tarm,6880.0,46.0,SÃ¸parken,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-11,2019-02-11,2010-11-29,2019-02-13,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,33355815.0,15807776.0,mne27779,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Jacobsen Invest, Tarm ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Tom Jacobsen,"Partner Revision, statsautoriseret revisionsaktieselskab","Jacobsen Invest, Tarm ApS","Partner Revision, statsautoriseret revisionsaktieselskab",Tarm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,SÃ¸parken Tarm A/S,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,66.67,2019-02-11,Skjern,97 35 18 11,RevisionspÃ¥tegning,urn:ofk:oid:26712530,indberetninger-20180424,2.5097342,33355815.0,AWkPJMgNet7j816D4M0A,2019-02-21T08:21:14.601Z,2019-02-21T08:21:01.435Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-29-GM,2019-02-21T08:21:01.839Z,,-333825.0,,,-3825.0,330000.0,-333825.0,-3825.0,,,,,,,,,,,,,,,
33355815,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzVkLzc0Lzk0Lzc0NzYtNDRjMC1iYzQ2LTRhZjQ2OWE2YjNmZg.pdf,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzIxLzZkLzIxLzAxMTUtNDZmYS1hYzI0LTMzZDI0MGM2NTg4YQ.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Tarm,6880.0,46.0,SÃ¸parken,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-11,2019-02-11,2010-11-29,2019-02-13,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,33355815.0,15807776.0,mne27779,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Jacobsen Invest, Tarm ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Tom Jacobsen,"Partner Revision, statsautoriseret revisionsaktieselskab","Jacobsen Invest, Tarm ApS","Partner Revision, statsautoriseret revisionsaktieselskab",Tarm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,SÃ¸parken Tarm A/S,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,66.67,2019-02-11,Skjern,97 35 18 11,RevisionspÃ¥tegning,urn:ofk:oid:26712530,indberetninger-20180424,2.5097342,33355815.0,AWkPJMgNet7j816D4M0A,2019-02-21T08:21:14.601Z,2019-02-21T08:21:01.435Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-29-GM,2019-02-21T08:21:01.839Z,,-333825.0,,,,,,,,,,,,,,,,,,,,,
33355815,2017-12-31,2017-12-31,c180,,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzVkLzc0Lzk0Lzc0NzYtNDRjMC1iYzQ2LTRhZjQ2OWE2YjNmZg.pdf,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzIxLzZkLzIxLzAxMTUtNDZmYS1hYzI0LTMzZDI0MGM2NTg4YQ.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Tarm,6880.0,46.0,SÃ¸parken,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-11,2019-02-11,2010-11-29,2019-02-13,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,33355815.0,15807776.0,mne27779,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Jacobsen Invest, Tarm ApS.",Ãrsrapport,170000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Tom Jacobsen,"Partner Revision, statsautoriseret revisionsaktieselskab","Jacobsen Invest, Tarm ApS","Partner Revision, statsautoriseret revisionsaktieselskab",Tarm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,SÃ¸parken Tarm A/S,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,66.67,2019-02-11,Skjern,97 35 18 11,RevisionspÃ¥tegning,urn:ofk:oid:26712530,indberetninger-20180424,2.5097342,33355815.0,AWkPJMgNet7j816D4M0A,2019-02-21T08:21:14.601Z,2019-02-21T08:21:01.435Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-29-GM,2019-02-21T08:21:01.839Z,,,,,,,,,170000.0,,,,,,,,,,,,,,
33355815,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzVkLzc0Lzk0Lzc0NzYtNDRjMC1iYzQ2LTRhZjQ2OWE2YjNmZg.pdf,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzIxLzZkLzIxLzAxMTUtNDZmYS1hYzI0LTMzZDI0MGM2NTg4YQ.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Tarm,6880.0,46.0,SÃ¸parken,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-11,2019-02-11,2010-11-29,2019-02-13,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,33355815.0,15807776.0,mne27779,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Jacobsen Invest, Tarm ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Tom Jacobsen,"Partner Revision, statsautoriseret revisionsaktieselskab","Jacobsen Invest, Tarm ApS","Partner Revision, statsautoriseret revisionsaktieselskab",Tarm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,SÃ¸parken Tarm A/S,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,66.67,2019-02-11,Skjern,97 35 18 11,RevisionspÃ¥tegning,urn:ofk:oid:26712530,indberetninger-20180424,2.5097342,33355815.0,AWkPJMgNet7j816D4M0A,2019-02-21T08:21:14.601Z,2019-02-21T08:21:01.435Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-29-GM,2019-02-21T08:21:01.839Z,-279218.0,,,,,,,,170000.0,171032.0,1032.0,80000.0,1032.0,171032.0,450250.0,170000.0,446500.0,446500.0,170000.0,-359218.0,3750.0,3750.0,
33355815,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzVkLzc0Lzk0Lzc0NzYtNDRjMC1iYzQ2LTRhZjQ2OWE2YjNmZg.pdf,http://regnskaber.virk.dk/51855333/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzIxLzZkLzIxLzAxMTUtNDZmYS1hYzI0LTMzZDI0MGM2NTg4YQ.xml,Danmark,Skjern,6900.0,7B,Erhvervsparken,Tarm,6880.0,46.0,SÃ¸parken,"6900, Skjern","Erhvervsparken, 7B",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-11,2019-02-11,2010-11-29,2019-02-13,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,33355815.0,15807776.0,mne27779,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Jacobsen Invest, Tarm ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Tom Jacobsen,"Partner Revision, statsautoriseret revisionsaktieselskab","Jacobsen Invest, Tarm ApS","Partner Revision, statsautoriseret revisionsaktieselskab",Tarm,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,SÃ¸parken Tarm A/S,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,66.67,2019-02-11,Skjern,97 35 18 11,RevisionspÃ¥tegning,urn:ofk:oid:26712530,indberetninger-20180424,2.5097342,33355815.0,AWkPJMgNet7j816D4M0A,2019-02-21T08:21:14.601Z,2019-02-21T08:21:01.435Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-29-GM,2019-02-21T08:21:01.839Z,80000.0,,,,,,,,,,,,,,,,,,,,,,
