entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentAssets,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance
35519394,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzBmLzhkLzA3LzUwYzMtNGJmOC05MWU3LTNmZjc1OGYyYjE2Yg.pdf,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzA1LzZkL2Q5NDgtNDI0MC1iOWY3LTU3YjMyOWE1MjVkYg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,70E,Danmarksgade,9900 Frederikshavn,Abildhaven 12,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",-4374.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-24,2013-10-22,2017-03-30,Statsautoriseret revisor,Ingen.,-8741.0,20222670.0,35519394.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Dan D Holding ApS.,85000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Dan Drejer Christensen,Dan Drejer Christensen,Danske Bank,Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-11338.0,Frederikshavn,2015-01-01,2015-12-31,69295.0,64921.0,76259.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,4.0,2016-01-01,true,2017-03-24,Frederikshavn,4374.0,urn:ofk:oid:23682421,indberetninger-20180424,2.5118406,35519394.0,,2018-03-27T10:22:36.077Z,2017-04-03T14:21:46.456Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-RH,2017-04-03T14:21:46.584Z,,,,,,,,,,,,,,,,,,,
35519394,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzBmLzhkLzA3LzUwYzMtNGJmOC05MWU3LTNmZjc1OGYyYjE2Yg.pdf,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzA1LzZkL2Q5NDgtNDI0MC1iOWY3LTU3YjMyOWE1MjVkYg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,70E,Danmarksgade,9900 Frederikshavn,Abildhaven 12,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-24,2013-10-22,2017-03-30,Statsautoriseret revisor,Ingen.,,20222670.0,35519394.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Dan D Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Dan Drejer Christensen,Dan Drejer Christensen,Danske Bank,Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Frederikshavn,2015-01-01,2015-12-31,69295.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,4.0,2016-01-01,true,2017-03-24,Frederikshavn,,urn:ofk:oid:23682421,indberetninger-20180424,2.5118406,35519394.0,,2018-03-27T10:22:36.077Z,2017-04-03T14:21:46.456Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-RH,2017-04-03T14:21:46.584Z,,,,,,,,,,,,,,,,,,,
35519394,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzBmLzhkLzA3LzUwYzMtNGJmOC05MWU3LTNmZjc1OGYyYjE2Yg.pdf,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzA1LzZkL2Q5NDgtNDI0MC1iOWY3LTU3YjMyOWE1MjVkYg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,70E,Danmarksgade,9900 Frederikshavn,Abildhaven 12,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-24,2013-10-22,2017-03-30,Statsautoriseret revisor,Ingen.,,20222670.0,35519394.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Dan D Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Dan Drejer Christensen,Dan Drejer Christensen,Danske Bank,Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Frederikshavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,4.0,2016-01-01,true,2017-03-24,Frederikshavn,,urn:ofk:oid:23682421,indberetninger-20180424,2.5118406,35519394.0,,2018-03-27T10:22:36.077Z,2017-04-03T14:21:46.456Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-RH,2017-04-03T14:21:46.584Z,223510.0,15447.0,80000.0,8063.0,144110.0,223510.0,79400.0,200000.0,200000.0,200000.0,79400.0,64110.0,79400.0,8063.0,0.0,,,,
35519394,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzBmLzhkLzA3LzUwYzMtNGJmOC05MWU3LTNmZjc1OGYyYjE2Yg.pdf,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzA1LzZkL2Q5NDgtNDI0MC1iOWY3LTU3YjMyOWE1MjVkYg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,70E,Danmarksgade,9900 Frederikshavn,Abildhaven 12,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-24,2013-10-22,2017-03-30,Statsautoriseret revisor,Ingen.,,20222670.0,35519394.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Dan D Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Dan Drejer Christensen,Dan Drejer Christensen,Danske Bank,Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Frederikshavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,4.0,2016-01-01,true,2017-03-24,Frederikshavn,,urn:ofk:oid:23682421,indberetninger-20180424,2.5118406,35519394.0,,2018-03-27T10:22:36.077Z,2017-04-03T14:21:46.456Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-RH,2017-04-03T14:21:46.584Z,,,,,80000.0,,,,,,,,,,,,,,
35519394,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzBmLzhkLzA3LzUwYzMtNGJmOC05MWU3LTNmZjc1OGYyYjE2Yg.pdf,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzA1LzZkL2Q5NDgtNDI0MC1iOWY3LTU3YjMyOWE1MjVkYg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,70E,Danmarksgade,9900 Frederikshavn,Abildhaven 12,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-24,2013-10-22,2017-03-30,Statsautoriseret revisor,Ingen.,,20222670.0,35519394.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Dan D Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Dan Drejer Christensen,Dan Drejer Christensen,Danske Bank,Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Frederikshavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,4.0,2016-01-01,true,2017-03-24,Frederikshavn,,urn:ofk:oid:23682421,indberetninger-20180424,2.5118406,35519394.0,,2018-03-27T10:22:36.077Z,2017-04-03T14:21:46.456Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-RH,2017-04-03T14:21:46.584Z,,,,,64110.0,,,,,,,,,,,,,,
35519394,2016-01-01,2016-01-01,c567,,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzBmLzhkLzA3LzUwYzMtNGJmOC05MWU3LTNmZjc1OGYyYjE2Yg.pdf,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzA1LzZkL2Q5NDgtNDI0MC1iOWY3LTU3YjMyOWE1MjVkYg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,70E,Danmarksgade,9900 Frederikshavn,Abildhaven 12,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-24,2013-10-22,2017-03-30,Statsautoriseret revisor,Ingen.,,20222670.0,35519394.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Dan D Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Dan Drejer Christensen,Dan Drejer Christensen,Danske Bank,Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Frederikshavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,4.0,2016-01-01,true,2017-03-24,Frederikshavn,,urn:ofk:oid:23682421,indberetninger-20180424,2.5118406,35519394.0,,2018-03-27T10:22:36.077Z,2017-04-03T14:21:46.456Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-RH,2017-04-03T14:21:46.584Z,,,,,,,,,,,,,,,,200000.0,,,
35519394,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzBmLzhkLzA3LzUwYzMtNGJmOC05MWU3LTNmZjc1OGYyYjE2Yg.pdf,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzA1LzZkL2Q5NDgtNDI0MC1iOWY3LTU3YjMyOWE1MjVkYg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,70E,Danmarksgade,9900 Frederikshavn,Abildhaven 12,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",8063.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-24,2013-10-22,2017-03-30,Statsautoriseret revisor,Ingen.,-7475.0,20222670.0,35519394.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Dan D Holding ApS.,120000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Dan Drejer Christensen,Dan Drejer Christensen,Danske Bank,Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-1357.0,Frederikshavn,2015-01-01,2015-12-31,103105.0,111168.0,112525.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,4.0,2016-01-01,true,2017-03-24,Frederikshavn,-8063.0,urn:ofk:oid:23682421,indberetninger-20180424,2.5118406,35519394.0,,2018-03-27T10:22:36.077Z,2017-04-03T14:21:46.456Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-RH,2017-04-03T14:21:46.584Z,,,,,,,,,,,,,,,,,Til kapitalejerne i Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
35519394,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzBmLzhkLzA3LzUwYzMtNGJmOC05MWU3LTNmZjc1OGYyYjE2Yg.pdf,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzA1LzZkL2Q5NDgtNDI0MC1iOWY3LTU3YjMyOWE1MjVkYg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,70E,Danmarksgade,9900 Frederikshavn,Abildhaven 12,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-24,2013-10-22,2017-03-30,Statsautoriseret revisor,Ingen.,,20222670.0,35519394.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Dan D Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Dan Drejer Christensen,Dan Drejer Christensen,Danske Bank,Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Frederikshavn,2015-01-01,2015-12-31,103105.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,4.0,2016-01-01,true,2017-03-24,Frederikshavn,,urn:ofk:oid:23682421,indberetninger-20180424,2.5118406,35519394.0,,2018-03-27T10:22:36.077Z,2017-04-03T14:21:46.456Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-RH,2017-04-03T14:21:46.584Z,,,,,,,,,,,,,,,,,,,
35519394,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzBmLzhkLzA3LzUwYzMtNGJmOC05MWU3LTNmZjc1OGYyYjE2Yg.pdf,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzA1LzZkL2Q5NDgtNDI0MC1iOWY3LTU3YjMyOWE1MjVkYg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,70E,Danmarksgade,9900 Frederikshavn,Abildhaven 12,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-24,2013-10-22,2017-03-30,Statsautoriseret revisor,Ingen.,,20222670.0,35519394.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Dan D Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Dan Drejer Christensen,Dan Drejer Christensen,Danske Bank,Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Frederikshavn,2015-01-01,2015-12-31,103105.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,4.0,2016-01-01,true,2017-03-24,Frederikshavn,,urn:ofk:oid:23682421,indberetninger-20180424,2.5118406,35519394.0,,2018-03-27T10:22:36.077Z,2017-04-03T14:21:46.456Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-RH,2017-04-03T14:21:46.584Z,,,,,,,,,,,,,,,,,,,
35519394,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzBmLzhkLzA3LzUwYzMtNGJmOC05MWU3LTNmZjc1OGYyYjE2Yg.pdf,http://regnskaber.virk.dk/49391553/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzllLzA1LzZkL2Q5NDgtNDI0MC1iOWY3LTU3YjMyOWE1MjVkYg.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,70E,Danmarksgade,9900 Frederikshavn,Abildhaven 12,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-24,2013-10-22,2017-03-30,Statsautoriseret revisor,Ingen.,,20222670.0,35519394.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Dan D Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Kammann Andersen,Dan Drejer Christensen,Dan Drejer Christensen,Danske Bank,Dan D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Frederikshavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2016-12-31,4.0,2016-01-01,true,2017-03-24,Frederikshavn,,urn:ofk:oid:23682421,indberetninger-20180424,2.5118406,35519394.0,,2018-03-27T10:22:36.077Z,2017-04-03T14:21:46.456Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-65-RH,2017-04-03T14:21:46.584Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
