entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,AdjustmentsForDeferredTax,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DisclosureOfTreasuryShares,EmployeeBenefitsExpense,EquityRatio,ExchangeRateAdjustmentsOtherFinanceIncome,GrossMargin,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,OperatingMargin,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumablesUsed,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpense,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AcquiredPatents,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
36440589,2014-09-01,2015-08-31,c17,,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhLzdmL2MxLzdjYjEtNDA3YS05ZTdkLWU5YzJlODJlOGE0ZQ.pdf,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzJmLzlkL2QwLzY2NjctNDNmYS1hMjk0LWM0ZTU3MmQ5ZDQwMg.xml,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,DK,Taastrup,2630.0,"1, 1.",Oldenburg Alle,2600 Glostrup,"Hovedvejen 94, 1. sal",0.0,140000.0,-242000.0,202.0,"Regnskabsklasse C, mellemstor virksomhed",922000.0,2017-02-20,2017-02-20,427000.0,450000.0,Der har ikke vÃ¦re Ã¦ndringer i selskabskapitalen siden stiftelsen,51518000.0,10.7,13000.0,83.1,56529000.0,33771231.0,36440589.0,33088205.0,Ãrsrapport,Alexander Wilhelmus Graft,Hans Christian Arborelius,Sodexo Airport Services A/S,BACH Statsautoriseret Revision I/S,100.0,5000.0,6.7,0.0,16308000.0,34000.0,13000.0,5706000.0,4701000.0,2014-09-01,2015-08-31,3501000.0,4563000.0,4584000.0,863000.0,HÃ¸je Taastrup,2016-08-31,2015-09-01,-21000.0,24.6,175.0,67994000.0,2017-02-20,Hellerup,1236000.0,1062000.0,adm. direktÃ¸r,formand,RevisionspÃ¥tegning,45581000.0,urn:ofk:oid:23553294,indberetninger-20180424,2.5118417999999996,36440589.0,,2018-03-27T20:39:32.197Z,2017-03-03T15:59:53.569Z,regnskab,0.0,,2016-08-31,2015-09-01,X17-AD-64-UY,2017-03-03T15:59:53.732Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36440589,2014-09-01,2015-08-31,c73,,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhLzdmL2MxLzdjYjEtNDA3YS05ZTdkLWU5YzJlODJlOGE0ZQ.pdf,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzJmLzlkL2QwLzY2NjctNDNmYS1hMjk0LWM0ZTU3MmQ5ZDQwMg.xml,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,DK,Taastrup,2630.0,"1, 1.",Oldenburg Alle,2600 Glostrup,"Hovedvejen 94, 1. sal",,,-242000.0,,"Regnskabsklasse C, mellemstor virksomhed",,2017-02-20,2017-02-20,,450000.0,Der har ikke vÃ¦re Ã¦ndringer i selskabskapitalen siden stiftelsen,,,,,,33771231.0,36440589.0,33088205.0,Ãrsrapport,Alexander Wilhelmus Graft,Hans Christian Arborelius,Sodexo Airport Services A/S,BACH Statsautoriseret Revision I/S,100.0,5000.0,,,,,,,,2014-09-01,2015-08-31,3501000.0,,,,HÃ¸je Taastrup,2016-08-31,2015-09-01,,,,,2017-02-20,Hellerup,,,adm. direktÃ¸r,formand,RevisionspÃ¥tegning,,urn:ofk:oid:23553294,indberetninger-20180424,2.5118417999999996,36440589.0,,2018-03-27T20:39:32.197Z,2017-03-03T15:59:53.569Z,regnskab,0.0,,2016-08-31,2015-09-01,X17-AD-64-UY,2017-03-03T15:59:53.732Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36440589,2015-08-31,2015-08-31,c74,,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhLzdmL2MxLzdjYjEtNDA3YS05ZTdkLWU5YzJlODJlOGE0ZQ.pdf,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzJmLzlkL2QwLzY2NjctNDNmYS1hMjk0LWM0ZTU3MmQ5ZDQwMg.xml,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,DK,Taastrup,2630.0,"1, 1.",Oldenburg Alle,2600 Glostrup,"Hovedvejen 94, 1. sal",,,-242000.0,,"Regnskabsklasse C, mellemstor virksomhed",,2017-02-20,2017-02-20,,450000.0,Der har ikke vÃ¦re Ã¦ndringer i selskabskapitalen siden stiftelsen,,,,,,33771231.0,36440589.0,33088205.0,Ãrsrapport,Alexander Wilhelmus Graft,Hans Christian Arborelius,Sodexo Airport Services A/S,BACH Statsautoriseret Revision I/S,100.0,5000.0,,,,,,,,2014-09-01,2015-08-31,,,,,HÃ¸je Taastrup,2016-08-31,2015-09-01,,,,,2017-02-20,Hellerup,,,adm. direktÃ¸r,formand,RevisionspÃ¥tegning,,urn:ofk:oid:23553294,indberetninger-20180424,2.5118417999999996,36440589.0,,2018-03-27T20:39:32.197Z,2017-03-03T15:59:53.569Z,regnskab,0.0,,2016-08-31,2015-09-01,X17-AD-64-UY,2017-03-03T15:59:53.732Z,475000.0,37269000.0,500000.0,35620000.0,1206000.0,4001000.0,475000.0,37269000.0,33128000.0,1649000.0,12375000.0,0.0,1174000.0,1174000.0,140000.0,140000.0,3501000.0,33128000.0,3319000.0,14345000.0,35620000.0,25099000.0,923000.0,2166000.0,9315000.0,,,,,,,,
36440589,2015-09-01,2015-09-01,c113,,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhLzdmL2MxLzdjYjEtNDA3YS05ZTdkLWU5YzJlODJlOGE0ZQ.pdf,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzJmLzlkL2QwLzY2NjctNDNmYS1hMjk0LWM0ZTU3MmQ5ZDQwMg.xml,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,DK,Taastrup,2630.0,"1, 1.",Oldenburg Alle,2600 Glostrup,"Hovedvejen 94, 1. sal",,,-242000.0,,"Regnskabsklasse C, mellemstor virksomhed",,2017-02-20,2017-02-20,,450000.0,Der har ikke vÃ¦re Ã¦ndringer i selskabskapitalen siden stiftelsen,,,,,,33771231.0,36440589.0,33088205.0,Ãrsrapport,Alexander Wilhelmus Graft,Hans Christian Arborelius,Sodexo Airport Services A/S,BACH Statsautoriseret Revision I/S,100.0,5000.0,,,,,,,,2014-09-01,2015-08-31,,,,,HÃ¸je Taastrup,2016-08-31,2015-09-01,,,,,2017-02-20,Hellerup,,,adm. direktÃ¸r,formand,RevisionspÃ¥tegning,,urn:ofk:oid:23553294,indberetninger-20180424,2.5118417999999996,36440589.0,,2018-03-27T20:39:32.197Z,2017-03-03T15:59:53.569Z,regnskab,0.0,,2016-08-31,2015-09-01,X17-AD-64-UY,2017-03-03T15:59:53.732Z,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36440589,2015-09-01,2015-09-01,c131,,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhLzdmL2MxLzdjYjEtNDA3YS05ZTdkLWU5YzJlODJlOGE0ZQ.pdf,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzJmLzlkL2QwLzY2NjctNDNmYS1hMjk0LWM0ZTU3MmQ5ZDQwMg.xml,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,DK,Taastrup,2630.0,"1, 1.",Oldenburg Alle,2600 Glostrup,"Hovedvejen 94, 1. sal",,,-242000.0,,"Regnskabsklasse C, mellemstor virksomhed",,2017-02-20,2017-02-20,,450000.0,Der har ikke vÃ¦re Ã¦ndringer i selskabskapitalen siden stiftelsen,,,,,,33771231.0,36440589.0,33088205.0,Ãrsrapport,Alexander Wilhelmus Graft,Hans Christian Arborelius,Sodexo Airport Services A/S,BACH Statsautoriseret Revision I/S,100.0,5000.0,,,,,,,,2014-09-01,2015-08-31,,,,,HÃ¸je Taastrup,2016-08-31,2015-09-01,,,,,2017-02-20,Hellerup,,,adm. direktÃ¸r,formand,RevisionspÃ¥tegning,,urn:ofk:oid:23553294,indberetninger-20180424,2.5118417999999996,36440589.0,,2018-03-27T20:39:32.197Z,2017-03-03T15:59:53.569Z,regnskab,0.0,,2016-08-31,2015-09-01,X17-AD-64-UY,2017-03-03T15:59:53.732Z,,,,,,3501000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36440589,2015-09-01,2015-09-01,c158,,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhLzdmL2MxLzdjYjEtNDA3YS05ZTdkLWU5YzJlODJlOGE0ZQ.pdf,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzJmLzlkL2QwLzY2NjctNDNmYS1hMjk0LWM0ZTU3MmQ5ZDQwMg.xml,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,DK,Taastrup,2630.0,"1, 1.",Oldenburg Alle,2600 Glostrup,"Hovedvejen 94, 1. sal",,,-242000.0,,"Regnskabsklasse C, mellemstor virksomhed",,2017-02-20,2017-02-20,,450000.0,Der har ikke vÃ¦re Ã¦ndringer i selskabskapitalen siden stiftelsen,,,,,,33771231.0,36440589.0,33088205.0,Ãrsrapport,Alexander Wilhelmus Graft,Hans Christian Arborelius,Sodexo Airport Services A/S,BACH Statsautoriseret Revision I/S,100.0,5000.0,,,,,,,,2014-09-01,2015-08-31,,,,,HÃ¸je Taastrup,2016-08-31,2015-09-01,,,,,2017-02-20,Hellerup,,,adm. direktÃ¸r,formand,RevisionspÃ¥tegning,,urn:ofk:oid:23553294,indberetninger-20180424,2.5118417999999996,36440589.0,,2018-03-27T20:39:32.197Z,2017-03-03T15:59:53.569Z,regnskab,0.0,,2016-08-31,2015-09-01,X17-AD-64-UY,2017-03-03T15:59:53.732Z,,,,,,,,,,,,,,,,,,,,,,,,,,-252000.0,727000.0,,,,,,
36440589,2015-09-01,2015-09-01,c208,,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhLzdmL2MxLzdjYjEtNDA3YS05ZTdkLWU5YzJlODJlOGE0ZQ.pdf,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzJmLzlkL2QwLzY2NjctNDNmYS1hMjk0LWM0ZTU3MmQ5ZDQwMg.xml,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,DK,Taastrup,2630.0,"1, 1.",Oldenburg Alle,2600 Glostrup,"Hovedvejen 94, 1. sal",,,-242000.0,,"Regnskabsklasse C, mellemstor virksomhed",,2017-02-20,2017-02-20,,450000.0,Der har ikke vÃ¦re Ã¦ndringer i selskabskapitalen siden stiftelsen,,,,,,33771231.0,36440589.0,33088205.0,Ãrsrapport,Alexander Wilhelmus Graft,Hans Christian Arborelius,Sodexo Airport Services A/S,BACH Statsautoriseret Revision I/S,100.0,5000.0,,,,,,,,2014-09-01,2015-08-31,,,,,HÃ¸je Taastrup,2016-08-31,2015-09-01,,,,,2017-02-20,Hellerup,,,adm. direktÃ¸r,formand,RevisionspÃ¥tegning,,urn:ofk:oid:23553294,indberetninger-20180424,2.5118417999999996,36440589.0,,2018-03-27T20:39:32.197Z,2017-03-03T15:59:53.569Z,regnskab,0.0,,2016-08-31,2015-09-01,X17-AD-64-UY,2017-03-03T15:59:53.732Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000.0,1349000.0,,,,
36440589,2015-09-01,2016-08-31,c104,,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhLzdmL2MxLzdjYjEtNDA3YS05ZTdkLWU5YzJlODJlOGE0ZQ.pdf,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzJmLzlkL2QwLzY2NjctNDNmYS1hMjk0LWM0ZTU3MmQ5ZDQwMg.xml,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,DK,Taastrup,2630.0,"1, 1.",Oldenburg Alle,2600 Glostrup,"Hovedvejen 94, 1. sal",,,-242000.0,,"Regnskabsklasse C, mellemstor virksomhed",,2017-02-20,2017-02-20,,450000.0,Der har ikke vÃ¦re Ã¦ndringer i selskabskapitalen siden stiftelsen,,,,,,33771231.0,36440589.0,33088205.0,Ãrsrapport,Alexander Wilhelmus Graft,Hans Christian Arborelius,Sodexo Airport Services A/S,BACH Statsautoriseret Revision I/S,100.0,5000.0,,,,,,,,2014-09-01,2015-08-31,,,,,HÃ¸je Taastrup,2016-08-31,2015-09-01,,,,,2017-02-20,Hellerup,,,adm. direktÃ¸r,formand,RevisionspÃ¥tegning,,urn:ofk:oid:23553294,indberetninger-20180424,2.5118417999999996,36440589.0,,2018-03-27T20:39:32.197Z,2017-03-03T15:59:53.569Z,regnskab,0.0,,2016-08-31,2015-09-01,X17-AD-64-UY,2017-03-03T15:59:53.732Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36440589,2015-09-01,2016-08-31,c11,,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhLzdmL2MxLzdjYjEtNDA3YS05ZTdkLWU5YzJlODJlOGE0ZQ.pdf,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzJmLzlkL2QwLzY2NjctNDNmYS1hMjk0LWM0ZTU3MmQ5ZDQwMg.xml,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,DK,Taastrup,2630.0,"1, 1.",Oldenburg Alle,2600 Glostrup,"Hovedvejen 94, 1. sal",497000.0,195000.0,-242000.0,195.0,"Regnskabsklasse C, mellemstor virksomhed",1381000.0,2017-02-20,2017-02-20,692000.0,450000.0,Der har ikke vÃ¦re Ã¦ndringer i selskabskapitalen siden stiftelsen,88204000.0,24.5,0.0,84.2,95386000.0,33771231.0,36440589.0,33088205.0,Ãrsrapport,Alexander Wilhelmus Graft,Hans Christian Arborelius,Sodexo Airport Services A/S,BACH Statsautoriseret Revision I/S,100.0,5000.0,5.7,58000.0,25174000.0,20000.0,0.0,9586000.0,9747000.0,2014-09-01,2015-08-31,4397000.0,6470000.0,6490000.0,2302000.0,HÃ¸je Taastrup,2016-08-31,2015-09-01,-20000.0,18.1,70.9,113276000.0,2017-02-20,Hellerup,473000.0,2073000.0,adm. direktÃ¸r,formand,RevisionspÃ¥tegning,77926000.0,urn:ofk:oid:23553294,indberetninger-20180424,2.5118417999999996,36440589.0,,2018-03-27T20:39:32.197Z,2017-03-03T15:59:53.569Z,regnskab,0.0,,2016-08-31,2015-09-01,X17-AD-64-UY,2017-03-03T15:59:53.732Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36440589,2015-09-01,2016-08-31,c12,,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhLzdmL2MxLzdjYjEtNDA3YS05ZTdkLWU5YzJlODJlOGE0ZQ.pdf,http://regnskaber.virk.dk/98504463/ZG9rdW1lbnRsYWdlcjovLzAzLzlmLzJmLzlkL2QwLzY2NjctNDNmYS1hMjk0LWM0ZTU3MmQ5ZDQwMg.xml,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,DK,Taastrup,2630.0,"1, 1.",Oldenburg Alle,2600 Glostrup,"Hovedvejen 94, 1. sal",,,-242000.0,,"Regnskabsklasse C, mellemstor virksomhed",,2017-02-20,2017-02-20,,450000.0,Der har ikke vÃ¦re Ã¦ndringer i selskabskapitalen siden stiftelsen,,,,,,33771231.0,36440589.0,33088205.0,Ãrsrapport,Alexander Wilhelmus Graft,Hans Christian Arborelius,Sodexo Airport Services A/S,BACH Statsautoriseret Revision I/S,100.0,5000.0,,,,,,,,2014-09-01,2015-08-31,,,,,HÃ¸je Taastrup,2016-08-31,2015-09-01,,,,,2017-02-20,Hellerup,,,adm. direktÃ¸r,formand,RevisionspÃ¥tegning,,urn:ofk:oid:23553294,indberetninger-20180424,2.5118417999999996,36440589.0,,2018-03-27T20:39:32.197Z,2017-03-03T15:59:53.569Z,regnskab,0.0,,2016-08-31,2015-09-01,X17-AD-64-UY,2017-03-03T15:59:53.732Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsautoriseret revisor,Flemming Eghoff,PricewaterhouseCoopers,
