entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AmortisationOfIntangibleAssets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AddressOfAuditorCountry,EmailOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
28862288,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzIxLzI4LzU2LzFkYTYtNDg2YS05OGY3LWE1MDI1MTRmNjQ3NQ.pdf,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzdkLzQ3LzQ5L2YzMjAtNDViYy04YmFlLWY0ODUyYjEwZDVlNg.xml,KÃ¸benhavn S,2300.0,14.0,Amsterdamvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,6907.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-09,2019-04-09,2019-04-09,Andre eksterne omkostninger omfatter omkostninger til salg og administration.,125000.0,28862288.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Glarvig IPR ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Martin K. Glarvig,Martin K. Glarvig,Glarvig IPR ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-09,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26981707,indberetninger-20180424,2.5118406,28862288.0,AWoQUfLpRYGX6_YTG00_,2019-04-12T06:53:16.027Z,2019-04-12T06:52:46.607Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-71-FK,2019-04-12T06:52:46.885Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28862288,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzIxLzI4LzU2LzFkYTYtNDg2YS05OGY3LWE1MDI1MTRmNjQ3NQ.pdf,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzdkLzQ3LzQ5L2YzMjAtNDViYy04YmFlLWY0ODUyYjEwZDVlNg.xml,KÃ¸benhavn S,2300.0,14.0,Amsterdamvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,6907.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-09,2019-04-09,2019-04-09,Andre eksterne omkostninger omfatter omkostninger til salg og administration.,108523.0,28862288.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Glarvig IPR ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Martin K. Glarvig,Martin K. Glarvig,Glarvig IPR ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-09,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26981707,indberetninger-20180424,2.5118406,28862288.0,AWoQUfLpRYGX6_YTG00_,2019-04-12T06:53:16.027Z,2019-04-12T06:52:46.607Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-71-FK,2019-04-12T06:52:46.885Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28862288,2017-01-01,2017-01-01,c744,,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzIxLzI4LzU2LzFkYTYtNDg2YS05OGY3LWE1MDI1MTRmNjQ3NQ.pdf,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzdkLzQ3LzQ5L2YzMjAtNDViYy04YmFlLWY0ODUyYjEwZDVlNg.xml,KÃ¸benhavn S,2300.0,14.0,Amsterdamvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,6907.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-09,2019-04-09,2019-04-09,Andre eksterne omkostninger omfatter omkostninger til salg og administration.,450000.0,28862288.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Glarvig IPR ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Martin K. Glarvig,Martin K. Glarvig,Glarvig IPR ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-09,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26981707,indberetninger-20180424,2.5118406,28862288.0,AWoQUfLpRYGX6_YTG00_,2019-04-12T06:53:16.027Z,2019-04-12T06:52:46.607Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-71-FK,2019-04-12T06:52:46.885Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28862288,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzIxLzI4LzU2LzFkYTYtNDg2YS05OGY3LWE1MDI1MTRmNjQ3NQ.pdf,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzdkLzQ3LzQ5L2YzMjAtNDViYy04YmFlLWY0ODUyYjEwZDVlNg.xml,KÃ¸benhavn S,2300.0,14.0,Amsterdamvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,6907.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-09,2019-04-09,2019-04-09,Andre eksterne omkostninger omfatter omkostninger til salg og administration.,,28862288.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Glarvig IPR ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Martin K. Glarvig,Martin K. Glarvig,Glarvig IPR ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-09,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26981707,indberetninger-20180424,2.5118406,28862288.0,AWoQUfLpRYGX6_YTG00_,2019-04-12T06:53:16.027Z,2019-04-12T06:52:46.607Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-71-FK,2019-04-12T06:52:46.885Z,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28862288,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzIxLzI4LzU2LzFkYTYtNDg2YS05OGY3LWE1MDI1MTRmNjQ3NQ.pdf,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzdkLzQ3LzQ5L2YzMjAtNDViYy04YmFlLWY0ODUyYjEwZDVlNg.xml,KÃ¸benhavn S,2300.0,14.0,Amsterdamvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,6907.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-09,2019-04-09,2019-04-09,Andre eksterne omkostninger omfatter omkostninger til salg og administration.,,28862288.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Glarvig IPR ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Martin K. Glarvig,Martin K. Glarvig,Glarvig IPR ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-09,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26981707,indberetninger-20180424,2.5118406,28862288.0,AWoQUfLpRYGX6_YTG00_,2019-04-12T06:53:16.027Z,2019-04-12T06:52:46.607Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-71-FK,2019-04-12T06:52:46.885Z,28658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28862288,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzIxLzI4LzU2LzFkYTYtNDg2YS05OGY3LWE1MDI1MTRmNjQ3NQ.pdf,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzdkLzQ3LzQ5L2YzMjAtNDViYy04YmFlLWY0ODUyYjEwZDVlNg.xml,KÃ¸benhavn S,2300.0,14.0,Amsterdamvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,6907.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-09,2019-04-09,2019-04-09,Andre eksterne omkostninger omfatter omkostninger til salg og administration.,,28862288.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Glarvig IPR ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Martin K. Glarvig,Martin K. Glarvig,Glarvig IPR ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-09,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26981707,indberetninger-20180424,2.5118406,28862288.0,AWoQUfLpRYGX6_YTG00_,2019-04-12T06:53:16.027Z,2019-04-12T06:52:46.607Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-71-FK,2019-04-12T06:52:46.885Z,428658.0,6907.0,559541.0,877.0,877.0,551757.0,552634.0,123099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28862288,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzIxLzI4LzU2LzFkYTYtNDg2YS05OGY3LWE1MDI1MTRmNjQ3NQ.pdf,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzdkLzQ3LzQ5L2YzMjAtNDViYy04YmFlLWY0ODUyYjEwZDVlNg.xml,KÃ¸benhavn S,2300.0,14.0,Amsterdamvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,6907.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-09,2019-04-09,2019-04-09,Andre eksterne omkostninger omfatter omkostninger til salg og administration.,,28862288.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Glarvig IPR ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Martin K. Glarvig,Martin K. Glarvig,Glarvig IPR ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-09,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26981707,indberetninger-20180424,2.5118406,28862288.0,AWoQUfLpRYGX6_YTG00_,2019-04-12T06:53:16.027Z,2019-04-12T06:52:46.607Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-71-FK,2019-04-12T06:52:46.885Z,28658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28862288,2017-01-01,2017-12-31,c745,,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzIxLzI4LzU2LzFkYTYtNDg2YS05OGY3LWE1MDI1MTRmNjQ3NQ.pdf,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzdkLzQ3LzQ5L2YzMjAtNDViYy04YmFlLWY0ODUyYjEwZDVlNg.xml,KÃ¸benhavn S,2300.0,14.0,Amsterdamvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,6907.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-09,2019-04-09,2019-04-09,Andre eksterne omkostninger omfatter omkostninger til salg og administration.,,28862288.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Glarvig IPR ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Martin K. Glarvig,Martin K. Glarvig,Glarvig IPR ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-09,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26981707,indberetninger-20180424,2.5118406,28862288.0,AWoQUfLpRYGX6_YTG00_,2019-04-12T06:53:16.027Z,2019-04-12T06:52:46.607Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-71-FK,2019-04-12T06:52:46.885Z,,,,,,,,,400000.0,450000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28862288,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzIxLzI4LzU2LzFkYTYtNDg2YS05OGY3LWE1MDI1MTRmNjQ3NQ.pdf,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzdkLzQ3LzQ5L2YzMjAtNDViYy04YmFlLWY0ODUyYjEwZDVlNg.xml,KÃ¸benhavn S,2300.0,14.0,Amsterdamvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,6907.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-09,2019-04-09,2019-04-09,Andre eksterne omkostninger omfatter omkostninger til salg og administration.,662181.0,28862288.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Glarvig IPR ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Martin K. Glarvig,Martin K. Glarvig,Glarvig IPR ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-09,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26981707,indberetninger-20180424,2.5118406,28862288.0,AWoQUfLpRYGX6_YTG00_,2019-04-12T06:53:16.027Z,2019-04-12T06:52:46.607Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-71-FK,2019-04-12T06:52:46.885Z,,,,,,,,,,,1211893.0,74798.0,27628.0,125000.0,1184265.0,27628.0,1211893.0,543634.0,27628.0,142248.0,400000.0,6078.0,6078.0,137181.0,543634.0,260767.0,1109467.0,1109467.0,124619.0,16000.0,,,,,,,,,,,,,,
28862288,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzIxLzI4LzU2LzFkYTYtNDg2YS05OGY3LWE1MDI1MTRmNjQ3NQ.pdf,http://regnskaber.virk.dk/88226882/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzdkLzQ3LzQ5L2YzMjAtNDViYy04YmFlLWY0ODUyYjEwZDVlNg.xml,KÃ¸benhavn S,2300.0,14.0,Amsterdamvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,6907.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-09,2019-04-09,2019-04-09,Andre eksterne omkostninger omfatter omkostninger til salg og administration.,125000.0,28862288.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Glarvig IPR ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Martin K. Glarvig,Martin K. Glarvig,Glarvig IPR ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-09,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26981707,indberetninger-20180424,2.5118406,28862288.0,AWoQUfLpRYGX6_YTG00_,2019-04-12T06:53:16.027Z,2019-04-12T06:52:46.607Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-71-FK,2019-04-12T06:52:46.885Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
