entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromDiscontinuedOperations,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedExtraordinaryDividendRecognisedInEquity,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
28506651,2015-07-01,2016-06-30,ID_10,,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzhmLzFjLzUzL2NkMjktNGUwNC1hYzYyLWVmMmIyNDlmNDM0Yw.pdf,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2NiL2QwLzQ4L2M0ZDItNGFiZS05NTE5LTMzY2I3NmQ5YTdjNw.xml,true,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til den daglige ledelse i Gram Holding 2015 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-09-14,2017-09-14,2005-02-01,2017-09-20,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Gram Holding 2015 ApS.,Ãrsrapport,Bjarne Bastved,Anders  Gram Kristiansen,Revisorkompagniet,Handelsbanken A/S,Gram Holding 2015 ApS,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Frederikssund,2015-07-01,2016-06-30,-460313.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-09-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24554082,indberetninger-20180424,2.5097342,28506651.0,,2018-03-27T10:09:56.752Z,2017-10-02T13:36:52.766Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AX-51-EF,2017-10-02T13:36:52.875Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28506651,2015-07-01,2016-06-30,ID_6,,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzhmLzFjLzUzL2NkMjktNGUwNC1hYzYyLWVmMmIyNDlmNDM0Yw.pdf,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2NiL2QwLzQ4L2M0ZDItNGFiZS05NTE5LTMzY2I3NmQ5YTdjNw.xml,true,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til den daglige ledelse i Gram Holding 2015 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-09-14,2017-09-14,2005-02-01,2017-09-20,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Gram Holding 2015 ApS.,Ãrsrapport,Bjarne Bastved,Anders  Gram Kristiansen,Revisorkompagniet,Handelsbanken A/S,Gram Holding 2015 ApS,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Frederikssund,2015-07-01,2016-06-30,729813.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-09-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24554082,indberetninger-20180424,2.5097342,28506651.0,,2018-03-27T10:09:56.752Z,2017-10-02T13:36:52.766Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AX-51-EF,2017-10-02T13:36:52.875Z,-506913.0,342310.0,484038.0,34685.0,300000.0,-66000.0,913957.0,648642.0,118144.0,,,,,,,,,,,,,,,,,,
28506651,2015-07-01,2016-06-30,ID_8,,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzhmLzFjLzUzL2NkMjktNGUwNC1hYzYyLWVmMmIyNDlmNDM0Yw.pdf,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2NiL2QwLzQ4L2M0ZDItNGFiZS05NTE5LTMzY2I3NmQ5YTdjNw.xml,true,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til den daglige ledelse i Gram Holding 2015 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-09-14,2017-09-14,2005-02-01,2017-09-20,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Gram Holding 2015 ApS.,Ãrsrapport,Bjarne Bastved,Anders  Gram Kristiansen,Revisorkompagniet,Handelsbanken A/S,Gram Holding 2015 ApS,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Frederikssund,2015-07-01,2016-06-30,-269500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-09-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24554082,indberetninger-20180424,2.5097342,28506651.0,,2018-03-27T10:09:56.752Z,2017-10-02T13:36:52.766Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AX-51-EF,2017-10-02T13:36:52.875Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28506651,2016-06-30,2016-06-30,ID_5,,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzhmLzFjLzUzL2NkMjktNGUwNC1hYzYyLWVmMmIyNDlmNDM0Yw.pdf,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2NiL2QwLzQ4L2M0ZDItNGFiZS05NTE5LTMzY2I3NmQ5YTdjNw.xml,true,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til den daglige ledelse i Gram Holding 2015 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-09-14,2017-09-14,2005-02-01,2017-09-20,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Gram Holding 2015 ApS.,Ãrsrapport,Bjarne Bastved,Anders  Gram Kristiansen,Revisorkompagniet,Handelsbanken A/S,Gram Holding 2015 ApS,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Frederikssund,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-09-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24554082,indberetninger-20180424,2.5097342,28506651.0,,2018-03-27T10:09:56.752Z,2017-10-02T13:36:52.766Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AX-51-EF,2017-10-02T13:36:52.875Z,,,,,,,,,,458447.0,319257.0,50000.0,458447.0,0.0,227366.0,458447.0,231082.0,20591.0,139190.0,-269500.0,446866.0,19000.0,231082.0,49712.0,139190.0,141779.0,
28506651,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzhmLzFjLzUzL2NkMjktNGUwNC1hYzYyLWVmMmIyNDlmNDM0Yw.pdf,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2NiL2QwLzQ4L2M0ZDItNGFiZS05NTE5LTMzY2I3NmQ5YTdjNw.xml,true,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til den daglige ledelse i Gram Holding 2015 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-09-14,2017-09-14,2005-02-01,2017-09-20,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Gram Holding 2015 ApS.,Ãrsrapport,Bjarne Bastved,Anders  Gram Kristiansen,Revisorkompagniet,Handelsbanken A/S,Gram Holding 2015 ApS,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Frederikssund,2015-07-01,2016-06-30,-10816.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-09-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24554082,indberetninger-20180424,2.5097342,28506651.0,,2018-03-27T10:09:56.752Z,2017-10-02T13:36:52.766Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AX-51-EF,2017-10-02T13:36:52.875Z,0.0,0.0,-13867.0,0.0,0.0,0.0,-13867.0,-13867.0,-3051.0,,,,,,,,,,,,,,,,,,
28506651,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzhmLzFjLzUzL2NkMjktNGUwNC1hYzYyLWVmMmIyNDlmNDM0Yw.pdf,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2NiL2QwLzQ4L2M0ZDItNGFiZS05NTE5LTMzY2I3NmQ5YTdjNw.xml,true,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til den daglige ledelse i Gram Holding 2015 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-09-14,2017-09-14,2005-02-01,2017-09-20,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Gram Holding 2015 ApS.,Ãrsrapport,Bjarne Bastved,Anders  Gram Kristiansen,Revisorkompagniet,Handelsbanken A/S,Gram Holding 2015 ApS,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Frederikssund,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-09-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24554082,indberetninger-20180424,2.5097342,28506651.0,,2018-03-27T10:09:56.752Z,2017-10-02T13:36:52.766Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AX-51-EF,2017-10-02T13:36:52.875Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28506651,2016-07-01,2017-06-30,ID_2,,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzhmLzFjLzUzL2NkMjktNGUwNC1hYzYyLWVmMmIyNDlmNDM0Yw.pdf,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2NiL2QwLzQ4L2M0ZDItNGFiZS05NTE5LTMzY2I3NmQ5YTdjNw.xml,true,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til den daglige ledelse i Gram Holding 2015 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-09-14,2017-09-14,2005-02-01,2017-09-20,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Gram Holding 2015 ApS.,Ãrsrapport,Bjarne Bastved,Anders  Gram Kristiansen,Revisorkompagniet,Handelsbanken A/S,Gram Holding 2015 ApS,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Frederikssund,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-09-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24554082,indberetninger-20180424,2.5097342,28506651.0,,2018-03-27T10:09:56.752Z,2017-10-02T13:36:52.766Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AX-51-EF,2017-10-02T13:36:52.875Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28506651,2016-07-01,2017-06-30,ID_3,,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzhmLzFjLzUzL2NkMjktNGUwNC1hYzYyLWVmMmIyNDlmNDM0Yw.pdf,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2NiL2QwLzQ4L2M0ZDItNGFiZS05NTE5LTMzY2I3NmQ5YTdjNw.xml,true,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til den daglige ledelse i Gram Holding 2015 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-09-14,2017-09-14,2005-02-01,2017-09-20,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Gram Holding 2015 ApS.,Ãrsrapport,Bjarne Bastved,Anders  Gram Kristiansen,Revisorkompagniet,Handelsbanken A/S,Gram Holding 2015 ApS,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Frederikssund,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-09-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24554082,indberetninger-20180424,2.5097342,28506651.0,,2018-03-27T10:09:56.752Z,2017-10-02T13:36:52.766Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AX-51-EF,2017-10-02T13:36:52.875Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Anders  Gram Kristiansen
28506651,2016-07-01,2017-06-30,ID_7,,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzhmLzFjLzUzL2NkMjktNGUwNC1hYzYyLWVmMmIyNDlmNDM0Yw.pdf,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2NiL2QwLzQ4L2M0ZDItNGFiZS05NTE5LTMzY2I3NmQ5YTdjNw.xml,true,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til den daglige ledelse i Gram Holding 2015 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-09-14,2017-09-14,2005-02-01,2017-09-20,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Gram Holding 2015 ApS.,Ãrsrapport,Bjarne Bastved,Anders  Gram Kristiansen,Revisorkompagniet,Handelsbanken A/S,Gram Holding 2015 ApS,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Frederikssund,2015-07-01,2016-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-09-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24554082,indberetninger-20180424,2.5097342,28506651.0,,2018-03-27T10:09:56.752Z,2017-10-02T13:36:52.766Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AX-51-EF,2017-10-02T13:36:52.875Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28506651,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzhmLzFjLzUzL2NkMjktNGUwNC1hYzYyLWVmMmIyNDlmNDM0Yw.pdf,http://regnskaber.virk.dk/15660582/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2NiL2QwLzQ4L2M0ZDItNGFiZS05NTE5LTMzY2I3NmQ5YTdjNw.xml,true,"2970, HÃ¸rsholm","Hovedgaden 28, 2. sal",Til den daglige ledelse i Gram Holding 2015 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-09-14,2017-09-14,2005-02-01,2017-09-20,34045607.0,28506651.0,34045607.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Gram Holding 2015 ApS.,Ãrsrapport,Bjarne Bastved,Anders  Gram Kristiansen,Revisorkompagniet,Handelsbanken A/S,Gram Holding 2015 ApS,"Revisorkompagniet, Godkendt revisionsanpartsselskab",Frederikssund,2015-07-01,2016-06-30,10816.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-09-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24554082,indberetninger-20180424,2.5097342,28506651.0,,2018-03-27T10:09:56.752Z,2017-10-02T13:36:52.766Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AX-51-EF,2017-10-02T13:36:52.875Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
