entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,NameAndSurnameOfMemberOfExecutiveBoard
19190102,2015-07-01,2016-06-30,ID_7,,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzkzLzVkL2Q4L2RhNGEtNDZkMC05MjBhLTE5ZGIwYjgzMWE3OA.pdf,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2ZhLzU2Lzc1L2RjYjgtNDc3Yi05MmRlLTk4YTY5ZTNmNzUxZQ.xml,true,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1",Til den daglige ledelse i HHC Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2018-01-04,2018-01-04,1996-03-01,2018-01-04,93805.0,26659817.0,19190102.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for HHC Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kronborg,Hans Henrik Christiansen,Revisionsfirmaet Per Kronborg,HHC Consult ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",54134.0,Charlottenlund,2015-07-01,2016-06-30,43201.0,39671.0,93805.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-06-30,2016-07-01,false,2018-01-04,Kastrup,-3530.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24918692,indberetninger-20180424,2.5097342,19190102.0,,2018-04-03T13:57:06.706Z,2018-01-04T14:15:43.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X18-AA-32-NE,2018-01-04T14:15:43.796Z,,,,,,,,,,,,,,,,,,,,
19190102,2015-07-01,2016-06-30,ID_9,,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzkzLzVkL2Q4L2RhNGEtNDZkMC05MjBhLTE5ZGIwYjgzMWE3OA.pdf,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2ZhLzU2Lzc1L2RjYjgtNDc3Yi05MmRlLTk4YTY5ZTNmNzUxZQ.xml,true,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1",Til den daglige ledelse i HHC Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2018-01-04,2018-01-04,1996-03-01,2018-01-04,,26659817.0,19190102.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for HHC Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kronborg,Hans Henrik Christiansen,Revisionsfirmaet Per Kronborg,HHC Consult ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Charlottenlund,2015-07-01,2016-06-30,-43201.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-06-30,2016-07-01,false,2018-01-04,Kastrup,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24918692,indberetninger-20180424,2.5097342,19190102.0,,2018-04-03T13:57:06.706Z,2018-01-04T14:15:43.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X18-AA-32-NE,2018-01-04T14:15:43.796Z,,,,,,,,,,,,,,,,,,,,
19190102,2016-06-30,2016-06-30,ID_6,,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzkzLzVkL2Q4L2RhNGEtNDZkMC05MjBhLTE5ZGIwYjgzMWE3OA.pdf,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2ZhLzU2Lzc1L2RjYjgtNDc3Yi05MmRlLTk4YTY5ZTNmNzUxZQ.xml,true,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1",Til den daglige ledelse i HHC Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2018-01-04,2018-01-04,1996-03-01,2018-01-04,,26659817.0,19190102.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for HHC Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kronborg,Hans Henrik Christiansen,Revisionsfirmaet Per Kronborg,HHC Consult ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Charlottenlund,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-06-30,2016-07-01,false,2018-01-04,Kastrup,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24918692,indberetninger-20180424,2.5097342,19190102.0,,2018-04-03T13:57:06.706Z,2018-01-04T14:15:43.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X18-AA-32-NE,2018-01-04T14:15:43.796Z,3050000.0,200000.0,1422223.0,3050000.0,3050000.0,1396001.0,693544.0,643544.0,3050000.0,50000.0,270728.0,3050000.0,231776.0,231776.0,-241837.0,1464060.0,702457.0,66680.0,365049.0,
19190102,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzkzLzVkL2Q4L2RhNGEtNDZkMC05MjBhLTE5ZGIwYjgzMWE3OA.pdf,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2ZhLzU2Lzc1L2RjYjgtNDc3Yi05MmRlLTk4YTY5ZTNmNzUxZQ.xml,true,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1",Til den daglige ledelse i HHC Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2018-01-04,2018-01-04,1996-03-01,2018-01-04,83462.0,26659817.0,19190102.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for HHC Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kronborg,Hans Henrik Christiansen,Revisionsfirmaet Per Kronborg,HHC Consult ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",54010.0,Charlottenlund,2015-07-01,2016-06-30,22973.0,29452.0,83462.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-06-30,2016-07-01,false,2018-01-04,Kastrup,6479.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24918692,indberetninger-20180424,2.5097342,19190102.0,,2018-04-03T13:57:06.706Z,2018-01-04T14:15:43.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X18-AA-32-NE,2018-01-04T14:15:43.796Z,,,,,,,,,,,,,,,,,,,,
19190102,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzkzLzVkL2Q4L2RhNGEtNDZkMC05MjBhLTE5ZGIwYjgzMWE3OA.pdf,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2ZhLzU2Lzc1L2RjYjgtNDc3Yi05MmRlLTk4YTY5ZTNmNzUxZQ.xml,true,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1",Til den daglige ledelse i HHC Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2018-01-04,2018-01-04,1996-03-01,2018-01-04,,26659817.0,19190102.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for HHC Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kronborg,Hans Henrik Christiansen,Revisionsfirmaet Per Kronborg,HHC Consult ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Charlottenlund,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-06-30,2016-07-01,false,2018-01-04,Kastrup,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24918692,indberetninger-20180424,2.5097342,19190102.0,,2018-04-03T13:57:06.706Z,2018-01-04T14:15:43.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X18-AA-32-NE,2018-01-04T14:15:43.796Z,,,,,,,,,,,,,,,,,,,,
19190102,2016-07-01,2017-06-30,ID_2,,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzkzLzVkL2Q4L2RhNGEtNDZkMC05MjBhLTE5ZGIwYjgzMWE3OA.pdf,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2ZhLzU2Lzc1L2RjYjgtNDc3Yi05MmRlLTk4YTY5ZTNmNzUxZQ.xml,true,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1",Til den daglige ledelse i HHC Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2018-01-04,2018-01-04,1996-03-01,2018-01-04,,26659817.0,19190102.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for HHC Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kronborg,Hans Henrik Christiansen,Revisionsfirmaet Per Kronborg,HHC Consult ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Charlottenlund,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-06-30,2016-07-01,false,2018-01-04,Kastrup,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24918692,indberetninger-20180424,2.5097342,19190102.0,,2018-04-03T13:57:06.706Z,2018-01-04T14:15:43.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X18-AA-32-NE,2018-01-04T14:15:43.796Z,,,,,,,,,,,,,,,,,,,,
19190102,2016-07-01,2017-06-30,ID_3,,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzkzLzVkL2Q4L2RhNGEtNDZkMC05MjBhLTE5ZGIwYjgzMWE3OA.pdf,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2ZhLzU2Lzc1L2RjYjgtNDc3Yi05MmRlLTk4YTY5ZTNmNzUxZQ.xml,true,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1",Til den daglige ledelse i HHC Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2018-01-04,2018-01-04,1996-03-01,2018-01-04,,26659817.0,19190102.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for HHC Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kronborg,Hans Henrik Christiansen,Revisionsfirmaet Per Kronborg,HHC Consult ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Charlottenlund,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-06-30,2016-07-01,false,2018-01-04,Kastrup,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24918692,indberetninger-20180424,2.5097342,19190102.0,,2018-04-03T13:57:06.706Z,2018-01-04T14:15:43.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X18-AA-32-NE,2018-01-04T14:15:43.796Z,,,,,,,,,,,,,,,,,,,,Hans Henrik Christiansen
19190102,2016-07-01,2017-06-30,ID_4,,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzkzLzVkL2Q4L2RhNGEtNDZkMC05MjBhLTE5ZGIwYjgzMWE3OA.pdf,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2ZhLzU2Lzc1L2RjYjgtNDc3Yi05MmRlLTk4YTY5ZTNmNzUxZQ.xml,true,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1",Til den daglige ledelse i HHC Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2018-01-04,2018-01-04,1996-03-01,2018-01-04,,26659817.0,19190102.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for HHC Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kronborg,Hans Henrik Christiansen,Revisionsfirmaet Per Kronborg,HHC Consult ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Charlottenlund,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-06-30,2016-07-01,false,2018-01-04,Kastrup,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24918692,indberetninger-20180424,2.5097342,19190102.0,,2018-04-03T13:57:06.706Z,2018-01-04T14:15:43.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X18-AA-32-NE,2018-01-04T14:15:43.796Z,,,,,,,,,,,,,,,,,,,,
19190102,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzkzLzVkL2Q4L2RhNGEtNDZkMC05MjBhLTE5ZGIwYjgzMWE3OA.pdf,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2ZhLzU2Lzc1L2RjYjgtNDc3Yi05MmRlLTk4YTY5ZTNmNzUxZQ.xml,true,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1",Til den daglige ledelse i HHC Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2018-01-04,2018-01-04,1996-03-01,2018-01-04,,26659817.0,19190102.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for HHC Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kronborg,Hans Henrik Christiansen,Revisionsfirmaet Per Kronborg,HHC Consult ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Charlottenlund,2015-07-01,2016-06-30,-22973.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-06-30,2016-07-01,false,2018-01-04,Kastrup,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24918692,indberetninger-20180424,2.5097342,19190102.0,,2018-04-03T13:57:06.706Z,2018-01-04T14:15:43.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X18-AA-32-NE,2018-01-04T14:15:43.796Z,,,,,,,,,,,,,,,,,,,,
19190102,2017-06-30,2017-06-30,ID_5,,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzkzLzVkL2Q4L2RhNGEtNDZkMC05MjBhLTE5ZGIwYjgzMWE3OA.pdf,http://regnskaber.virk.dk/20109191/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2ZhLzU2Lzc1L2RjYjgtNDc3Yi05MmRlLTk4YTY5ZTNmNzUxZQ.xml,true,"Kastrup, 2770","FuglebÃ¦kvej 3A, 1",Til den daglige ledelse i HHC Consult ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2018-01-04,2018-01-04,1996-03-01,2018-01-04,,26659817.0,19190102.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for HHC Consult ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kronborg,Hans Henrik Christiansen,Revisionsfirmaet Per Kronborg,HHC Consult ApS,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Charlottenlund,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-06-30,2016-07-01,false,2018-01-04,Kastrup,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24918692,indberetninger-20180424,2.5097342,19190102.0,,2018-04-03T13:57:06.706Z,2018-01-04T14:15:43.617Z,regnskab,0.0,,2017-06-30,2016-07-01,X18-AA-32-NE,2018-01-04T14:15:43.796Z,3050000.0,200000.0,1445196.0,3050000.0,3050000.0,1366549.0,619539.0,569539.0,3050000.0,50000.0,20000.0,3050000.0,238255.0,238255.0,-218864.0,1464060.0,747010.0,74040.0,652970.0,
