entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
35046518,2013-10-01,2014-09-30,ID_0,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8vcGRmcy8zNTA0NjUxODtBcFM1MjU2OTM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDE1MDExNF8xMDI1MjZfNjQ2.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i FH Maskinudlejning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-06,0.0,35046518.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for FH Maskinudlejning ApS.,Ãrsrapport,0.0,Henrik Madsen,FH Maskinudlejning ApS,"LDM Revision, Registreret Revisionsanpartsselskab","SjÃ¸rring, den 19. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2014-09-30,2013-10-01,2014-12-19,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14925986,indberetninger-20180424,2.509544,35046518.0,,2018-03-30T08:23:19.965Z,2015-01-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-375.610,2015-01-14T23:00:00.000Z,,
35046518,2013-10-01,2014-09-30,ID_1,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8vcGRmcy8zNTA0NjUxODtBcFM1MjU2OTM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDE1MDExNF8xMDI1MjZfNjQ2.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i FH Maskinudlejning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-06,0.0,35046518.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for FH Maskinudlejning ApS.,Ãrsrapport,0.0,Henrik Madsen,FH Maskinudlejning ApS,"LDM Revision, Registreret Revisionsanpartsselskab","SjÃ¸rring, den 19. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2014-09-30,2013-10-01,2014-12-19,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14925986,indberetninger-20180424,2.509544,35046518.0,,2018-03-30T08:23:19.965Z,2015-01-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-375.610,2015-01-14T23:00:00.000Z,,
35046518,2013-10-01,2014-09-30,ID_10,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8vcGRmcy8zNTA0NjUxODtBcFM1MjU2OTM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDE1MDExNF8xMDI1MjZfNjQ2.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i FH Maskinudlejning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-06,0.0,35046518.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for FH Maskinudlejning ApS.,Ãrsrapport,0.0,Henrik Madsen,FH Maskinudlejning ApS,"LDM Revision, Registreret Revisionsanpartsselskab","SjÃ¸rring, den 19. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2014-09-30,2013-10-01,2014-12-19,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14925986,indberetninger-20180424,2.509544,35046518.0,,2018-03-30T08:23:19.965Z,2015-01-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-375.610,2015-01-14T23:00:00.000Z,,
35046518,2013-10-01,2014-09-30,ID_2,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8vcGRmcy8zNTA0NjUxODtBcFM1MjU2OTM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDE1MDExNF8xMDI1MjZfNjQ2.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i FH Maskinudlejning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-06,0.0,35046518.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for FH Maskinudlejning ApS.,Ãrsrapport,0.0,Henrik Madsen,FH Maskinudlejning ApS,"LDM Revision, Registreret Revisionsanpartsselskab","SjÃ¸rring, den 19. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2014-09-30,2013-10-01,2014-12-19,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14925986,indberetninger-20180424,2.509544,35046518.0,,2018-03-30T08:23:19.965Z,2015-01-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-375.610,2015-01-14T23:00:00.000Z,Flemming Madsen,DirektÃ¸r
35046518,2013-10-01,2014-09-30,ID_3,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8vcGRmcy8zNTA0NjUxODtBcFM1MjU2OTM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDE1MDExNF8xMDI1MjZfNjQ2.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i FH Maskinudlejning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-06,0.0,35046518.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for FH Maskinudlejning ApS.,Ãrsrapport,0.0,Henrik Madsen,FH Maskinudlejning ApS,"LDM Revision, Registreret Revisionsanpartsselskab","SjÃ¸rring, den 19. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2014-09-30,2013-10-01,2014-12-19,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14925986,indberetninger-20180424,2.509544,35046518.0,,2018-03-30T08:23:19.965Z,2015-01-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-375.610,2015-01-14T23:00:00.000Z,Henrik Madsen,DirektÃ¸r
35046518,2013-10-01,2014-09-30,ID_4,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8vcGRmcy8zNTA0NjUxODtBcFM1MjU2OTM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDE1MDExNF8xMDI1MjZfNjQ2.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i FH Maskinudlejning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-06,0.0,35046518.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for FH Maskinudlejning ApS.,Ãrsrapport,0.0,Henrik Madsen,FH Maskinudlejning ApS,"LDM Revision, Registreret Revisionsanpartsselskab","SjÃ¸rring, den 19. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2014-09-30,2013-10-01,2014-12-19,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14925986,indberetninger-20180424,2.509544,35046518.0,,2018-03-30T08:23:19.965Z,2015-01-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-375.610,2015-01-14T23:00:00.000Z,,
35046518,2013-10-01,2014-09-30,ID_5,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8vcGRmcy8zNTA0NjUxODtBcFM1MjU2OTM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDE1MDExNF8xMDI1MjZfNjQ2.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i FH Maskinudlejning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-06,0.0,35046518.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for FH Maskinudlejning ApS.,Ãrsrapport,0.0,Henrik Madsen,FH Maskinudlejning ApS,"LDM Revision, Registreret Revisionsanpartsselskab","SjÃ¸rring, den 19. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2014-09-30,2013-10-01,2014-12-19,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14925986,indberetninger-20180424,2.509544,35046518.0,,2018-03-30T08:23:19.965Z,2015-01-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-375.610,2015-01-14T23:00:00.000Z,,
35046518,2013-10-01,2014-09-30,ID_6,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8vcGRmcy8zNTA0NjUxODtBcFM1MjU2OTM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDE1MDExNF8xMDI1MjZfNjQ2.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i FH Maskinudlejning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-06,0.0,35046518.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for FH Maskinudlejning ApS.,Ãrsrapport,0.0,Henrik Madsen,FH Maskinudlejning ApS,"LDM Revision, Registreret Revisionsanpartsselskab","SjÃ¸rring, den 19. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2014-09-30,2013-10-01,2014-12-19,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14925986,indberetninger-20180424,2.509544,35046518.0,,2018-03-30T08:23:19.965Z,2015-01-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-375.610,2015-01-14T23:00:00.000Z,,
35046518,2013-10-01,2014-09-30,ID_7,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8vcGRmcy8zNTA0NjUxODtBcFM1MjU2OTM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDE1MDExNF8xMDI1MjZfNjQ2.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i FH Maskinudlejning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-06,0.0,35046518.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for FH Maskinudlejning ApS.,Ãrsrapport,0.0,Henrik Madsen,FH Maskinudlejning ApS,"LDM Revision, Registreret Revisionsanpartsselskab","SjÃ¸rring, den 19. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2014-09-30,2013-10-01,2014-12-19,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14925986,indberetninger-20180424,2.509544,35046518.0,,2018-03-30T08:23:19.965Z,2015-01-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-375.610,2015-01-14T23:00:00.000Z,,
35046518,2013-10-01,2014-09-30,ID_8,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8vcGRmcy8zNTA0NjUxODtBcFM1MjU2OTM7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/81564053/Y3ZyLmRrOi8veGJybHMvWC01RjkyQTZCRi0yMDE1MDExNF8xMDI1MjZfNjQ2.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i FH Maskinudlejning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-01-06,0.0,35046518.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for FH Maskinudlejning ApS.,Ãrsrapport,0.0,Henrik Madsen,FH Maskinudlejning ApS,"LDM Revision, Registreret Revisionsanpartsselskab","SjÃ¸rring, den 19. december 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2014-09-30,2013-10-01,2014-12-19,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14925986,indberetninger-20180424,2.509544,35046518.0,,2018-03-30T08:23:19.965Z,2015-01-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-375.610,2015-01-14T23:00:00.000Z,,
