entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,DeferredIncomeAssets,DevelopmentProjectsInProgressAndPrepaymentsForIntangibleAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForDevelopmentExpenditure,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IntangibleAssetsGross,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToIntangibleAssets,AmortisationOfIntangibleAssets,DisposalsOfIntangibleAssets,NameAndSurnameOfMemberOfSupervisoryBoard,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets
13923795,2017-06-01,2018-05-31,c175,,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IwL2I5L2MzLzg5NmUtNDdlOC1hMzAwLWU1NjRjNDUwNGU0Mw.pdf,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2M3L2FiLzU5L2RiZDItNDM1MC1iNWE2LWU0MTM2ZTJkMDlmZA.xml,true,151787.0,95113.0,Middelfart,5500.0,6.0,Langelandsvej,Silkeborg,8600.0,3.0,Vestergade,Silkeborg,8600.0,4.0,GodthÃ¥bsvej,5592 Ejby,Industrivej 13,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i Sommer-Savex A/S,90524.0,7.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",1055626.0,2019-08-21,1990-01-01,2019-08-21,11379.0,152172.0,Statsautoriseret revisor,4644.0,-3500000.0,3379521.0,8627331.0,20222670.0,13923795.0,20222670.0,mne27873,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Sommer-Savex A/S.,385.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Line Hjort,Line Hjort,Danske Bank,Brockstedt-Kaalund,Sommer-Savex A/S,BDO Statsautoriseret revisionsaktieselskab,43449.0,36961.0,0.0,36961.0,0.0,Middelfart,24776.0,2017-06-01,2018-05-31,4053320.0,5199470.0,5236431.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2019-05-31,2018-06-01,false,2019-08-21,Middelfart,200008.0,1146150.0,3111288.0,urn:ofk:oid:27971652,indberetninger-20180424,2.5116834999999997,13923795.0,AW4iGgIEIXJRhhXBPGQA,2019-10-31T13:56:02.047Z,2019-10-31T13:55:59.432Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DF-92-VE,2019-10-31T13:55:59.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13923795,2017-06-01,2018-05-31,c183,,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IwL2I5L2MzLzg5NmUtNDdlOC1hMzAwLWU1NjRjNDUwNGU0Mw.pdf,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2M3L2FiLzU5L2RiZDItNDM1MC1iNWE2LWU0MTM2ZTJkMDlmZA.xml,true,151787.0,95113.0,Middelfart,5500.0,6.0,Langelandsvej,Silkeborg,8600.0,3.0,Vestergade,Silkeborg,8600.0,4.0,GodthÃ¥bsvej,5592 Ejby,Industrivej 13,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i Sommer-Savex A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",,2019-08-21,1990-01-01,2019-08-21,,152172.0,Statsautoriseret revisor,4644.0,-3500000.0,,,20222670.0,13923795.0,20222670.0,mne27873,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Sommer-Savex A/S.,385.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Line Hjort,Line Hjort,Danske Bank,Brockstedt-Kaalund,Sommer-Savex A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Middelfart,,2017-06-01,2018-05-31,2000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2019-05-31,2018-06-01,false,2019-08-21,Middelfart,,,,urn:ofk:oid:27971652,indberetninger-20180424,2.5116834999999997,13923795.0,AW4iGgIEIXJRhhXBPGQA,2019-10-31T13:56:02.047Z,2019-10-31T13:55:59.432Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DF-92-VE,2019-10-31T13:55:59.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13923795,2017-06-01,2018-05-31,c214,,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IwL2I5L2MzLzg5NmUtNDdlOC1hMzAwLWU1NjRjNDUwNGU0Mw.pdf,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2M3L2FiLzU5L2RiZDItNDM1MC1iNWE2LWU0MTM2ZTJkMDlmZA.xml,true,151787.0,95113.0,Middelfart,5500.0,6.0,Langelandsvej,Silkeborg,8600.0,3.0,Vestergade,Silkeborg,8600.0,4.0,GodthÃ¥bsvej,5592 Ejby,Industrivej 13,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i Sommer-Savex A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",,2019-08-21,1990-01-01,2019-08-21,,152172.0,Statsautoriseret revisor,4644.0,-3500000.0,,,20222670.0,13923795.0,20222670.0,mne27873,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Sommer-Savex A/S.,385.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Line Hjort,Line Hjort,Danske Bank,Brockstedt-Kaalund,Sommer-Savex A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Middelfart,,2017-06-01,2018-05-31,-1446680.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2019-05-31,2018-06-01,false,2019-08-21,Middelfart,,,,urn:ofk:oid:27971652,indberetninger-20180424,2.5116834999999997,13923795.0,AW4iGgIEIXJRhhXBPGQA,2019-10-31T13:56:02.047Z,2019-10-31T13:55:59.432Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DF-92-VE,2019-10-31T13:55:59.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13923795,2017-06-01,2018-05-31,c219,,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IwL2I5L2MzLzg5NmUtNDdlOC1hMzAwLWU1NjRjNDUwNGU0Mw.pdf,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2M3L2FiLzU5L2RiZDItNDM1MC1iNWE2LWU0MTM2ZTJkMDlmZA.xml,true,151787.0,95113.0,Middelfart,5500.0,6.0,Langelandsvej,Silkeborg,8600.0,3.0,Vestergade,Silkeborg,8600.0,4.0,GodthÃ¥bsvej,5592 Ejby,Industrivej 13,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i Sommer-Savex A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",,2019-08-21,1990-01-01,2019-08-21,,152172.0,Statsautoriseret revisor,4644.0,-3500000.0,,,20222670.0,13923795.0,20222670.0,mne27873,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Sommer-Savex A/S.,385.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Line Hjort,Line Hjort,Danske Bank,Brockstedt-Kaalund,Sommer-Savex A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Middelfart,,2017-06-01,2018-05-31,3500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2019-05-31,2018-06-01,false,2019-08-21,Middelfart,,,,urn:ofk:oid:27971652,indberetninger-20180424,2.5116834999999997,13923795.0,AW4iGgIEIXJRhhXBPGQA,2019-10-31T13:56:02.047Z,2019-10-31T13:55:59.432Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DF-92-VE,2019-10-31T13:55:59.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13923795,2018-05-31,2018-05-31,c173,,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IwL2I5L2MzLzg5NmUtNDdlOC1hMzAwLWU1NjRjNDUwNGU0Mw.pdf,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2M3L2FiLzU5L2RiZDItNDM1MC1iNWE2LWU0MTM2ZTJkMDlmZA.xml,true,151787.0,95113.0,Middelfart,5500.0,6.0,Langelandsvej,Silkeborg,8600.0,3.0,Vestergade,Silkeborg,8600.0,4.0,GodthÃ¥bsvej,5592 Ejby,Industrivej 13,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i Sommer-Savex A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",,2019-08-21,1990-01-01,2019-08-21,,152172.0,Statsautoriseret revisor,4644.0,-3500000.0,,,20222670.0,13923795.0,20222670.0,mne27873,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Sommer-Savex A/S.,385.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Line Hjort,Line Hjort,Danske Bank,Brockstedt-Kaalund,Sommer-Savex A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Middelfart,,2017-06-01,2018-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2019-05-31,2018-06-01,false,2019-08-21,Middelfart,,,,urn:ofk:oid:27971652,indberetninger-20180424,2.5116834999999997,13923795.0,AW4iGgIEIXJRhhXBPGQA,2019-10-31T13:56:02.047Z,2019-10-31T13:55:59.432Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DF-92-VE,2019-10-31T13:55:59.647Z,13573996.0,3469085.0,0.0,500000.0,252272.0,399055.0,4475951.0,51668.0,399055.0,3158850.0,13573996.0,9014130.0,1055626.0,1055626.0,3158850.0,450723.0,51668.0,3500000.0,83915.0,83915.0,311263.0,164688.0,0.0,7958504.0,1417365.0,0.0,6495338.0,0.0,1166534.0,1454931.0,6243066.0,,,,,,,,,
13923795,2018-06-01,2018-06-01,c231,,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IwL2I5L2MzLzg5NmUtNDdlOC1hMzAwLWU1NjRjNDUwNGU0Mw.pdf,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2M3L2FiLzU5L2RiZDItNDM1MC1iNWE2LWU0MTM2ZTJkMDlmZA.xml,true,151787.0,95113.0,Middelfart,5500.0,6.0,Langelandsvej,Silkeborg,8600.0,3.0,Vestergade,Silkeborg,8600.0,4.0,GodthÃ¥bsvej,5592 Ejby,Industrivej 13,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i Sommer-Savex A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",,2019-08-21,1990-01-01,2019-08-21,,152172.0,Statsautoriseret revisor,4644.0,-3500000.0,,,20222670.0,13923795.0,20222670.0,mne27873,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Sommer-Savex A/S.,385.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Line Hjort,Line Hjort,Danske Bank,Brockstedt-Kaalund,Sommer-Savex A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Middelfart,,2017-06-01,2018-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2019-05-31,2018-06-01,false,2019-08-21,Middelfart,,,,urn:ofk:oid:27971652,indberetninger-20180424,2.5116834999999997,13923795.0,AW4iGgIEIXJRhhXBPGQA,2019-10-31T13:56:02.047Z,2019-10-31T13:55:59.432Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DF-92-VE,2019-10-31T13:55:59.647Z,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13923795,2018-06-01,2018-06-01,c249,,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IwL2I5L2MzLzg5NmUtNDdlOC1hMzAwLWU1NjRjNDUwNGU0Mw.pdf,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2M3L2FiLzU5L2RiZDItNDM1MC1iNWE2LWU0MTM2ZTJkMDlmZA.xml,true,151787.0,95113.0,Middelfart,5500.0,6.0,Langelandsvej,Silkeborg,8600.0,3.0,Vestergade,Silkeborg,8600.0,4.0,GodthÃ¥bsvej,5592 Ejby,Industrivej 13,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i Sommer-Savex A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",,2019-08-21,1990-01-01,2019-08-21,,152172.0,Statsautoriseret revisor,4644.0,-3500000.0,,,20222670.0,13923795.0,20222670.0,mne27873,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Sommer-Savex A/S.,385.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Line Hjort,Line Hjort,Danske Bank,Brockstedt-Kaalund,Sommer-Savex A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Middelfart,,2017-06-01,2018-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2019-05-31,2018-06-01,false,2019-08-21,Middelfart,,,,urn:ofk:oid:27971652,indberetninger-20180424,2.5116834999999997,13923795.0,AW4iGgIEIXJRhhXBPGQA,2019-10-31T13:56:02.047Z,2019-10-31T13:55:59.432Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DF-92-VE,2019-10-31T13:55:59.647Z,,,,,,,164688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13923795,2018-06-01,2018-06-01,c255,,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IwL2I5L2MzLzg5NmUtNDdlOC1hMzAwLWU1NjRjNDUwNGU0Mw.pdf,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2M3L2FiLzU5L2RiZDItNDM1MC1iNWE2LWU0MTM2ZTJkMDlmZA.xml,true,151787.0,95113.0,Middelfart,5500.0,6.0,Langelandsvej,Silkeborg,8600.0,3.0,Vestergade,Silkeborg,8600.0,4.0,GodthÃ¥bsvej,5592 Ejby,Industrivej 13,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i Sommer-Savex A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",,2019-08-21,1990-01-01,2019-08-21,,152172.0,Statsautoriseret revisor,4644.0,-3500000.0,,,20222670.0,13923795.0,20222670.0,mne27873,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Sommer-Savex A/S.,385.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Line Hjort,Line Hjort,Danske Bank,Brockstedt-Kaalund,Sommer-Savex A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Middelfart,,2017-06-01,2018-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2019-05-31,2018-06-01,false,2019-08-21,Middelfart,,,,urn:ofk:oid:27971652,indberetninger-20180424,2.5116834999999997,13923795.0,AW4iGgIEIXJRhhXBPGQA,2019-10-31T13:56:02.047Z,2019-10-31T13:55:59.432Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DF-92-VE,2019-10-31T13:55:59.647Z,,,,,,,3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13923795,2018-06-01,2018-06-01,c261,,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IwL2I5L2MzLzg5NmUtNDdlOC1hMzAwLWU1NjRjNDUwNGU0Mw.pdf,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2M3L2FiLzU5L2RiZDItNDM1MC1iNWE2LWU0MTM2ZTJkMDlmZA.xml,true,151787.0,95113.0,Middelfart,5500.0,6.0,Langelandsvej,Silkeborg,8600.0,3.0,Vestergade,Silkeborg,8600.0,4.0,GodthÃ¥bsvej,5592 Ejby,Industrivej 13,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i Sommer-Savex A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",,2019-08-21,1990-01-01,2019-08-21,,152172.0,Statsautoriseret revisor,4644.0,-3500000.0,,,20222670.0,13923795.0,20222670.0,mne27873,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Sommer-Savex A/S.,385.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Line Hjort,Line Hjort,Danske Bank,Brockstedt-Kaalund,Sommer-Savex A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Middelfart,,2017-06-01,2018-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2019-05-31,2018-06-01,false,2019-08-21,Middelfart,,,,urn:ofk:oid:27971652,indberetninger-20180424,2.5116834999999997,13923795.0,AW4iGgIEIXJRhhXBPGQA,2019-10-31T13:56:02.047Z,2019-10-31T13:55:59.432Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DF-92-VE,2019-10-31T13:55:59.647Z,,,,,,,311263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13923795,2018-06-01,2018-06-01,c366,,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IwL2I5L2MzLzg5NmUtNDdlOC1hMzAwLWU1NjRjNDUwNGU0Mw.pdf,http://regnskaber.virk.dk/59732931/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2M3L2FiLzU5L2RiZDItNDM1MC1iNWE2LWU0MTM2ZTJkMDlmZA.xml,true,151787.0,95113.0,Middelfart,5500.0,6.0,Langelandsvej,Silkeborg,8600.0,3.0,Vestergade,Silkeborg,8600.0,4.0,GodthÃ¥bsvej,5592 Ejby,Industrivej 13,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i Sommer-Savex A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019.",,2019-08-21,1990-01-01,2019-08-21,,152172.0,Statsautoriseret revisor,4644.0,-3500000.0,,,20222670.0,13923795.0,20222670.0,mne27873,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2018 - 31. maj 2019 for Sommer-Savex A/S.,385.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Line Hjort,Line Hjort,Danske Bank,Brockstedt-Kaalund,Sommer-Savex A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Middelfart,,2017-06-01,2018-05-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2019-05-31,2018-06-01,false,2019-08-21,Middelfart,,,,urn:ofk:oid:27971652,indberetninger-20180424,2.5116834999999997,13923795.0,AW4iGgIEIXJRhhXBPGQA,2019-10-31T13:56:02.047Z,2019-10-31T13:55:59.432Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DF-92-VE,2019-10-31T13:55:59.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
