entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnAuditedFinancialStatements,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ContributedCapital,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,NameAndSurnameOfMemberOfSupervisoryBoard
17918303,2011-01-01,2011-01-01,c476,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8vcGRmcy8xNzkxODMwMztBL1MyMTc3Mzk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDUzMF8xNDI4MTdfOTI5.xml,Danmark,5000.0,Wichmandsgade 1,5000  Odense C,Skibhusvej 280 A,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-05-30,2013-05-30,1994-06-23,2013-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,529000.0,30197925.0,17918303.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Aktieselskabet af 15. februar 2000.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 15. februar 2000 for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Mogens Andersen,Arne Hansen,Tage Anton Bak,"Census, statsautoriseret revisionsaktieselskab",Aktieselskabet af 15. februar 2000,"Census, statsautoriseret revisionsaktieselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Odense C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2012-12-31,2012-01-01,2013-05-30,Odense,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:19468282,indberetninger-20180424,2.5124266,17918303.0,,2018-04-01T13:16:26.657Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-22.085,2013-05-31T22:00:00.000Z,,,,,,,,,,
17918303,2011-01-01,2011-01-01,c494,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8vcGRmcy8xNzkxODMwMztBL1MyMTc3Mzk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDUzMF8xNDI4MTdfOTI5.xml,Danmark,5000.0,Wichmandsgade 1,5000  Odense C,Skibhusvej 280 A,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-05-30,2013-05-30,1994-06-23,2013-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,-5458463.0,30197925.0,17918303.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Aktieselskabet af 15. februar 2000.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 15. februar 2000 for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Mogens Andersen,Arne Hansen,Tage Anton Bak,"Census, statsautoriseret revisionsaktieselskab",Aktieselskabet af 15. februar 2000,"Census, statsautoriseret revisionsaktieselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Odense C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2012-12-31,2012-01-01,2013-05-30,Odense,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:19468282,indberetninger-20180424,2.5124266,17918303.0,,2018-04-01T13:16:26.657Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-22.085,2013-05-31T22:00:00.000Z,,,,,,,,,,
17918303,2011-01-01,2011-12-31,c123,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8vcGRmcy8xNzkxODMwMztBL1MyMTc3Mzk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDUzMF8xNDI4MTdfOTI5.xml,Danmark,5000.0,Wichmandsgade 1,5000  Odense C,Skibhusvej 280 A,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-05-30,2013-05-30,1994-06-23,2013-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,,30197925.0,17918303.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Aktieselskabet af 15. februar 2000.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 15. februar 2000 for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Mogens Andersen,Arne Hansen,Tage Anton Bak,"Census, statsautoriseret revisionsaktieselskab",Aktieselskabet af 15. februar 2000,"Census, statsautoriseret revisionsaktieselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Odense C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2012-12-31,2012-01-01,2013-05-30,Odense,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:19468282,indberetninger-20180424,2.5124266,17918303.0,,2018-04-01T13:16:26.657Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-22.085,2013-05-31T22:00:00.000Z,-2000.0,,,,,,,,,
17918303,2011-01-01,2011-12-31,c3,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8vcGRmcy8xNzkxODMwMztBL1MyMTc3Mzk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDUzMF8xNDI4MTdfOTI5.xml,Danmark,5000.0,Wichmandsgade 1,5000  Odense C,Skibhusvej 280 A,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-05-30,2013-05-30,1994-06-23,2013-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,,30197925.0,17918303.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Aktieselskabet af 15. februar 2000.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 15. februar 2000 for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Mogens Andersen,Arne Hansen,Tage Anton Bak,"Census, statsautoriseret revisionsaktieselskab",Aktieselskabet af 15. februar 2000,"Census, statsautoriseret revisionsaktieselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Odense C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2012-12-31,2012-01-01,2013-05-30,Odense,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:19468282,indberetninger-20180424,2.5124266,17918303.0,,2018-04-01T13:16:26.657Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-22.085,2013-05-31T22:00:00.000Z,-2000.0,-2000.0,-2000.0,-2000.0,,,,,,
17918303,2011-01-01,2011-12-31,c495,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8vcGRmcy8xNzkxODMwMztBL1MyMTc3Mzk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDUzMF8xNDI4MTdfOTI5.xml,Danmark,5000.0,Wichmandsgade 1,5000  Odense C,Skibhusvej 280 A,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-05-30,2013-05-30,1994-06-23,2013-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,,30197925.0,17918303.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Aktieselskabet af 15. februar 2000.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 15. februar 2000 for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Mogens Andersen,Arne Hansen,Tage Anton Bak,"Census, statsautoriseret revisionsaktieselskab",Aktieselskabet af 15. februar 2000,"Census, statsautoriseret revisionsaktieselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Odense C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2012-12-31,2012-01-01,2013-05-30,Odense,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:19468282,indberetninger-20180424,2.5124266,17918303.0,,2018-04-01T13:16:26.657Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-22.085,2013-05-31T22:00:00.000Z,-2000.0,,,,,,,,,
17918303,2011-12-31,2011-12-31,c4,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8vcGRmcy8xNzkxODMwMztBL1MyMTc3Mzk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDUzMF8xNDI4MTdfOTI5.xml,Danmark,5000.0,Wichmandsgade 1,5000  Odense C,Skibhusvej 280 A,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-05-30,2013-05-30,1994-06-23,2013-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,-4931463.0,30197925.0,17918303.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Aktieselskabet af 15. februar 2000.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 15. februar 2000 for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Mogens Andersen,Arne Hansen,Tage Anton Bak,"Census, statsautoriseret revisionsaktieselskab",Aktieselskabet af 15. februar 2000,"Census, statsautoriseret revisionsaktieselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Odense C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2012-12-31,2012-01-01,2013-05-30,Odense,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:19468282,indberetninger-20180424,2.5124266,17918303.0,,2018-04-01T13:16:26.657Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-22.085,2013-05-31T22:00:00.000Z,,,,,529000.0,4931463.0,4931463.0,-5460463.0,4931463.0,
17918303,2011-12-31,2011-12-31,c472,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8vcGRmcy8xNzkxODMwMztBL1MyMTc3Mzk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDUzMF8xNDI4MTdfOTI5.xml,Danmark,5000.0,Wichmandsgade 1,5000  Odense C,Skibhusvej 280 A,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-05-30,2013-05-30,1994-06-23,2013-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,529000.0,30197925.0,17918303.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Aktieselskabet af 15. februar 2000.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 15. februar 2000 for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Mogens Andersen,Arne Hansen,Tage Anton Bak,"Census, statsautoriseret revisionsaktieselskab",Aktieselskabet af 15. februar 2000,"Census, statsautoriseret revisionsaktieselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Odense C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2012-12-31,2012-01-01,2013-05-30,Odense,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:19468282,indberetninger-20180424,2.5124266,17918303.0,,2018-04-01T13:16:26.657Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-22.085,2013-05-31T22:00:00.000Z,,,,,,,,,,
17918303,2011-12-31,2011-12-31,c496,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8vcGRmcy8xNzkxODMwMztBL1MyMTc3Mzk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDUzMF8xNDI4MTdfOTI5.xml,Danmark,5000.0,Wichmandsgade 1,5000  Odense C,Skibhusvej 280 A,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-05-30,2013-05-30,1994-06-23,2013-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,-5460463.0,30197925.0,17918303.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Aktieselskabet af 15. februar 2000.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 15. februar 2000 for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Mogens Andersen,Arne Hansen,Tage Anton Bak,"Census, statsautoriseret revisionsaktieselskab",Aktieselskabet af 15. februar 2000,"Census, statsautoriseret revisionsaktieselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Odense C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2012-12-31,2012-01-01,2013-05-30,Odense,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:19468282,indberetninger-20180424,2.5124266,17918303.0,,2018-04-01T13:16:26.657Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-22.085,2013-05-31T22:00:00.000Z,,,,,,,,,,
17918303,2012-01-01,2012-01-01,c199,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8vcGRmcy8xNzkxODMwMztBL1MyMTc3Mzk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDUzMF8xNDI4MTdfOTI5.xml,Danmark,5000.0,Wichmandsgade 1,5000  Odense C,Skibhusvej 280 A,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-05-30,2013-05-30,1994-06-23,2013-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,-5460463.0,30197925.0,17918303.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Aktieselskabet af 15. februar 2000.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 15. februar 2000 for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Mogens Andersen,Arne Hansen,Tage Anton Bak,"Census, statsautoriseret revisionsaktieselskab",Aktieselskabet af 15. februar 2000,"Census, statsautoriseret revisionsaktieselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Odense C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2012-12-31,2012-01-01,2013-05-30,Odense,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:19468282,indberetninger-20180424,2.5124266,17918303.0,,2018-04-01T13:16:26.657Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-22.085,2013-05-31T22:00:00.000Z,,,,,,,,,,
17918303,2012-01-01,2012-01-01,c473,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8vcGRmcy8xNzkxODMwMztBL1MyMTc3Mzk7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/30381971/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDUzMF8xNDI4MTdfOTI5.xml,Danmark,5000.0,Wichmandsgade 1,5000  Odense C,Skibhusvej 280 A,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-05-30,2013-05-30,1994-06-23,2013-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,529000.0,30197925.0,17918303.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Aktieselskabet af 15. februar 2000.,"Vi har revideret Ã¥rsregnskabet for Aktieselskabet af 15. februar 2000 for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Mogens Andersen,Arne Hansen,Tage Anton Bak,"Census, statsautoriseret revisionsaktieselskab",Aktieselskabet af 15. februar 2000,"Census, statsautoriseret revisionsaktieselskab","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",Odense C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2012-12-31,2012-01-01,2013-05-30,Odense,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:19468282,indberetninger-20180424,2.5124266,17918303.0,,2018-04-01T13:16:26.657Z,2013-05-31T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-22.085,2013-05-31T22:00:00.000Z,,,,,,,,,,
