entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables
34731349,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzcwL2JlLzE3LzJiYWMtNDNjYy1iYzczLTM4NWQ4NDQxOGRjNw.xhtml,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzdjL2ZjL2I0LzU1ODktNGM1NS1hNjVmLTRjNzgxOGM3N2VmMg.pdf,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzg5LzcwLzFkL2M5YmQtNDZiNC05YjcxLTFjMWZlZDZlNGExOQ.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-03,2018-04-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i SPI â Sydfrankrig V K/S og hÃ¦fter ubegrÃ¦nset og direkte for kommanditselskabets forpligtelser.</p>",5500.0,-5500.0,34731349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI SYDFRANKRIG V ApS,Elisabeth Gosvig,200.0,5808.0,Aarhus,2016-01-01,2016-12-31,80.0,108.0,-5500.0,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og har valgt at benytte sig af muligheden.,28.0,30334489.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25264547,indberetninger-20180424,2.5949414,34731349.0,,2018-04-06T06:56:23.507Z,2018-04-05T07:20:53.500Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-94-HL,2018-04-05T07:20:53.915Z,,,,,,,,,,,,,,,
34731349,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzcwL2JlLzE3LzJiYWMtNDNjYy1iYzczLTM4NWQ4NDQxOGRjNw.xhtml,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzdjL2ZjL2I0LzU1ODktNGM1NS1hNjVmLTRjNzgxOGM3N2VmMg.pdf,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzg5LzcwLzFkL2M5YmQtNDZiNC05YjcxLTFjMWZlZDZlNGExOQ.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-03,2018-04-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i SPI â Sydfrankrig V K/S og hÃ¦fter ubegrÃ¦nset og direkte for kommanditselskabets forpligtelser.</p>",,,34731349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI SYDFRANKRIG V ApS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,80.0,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og har valgt at benytte sig af muligheden.,,30334489.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25264547,indberetninger-20180424,2.5949414,34731349.0,,2018-04-06T06:56:23.507Z,2018-04-05T07:20:53.500Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-94-HL,2018-04-05T07:20:53.915Z,,,,,,,,,,,,,,,
34731349,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzcwL2JlLzE3LzJiYWMtNDNjYy1iYzczLTM4NWQ4NDQxOGRjNw.xhtml,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzdjL2ZjL2I0LzU1ODktNGM1NS1hNjVmLTRjNzgxOGM3N2VmMg.pdf,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzg5LzcwLzFkL2M5YmQtNDZiNC05YjcxLTFjMWZlZDZlNGExOQ.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-03,2018-04-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i SPI â Sydfrankrig V K/S og hÃ¦fter ubegrÃ¦nset og direkte for kommanditselskabets forpligtelser.</p>",,,34731349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI SYDFRANKRIG V ApS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og har valgt at benytte sig af muligheden.,,30334489.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25264547,indberetninger-20180424,2.5949414,34731349.0,,2018-04-06T06:56:23.507Z,2018-04-05T07:20:53.500Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-94-HL,2018-04-05T07:20:53.915Z,83518.0,1.0,80000.0,83518.0,83302.0,83518.0,216.0,194.0,194.0,1375.0,3302.0,22.0,83517.0,82142.0,22.0
34731349,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzcwL2JlLzE3LzJiYWMtNDNjYy1iYzczLTM4NWQ4NDQxOGRjNw.xhtml,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzdjL2ZjL2I0LzU1ODktNGM1NS1hNjVmLTRjNzgxOGM3N2VmMg.pdf,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzg5LzcwLzFkL2M5YmQtNDZiNC05YjcxLTFjMWZlZDZlNGExOQ.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-03,2018-04-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i SPI â Sydfrankrig V K/S og hÃ¦fter ubegrÃ¦nset og direkte for kommanditselskabets forpligtelser.</p>",,,34731349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI SYDFRANKRIG V ApS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og har valgt at benytte sig af muligheden.,,30334489.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25264547,indberetninger-20180424,2.5949414,34731349.0,,2018-04-06T06:56:23.507Z,2018-04-05T07:20:53.500Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-94-HL,2018-04-05T07:20:53.915Z,,,,,80000.0,,,,,,,,,,
34731349,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzcwL2JlLzE3LzJiYWMtNDNjYy1iYzczLTM4NWQ4NDQxOGRjNw.xhtml,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzdjL2ZjL2I0LzU1ODktNGM1NS1hNjVmLTRjNzgxOGM3N2VmMg.pdf,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzg5LzcwLzFkL2M5YmQtNDZiNC05YjcxLTFjMWZlZDZlNGExOQ.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-03,2018-04-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i SPI â Sydfrankrig V K/S og hÃ¦fter ubegrÃ¦nset og direkte for kommanditselskabets forpligtelser.</p>",,,34731349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI SYDFRANKRIG V ApS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og har valgt at benytte sig af muligheden.,,30334489.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25264547,indberetninger-20180424,2.5949414,34731349.0,,2018-04-06T06:56:23.507Z,2018-04-05T07:20:53.500Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-94-HL,2018-04-05T07:20:53.915Z,,,,,3302.0,,,,,,,,,,
34731349,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzcwL2JlLzE3LzJiYWMtNDNjYy1iYzczLTM4NWQ4NDQxOGRjNw.xhtml,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzdjL2ZjL2I0LzU1ODktNGM1NS1hNjVmLTRjNzgxOGM3N2VmMg.pdf,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzg5LzcwLzFkL2M5YmQtNDZiNC05YjcxLTFjMWZlZDZlNGExOQ.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-03,2018-04-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i SPI â Sydfrankrig V K/S og hÃ¦fter ubegrÃ¦nset og direkte for kommanditselskabets forpligtelser.</p>",,,34731349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI SYDFRANKRIG V ApS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og har valgt at benytte sig af muligheden.,,30334489.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25264547,indberetninger-20180424,2.5949414,34731349.0,,2018-04-06T06:56:23.507Z,2018-04-05T07:20:53.500Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-94-HL,2018-04-05T07:20:53.915Z,,,,,83302.0,,,,,,,,,,
34731349,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzcwL2JlLzE3LzJiYWMtNDNjYy1iYzczLTM4NWQ4NDQxOGRjNw.xhtml,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzdjL2ZjL2I0LzU1ODktNGM1NS1hNjVmLTRjNzgxOGM3N2VmMg.pdf,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzg5LzcwLzFkL2M5YmQtNDZiNC05YjcxLTFjMWZlZDZlNGExOQ.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-03,2018-04-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i SPI â Sydfrankrig V K/S og hÃ¦fter ubegrÃ¦nset og direkte for kommanditselskabets forpligtelser.</p>",5000.0,-5000.0,34731349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI SYDFRANKRIG V ApS,Elisabeth Gosvig,0.0,5799.0,Aarhus,2016-01-01,2016-12-31,625.0,799.0,-5000.0,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og har valgt at benytte sig af muligheden.,174.0,30334489.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25264547,indberetninger-20180424,2.5949414,34731349.0,,2018-04-06T06:56:23.507Z,2018-04-05T07:20:53.500Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-94-HL,2018-04-05T07:20:53.915Z,,,,,,,,,,,,,,,
34731349,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzcwL2JlLzE3LzJiYWMtNDNjYy1iYzczLTM4NWQ4NDQxOGRjNw.xhtml,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzdjL2ZjL2I0LzU1ODktNGM1NS1hNjVmLTRjNzgxOGM3N2VmMg.pdf,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzg5LzcwLzFkL2M5YmQtNDZiNC05YjcxLTFjMWZlZDZlNGExOQ.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-03,2018-04-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i SPI â Sydfrankrig V K/S og hÃ¦fter ubegrÃ¦nset og direkte for kommanditselskabets forpligtelser.</p>",,,34731349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI SYDFRANKRIG V ApS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og har valgt at benytte sig af muligheden.,,30334489.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25264547,indberetninger-20180424,2.5949414,34731349.0,,2018-04-06T06:56:23.507Z,2018-04-05T07:20:53.500Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-94-HL,2018-04-05T07:20:53.915Z,,,,,,,,,,,,,,,
34731349,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzcwL2JlLzE3LzJiYWMtNDNjYy1iYzczLTM4NWQ4NDQxOGRjNw.xhtml,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzdjL2ZjL2I0LzU1ODktNGM1NS1hNjVmLTRjNzgxOGM3N2VmMg.pdf,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzg5LzcwLzFkL2M5YmQtNDZiNC05YjcxLTFjMWZlZDZlNGExOQ.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-03,2018-04-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i SPI â Sydfrankrig V K/S og hÃ¦fter ubegrÃ¦nset og direkte for kommanditselskabets forpligtelser.</p>",,,34731349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI SYDFRANKRIG V ApS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og har valgt at benytte sig af muligheden.,,30334489.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25264547,indberetninger-20180424,2.5949414,34731349.0,,2018-04-06T06:56:23.507Z,2018-04-05T07:20:53.500Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-94-HL,2018-04-05T07:20:53.915Z,,,,,,,,,,,,,,,
34731349,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzcwL2JlLzE3LzJiYWMtNDNjYy1iYzczLTM4NWQ4NDQxOGRjNw.xhtml,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzdjL2ZjL2I0LzU1ODktNGM1NS1hNjVmLTRjNzgxOGM3N2VmMg.pdf,http://regnskaber.virk.dk/94313743/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzg5LzcwLzFkL2M5YmQtNDZiNC05YjcxLTFjMWZlZDZlNGExOQ.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-03,2018-04-04,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i SPI â Sydfrankrig V K/S og hÃ¦fter ubegrÃ¦nset og direkte for kommanditselskabets forpligtelser.</p>",,,34731349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI SYDFRANKRIG V ApS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,625.0,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og har valgt at benytte sig af muligheden.,,30334489.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25264547,indberetninger-20180424,2.5949414,34731349.0,,2018-04-06T06:56:23.507Z,2018-04-05T07:20:53.500Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-94-HL,2018-04-05T07:20:53.915Z,,,,,,,,,,,,,,,
