entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentAssets,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
26096464,2015-07-01,2016-06-30,c175,,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2FhLzdkLzhkL2Y1NjctNGQ5Yi04ODYzLWYwNGYwNmYyYmNmZQ.pdf,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2M0LzQxLzQ3Lzc0YjMtNGJmOS04MDUzLWIwZjc3ZGIyZTkzNw.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5260 Odense S,c/o Pfeiffer A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i E. P. Holding ApS,1765.0,2956.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2442.0,2017-08-22,2001-06-15,2017-11-30,Statsautoriseret revisor,Ingen.,-50000.0,8750.0,20222670.0,26096464.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for E. P. Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Jesper Toft Pfeiffer,Jesper Toft Pfeiffer,E. P. Holding ApS,BDO Statsautoriseret revisionsaktieselskab,27954.0,Odense,2015-07-01,2016-06-30,12041.0,19204.0,-8750.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-08-22,Odense,7163.0,DirektÃ¸r,urn:ofk:oid:24789711,indberetninger-20180424,2.5097417999999996,26096464.0,,2018-03-28T00:38:45.031Z,2017-12-05T08:56:50.028Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-95-DY,2017-12-05T08:56:50.305Z,,,,,,,,,,,,,,,,,,
26096464,2015-07-01,2016-06-30,c177,,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2FhLzdkLzhkL2Y1NjctNGQ5Yi04ODYzLWYwNGYwNmYyYmNmZQ.pdf,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2M0LzQxLzQ3Lzc0YjMtNGJmOS04MDUzLWIwZjc3ZGIyZTkzNw.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5260 Odense S,c/o Pfeiffer A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i E. P. Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-08-22,2001-06-15,2017-11-30,Statsautoriseret revisor,Ingen.,-50000.0,,20222670.0,26096464.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for E. P. Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Jesper Toft Pfeiffer,Jesper Toft Pfeiffer,E. P. Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-07-01,2016-06-30,50000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-08-22,Odense,,DirektÃ¸r,urn:ofk:oid:24789711,indberetninger-20180424,2.5097417999999996,26096464.0,,2018-03-28T00:38:45.031Z,2017-12-05T08:56:50.028Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-95-DY,2017-12-05T08:56:50.305Z,,,,,,,,,,,,,,,,,,
26096464,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2FhLzdkLzhkL2Y1NjctNGQ5Yi04ODYzLWYwNGYwNmYyYmNmZQ.pdf,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2M0LzQxLzQ3Lzc0YjMtNGJmOS04MDUzLWIwZjc3ZGIyZTkzNw.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5260 Odense S,c/o Pfeiffer A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i E. P. Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-08-22,2001-06-15,2017-11-30,Statsautoriseret revisor,Ingen.,-50000.0,,20222670.0,26096464.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for E. P. Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Jesper Toft Pfeiffer,Jesper Toft Pfeiffer,E. P. Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-07-01,2016-06-30,-37959.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-08-22,Odense,,DirektÃ¸r,urn:ofk:oid:24789711,indberetninger-20180424,2.5097417999999996,26096464.0,,2018-03-28T00:38:45.031Z,2017-12-05T08:56:50.028Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-95-DY,2017-12-05T08:56:50.305Z,,,,,,,,,,,,,,,,,,
26096464,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2FhLzdkLzhkL2Y1NjctNGQ5Yi04ODYzLWYwNGYwNmYyYmNmZQ.pdf,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2M0LzQxLzQ3Lzc0YjMtNGJmOS04MDUzLWIwZjc3ZGIyZTkzNw.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5260 Odense S,c/o Pfeiffer A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i E. P. Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-08-22,2001-06-15,2017-11-30,Statsautoriseret revisor,Ingen.,-50000.0,,20222670.0,26096464.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for E. P. Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Jesper Toft Pfeiffer,Jesper Toft Pfeiffer,E. P. Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-08-22,Odense,,DirektÃ¸r,urn:ofk:oid:24789711,indberetninger-20180424,2.5097417999999996,26096464.0,,2018-03-28T00:38:45.031Z,2017-12-05T08:56:50.028Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-95-DY,2017-12-05T08:56:50.305Z,476537.0,125000.0,468095.0,476537.0,8442.0,2442.0,2442.0,1.0,6000.0,476537.0,50000.0,293095.0,6000.0,476537.0,0.0,,,
26096464,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2FhLzdkLzhkL2Y1NjctNGQ5Yi04ODYzLWYwNGYwNmYyYmNmZQ.pdf,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2M0LzQxLzQ3Lzc0YjMtNGJmOS04MDUzLWIwZjc3ZGIyZTkzNw.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5260 Odense S,c/o Pfeiffer A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i E. P. Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-08-22,2001-06-15,2017-11-30,Statsautoriseret revisor,Ingen.,-50000.0,,20222670.0,26096464.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for E. P. Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Jesper Toft Pfeiffer,Jesper Toft Pfeiffer,E. P. Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-08-22,Odense,,DirektÃ¸r,urn:ofk:oid:24789711,indberetninger-20180424,2.5097417999999996,26096464.0,,2018-03-28T00:38:45.031Z,2017-12-05T08:56:50.028Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-95-DY,2017-12-05T08:56:50.305Z,,,125000.0,,,,,,,,,,,,,,,
26096464,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2FhLzdkLzhkL2Y1NjctNGQ5Yi04ODYzLWYwNGYwNmYyYmNmZQ.pdf,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2M0LzQxLzQ3Lzc0YjMtNGJmOS04MDUzLWIwZjc3ZGIyZTkzNw.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5260 Odense S,c/o Pfeiffer A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i E. P. Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-08-22,2001-06-15,2017-11-30,Statsautoriseret revisor,Ingen.,-50000.0,,20222670.0,26096464.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for E. P. Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Jesper Toft Pfeiffer,Jesper Toft Pfeiffer,E. P. Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-08-22,Odense,,DirektÃ¸r,urn:ofk:oid:24789711,indberetninger-20180424,2.5097417999999996,26096464.0,,2018-03-28T00:38:45.031Z,2017-12-05T08:56:50.028Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-95-DY,2017-12-05T08:56:50.305Z,,,293096.0,,,,,,,,,,,,,,,
26096464,2016-07-01,2016-07-01,c257,,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2FhLzdkLzhkL2Y1NjctNGQ5Yi04ODYzLWYwNGYwNmYyYmNmZQ.pdf,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2M0LzQxLzQ3Lzc0YjMtNGJmOS04MDUzLWIwZjc3ZGIyZTkzNw.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5260 Odense S,c/o Pfeiffer A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i E. P. Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-08-22,2001-06-15,2017-11-30,Statsautoriseret revisor,Ingen.,-50000.0,,20222670.0,26096464.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for E. P. Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Jesper Toft Pfeiffer,Jesper Toft Pfeiffer,E. P. Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-08-22,Odense,,DirektÃ¸r,urn:ofk:oid:24789711,indberetninger-20180424,2.5097417999999996,26096464.0,,2018-03-28T00:38:45.031Z,2017-12-05T08:56:50.028Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-95-DY,2017-12-05T08:56:50.305Z,,,50000.0,,,,,,,,,,,,,,,
26096464,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2FhLzdkLzhkL2Y1NjctNGQ5Yi04ODYzLWYwNGYwNmYyYmNmZQ.pdf,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2M0LzQxLzQ3Lzc0YjMtNGJmOS04MDUzLWIwZjc3ZGIyZTkzNw.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5260 Odense S,c/o Pfeiffer A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i E. P. Holding ApS,0.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",3960.0,2017-08-22,2001-06-15,2017-11-30,Statsautoriseret revisor,Ingen.,-50000.0,9067.0,20222670.0,26096464.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for E. P. Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Jesper Toft Pfeiffer,Jesper Toft Pfeiffer,E. P. Holding ApS,BDO Statsautoriseret revisionsaktieselskab,27166.0,Odense,2015-07-01,2016-06-30,14139.0,18099.0,-9067.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-08-22,Odense,3960.0,DirektÃ¸r,urn:ofk:oid:24789711,indberetninger-20180424,2.5097417999999996,26096464.0,,2018-03-28T00:38:45.031Z,2017-12-05T08:56:50.028Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-95-DY,2017-12-05T08:56:50.305Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
26096464,2016-07-01,2017-06-30,c176,,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2FhLzdkLzhkL2Y1NjctNGQ5Yi04ODYzLWYwNGYwNmYyYmNmZQ.pdf,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2M0LzQxLzQ3Lzc0YjMtNGJmOS04MDUzLWIwZjc3ZGIyZTkzNw.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5260 Odense S,c/o Pfeiffer A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i E. P. Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-08-22,2001-06-15,2017-11-30,Statsautoriseret revisor,Ingen.,-50000.0,,20222670.0,26096464.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for E. P. Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Jesper Toft Pfeiffer,Jesper Toft Pfeiffer,E. P. Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-07-01,2016-06-30,50000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-08-22,Odense,,DirektÃ¸r,urn:ofk:oid:24789711,indberetninger-20180424,2.5097417999999996,26096464.0,,2018-03-28T00:38:45.031Z,2017-12-05T08:56:50.028Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-95-DY,2017-12-05T08:56:50.305Z,,,,,,,,,,,,,,,,,,
26096464,2016-07-01,2017-06-30,c194,,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2FhLzdkLzhkL2Y1NjctNGQ5Yi04ODYzLWYwNGYwNmYyYmNmZQ.pdf,http://regnskaber.virk.dk/46469062/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2M0LzQxLzQ3Lzc0YjMtNGJmOS04MDUzLWIwZjc3ZGIyZTkzNw.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5260 Odense S,c/o Pfeiffer A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i E. P. Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-08-22,2001-06-15,2017-11-30,Statsautoriseret revisor,Ingen.,-50000.0,,20222670.0,26096464.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for E. P. Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Jesper Toft Pfeiffer,Jesper Toft Pfeiffer,E. P. Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Odense,2015-07-01,2016-06-30,-35861.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-08-22,Odense,,DirektÃ¸r,urn:ofk:oid:24789711,indberetninger-20180424,2.5097417999999996,26096464.0,,2018-03-28T00:38:45.031Z,2017-12-05T08:56:50.028Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-95-DY,2017-12-05T08:56:50.305Z,,,,,,,,,,,,,,,,,,
