entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,NumberOfEmployees,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToInvestments,RevaluationsOfInvestmentsOfTheYear
28502001,2015-10-01,2016-09-30,c347,,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2FiLzUxL2ExLzVhMmMtNDFiMi04MTgzLTRjZGY4YmM2OTFjNg.pdf,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIxL2VlLzhmL2ZiYzgtNDk4Yy1iY2RiLThlYTMzNzU5YzJjYQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Randers C,8900.0,3.0,Kirkegade,7100 Vejle,Kiddesvej 33,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i L BÃ¸rresen Holding ApS,41482.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",85316.0,2017-11-24,2005-02-28,2018-01-03,Statsautoriseret revisor,-51700.0,-35965.0,20222670.0,28502001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for L BÃ¸rresen Holding ApS.,218434.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Lars BÃ¸rresen,Lars BÃ¸rresen,Nordea,L BÃ¸rresen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,612590.0,Vejle,2015-10-01,2016-09-30,668261.0,795059.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,true,2017-11-24,Aalborg,126798.0,urn:ofk:oid:24921740,indberetninger-20180424,2.5095400000000003,28502001.0,,2018-04-03T14:05:31.245Z,2018-01-05T13:20:47.121Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-PZ,2018-01-05T13:20:47.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28502001,2015-10-01,2016-09-30,c350,,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2FiLzUxL2ExLzVhMmMtNDFiMi04MTgzLTRjZGY4YmM2OTFjNg.pdf,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIxL2VlLzhmL2ZiYzgtNDk4Yy1iY2RiLThlYTMzNzU5YzJjYQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Randers C,8900.0,3.0,Kirkegade,7100 Vejle,Kiddesvej 33,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i L BÃ¸rresen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-24,2005-02-28,2018-01-03,Statsautoriseret revisor,-51700.0,,20222670.0,28502001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for L BÃ¸rresen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Lars BÃ¸rresen,Lars BÃ¸rresen,Nordea,L BÃ¸rresen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-10-01,2016-09-30,51700.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,true,2017-11-24,Aalborg,,urn:ofk:oid:24921740,indberetninger-20180424,2.5095400000000003,28502001.0,,2018-04-03T14:05:31.245Z,2018-01-05T13:20:47.121Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-PZ,2018-01-05T13:20:47.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28502001,2015-10-01,2016-09-30,c352,,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2FiLzUxL2ExLzVhMmMtNDFiMi04MTgzLTRjZGY4YmM2OTFjNg.pdf,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIxL2VlLzhmL2ZiYzgtNDk4Yy1iY2RiLThlYTMzNzU5YzJjYQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Randers C,8900.0,3.0,Kirkegade,7100 Vejle,Kiddesvej 33,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i L BÃ¸rresen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-24,2005-02-28,2018-01-03,Statsautoriseret revisor,-51700.0,,20222670.0,28502001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for L BÃ¸rresen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Lars BÃ¸rresen,Lars BÃ¸rresen,Nordea,L BÃ¸rresen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-10-01,2016-09-30,900000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,true,2017-11-24,Aalborg,,urn:ofk:oid:24921740,indberetninger-20180424,2.5095400000000003,28502001.0,,2018-04-03T14:05:31.245Z,2018-01-05T13:20:47.121Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-PZ,2018-01-05T13:20:47.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28502001,2015-10-01,2016-09-30,c368,,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2FiLzUxL2ExLzVhMmMtNDFiMi04MTgzLTRjZGY4YmM2OTFjNg.pdf,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIxL2VlLzhmL2ZiYzgtNDk4Yy1iY2RiLThlYTMzNzU5YzJjYQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Randers C,8900.0,3.0,Kirkegade,7100 Vejle,Kiddesvej 33,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i L BÃ¸rresen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-24,2005-02-28,2018-01-03,Statsautoriseret revisor,-51700.0,,20222670.0,28502001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for L BÃ¸rresen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Lars BÃ¸rresen,Lars BÃ¸rresen,Nordea,L BÃ¸rresen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-10-01,2016-09-30,-283439.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,true,2017-11-24,Aalborg,,urn:ofk:oid:24921740,indberetninger-20180424,2.5095400000000003,28502001.0,,2018-04-03T14:05:31.245Z,2018-01-05T13:20:47.121Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-PZ,2018-01-05T13:20:47.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28502001,2016-09-30,2016-09-30,c398,,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2FiLzUxL2ExLzVhMmMtNDFiMi04MTgzLTRjZGY4YmM2OTFjNg.pdf,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIxL2VlLzhmL2ZiYzgtNDk4Yy1iY2RiLThlYTMzNzU5YzJjYQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Randers C,8900.0,3.0,Kirkegade,7100 Vejle,Kiddesvej 33,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i L BÃ¸rresen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-24,2005-02-28,2018-01-03,Statsautoriseret revisor,-51700.0,,20222670.0,28502001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for L BÃ¸rresen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Lars BÃ¸rresen,Lars BÃ¸rresen,Nordea,L BÃ¸rresen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,true,2017-11-24,Aalborg,,urn:ofk:oid:24921740,indberetninger-20180424,2.5095400000000003,28502001.0,,2018-04-03T14:05:31.245Z,2018-01-05T13:20:47.121Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-PZ,2018-01-05T13:20:47.273Z,8303392.0,498853.0,125000.0,8049409.0,8303392.0,253983.0,1394219.0,1394219.0,1.0,1394219.0,0.0,5583860.0,248000.0,826460.0,51700.0,7872709.0,5583860.0,253983.0,826460.0,5983.0,,,,,,
28502001,2016-10-01,2016-10-01,c401,,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2FiLzUxL2ExLzVhMmMtNDFiMi04MTgzLTRjZGY4YmM2OTFjNg.pdf,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIxL2VlLzhmL2ZiYzgtNDk4Yy1iY2RiLThlYTMzNzU5YzJjYQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Randers C,8900.0,3.0,Kirkegade,7100 Vejle,Kiddesvej 33,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i L BÃ¸rresen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-24,2005-02-28,2018-01-03,Statsautoriseret revisor,-51700.0,,20222670.0,28502001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for L BÃ¸rresen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Lars BÃ¸rresen,Lars BÃ¸rresen,Nordea,L BÃ¸rresen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,true,2017-11-24,Aalborg,,urn:ofk:oid:24921740,indberetninger-20180424,2.5095400000000003,28502001.0,,2018-04-03T14:05:31.245Z,2018-01-05T13:20:47.121Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-PZ,2018-01-05T13:20:47.273Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
28502001,2016-10-01,2016-10-01,c428,,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2FiLzUxL2ExLzVhMmMtNDFiMi04MTgzLTRjZGY4YmM2OTFjNg.pdf,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIxL2VlLzhmL2ZiYzgtNDk4Yy1iY2RiLThlYTMzNzU5YzJjYQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Randers C,8900.0,3.0,Kirkegade,7100 Vejle,Kiddesvej 33,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i L BÃ¸rresen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-24,2005-02-28,2018-01-03,Statsautoriseret revisor,-51700.0,,20222670.0,28502001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for L BÃ¸rresen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Lars BÃ¸rresen,Lars BÃ¸rresen,Nordea,L BÃ¸rresen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,true,2017-11-24,Aalborg,,urn:ofk:oid:24921740,indberetninger-20180424,2.5095400000000003,28502001.0,,2018-04-03T14:05:31.245Z,2018-01-05T13:20:47.121Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-PZ,2018-01-05T13:20:47.273Z,,,,7872709.0,,,,,,,,,,,,,,,,,,,,,,
28502001,2016-10-01,2016-10-01,c432,,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2FiLzUxL2ExLzVhMmMtNDFiMi04MTgzLTRjZGY4YmM2OTFjNg.pdf,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIxL2VlLzhmL2ZiYzgtNDk4Yy1iY2RiLThlYTMzNzU5YzJjYQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Randers C,8900.0,3.0,Kirkegade,7100 Vejle,Kiddesvej 33,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i L BÃ¸rresen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-24,2005-02-28,2018-01-03,Statsautoriseret revisor,-51700.0,,20222670.0,28502001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for L BÃ¸rresen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Lars BÃ¸rresen,Lars BÃ¸rresen,Nordea,L BÃ¸rresen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,true,2017-11-24,Aalborg,,urn:ofk:oid:24921740,indberetninger-20180424,2.5095400000000003,28502001.0,,2018-04-03T14:05:31.245Z,2018-01-05T13:20:47.121Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-PZ,2018-01-05T13:20:47.273Z,,,,51700.0,,,,,,,,,,,,,,,,,,,,,,
28502001,2016-10-01,2016-10-01,c742,,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2FiLzUxL2ExLzVhMmMtNDFiMi04MTgzLTRjZGY4YmM2OTFjNg.pdf,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIxL2VlLzhmL2ZiYzgtNDk4Yy1iY2RiLThlYTMzNzU5YzJjYQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Randers C,8900.0,3.0,Kirkegade,7100 Vejle,Kiddesvej 33,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i L BÃ¸rresen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-24,2005-02-28,2018-01-03,Statsautoriseret revisor,-51700.0,,20222670.0,28502001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for L BÃ¸rresen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Lars BÃ¸rresen,Lars BÃ¸rresen,Nordea,L BÃ¸rresen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,true,2017-11-24,Aalborg,,urn:ofk:oid:24921740,indberetninger-20180424,2.5095400000000003,28502001.0,,2018-04-03T14:05:31.245Z,2018-01-05T13:20:47.121Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-PZ,2018-01-05T13:20:47.273Z,,,,,,,,,,,,,,,,,,,,,218434.0,1175785.0,,,,
28502001,2016-10-01,2016-10-01,c751,,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2FiLzUxL2ExLzVhMmMtNDFiMi04MTgzLTRjZGY4YmM2OTFjNg.pdf,http://regnskaber.virk.dk/10020582/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIxL2VlLzhmL2ZiYzgtNDk4Yy1iY2RiLThlYTMzNzU5YzJjYQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Randers C,8900.0,3.0,Kirkegade,7100 Vejle,Kiddesvej 33,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i L BÃ¸rresen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-24,2005-02-28,2018-01-03,Statsautoriseret revisor,-51700.0,,20222670.0,28502001.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for L BÃ¸rresen Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Lars BÃ¸rresen,Lars BÃ¸rresen,Nordea,L BÃ¸rresen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,true,2017-11-24,Aalborg,,urn:ofk:oid:24921740,indberetninger-20180424,2.5095400000000003,28502001.0,,2018-04-03T14:05:31.245Z,2018-01-05T13:20:47.121Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-PZ,2018-01-05T13:20:47.273Z,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
