entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,EmailOfReportingEntity,Equity,HomepageOfReportingEntity,IdentificationNumberCvrOfFinancialInstitution,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AddressOfAuditorCountry,NameAndSurnameOfMemberOfExecutiveBoard,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
29917949,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2VjL2UxL2MwLzVkNjEtNDUxZi1iY2VhLWYwNTJiMGVhYzgyMw.pdf,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzc4LzkwL2M4LzEzOTUtNGY0Ni1hZWVkLTc3NmMwZDU5ZTFhYg.xml,Silkeborg,8600.0,24.0,Borgergade,Silkeborg,8600.0,12.0,Thrigesvej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-15,2019-03-15,2006-09-11,2019-04-01,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,Egenkapital,mail@plastsnedkeriet.dk,125000.0,www.plastsnedkeriet.dk,29917949.0,29917949.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Plastsnedkeriet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan CarÃ¸e Hedegaard,Jyske Bank,Plastsnedkeriet ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,2019-03-15,Silkeborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26934072,indberetninger-20180424,2.5124211,29917949.0,AWnnOBkpRYGX6_YTGh-A,2019-04-04T07:20:44.276Z,2019-04-04T07:20:06.460Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-10-AS,2019-04-04T07:20:06.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917949,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2VjL2UxL2MwLzVkNjEtNDUxZi1iY2VhLWYwNTJiMGVhYzgyMw.pdf,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzc4LzkwL2M4LzEzOTUtNGY0Ni1hZWVkLTc3NmMwZDU5ZTFhYg.xml,Silkeborg,8600.0,24.0,Borgergade,Silkeborg,8600.0,12.0,Thrigesvej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-15,2019-03-15,2006-09-11,2019-04-01,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,Egenkapital,mail@plastsnedkeriet.dk,2219312.0,www.plastsnedkeriet.dk,29917949.0,29917949.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Plastsnedkeriet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan CarÃ¸e Hedegaard,Jyske Bank,Plastsnedkeriet ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,2019-03-15,Silkeborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26934072,indberetninger-20180424,2.5124211,29917949.0,AWnnOBkpRYGX6_YTGh-A,2019-04-04T07:20:44.276Z,2019-04-04T07:20:06.460Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-10-AS,2019-04-04T07:20:06.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917949,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2VjL2UxL2MwLzVkNjEtNDUxZi1iY2VhLWYwNTJiMGVhYzgyMw.pdf,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzc4LzkwL2M4LzEzOTUtNGY0Ni1hZWVkLTc3NmMwZDU5ZTFhYg.xml,Silkeborg,8600.0,24.0,Borgergade,Silkeborg,8600.0,12.0,Thrigesvej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-15,2019-03-15,2006-09-11,2019-04-01,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,Egenkapital,mail@plastsnedkeriet.dk,,www.plastsnedkeriet.dk,29917949.0,29917949.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Plastsnedkeriet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan CarÃ¸e Hedegaard,Jyske Bank,Plastsnedkeriet ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,2019-03-15,Silkeborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26934072,indberetninger-20180424,2.5124211,29917949.0,AWnnOBkpRYGX6_YTGh-A,2019-04-04T07:20:44.276Z,2019-04-04T07:20:06.460Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-10-AS,2019-04-04T07:20:06.749Z,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917949,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2VjL2UxL2MwLzVkNjEtNDUxZi1iY2VhLWYwNTJiMGVhYzgyMw.pdf,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzc4LzkwL2M4LzEzOTUtNGY0Ni1hZWVkLTc3NmMwZDU5ZTFhYg.xml,Silkeborg,8600.0,24.0,Borgergade,Silkeborg,8600.0,12.0,Thrigesvej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-15,2019-03-15,2006-09-11,2019-04-01,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,Egenkapital,mail@plastsnedkeriet.dk,,www.plastsnedkeriet.dk,29917949.0,29917949.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Plastsnedkeriet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan CarÃ¸e Hedegaard,Jyske Bank,Plastsnedkeriet ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,2019-03-15,Silkeborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26934072,indberetninger-20180424,2.5124211,29917949.0,AWnnOBkpRYGX6_YTGh-A,2019-04-04T07:20:44.276Z,2019-04-04T07:20:06.460Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-10-AS,2019-04-04T07:20:06.749Z,178464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917949,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2VjL2UxL2MwLzVkNjEtNDUxZi1iY2VhLWYwNTJiMGVhYzgyMw.pdf,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzc4LzkwL2M4LzEzOTUtNGY0Ni1hZWVkLTc3NmMwZDU5ZTFhYg.xml,Silkeborg,8600.0,24.0,Borgergade,Silkeborg,8600.0,12.0,Thrigesvej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-15,2019-03-15,2006-09-11,2019-04-01,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,Egenkapital,mail@plastsnedkeriet.dk,,www.plastsnedkeriet.dk,29917949.0,29917949.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Plastsnedkeriet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan CarÃ¸e Hedegaard,Jyske Bank,Plastsnedkeriet ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,2019-03-15,Silkeborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26934072,indberetninger-20180424,2.5124211,29917949.0,AWnnOBkpRYGX6_YTGh-A,2019-04-04T07:20:44.276Z,2019-04-04T07:20:06.460Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-10-AS,2019-04-04T07:20:06.749Z,1678464.0,5.0,72114.0,2471633.0,4703871.0,64361.0,16693.0,9146.0,244263.0,2152577.0,2160124.0,17893.0,474113.0,2145116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917949,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2VjL2UxL2MwLzVkNjEtNDUxZi1iY2VhLWYwNTJiMGVhYzgyMw.pdf,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzc4LzkwL2M4LzEzOTUtNGY0Ni1hZWVkLTc3NmMwZDU5ZTFhYg.xml,Silkeborg,8600.0,24.0,Borgergade,Silkeborg,8600.0,12.0,Thrigesvej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-15,2019-03-15,2006-09-11,2019-04-01,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,Egenkapital,mail@plastsnedkeriet.dk,,www.plastsnedkeriet.dk,29917949.0,29917949.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Plastsnedkeriet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan CarÃ¸e Hedegaard,Jyske Bank,Plastsnedkeriet ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,2019-03-15,Silkeborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26934072,indberetninger-20180424,2.5124211,29917949.0,AWnnOBkpRYGX6_YTGh-A,2019-04-04T07:20:44.276Z,2019-04-04T07:20:06.460Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-10-AS,2019-04-04T07:20:06.749Z,178464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917949,2017-01-01,2017-12-31,c729,,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2VjL2UxL2MwLzVkNjEtNDUxZi1iY2VhLWYwNTJiMGVhYzgyMw.pdf,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzc4LzkwL2M4LzEzOTUtNGY0Ni1hZWVkLTc3NmMwZDU5ZTFhYg.xml,Silkeborg,8600.0,24.0,Borgergade,Silkeborg,8600.0,12.0,Thrigesvej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-15,2019-03-15,2006-09-11,2019-04-01,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,Egenkapital,mail@plastsnedkeriet.dk,,www.plastsnedkeriet.dk,29917949.0,29917949.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Plastsnedkeriet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan CarÃ¸e Hedegaard,Jyske Bank,Plastsnedkeriet ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,2019-03-15,Silkeborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26934072,indberetninger-20180424,2.5124211,29917949.0,AWnnOBkpRYGX6_YTGh-A,2019-04-04T07:20:44.276Z,2019-04-04T07:20:06.460Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-10-AS,2019-04-04T07:20:06.749Z,,,,,,,,,,,,,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917949,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2VjL2UxL2MwLzVkNjEtNDUxZi1iY2VhLWYwNTJiMGVhYzgyMw.pdf,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzc4LzkwL2M4LzEzOTUtNGY0Ni1hZWVkLTc3NmMwZDU5ZTFhYg.xml,Silkeborg,8600.0,24.0,Borgergade,Silkeborg,8600.0,12.0,Thrigesvej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-15,2019-03-15,2006-09-11,2019-04-01,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,Egenkapital,mail@plastsnedkeriet.dk,4022776.0,www.plastsnedkeriet.dk,29917949.0,29917949.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Plastsnedkeriet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan CarÃ¸e Hedegaard,Jyske Bank,Plastsnedkeriet ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,2019-03-15,Silkeborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26934072,indberetninger-20180424,2.5124211,29917949.0,AWnnOBkpRYGX6_YTGh-A,2019-04-04T07:20:44.276Z,2019-04-04T07:20:06.460Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-10-AS,2019-04-04T07:20:06.749Z,,,,,,,,,,,,,,,,4929263.0,2344255.0,125000.0,4257409.0,38196.0,300000.0,371854.0,737433.0,4929263.0,870551.0,300000.0,198161.0,671854.0,502258.0,4950.0,371854.0,1500000.0,35936.0,35936.0,539272.0,2397776.0,870551.0,1175721.0,91052.0,277241.0,1132575.0,,,,,,,,,,,
29917949,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2VjL2UxL2MwLzVkNjEtNDUxZi1iY2VhLWYwNTJiMGVhYzgyMw.pdf,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzc4LzkwL2M4LzEzOTUtNGY0Ni1hZWVkLTc3NmMwZDU5ZTFhYg.xml,Silkeborg,8600.0,24.0,Borgergade,Silkeborg,8600.0,12.0,Thrigesvej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-15,2019-03-15,2006-09-11,2019-04-01,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,Egenkapital,mail@plastsnedkeriet.dk,125000.0,www.plastsnedkeriet.dk,29917949.0,29917949.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Plastsnedkeriet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan CarÃ¸e Hedegaard,Jyske Bank,Plastsnedkeriet ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,2019-03-15,Silkeborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26934072,indberetninger-20180424,2.5124211,29917949.0,AWnnOBkpRYGX6_YTGh-A,2019-04-04T07:20:44.276Z,2019-04-04T07:20:06.460Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-10-AS,2019-04-04T07:20:06.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917949,2017-12-31,2017-12-31,c727,,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2VjL2UxL2MwLzVkNjEtNDUxZi1iY2VhLWYwNTJiMGVhYzgyMw.pdf,http://regnskaber.virk.dk/94971992/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzc4LzkwL2M4LzEzOTUtNGY0Ni1hZWVkLTc3NmMwZDU5ZTFhYg.xml,Silkeborg,8600.0,24.0,Borgergade,Silkeborg,8600.0,12.0,Thrigesvej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-15,2019-03-15,2006-09-11,2019-04-01,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdninger.,Egenkapital,mail@plastsnedkeriet.dk,2397776.0,www.plastsnedkeriet.dk,29917949.0,29917949.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Plastsnedkeriet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan CarÃ¸e Hedegaard,Jyske Bank,Plastsnedkeriet ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,2019-03-15,Silkeborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26934072,indberetninger-20180424,2.5124211,29917949.0,AWnnOBkpRYGX6_YTGh-A,2019-04-04T07:20:44.276Z,2019-04-04T07:20:06.460Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-10-AS,2019-04-04T07:20:06.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
