entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradeReceivables
28292481,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2M2L2VlLzA5LzczMjItNGY4ZS05MDVmLTEyMjU5OWYyYjUxYw.pdf,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2JmLzIxLzc1LzI4MDktNDU4Ny04Njk4LTAyZjI2Njc3MWJkMA.xml,true,"8355, Solbjerg",Solbjerg Hovedgade 24,Til den daglige ledelse i Beregnerkontoret VVS Kalkulation ApS,Regnskabsklasse B,2018-05-18,2018-05-18,2004-12-05,2018-05-18,28312393.0,28292481.0,28312393.0,mne1236,Ãrsrapport,John Schantz,Marianne Christiansen,Marianne Christiansen,Revisionsfirmaet John Schantz,Handelsbanken,Beregnerkontoret VVS Kalkulation ApS,"Revisionsfirmaet John Schantz, Registreret revisionsaktieselskab",MÃ¥rslet,2016-01-01,2016-12-31,33739.0,2017-12-31,2017-01-01,false,2018-05-18,Solbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25500895,indberetninger-20180424,2.511725,28292481.0,AWOGmqFtx8uVRSOdgsvy,2018-05-22T06:48:46.740Z,2018-05-22T06:47:46.931Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-QE,2018-05-22T06:47:47.325Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292481,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2M2L2VlLzA5LzczMjItNGY4ZS05MDVmLTEyMjU5OWYyYjUxYw.pdf,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2JmLzIxLzc1LzI4MDktNDU4Ny04Njk4LTAyZjI2Njc3MWJkMA.xml,true,"8355, Solbjerg",Solbjerg Hovedgade 24,Til den daglige ledelse i Beregnerkontoret VVS Kalkulation ApS,Regnskabsklasse B,2018-05-18,2018-05-18,2004-12-05,2018-05-18,28312393.0,28292481.0,28312393.0,mne1236,Ãrsrapport,John Schantz,Marianne Christiansen,Marianne Christiansen,Revisionsfirmaet John Schantz,Handelsbanken,Beregnerkontoret VVS Kalkulation ApS,"Revisionsfirmaet John Schantz, Registreret revisionsaktieselskab",MÃ¥rslet,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-05-18,Solbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25500895,indberetninger-20180424,2.511725,28292481.0,AWOGmqFtx8uVRSOdgsvy,2018-05-22T06:48:46.740Z,2018-05-22T06:47:46.931Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-QE,2018-05-22T06:47:47.325Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292481,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2M2L2VlLzA5LzczMjItNGY4ZS05MDVmLTEyMjU5OWYyYjUxYw.pdf,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2JmLzIxLzc1LzI4MDktNDU4Ny04Njk4LTAyZjI2Njc3MWJkMA.xml,true,"8355, Solbjerg",Solbjerg Hovedgade 24,Til den daglige ledelse i Beregnerkontoret VVS Kalkulation ApS,Regnskabsklasse B,2018-05-18,2018-05-18,2004-12-05,2018-05-18,28312393.0,28292481.0,28312393.0,mne1236,Ãrsrapport,John Schantz,Marianne Christiansen,Marianne Christiansen,Revisionsfirmaet John Schantz,Handelsbanken,Beregnerkontoret VVS Kalkulation ApS,"Revisionsfirmaet John Schantz, Registreret revisionsaktieselskab",MÃ¥rslet,2016-01-01,2016-12-31,-33739.0,2017-12-31,2017-01-01,false,2018-05-18,Solbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25500895,indberetninger-20180424,2.511725,28292481.0,AWOGmqFtx8uVRSOdgsvy,2018-05-22T06:48:46.740Z,2018-05-22T06:47:46.931Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-QE,2018-05-22T06:47:47.325Z,,50000.0,600942.0,648591.0,5888.0,950.0,30000.0,-37289.0,-32351.0,-3550.0,,,,,,,,,,,,,,,,,,,,,,
28292481,2016-12-31,2016-12-31,ID_4,,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2M2L2VlLzA5LzczMjItNGY4ZS05MDVmLTEyMjU5OWYyYjUxYw.pdf,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2JmLzIxLzc1LzI4MDktNDU4Ny04Njk4LTAyZjI2Njc3MWJkMA.xml,true,"8355, Solbjerg",Solbjerg Hovedgade 24,Til den daglige ledelse i Beregnerkontoret VVS Kalkulation ApS,Regnskabsklasse B,2018-05-18,2018-05-18,2004-12-05,2018-05-18,28312393.0,28292481.0,28312393.0,mne1236,Ãrsrapport,John Schantz,Marianne Christiansen,Marianne Christiansen,Revisionsfirmaet John Schantz,Handelsbanken,Beregnerkontoret VVS Kalkulation ApS,"Revisionsfirmaet John Schantz, Registreret revisionsaktieselskab",MÃ¥rslet,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-05-18,Solbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25500895,indberetninger-20180424,2.511725,28292481.0,AWOGmqFtx8uVRSOdgsvy,2018-05-22T06:48:46.740Z,2018-05-22T06:47:46.931Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-QE,2018-05-22T06:47:47.325Z,,,,,,,,,,,507901.0,256532.0,125000.0,357901.0,3550.0,7444.0,91261.0,150000.0,507901.0,416640.0,150000.0,214811.0,150000.0,0.0,0.0,-33739.0,190413.0,416640.0,11416.0,101369.0,9163.0,81212.0
28292481,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2M2L2VlLzA5LzczMjItNGY4ZS05MDVmLTEyMjU5OWYyYjUxYw.pdf,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2JmLzIxLzc1LzI4MDktNDU4Ny04Njk4LTAyZjI2Njc3MWJkMA.xml,true,"8355, Solbjerg",Solbjerg Hovedgade 24,Til den daglige ledelse i Beregnerkontoret VVS Kalkulation ApS,Regnskabsklasse B,2018-05-18,2018-05-18,2004-12-05,2018-05-18,28312393.0,28292481.0,28312393.0,mne1236,Ãrsrapport,John Schantz,Marianne Christiansen,Marianne Christiansen,Revisionsfirmaet John Schantz,Handelsbanken,Beregnerkontoret VVS Kalkulation ApS,"Revisionsfirmaet John Schantz, Registreret revisionsaktieselskab",MÃ¥rslet,2016-01-01,2016-12-31,12280.0,2017-12-31,2017-01-01,false,2018-05-18,Solbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25500895,indberetninger-20180424,2.511725,28292481.0,AWOGmqFtx8uVRSOdgsvy,2018-05-22T06:48:46.740Z,2018-05-22T06:47:46.931Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-QE,2018-05-22T06:47:47.325Z,,50000.0,512749.0,584863.0,5734.0,0.0,0.0,16380.0,22114.0,4100.0,,,,,,,,,,,,,,,,,,,,,,
28292481,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2M2L2VlLzA5LzczMjItNGY4ZS05MDVmLTEyMjU5OWYyYjUxYw.pdf,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2JmLzIxLzc1LzI4MDktNDU4Ny04Njk4LTAyZjI2Njc3MWJkMA.xml,true,"8355, Solbjerg",Solbjerg Hovedgade 24,Til den daglige ledelse i Beregnerkontoret VVS Kalkulation ApS,Regnskabsklasse B,2018-05-18,2018-05-18,2004-12-05,2018-05-18,28312393.0,28292481.0,28312393.0,mne1236,Ãrsrapport,John Schantz,Marianne Christiansen,Marianne Christiansen,Revisionsfirmaet John Schantz,Handelsbanken,Beregnerkontoret VVS Kalkulation ApS,"Revisionsfirmaet John Schantz, Registreret revisionsaktieselskab",MÃ¥rslet,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-05-18,Solbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25500895,indberetninger-20180424,2.511725,28292481.0,AWOGmqFtx8uVRSOdgsvy,2018-05-22T06:48:46.740Z,2018-05-22T06:47:46.931Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-QE,2018-05-22T06:47:47.325Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292481,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2M2L2VlLzA5LzczMjItNGY4ZS05MDVmLTEyMjU5OWYyYjUxYw.pdf,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2JmLzIxLzc1LzI4MDktNDU4Ny04Njk4LTAyZjI2Njc3MWJkMA.xml,true,"8355, Solbjerg",Solbjerg Hovedgade 24,Til den daglige ledelse i Beregnerkontoret VVS Kalkulation ApS,Regnskabsklasse B,2018-05-18,2018-05-18,2004-12-05,2018-05-18,28312393.0,28292481.0,28312393.0,mne1236,Ãrsrapport,John Schantz,Marianne Christiansen,Marianne Christiansen,Revisionsfirmaet John Schantz,Handelsbanken,Beregnerkontoret VVS Kalkulation ApS,"Revisionsfirmaet John Schantz, Registreret revisionsaktieselskab",MÃ¥rslet,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-05-18,Solbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25500895,indberetninger-20180424,2.511725,28292481.0,AWOGmqFtx8uVRSOdgsvy,2018-05-22T06:48:46.740Z,2018-05-22T06:47:46.931Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-QE,2018-05-22T06:47:47.325Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292481,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2M2L2VlLzA5LzczMjItNGY4ZS05MDVmLTEyMjU5OWYyYjUxYw.pdf,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2JmLzIxLzc1LzI4MDktNDU4Ny04Njk4LTAyZjI2Njc3MWJkMA.xml,true,"8355, Solbjerg",Solbjerg Hovedgade 24,Til den daglige ledelse i Beregnerkontoret VVS Kalkulation ApS,Regnskabsklasse B,2018-05-18,2018-05-18,2004-12-05,2018-05-18,28312393.0,28292481.0,28312393.0,mne1236,Ãrsrapport,John Schantz,Marianne Christiansen,Marianne Christiansen,Revisionsfirmaet John Schantz,Handelsbanken,Beregnerkontoret VVS Kalkulation ApS,"Revisionsfirmaet John Schantz, Registreret revisionsaktieselskab",MÃ¥rslet,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-05-18,Solbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25500895,indberetninger-20180424,2.511725,28292481.0,AWOGmqFtx8uVRSOdgsvy,2018-05-22T06:48:46.740Z,2018-05-22T06:47:46.931Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-QE,2018-05-22T06:47:47.325Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292481,2017-01-01,2017-12-31,ID_6,,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2M2L2VlLzA5LzczMjItNGY4ZS05MDVmLTEyMjU5OWYyYjUxYw.pdf,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2JmLzIxLzc1LzI4MDktNDU4Ny04Njk4LTAyZjI2Njc3MWJkMA.xml,true,"8355, Solbjerg",Solbjerg Hovedgade 24,Til den daglige ledelse i Beregnerkontoret VVS Kalkulation ApS,Regnskabsklasse B,2018-05-18,2018-05-18,2004-12-05,2018-05-18,28312393.0,28292481.0,28312393.0,mne1236,Ãrsrapport,John Schantz,Marianne Christiansen,Marianne Christiansen,Revisionsfirmaet John Schantz,Handelsbanken,Beregnerkontoret VVS Kalkulation ApS,"Revisionsfirmaet John Schantz, Registreret revisionsaktieselskab",MÃ¥rslet,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-05-18,Solbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25500895,indberetninger-20180424,2.511725,28292481.0,AWOGmqFtx8uVRSOdgsvy,2018-05-22T06:48:46.740Z,2018-05-22T06:47:46.931Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-QE,2018-05-22T06:47:47.325Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28292481,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2M2L2VlLzA5LzczMjItNGY4ZS05MDVmLTEyMjU5OWYyYjUxYw.pdf,http://regnskaber.virk.dk/18429282/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2JmLzIxLzc1LzI4MDktNDU4Ny04Njk4LTAyZjI2Njc3MWJkMA.xml,true,"8355, Solbjerg",Solbjerg Hovedgade 24,Til den daglige ledelse i Beregnerkontoret VVS Kalkulation ApS,Regnskabsklasse B,2018-05-18,2018-05-18,2004-12-05,2018-05-18,28312393.0,28292481.0,28312393.0,mne1236,Ãrsrapport,John Schantz,Marianne Christiansen,Marianne Christiansen,Revisionsfirmaet John Schantz,Handelsbanken,Beregnerkontoret VVS Kalkulation ApS,"Revisionsfirmaet John Schantz, Registreret revisionsaktieselskab",MÃ¥rslet,2016-01-01,2016-12-31,-12280.0,2017-12-31,2017-01-01,false,2018-05-18,Solbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25500895,indberetninger-20180424,2.511725,28292481.0,AWOGmqFtx8uVRSOdgsvy,2018-05-22T06:48:46.740Z,2018-05-22T06:47:46.931Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-12-QE,2018-05-22T06:47:47.325Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
