entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
28148852,2015-01-01,2015-01-01,c176,,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQzLzg2LzQ3LzljZDAtNGQ0OS1hNDJkLWEwNjRmY2VjYjA2Yg.pdf,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzhmLzYzL2Y0ZTMtNDFjNS05MzdjLWZjMjgyYTgwNmRkNA.xml,64526.0,Danmark,Pandrup,9490.0,45.0,Bredgade,Pandrup,9490.0,19.0,Gl. Kvorupvej,"9490, Pandrup","Bredgade, 45",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-01-25,2017-01-25,2004-10-20,2017-01-27,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",37315664.0,28148852.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Moch Holding ApS.,Ãrsrapport,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars F. Lundtoft,Mogens Christensen,"One Revision, Statsautoriseret revisionspartnerselskab",Moch Holding ApS,"One Revision, Statsautoriseret revisionspartnerselskab",Pandrup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-01-25,Pandrup,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23439805,indberetninger-20180424,2.5117006,28148852.0,,2018-03-27T13:24:20.962Z,2017-01-31T18:59:42.390Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-80-UN,2017-01-31T18:59:42.533Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28148852,2015-01-01,2015-01-01,c718,,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQzLzg2LzQ3LzljZDAtNGQ0OS1hNDJkLWEwNjRmY2VjYjA2Yg.pdf,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzhmLzYzL2Y0ZTMtNDFjNS05MzdjLWZjMjgyYTgwNmRkNA.xml,,Danmark,Pandrup,9490.0,45.0,Bredgade,Pandrup,9490.0,19.0,Gl. Kvorupvej,"9490, Pandrup","Bredgade, 45",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-01-25,2017-01-25,2004-10-20,2017-01-27,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",37315664.0,28148852.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Moch Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars F. Lundtoft,Mogens Christensen,"One Revision, Statsautoriseret revisionspartnerselskab",Moch Holding ApS,"One Revision, Statsautoriseret revisionspartnerselskab",Pandrup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-01-25,Pandrup,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23439805,indberetninger-20180424,2.5117006,28148852.0,,2018-03-27T13:24:20.962Z,2017-01-31T18:59:42.390Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-80-UN,2017-01-31T18:59:42.533Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28148852,2015-01-01,2015-01-01,c733,,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQzLzg2LzQ3LzljZDAtNGQ0OS1hNDJkLWEwNjRmY2VjYjA2Yg.pdf,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzhmLzYzL2Y0ZTMtNDFjNS05MzdjLWZjMjgyYTgwNmRkNA.xml,,Danmark,Pandrup,9490.0,45.0,Bredgade,Pandrup,9490.0,19.0,Gl. Kvorupvej,"9490, Pandrup","Bredgade, 45",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-01-25,2017-01-25,2004-10-20,2017-01-27,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",37315664.0,28148852.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Moch Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars F. Lundtoft,Mogens Christensen,"One Revision, Statsautoriseret revisionspartnerselskab",Moch Holding ApS,"One Revision, Statsautoriseret revisionspartnerselskab",Pandrup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-01-25,Pandrup,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23439805,indberetninger-20180424,2.5117006,28148852.0,,2018-03-27T13:24:20.962Z,2017-01-31T18:59:42.390Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-80-UN,2017-01-31T18:59:42.533Z,64526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28148852,2015-01-01,2015-01-01,c739,,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQzLzg2LzQ3LzljZDAtNGQ0OS1hNDJkLWEwNjRmY2VjYjA2Yg.pdf,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzhmLzYzL2Y0ZTMtNDFjNS05MzdjLWZjMjgyYTgwNmRkNA.xml,,Danmark,Pandrup,9490.0,45.0,Bredgade,Pandrup,9490.0,19.0,Gl. Kvorupvej,"9490, Pandrup","Bredgade, 45",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-01-25,2017-01-25,2004-10-20,2017-01-27,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",37315664.0,28148852.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Moch Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars F. Lundtoft,Mogens Christensen,"One Revision, Statsautoriseret revisionspartnerselskab",Moch Holding ApS,"One Revision, Statsautoriseret revisionspartnerselskab",Pandrup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-01-25,Pandrup,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23439805,indberetninger-20180424,2.5117006,28148852.0,,2018-03-27T13:24:20.962Z,2017-01-31T18:59:42.390Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-80-UN,2017-01-31T18:59:42.533Z,16725618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28148852,2015-01-01,2015-01-01,c742,,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQzLzg2LzQ3LzljZDAtNGQ0OS1hNDJkLWEwNjRmY2VjYjA2Yg.pdf,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzhmLzYzL2Y0ZTMtNDFjNS05MzdjLWZjMjgyYTgwNmRkNA.xml,,Danmark,Pandrup,9490.0,45.0,Bredgade,Pandrup,9490.0,19.0,Gl. Kvorupvej,"9490, Pandrup","Bredgade, 45",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-01-25,2017-01-25,2004-10-20,2017-01-27,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",37315664.0,28148852.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Moch Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars F. Lundtoft,Mogens Christensen,"One Revision, Statsautoriseret revisionspartnerselskab",Moch Holding ApS,"One Revision, Statsautoriseret revisionspartnerselskab",Pandrup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-01-25,Pandrup,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23439805,indberetninger-20180424,2.5117006,28148852.0,,2018-03-27T13:24:20.962Z,2017-01-31T18:59:42.390Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-80-UN,2017-01-31T18:59:42.533Z,99800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28148852,2015-01-01,2015-12-31,c109,,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQzLzg2LzQ3LzljZDAtNGQ0OS1hNDJkLWEwNjRmY2VjYjA2Yg.pdf,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzhmLzYzL2Y0ZTMtNDFjNS05MzdjLWZjMjgyYTgwNmRkNA.xml,,Danmark,Pandrup,9490.0,45.0,Bredgade,Pandrup,9490.0,19.0,Gl. Kvorupvej,"9490, Pandrup","Bredgade, 45",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-01-25,2017-01-25,2004-10-20,2017-01-27,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",37315664.0,28148852.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Moch Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars F. Lundtoft,Mogens Christensen,"One Revision, Statsautoriseret revisionspartnerselskab",Moch Holding ApS,"One Revision, Statsautoriseret revisionspartnerselskab",Pandrup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-01-25,Pandrup,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23439805,indberetninger-20180424,2.5117006,28148852.0,,2018-03-27T13:24:20.962Z,2017-01-31T18:59:42.390Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-80-UN,2017-01-31T18:59:42.533Z,,101200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28148852,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQzLzg2LzQ3LzljZDAtNGQ0OS1hNDJkLWEwNjRmY2VjYjA2Yg.pdf,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzhmLzYzL2Y0ZTMtNDFjNS05MzdjLWZjMjgyYTgwNmRkNA.xml,,Danmark,Pandrup,9490.0,45.0,Bredgade,Pandrup,9490.0,19.0,Gl. Kvorupvej,"9490, Pandrup","Bredgade, 45",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-01-25,2017-01-25,2004-10-20,2017-01-27,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",37315664.0,28148852.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Moch Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars F. Lundtoft,Mogens Christensen,"One Revision, Statsautoriseret revisionspartnerselskab",Moch Holding ApS,"One Revision, Statsautoriseret revisionspartnerselskab",Pandrup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-01-25,Pandrup,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23439805,indberetninger-20180424,2.5117006,28148852.0,,2018-03-27T13:24:20.962Z,2017-01-31T18:59:42.390Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-80-UN,2017-01-31T18:59:42.533Z,,-137498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28148852,2015-01-01,2015-12-31,c178,,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQzLzg2LzQ3LzljZDAtNGQ0OS1hNDJkLWEwNjRmY2VjYjA2Yg.pdf,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzhmLzYzL2Y0ZTMtNDFjNS05MzdjLWZjMjgyYTgwNmRkNA.xml,,Danmark,Pandrup,9490.0,45.0,Bredgade,Pandrup,9490.0,19.0,Gl. Kvorupvej,"9490, Pandrup","Bredgade, 45",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-01-25,2017-01-25,2004-10-20,2017-01-27,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",37315664.0,28148852.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Moch Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars F. Lundtoft,Mogens Christensen,"One Revision, Statsautoriseret revisionspartnerselskab",Moch Holding ApS,"One Revision, Statsautoriseret revisionspartnerselskab",Pandrup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-01-25,Pandrup,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23439805,indberetninger-20180424,2.5117006,28148852.0,,2018-03-27T13:24:20.962Z,2017-01-31T18:59:42.390Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-80-UN,2017-01-31T18:59:42.533Z,,,359243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28148852,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQzLzg2LzQ3LzljZDAtNGQ0OS1hNDJkLWEwNjRmY2VjYjA2Yg.pdf,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzhmLzYzL2Y0ZTMtNDFjNS05MzdjLWZjMjgyYTgwNmRkNA.xml,,Danmark,Pandrup,9490.0,45.0,Bredgade,Pandrup,9490.0,19.0,Gl. Kvorupvej,"9490, Pandrup","Bredgade, 45",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-01-25,2017-01-25,2004-10-20,2017-01-27,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",37315664.0,28148852.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Moch Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars F. Lundtoft,Mogens Christensen,"One Revision, Statsautoriseret revisionspartnerselskab",Moch Holding ApS,"One Revision, Statsautoriseret revisionspartnerselskab",Pandrup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-01-25,Pandrup,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23439805,indberetninger-20180424,2.5117006,28148852.0,,2018-03-27T13:24:20.962Z,2017-01-31T18:59:42.390Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-80-UN,2017-01-31T18:59:42.533Z,,322945.0,,2.0,37563.0,118992.0,-163894.0,296905.0,7819.0,79038.0,637031.0,48000.0,334449.0,-520449.0,12389.0,11504.0,50784.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28148852,2015-01-01,2015-12-31,c472,,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQzLzg2LzQ3LzljZDAtNGQ0OS1hNDJkLWEwNjRmY2VjYjA2Yg.pdf,http://regnskaber.virk.dk/25884182/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzVmLzhmLzYzL2Y0ZTMtNDFjNS05MzdjLWZjMjgyYTgwNmRkNA.xml,,Danmark,Pandrup,9490.0,45.0,Bredgade,Pandrup,9490.0,19.0,Gl. Kvorupvej,"9490, Pandrup","Bredgade, 45",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-01-25,2017-01-25,2004-10-20,2017-01-27,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",37315664.0,28148852.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Moch Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars F. Lundtoft,Mogens Christensen,"One Revision, Statsautoriseret revisionspartnerselskab",Moch Holding ApS,"One Revision, Statsautoriseret revisionspartnerselskab",Pandrup,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-01-25,Pandrup,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23439805,indberetninger-20180424,2.5117006,28148852.0,,2018-03-27T13:24:20.962Z,2017-01-31T18:59:42.390Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-80-UN,2017-01-31T18:59:42.533Z,,359243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
