entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherTaxExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
31280052,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzc5L2E4LzI3L2VjZTktNDAyNi05ZTIyLTE1YmExMzczOWY2YQ.pdf,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzU5L2E5LzZhLzJjZWYtNDI1Mi1hMmMxLTAxMDM3MTE1ZTBlMQ.xml,"4300, HolbÃ¦k","Ahlgade 52, 1. sal",Til den daglige ledelse i Fjord Ejendomme ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2019-05-31,94386.0,salg@greenwell.dk,222148.0,-371016.0,33074441.0,31280052.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Fjord Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Jens Hansen,Damgaard Revision,Fjord Ejendomme ApS,Damgaard Revision,33741.0,2.0,-149565.0,Ãlstykke,2017-01-01,2017-12-31,-571724.0,-721289.0,-687550.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-31,HolbÃ¦k,60805934.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27567977,indberetninger-20180424,2.5097342,31280052.0,AWt6Y7dojptzAuyFirl_,2019-06-21T14:14:49.750Z,2019-06-21T14:14:43.033Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-30-KP,2019-06-21T14:14:43.187Z,,,,,,,,,,,,,,,,,,,,,,,,,
31280052,2017-01-01,2017-12-31,ID_6,,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzc5L2E4LzI3L2VjZTktNDAyNi05ZTIyLTE1YmExMzczOWY2YQ.pdf,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzU5L2E5LzZhLzJjZWYtNDI1Mi1hMmMxLTAxMDM3MTE1ZTBlMQ.xml,"4300, HolbÃ¦k","Ahlgade 52, 1. sal",Til den daglige ledelse i Fjord Ejendomme ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2019-05-31,,salg@greenwell.dk,,,33074441.0,31280052.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Fjord Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Jens Hansen,Damgaard Revision,Fjord Ejendomme ApS,Damgaard Revision,,,,Ãlstykke,2017-01-01,2017-12-31,-571724.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-31,HolbÃ¦k,60805934.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27567977,indberetninger-20180424,2.5097342,31280052.0,AWt6Y7dojptzAuyFirl_,2019-06-21T14:14:49.750Z,2019-06-21T14:14:43.033Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-30-KP,2019-06-21T14:14:43.187Z,,,,,,,,,,,,,,,,,,,,,,,,,
31280052,2017-12-31,2017-12-31,ID_8,,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzc5L2E4LzI3L2VjZTktNDAyNi05ZTIyLTE1YmExMzczOWY2YQ.pdf,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzU5L2E5LzZhLzJjZWYtNDI1Mi1hMmMxLTAxMDM3MTE1ZTBlMQ.xml,"4300, HolbÃ¦k","Ahlgade 52, 1. sal",Til den daglige ledelse i Fjord Ejendomme ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2019-05-31,,salg@greenwell.dk,,,33074441.0,31280052.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Fjord Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Jens Hansen,Damgaard Revision,Fjord Ejendomme ApS,Damgaard Revision,,,,Ãlstykke,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-31,HolbÃ¦k,60805934.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27567977,indberetninger-20180424,2.5097342,31280052.0,AWt6Y7dojptzAuyFirl_,2019-06-21T14:14:49.750Z,2019-06-21T14:14:43.033Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-30-KP,2019-06-21T14:14:43.187Z,3260262.0,918985.0,125000.0,1376747.0,304929.0,2841975.0,596108.0,18334.0,18334.0,152833.0,1126351.0,3260262.0,418287.0,1883515.0,86612.0,0.0,142722.0,1865181.0,152833.0,2716975.0,418287.0,311675.0,304929.0,20000.0,
31280052,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzc5L2E4LzI3L2VjZTktNDAyNi05ZTIyLTE1YmExMzczOWY2YQ.pdf,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzU5L2E5LzZhLzJjZWYtNDI1Mi1hMmMxLTAxMDM3MTE1ZTBlMQ.xml,"4300, HolbÃ¦k","Ahlgade 52, 1. sal",Til den daglige ledelse i Fjord Ejendomme ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2019-05-31,210177.0,salg@greenwell.dk,72490.0,103921.0,33074441.0,31280052.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Fjord Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Jens Hansen,Damgaard Revision,Fjord Ejendomme ApS,Damgaard Revision,31769.0,0.0,-47680.0,Ãlstykke,2017-01-01,2017-12-31,-162835.0,-210515.0,-178746.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-31,HolbÃ¦k,60805934.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27567977,indberetninger-20180424,2.5097342,31280052.0,AWt6Y7dojptzAuyFirl_,2019-06-21T14:14:49.750Z,2019-06-21T14:14:43.033Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-30-KP,2019-06-21T14:14:43.187Z,,,,,,,,,,,,,,,,,,,,,,,,,
31280052,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzc5L2E4LzI3L2VjZTktNDAyNi05ZTIyLTE1YmExMzczOWY2YQ.pdf,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzU5L2E5LzZhLzJjZWYtNDI1Mi1hMmMxLTAxMDM3MTE1ZTBlMQ.xml,"4300, HolbÃ¦k","Ahlgade 52, 1. sal",Til den daglige ledelse i Fjord Ejendomme ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2019-05-31,,salg@greenwell.dk,,,33074441.0,31280052.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Fjord Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Jens Hansen,Damgaard Revision,Fjord Ejendomme ApS,Damgaard Revision,,,,Ãlstykke,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-31,HolbÃ¦k,60805934.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27567977,indberetninger-20180424,2.5097342,31280052.0,AWt6Y7dojptzAuyFirl_,2019-06-21T14:14:49.750Z,2019-06-21T14:14:43.033Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-30-KP,2019-06-21T14:14:43.187Z,,,,,,,,,,,,,,,,,,,,,,,,,Jens Hansen
31280052,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzc5L2E4LzI3L2VjZTktNDAyNi05ZTIyLTE1YmExMzczOWY2YQ.pdf,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzU5L2E5LzZhLzJjZWYtNDI1Mi1hMmMxLTAxMDM3MTE1ZTBlMQ.xml,"4300, HolbÃ¦k","Ahlgade 52, 1. sal",Til den daglige ledelse i Fjord Ejendomme ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2019-05-31,,salg@greenwell.dk,,,33074441.0,31280052.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Fjord Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Jens Hansen,Damgaard Revision,Fjord Ejendomme ApS,Damgaard Revision,,,,Ãlstykke,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-31,HolbÃ¦k,60805934.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27567977,indberetninger-20180424,2.5097342,31280052.0,AWt6Y7dojptzAuyFirl_,2019-06-21T14:14:49.750Z,2019-06-21T14:14:43.033Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-30-KP,2019-06-21T14:14:43.187Z,,,,,,,,,,,,,,,,,,,,,,,,,
31280052,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzc5L2E4LzI3L2VjZTktNDAyNi05ZTIyLTE1YmExMzczOWY2YQ.pdf,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzU5L2E5LzZhLzJjZWYtNDI1Mi1hMmMxLTAxMDM3MTE1ZTBlMQ.xml,"4300, HolbÃ¦k","Ahlgade 52, 1. sal",Til den daglige ledelse i Fjord Ejendomme ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2019-05-31,,salg@greenwell.dk,,,33074441.0,31280052.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Fjord Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Jens Hansen,Damgaard Revision,Fjord Ejendomme ApS,Damgaard Revision,,,,Ãlstykke,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-31,HolbÃ¦k,60805934.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27567977,indberetninger-20180424,2.5097342,31280052.0,AWt6Y7dojptzAuyFirl_,2019-06-21T14:14:49.750Z,2019-06-21T14:14:43.033Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-30-KP,2019-06-21T14:14:43.187Z,,,,,,,,,,,,,,,,,,,,,,,,,
31280052,2018-01-01,2018-12-31,ID_5,,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzc5L2E4LzI3L2VjZTktNDAyNi05ZTIyLTE1YmExMzczOWY2YQ.pdf,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzU5L2E5LzZhLzJjZWYtNDI1Mi1hMmMxLTAxMDM3MTE1ZTBlMQ.xml,"4300, HolbÃ¦k","Ahlgade 52, 1. sal",Til den daglige ledelse i Fjord Ejendomme ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2019-05-31,,salg@greenwell.dk,,,33074441.0,31280052.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Fjord Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Jens Hansen,Damgaard Revision,Fjord Ejendomme ApS,Damgaard Revision,,,,Ãlstykke,2017-01-01,2017-12-31,-162835.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-31,HolbÃ¦k,60805934.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27567977,indberetninger-20180424,2.5097342,31280052.0,AWt6Y7dojptzAuyFirl_,2019-06-21T14:14:49.750Z,2019-06-21T14:14:43.033Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-30-KP,2019-06-21T14:14:43.187Z,,,,,,,,,,,,,,,,,,,,,,,,,
31280052,2018-01-01,2018-12-31,ID_9,,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzc5L2E4LzI3L2VjZTktNDAyNi05ZTIyLTE1YmExMzczOWY2YQ.pdf,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzU5L2E5LzZhLzJjZWYtNDI1Mi1hMmMxLTAxMDM3MTE1ZTBlMQ.xml,"4300, HolbÃ¦k","Ahlgade 52, 1. sal",Til den daglige ledelse i Fjord Ejendomme ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2019-05-31,,salg@greenwell.dk,,,33074441.0,31280052.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Fjord Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Jens Hansen,Damgaard Revision,Fjord Ejendomme ApS,Damgaard Revision,,,,Ãlstykke,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-31,HolbÃ¦k,60805934.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27567977,indberetninger-20180424,2.5097342,31280052.0,AWt6Y7dojptzAuyFirl_,2019-06-21T14:14:49.750Z,2019-06-21T14:14:43.033Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-30-KP,2019-06-21T14:14:43.187Z,,,,,,,,,,,,,,,,,,,,,,,,,
31280052,2018-12-31,2018-12-31,ID_7,,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzc5L2E4LzI3L2VjZTktNDAyNi05ZTIyLTE1YmExMzczOWY2YQ.pdf,http://regnskaber.virk.dk/25008213/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzU5L2E5LzZhLzJjZWYtNDI1Mi1hMmMxLTAxMDM3MTE1ZTBlMQ.xml,"4300, HolbÃ¦k","Ahlgade 52, 1. sal",Til den daglige ledelse i Fjord Ejendomme ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2019-05-31,,salg@greenwell.dk,,,33074441.0,31280052.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Fjord Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Jens Hansen,Damgaard Revision,Fjord Ejendomme ApS,Damgaard Revision,,,,Ãlstykke,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-31,HolbÃ¦k,60805934.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27567977,indberetninger-20180424,2.5097342,31280052.0,AWt6Y7dojptzAuyFirl_,2019-06-21T14:14:49.750Z,2019-06-21T14:14:43.033Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-30-KP,2019-06-21T14:14:43.187Z,2976883.0,742877.0,125000.0,1254809.0,352609.0,2679139.0,480596.0,13751.0,13751.0,148820.0,1095200.0,2976883.0,297744.0,1722074.0,63074.0,10503.0,132527.0,1708323.0,148820.0,2554139.0,297744.0,197971.0,363112.0,36699.0,
