entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,CashAndCashEquivalentsConcerningCashflowStatement,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DisposalsOfInvestments,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,Adjustments,AdjustmentsForDecreaseIncreaseInWorkingCapital,AdjustmentsForDeferredTax,AdjustmentsOfInterestAndSimilarIncomes,AdjustmentsOfTaxExpense,AdjustmentsfInterestAndSimilarExpenses,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,CashFlowFromOperatingActivitiesBeforeFinancialItems,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,CurrentTaxExpense,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EquityRatio,GrossMargin,GrossProfitLoss,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,InterestPaidClassifiedAsOperatingActivities,InterestReceivedClassifiedAsOperatingActivities,InvestmentInPropertyPlantAndEquipment,Loans,NetIncreaseDecreaseInCashAndCashEquivalents,OperatingMargin,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,OtherOperatingIncome,PostemploymentBenefitExpense,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PurchaseOfInvestments,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,RaisingOfDebtToGroupEnterprises,RemunerationOfManagementCategories,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,Revenue,SaleOfInvestments,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,RemunerationOfManagementCategory,NominalValueOfIssuedShares,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard,ValueOfKeyFigureOrFinancialRatio,NameAndSurnameOfMemberOfExecutiveBoard,DescriptionOfClassOfIssuedShares,NumberOfIssuedShares
25057732,2013-01-01,2013-01-01,c8,,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc5LzMwLzAzL2ViOGUtNGRmMC1hYmU4LWQ0YjZmYjY4YzBlZA.pdf,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzAwLzYwLzM1LzVlNzMtNDg3OC05Y2IzLWQ3ZTdjNjZlY2IxNg.xml,1738461.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,50.0,Gyngemose Parkvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,-4169103.0,"Regnskabsklasse C, mellemstor virksomhed",2015-05-28,2015-05-28,2015-05-28,-622544.0,33912928.0,www.gavdi.com,25057732.0,30700228.0,Ãrsrapport,0.0,329300.0,110481.0,Jeffrey Bruun,Danske Bank A/S,Gavdi A/S,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-28,"KÃ¸benhavn, den",33912929.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5475077,indberetninger-20180424,2.5097417999999996,25057732.0,,2018-03-30T15:34:12.811Z,2015-06-08T14:18:17.047Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-34-KK,2015-06-08T14:18:17.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25057732,2013-01-01,2013-12-31,c195,,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc5LzMwLzAzL2ViOGUtNGRmMC1hYmU4LWQ0YjZmYjY4YzBlZA.pdf,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzAwLzYwLzM1LzVlNzMtNDg3OC05Y2IzLWQ3ZTdjNjZlY2IxNg.xml,1738461.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,50.0,Gyngemose Parkvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,,"Regnskabsklasse C, mellemstor virksomhed",2015-05-28,2015-05-28,2015-05-28,-622544.0,33912928.0,www.gavdi.com,25057732.0,30700228.0,Ãrsrapport,0.0,329300.0,110481.0,Jeffrey Bruun,Danske Bank A/S,Gavdi A/S,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-28,"KÃ¸benhavn, den",33912929.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5475077,indberetninger-20180424,2.5097417999999996,25057732.0,,2018-03-30T15:34:12.811Z,2015-06-08T14:18:17.047Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-34-KK,2015-06-08T14:18:17.181Z,2624503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25057732,2013-01-01,2013-12-31,c433,,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc5LzMwLzAzL2ViOGUtNGRmMC1hYmU4LWQ0YjZmYjY4YzBlZA.pdf,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzAwLzYwLzM1LzVlNzMtNDg3OC05Y2IzLWQ3ZTdjNjZlY2IxNg.xml,1738461.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,50.0,Gyngemose Parkvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,,"Regnskabsklasse C, mellemstor virksomhed",2015-05-28,2015-05-28,2015-05-28,-622544.0,33912928.0,www.gavdi.com,25057732.0,30700228.0,Ãrsrapport,0.0,329300.0,110481.0,Jeffrey Bruun,Danske Bank A/S,Gavdi A/S,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-28,"KÃ¸benhavn, den",33912929.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5475077,indberetninger-20180424,2.5097417999999996,25057732.0,,2018-03-30T15:34:12.811Z,2015-06-08T14:18:17.047Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-34-KK,2015-06-08T14:18:17.181Z,2624503.0,2203251.0,4800349.0,-104255.0,-2215478.0,990314.0,1151644.0,1738332.0,73.0,9628103.0,1455969.0,-16883704.0,8985253.0,1094569.0,2191363.0,-529147.0,2264274.0,2264274.0,525942.0,76221251.0,41.1,75.8,81049005.0,-1706684.0,556996.0,2173000.0,-1151644.0,2215478.0,1503477.0,-15352336.0,-6442482.0,2.4,594648.0,42478.0,1222354.0,29603016.0,1151644.0,2215478.0,12497.0,3779276.0,3448019.0,400000.0,3614817.0,2550983.0,-427891.0,-1503477.0,1492522.0,4459419.0,1063834.0,3.6,8.6,106872745.0,0.0,448511.0,990314.0,71102367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25057732,2013-01-01,2013-12-31,c981,,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc5LzMwLzAzL2ViOGUtNGRmMC1hYmU4LWQ0YjZmYjY4YzBlZA.pdf,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzAwLzYwLzM1LzVlNzMtNDg3OC05Y2IzLWQ3ZTdjNjZlY2IxNg.xml,1738461.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,50.0,Gyngemose Parkvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,,"Regnskabsklasse C, mellemstor virksomhed",2015-05-28,2015-05-28,2015-05-28,-622544.0,33912928.0,www.gavdi.com,25057732.0,30700228.0,Ãrsrapport,0.0,329300.0,110481.0,Jeffrey Bruun,Danske Bank A/S,Gavdi A/S,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-28,"KÃ¸benhavn, den",33912929.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5475077,indberetninger-20180424,2.5097417999999996,25057732.0,,2018-03-30T15:34:12.811Z,2015-06-08T14:18:17.047Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-34-KK,2015-06-08T14:18:17.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25057732,2013-01-01,2013-12-31,c983,,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc5LzMwLzAzL2ViOGUtNGRmMC1hYmU4LWQ0YjZmYjY4YzBlZA.pdf,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzAwLzYwLzM1LzVlNzMtNDg3OC05Y2IzLWQ3ZTdjNjZlY2IxNg.xml,1738461.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,50.0,Gyngemose Parkvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,,"Regnskabsklasse C, mellemstor virksomhed",2015-05-28,2015-05-28,2015-05-28,-622544.0,33912928.0,www.gavdi.com,25057732.0,30700228.0,Ãrsrapport,0.0,329300.0,110481.0,Jeffrey Bruun,Danske Bank A/S,Gavdi A/S,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-28,"KÃ¸benhavn, den",33912929.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5475077,indberetninger-20180424,2.5097417999999996,25057732.0,,2018-03-30T15:34:12.811Z,2015-06-08T14:18:17.047Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-34-KK,2015-06-08T14:18:17.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25057732,2013-12-31,2013-12-31,c1294,,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc5LzMwLzAzL2ViOGUtNGRmMC1hYmU4LWQ0YjZmYjY4YzBlZA.pdf,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzAwLzYwLzM1LzVlNzMtNDg3OC05Y2IzLWQ3ZTdjNjZlY2IxNg.xml,1738461.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,50.0,Gyngemose Parkvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,,"Regnskabsklasse C, mellemstor virksomhed",2015-05-28,2015-05-28,2015-05-28,-622544.0,33912928.0,www.gavdi.com,25057732.0,30700228.0,Ãrsrapport,0.0,329300.0,110481.0,Jeffrey Bruun,Danske Bank A/S,Gavdi A/S,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-28,"KÃ¸benhavn, den",33912929.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5475077,indberetninger-20180424,2.5097417999999996,25057732.0,,2018-03-30T15:34:12.811Z,2015-06-08T14:18:17.047Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-34-KK,2015-06-08T14:18:17.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25057732,2013-12-31,2013-12-31,c1296,,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc5LzMwLzAzL2ViOGUtNGRmMC1hYmU4LWQ0YjZmYjY4YzBlZA.pdf,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzAwLzYwLzM1LzVlNzMtNDg3OC05Y2IzLWQ3ZTdjNjZlY2IxNg.xml,1738461.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,50.0,Gyngemose Parkvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,,"Regnskabsklasse C, mellemstor virksomhed",2015-05-28,2015-05-28,2015-05-28,-622544.0,33912928.0,www.gavdi.com,25057732.0,30700228.0,Ãrsrapport,0.0,329300.0,110481.0,Jeffrey Bruun,Danske Bank A/S,Gavdi A/S,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-28,"KÃ¸benhavn, den",33912929.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5475077,indberetninger-20180424,2.5097417999999996,25057732.0,,2018-03-30T15:34:12.811Z,2015-06-08T14:18:17.047Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-34-KK,2015-06-08T14:18:17.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25057732,2013-12-31,2013-12-31,c5,,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc5LzMwLzAzL2ViOGUtNGRmMC1hYmU4LWQ0YjZmYjY4YzBlZA.pdf,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzAwLzYwLzM1LzVlNzMtNDg3OC05Y2IzLWQ3ZTdjNjZlY2IxNg.xml,1738461.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,50.0,Gyngemose Parkvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,-10611585.0,"Regnskabsklasse C, mellemstor virksomhed",2015-05-28,2015-05-28,2015-05-28,-622544.0,33912928.0,www.gavdi.com,25057732.0,30700228.0,Ãrsrapport,0.0,329300.0,110481.0,Jeffrey Bruun,Danske Bank A/S,Gavdi A/S,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-28,"KÃ¸benhavn, den",33912929.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5475077,indberetninger-20180424,2.5097417999999996,25057732.0,,2018-03-30T15:34:12.811Z,2015-06-08T14:18:17.047Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-34-KK,2015-06-08T14:18:17.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3124446.0,77379920.0,25835.0,649037.0,500000.0,71501287.0,457168.0,31828433.0,1345682.0,307500.0,3431946.0,77379920.0,45513911.0,0.0,1101005.0,0.0,5878633.0,1101005.0,17888855.0,772766.0,1345682.0,37576.0,37576.0,31328433.0,10637420.0,2161459.0,45513911.0,0.0,1027856.0,10993999.0,71475452.0,50881341.0,1094581.0,1709741.0,18715140.0,,,,,,,,,,,,
25057732,2014-01-01,2014-01-01,c114,,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc5LzMwLzAzL2ViOGUtNGRmMC1hYmU4LWQ0YjZmYjY4YzBlZA.pdf,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzAwLzYwLzM1LzVlNzMtNDg3OC05Y2IzLWQ3ZTdjNjZlY2IxNg.xml,1738461.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,50.0,Gyngemose Parkvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,,"Regnskabsklasse C, mellemstor virksomhed",2015-05-28,2015-05-28,2015-05-28,-622544.0,33912928.0,www.gavdi.com,25057732.0,30700228.0,Ãrsrapport,0.0,329300.0,110481.0,Jeffrey Bruun,Danske Bank A/S,Gavdi A/S,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-28,"KÃ¸benhavn, den",33912929.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5475077,indberetninger-20180424,2.5097417999999996,25057732.0,,2018-03-30T15:34:12.811Z,2015-06-08T14:18:17.047Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-34-KK,2015-06-08T14:18:17.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192500.0,500000.0,,,,,,,,,,
25057732,2014-01-01,2014-01-01,c136,,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzL2U1Lzc5LzMwLzAzL2ViOGUtNGRmMC1hYmU4LWQ0YjZmYjY4YzBlZA.pdf,http://regnskaber.virk.dk/23775052/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzAwLzYwLzM1LzVlNzMtNDg3OC05Y2IzLWQ3ZTdjNjZlY2IxNg.xml,1738461.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,50.0,Gyngemose Parkvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,,"Regnskabsklasse C, mellemstor virksomhed",2015-05-28,2015-05-28,2015-05-28,-622544.0,33912928.0,www.gavdi.com,25057732.0,30700228.0,Ãrsrapport,0.0,329300.0,110481.0,Jeffrey Bruun,Danske Bank A/S,Gavdi A/S,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-28,"KÃ¸benhavn, den",33912929.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5475077,indberetninger-20180424,2.5097417999999996,25057732.0,,2018-03-30T15:34:12.811Z,2015-06-08T14:18:17.047Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-34-KK,2015-06-08T14:18:17.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4475555.0,7600000.0,,,,,,,,,,
