entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
87377628,2012-05-01,2013-04-30,ID_11,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8vcGRmcy84NzM3NzYyODtBcFMzNDk3MTsyMDEzMDUwMTsyMDE0MDQzMDtSO1I.pdf,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8veGJybHMvWC1GNUU3Q0FEOS0yMDE0MDkyMl8xMTU1MDZfNTMx.xml,"2670, Greve",Greve Strandvej 139,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-04-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-05-2013 - 30-04-2014.",1979-06-15,2014-09-22,87377628.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-05-2013 - 30-04-2014 for In-Side ALN ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Lise Nielsen,In-Side ALN ApS,Anne-Lise Nielsen,"Greve, den 22-09-2014",277080.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Greve, 253",2014-04-30,2013-05-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:16762457,indberetninger-20180424,2.5122786,87377628.0,,2018-03-31T22:10:44.014Z,2014-09-22T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.152,2014-09-22T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
87377628,2012-05-01,2013-04-30,ID_13,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8vcGRmcy84NzM3NzYyODtBcFMzNDk3MTsyMDEzMDUwMTsyMDE0MDQzMDtSO1I.pdf,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8veGJybHMvWC1GNUU3Q0FEOS0yMDE0MDkyMl8xMTU1MDZfNTMx.xml,"2670, Greve",Greve Strandvej 139,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-04-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-05-2013 - 30-04-2014.",1979-06-15,2014-09-22,87377628.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-05-2013 - 30-04-2014 for In-Side ALN ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Lise Nielsen,In-Side ALN ApS,Anne-Lise Nielsen,"Greve, den 22-09-2014",-222920.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Greve, 253",2014-04-30,2013-05-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:16762457,indberetninger-20180424,2.5122786,87377628.0,,2018-03-31T22:10:44.014Z,2014-09-22T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.152,2014-09-22T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
87377628,2012-05-01,2013-04-30,ID_7,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8vcGRmcy84NzM3NzYyODtBcFMzNDk3MTsyMDEzMDUwMTsyMDE0MDQzMDtSO1I.pdf,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8veGJybHMvWC1GNUU3Q0FEOS0yMDE0MDkyMl8xMTU1MDZfNTMx.xml,"2670, Greve",Greve Strandvej 139,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-04-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-05-2013 - 30-04-2014.",1979-06-15,2014-09-22,87377628.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-05-2013 - 30-04-2014 for In-Side ALN ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Lise Nielsen,In-Side ALN ApS,Anne-Lise Nielsen,"Greve, den 22-09-2014",222920.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Greve, 253",2014-04-30,2013-05-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:16762457,indberetninger-20180424,2.5122786,87377628.0,,2018-03-31T22:10:44.014Z,2014-09-22T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.152,2014-09-22T22:00:00.000Z,277204.0,-934.0,20.0,572234.0,294076.0,-278138.0,71156.0,,,,,,,,,,,,,,,,,,,,
87377628,2012-05-01,2013-04-30,ID_9,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8vcGRmcy84NzM3NzYyODtBcFMzNDk3MTsyMDEzMDUwMTsyMDE0MDQzMDtSO1I.pdf,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8veGJybHMvWC1GNUU3Q0FEOS0yMDE0MDkyMl8xMTU1MDZfNTMx.xml,"2670, Greve",Greve Strandvej 139,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-04-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-05-2013 - 30-04-2014.",1979-06-15,2014-09-22,87377628.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-05-2013 - 30-04-2014 for In-Side ALN ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Lise Nielsen,In-Side ALN ApS,Anne-Lise Nielsen,"Greve, den 22-09-2014",-500000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Greve, 253",2014-04-30,2013-05-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:16762457,indberetninger-20180424,2.5122786,87377628.0,,2018-03-31T22:10:44.014Z,2014-09-22T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.152,2014-09-22T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
87377628,2013-04-30,2013-04-30,ID_15,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8vcGRmcy84NzM3NzYyODtBcFMzNDk3MTsyMDEzMDUwMTsyMDE0MDQzMDtSO1I.pdf,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8veGJybHMvWC1GNUU3Q0FEOS0yMDE0MDkyMl8xMTU1MDZfNTMx.xml,"2670, Greve",Greve Strandvej 139,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-04-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-05-2013 - 30-04-2014.",1979-06-15,2014-09-22,87377628.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-05-2013 - 30-04-2014 for In-Side ALN ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Lise Nielsen,In-Side ALN ApS,Anne-Lise Nielsen,"Greve, den 22-09-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Greve, 253",2014-04-30,2013-05-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:16762457,indberetninger-20180424,2.5122786,87377628.0,,2018-03-31T22:10:44.014Z,2014-09-22T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.152,2014-09-22T22:00:00.000Z,,,,,,,,14306748.0,3200769.0,200000.0,7397717.0,72144.0,14128573.0,14306748.0,178175.0,6909031.0,6909031.0,6909031.0,178175.0,3562.0,500000.0,13428573.0,178175.0,4196948.0,4080651.0,40591.0,
87377628,2013-05-01,2014-04-30,ID_0,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8vcGRmcy84NzM3NzYyODtBcFMzNDk3MTsyMDEzMDUwMTsyMDE0MDQzMDtSO1I.pdf,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8veGJybHMvWC1GNUU3Q0FEOS0yMDE0MDkyMl8xMTU1MDZfNTMx.xml,"2670, Greve",Greve Strandvej 139,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-04-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-05-2013 - 30-04-2014.",1979-06-15,2014-09-22,87377628.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-05-2013 - 30-04-2014 for In-Side ALN ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Lise Nielsen,In-Side ALN ApS,Anne-Lise Nielsen,"Greve, den 22-09-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Greve, 253",2014-04-30,2013-05-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:16762457,indberetninger-20180424,2.5122786,87377628.0,,2018-03-31T22:10:44.014Z,2014-09-22T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.152,2014-09-22T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
87377628,2013-05-01,2014-04-30,ID_1,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8vcGRmcy84NzM3NzYyODtBcFMzNDk3MTsyMDEzMDUwMTsyMDE0MDQzMDtSO1I.pdf,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8veGJybHMvWC1GNUU3Q0FEOS0yMDE0MDkyMl8xMTU1MDZfNTMx.xml,"2670, Greve",Greve Strandvej 139,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-04-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-05-2013 - 30-04-2014.",1979-06-15,2014-09-22,87377628.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-05-2013 - 30-04-2014 for In-Side ALN ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Lise Nielsen,In-Side ALN ApS,Anne-Lise Nielsen,"Greve, den 22-09-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Greve, 253",2014-04-30,2013-05-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:16762457,indberetninger-20180424,2.5122786,87377628.0,,2018-03-31T22:10:44.014Z,2014-09-22T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.152,2014-09-22T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne-Lise Nielsen
87377628,2013-05-01,2014-04-30,ID_10,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8vcGRmcy84NzM3NzYyODtBcFMzNDk3MTsyMDEzMDUwMTsyMDE0MDQzMDtSO1I.pdf,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8veGJybHMvWC1GNUU3Q0FEOS0yMDE0MDkyMl8xMTU1MDZfNTMx.xml,"2670, Greve",Greve Strandvej 139,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-04-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-05-2013 - 30-04-2014.",1979-06-15,2014-09-22,87377628.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-05-2013 - 30-04-2014 for In-Side ALN ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Lise Nielsen,In-Side ALN ApS,Anne-Lise Nielsen,"Greve, den 22-09-2014",540151.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Greve, 253",2014-04-30,2013-05-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:16762457,indberetninger-20180424,2.5122786,87377628.0,,2018-03-31T22:10:44.014Z,2014-09-22T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.152,2014-09-22T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
87377628,2013-05-01,2014-04-30,ID_12,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8vcGRmcy84NzM3NzYyODtBcFMzNDk3MTsyMDEzMDUwMTsyMDE0MDQzMDtSO1I.pdf,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8veGJybHMvWC1GNUU3Q0FEOS0yMDE0MDkyMl8xMTU1MDZfNTMx.xml,"2670, Greve",Greve Strandvej 139,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-04-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-05-2013 - 30-04-2014.",1979-06-15,2014-09-22,87377628.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-05-2013 - 30-04-2014 for In-Side ALN ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Lise Nielsen,In-Side ALN ApS,Anne-Lise Nielsen,"Greve, den 22-09-2014",140151.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Greve, 253",2014-04-30,2013-05-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:16762457,indberetninger-20180424,2.5122786,87377628.0,,2018-03-31T22:10:44.014Z,2014-09-22T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.152,2014-09-22T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
87377628,2013-05-01,2014-04-30,ID_16,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8vcGRmcy84NzM3NzYyODtBcFMzNDk3MTsyMDEzMDUwMTsyMDE0MDQzMDtSO1I.pdf,http://regnskaber.virk.dk/82677378/Y3ZyLmRrOi8veGJybHMvWC1GNUU3Q0FEOS0yMDE0MDkyMl8xMTU1MDZfNTMx.xml,"2670, Greve",Greve Strandvej 139,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-04-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-05-2013 - 30-04-2014.",1979-06-15,2014-09-22,87377628.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-05-2013 - 30-04-2014 for In-Side ALN ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anne-Lise Nielsen,In-Side ALN ApS,Anne-Lise Nielsen,"Greve, den 22-09-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Greve, 253",2014-04-30,2013-05-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:16762457,indberetninger-20180424,2.5122786,87377628.0,,2018-03-31T22:10:44.014Z,2014-09-22T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-227.152,2014-09-22T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
