entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
73597919,2015-09-01,2015-09-01,c720,,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzZlL2MzLzFmL2Y2YTctNDJkMy05ZDQzLWQyNmIzMmE5ZTEyNA.pdf,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQ0LzM4L2RkLzE2YjYtNDQ2OC1iODkzLThlZTFlMWM4NjZmMg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,45.0,Stocholmsgade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",aktionÃ¦rerne,Regnskabsklasse B,2017-10-03,2017-10-03,1984-03-30,2017-10-20,statsautoriseret revisor,info@dk.gt.com,500000.0,0.0,34209936.0,73597919.0,34209936.0,Ãrsrapport,Per Lundahl,Franz Lochner,Michaela Aurenz Maldonado,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",ASB- GrÃ¼nland A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-09-01,2016-08-31,KÃ¸benhavn,2017-08-31,2016-09-01,2017-10-03,KÃ¸benhavn,+45 33 110 220,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:24622219,indberetninger-20180424,2.5122845000000003,73597919.0,,2018-03-27T13:35:37.910Z,2017-10-24T07:31:43.430Z,regnskab,0.0,,2017-08-31,2016-09-01,X17-BD-10-HH,2017-10-24T07:31:43.636Z,,,,,,,,,,,,,,,,,,,,,,,,,,
73597919,2015-09-01,2015-09-01,c741,,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzZlL2MzLzFmL2Y2YTctNDJkMy05ZDQzLWQyNmIzMmE5ZTEyNA.pdf,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQ0LzM4L2RkLzE2YjYtNDQ2OC1iODkzLThlZTFlMWM4NjZmMg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,45.0,Stocholmsgade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",aktionÃ¦rerne,Regnskabsklasse B,2017-10-03,2017-10-03,1984-03-30,2017-10-20,statsautoriseret revisor,info@dk.gt.com,2099000.0,0.0,34209936.0,73597919.0,34209936.0,Ãrsrapport,Per Lundahl,Franz Lochner,Michaela Aurenz Maldonado,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",ASB- GrÃ¼nland A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-09-01,2016-08-31,KÃ¸benhavn,2017-08-31,2016-09-01,2017-10-03,KÃ¸benhavn,+45 33 110 220,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:24622219,indberetninger-20180424,2.5122845000000003,73597919.0,,2018-03-27T13:35:37.910Z,2017-10-24T07:31:43.430Z,regnskab,0.0,,2017-08-31,2016-09-01,X17-BD-10-HH,2017-10-24T07:31:43.636Z,,,,,,,,,,,,,,,,,,,,,,,,,,
73597919,2015-09-01,2016-08-31,c123,,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzZlL2MzLzFmL2Y2YTctNDJkMy05ZDQzLWQyNmIzMmE5ZTEyNA.pdf,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQ0LzM4L2RkLzE2YjYtNDQ2OC1iODkzLThlZTFlMWM4NjZmMg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,45.0,Stocholmsgade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",aktionÃ¦rerne,Regnskabsklasse B,2017-10-03,2017-10-03,1984-03-30,2017-10-20,statsautoriseret revisor,info@dk.gt.com,,0.0,34209936.0,73597919.0,34209936.0,Ãrsrapport,Per Lundahl,Franz Lochner,Michaela Aurenz Maldonado,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",ASB- GrÃ¼nland A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-09-01,2016-08-31,KÃ¸benhavn,2017-08-31,2016-09-01,2017-10-03,KÃ¸benhavn,+45 33 110 220,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:24622219,indberetninger-20180424,2.5122845000000003,73597919.0,,2018-03-27T13:35:37.910Z,2017-10-24T07:31:43.430Z,regnskab,0.0,,2017-08-31,2016-09-01,X17-BD-10-HH,2017-10-24T07:31:43.636Z,-545000.0,,,,,,,,,,,,,,,,,,,,,,,,,
73597919,2015-09-01,2016-08-31,c3,,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzZlL2MzLzFmL2Y2YTctNDJkMy05ZDQzLWQyNmIzMmE5ZTEyNA.pdf,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQ0LzM4L2RkLzE2YjYtNDQ2OC1iODkzLThlZTFlMWM4NjZmMg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,45.0,Stocholmsgade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",aktionÃ¦rerne,Regnskabsklasse B,2017-10-03,2017-10-03,1984-03-30,2017-10-20,statsautoriseret revisor,info@dk.gt.com,,0.0,34209936.0,73597919.0,34209936.0,Ãrsrapport,Per Lundahl,Franz Lochner,Michaela Aurenz Maldonado,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",ASB- GrÃ¼nland A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-09-01,2016-08-31,KÃ¸benhavn,2017-08-31,2016-09-01,2017-10-03,KÃ¸benhavn,+45 33 110 220,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:24622219,indberetninger-20180424,2.5122845000000003,73597919.0,,2018-03-27T13:35:37.910Z,2017-10-24T07:31:43.430Z,regnskab,0.0,,2017-08-31,2016-09-01,X17-BD-10-HH,2017-10-24T07:31:43.636Z,956000.0,1318000.0,91000.0,0.0,1227000.0,1318000.0,271000.0,,,,,,,,,,,,,,,,,,,
73597919,2015-09-01,2016-08-31,c427,,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzZlL2MzLzFmL2Y2YTctNDJkMy05ZDQzLWQyNmIzMmE5ZTEyNA.pdf,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQ0LzM4L2RkLzE2YjYtNDQ2OC1iODkzLThlZTFlMWM4NjZmMg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,45.0,Stocholmsgade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",aktionÃ¦rerne,Regnskabsklasse B,2017-10-03,2017-10-03,1984-03-30,2017-10-20,statsautoriseret revisor,info@dk.gt.com,,0.0,34209936.0,73597919.0,34209936.0,Ãrsrapport,Per Lundahl,Franz Lochner,Michaela Aurenz Maldonado,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",ASB- GrÃ¼nland A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-09-01,2016-08-31,KÃ¸benhavn,2017-08-31,2016-09-01,2017-10-03,KÃ¸benhavn,+45 33 110 220,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:24622219,indberetninger-20180424,2.5122845000000003,73597919.0,,2018-03-27T13:35:37.910Z,2017-10-24T07:31:43.430Z,regnskab,0.0,,2017-08-31,2016-09-01,X17-BD-10-HH,2017-10-24T07:31:43.636Z,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
73597919,2015-09-01,2016-08-31,c742,,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzZlL2MzLzFmL2Y2YTctNDJkMy05ZDQzLWQyNmIzMmE5ZTEyNA.pdf,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQ0LzM4L2RkLzE2YjYtNDQ2OC1iODkzLThlZTFlMWM4NjZmMg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,45.0,Stocholmsgade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",aktionÃ¦rerne,Regnskabsklasse B,2017-10-03,2017-10-03,1984-03-30,2017-10-20,statsautoriseret revisor,info@dk.gt.com,,0.0,34209936.0,73597919.0,34209936.0,Ãrsrapport,Per Lundahl,Franz Lochner,Michaela Aurenz Maldonado,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",ASB- GrÃ¼nland A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-09-01,2016-08-31,KÃ¸benhavn,2017-08-31,2016-09-01,2017-10-03,KÃ¸benhavn,+45 33 110 220,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:24622219,indberetninger-20180424,2.5122845000000003,73597919.0,,2018-03-27T13:35:37.910Z,2017-10-24T07:31:43.430Z,regnskab,0.0,,2017-08-31,2016-09-01,X17-BD-10-HH,2017-10-24T07:31:43.636Z,955000.0,,,,,,,,,,,,,,,,,,,,,,,,,
73597919,2016-08-31,2016-08-31,c4,,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzZlL2MzLzFmL2Y2YTctNDJkMy05ZDQzLWQyNmIzMmE5ZTEyNA.pdf,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQ0LzM4L2RkLzE2YjYtNDQ2OC1iODkzLThlZTFlMWM4NjZmMg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,45.0,Stocholmsgade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",aktionÃ¦rerne,Regnskabsklasse B,2017-10-03,2017-10-03,1984-03-30,2017-10-20,statsautoriseret revisor,info@dk.gt.com,2054000.0,0.0,34209936.0,73597919.0,34209936.0,Ãrsrapport,Per Lundahl,Franz Lochner,Michaela Aurenz Maldonado,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",ASB- GrÃ¼nland A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-09-01,2016-08-31,KÃ¸benhavn,2017-08-31,2016-09-01,2017-10-03,KÃ¸benhavn,+45 33 110 220,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:24622219,indberetninger-20180424,2.5122845000000003,73597919.0,,2018-03-27T13:35:37.910Z,2017-10-24T07:31:43.430Z,regnskab,0.0,,2017-08-31,2016-09-01,X17-BD-10-HH,2017-10-24T07:31:43.636Z,,,,,,,,2829000.0,229000.0,500000.0,2829000.0,2829000.0,775000.0,267000.0,267000.0,182000.0,25000.0,1554000.0,508000.0,2000.0,2600000.0,2363000.0,191000.0,133000.0,212000.0,
73597919,2016-08-31,2016-08-31,c722,,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzZlL2MzLzFmL2Y2YTctNDJkMy05ZDQzLWQyNmIzMmE5ZTEyNA.pdf,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQ0LzM4L2RkLzE2YjYtNDQ2OC1iODkzLThlZTFlMWM4NjZmMg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,45.0,Stocholmsgade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",aktionÃ¦rerne,Regnskabsklasse B,2017-10-03,2017-10-03,1984-03-30,2017-10-20,statsautoriseret revisor,info@dk.gt.com,500000.0,0.0,34209936.0,73597919.0,34209936.0,Ãrsrapport,Per Lundahl,Franz Lochner,Michaela Aurenz Maldonado,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",ASB- GrÃ¼nland A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-09-01,2016-08-31,KÃ¸benhavn,2017-08-31,2016-09-01,2017-10-03,KÃ¸benhavn,+45 33 110 220,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:24622219,indberetninger-20180424,2.5122845000000003,73597919.0,,2018-03-27T13:35:37.910Z,2017-10-24T07:31:43.430Z,regnskab,0.0,,2017-08-31,2016-09-01,X17-BD-10-HH,2017-10-24T07:31:43.636Z,,,,,,,,,,,,,,,,,,,,,,,,,,
73597919,2016-08-31,2016-08-31,c743,,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzZlL2MzLzFmL2Y2YTctNDJkMy05ZDQzLWQyNmIzMmE5ZTEyNA.pdf,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQ0LzM4L2RkLzE2YjYtNDQ2OC1iODkzLThlZTFlMWM4NjZmMg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,45.0,Stocholmsgade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",aktionÃ¦rerne,Regnskabsklasse B,2017-10-03,2017-10-03,1984-03-30,2017-10-20,statsautoriseret revisor,info@dk.gt.com,1554000.0,0.0,34209936.0,73597919.0,34209936.0,Ãrsrapport,Per Lundahl,Franz Lochner,Michaela Aurenz Maldonado,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",ASB- GrÃ¼nland A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-09-01,2016-08-31,KÃ¸benhavn,2017-08-31,2016-09-01,2017-10-03,KÃ¸benhavn,+45 33 110 220,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:24622219,indberetninger-20180424,2.5122845000000003,73597919.0,,2018-03-27T13:35:37.910Z,2017-10-24T07:31:43.430Z,regnskab,0.0,,2017-08-31,2016-09-01,X17-BD-10-HH,2017-10-24T07:31:43.636Z,,,,,,,,,,,,,,,,,,,,,,,,,,
73597919,2016-09-01,2016-09-01,c181,,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzZlL2MzLzFmL2Y2YTctNDJkMy05ZDQzLWQyNmIzMmE5ZTEyNA.pdf,http://regnskaber.virk.dk/91979537/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQ0LzM4L2RkLzE2YjYtNDQ2OC1iODkzLThlZTFlMWM4NjZmMg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn Ã,2100.0,45.0,Stocholmsgade,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",aktionÃ¦rerne,Regnskabsklasse B,2017-10-03,2017-10-03,1984-03-30,2017-10-20,statsautoriseret revisor,info@dk.gt.com,500000.0,0.0,34209936.0,73597919.0,34209936.0,Ãrsrapport,Per Lundahl,Franz Lochner,Michaela Aurenz Maldonado,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",ASB- GrÃ¼nland A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,2015-09-01,2016-08-31,KÃ¸benhavn,2017-08-31,2016-09-01,2017-10-03,KÃ¸benhavn,+45 33 110 220,Chairman,RevisionspÃ¥tegning,urn:ofk:oid:24622219,indberetninger-20180424,2.5122845000000003,73597919.0,,2018-03-27T13:35:37.910Z,2017-10-24T07:31:43.430Z,regnskab,0.0,,2017-08-31,2016-09-01,X17-BD-10-HH,2017-10-24T07:31:43.636Z,,,,,,,,,,,,,,,,,,,,,,,,,,
