entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables
34709823,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzllL2QxL2Y5L2M1Y2ItNDkyMi1iMzAzLTcxNGNjZjM0NWNlZA.xhtml,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ0LzU5L2IxLzQxZDctNGNiMy1hZDYwLWQzYmEzMmZiN2IyNw.pdf,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2Q4L2M1L2FmLzczYjEtNDkwNi04MGE2LTJhMGJjMGM4MGUxNw.xml,true,Danmark,DK,Odense C,5000.0,17.0,SÃ¸ndergade,Odense C,5000.0,4.0,Lottrups GÃ¥rd,5450 Otterup,Hegnet 14,Regnskabsklasse B,2016-04-14,2016-04-15,55539.0,401963.0,774884.0,516631.0,34709823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Line Ãstrup StÃ¦rmose,Line Ãstrup StÃ¦rmose,Sparekassen Fyn,CROSSEYES ODENSE ApS,Michael Hansen,14837.0,Odense,2014-01-01,2014-12-31,17355.0,44292.0,59129.0,2015-12-31,2015-01-01,1291515.0,false,false,"Selskabet fravÃ¦lger revision for det kommende Ã¥r, da betingelserne herfor er opfyldt.",26937.0,false,false,Ingen bistand,urn:ofk:oid:22222362,indberetninger-20180424,2.5927935,34709823.0,,2018-03-28T18:45:40.372Z,2016-04-15T06:07:44.771Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-64-RT,2016-04-15T06:07:44.928Z,,,,,,,,,,,,,,,,,
34709823,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzllL2QxL2Y5L2M1Y2ItNDkyMi1iMzAzLTcxNGNjZjM0NWNlZA.xhtml,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ0LzU5L2IxLzQxZDctNGNiMy1hZDYwLWQzYmEzMmZiN2IyNw.pdf,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2Q4L2M1L2FmLzczYjEtNDkwNi04MGE2LTJhMGJjMGM4MGUxNw.xml,true,Danmark,DK,Odense C,5000.0,17.0,SÃ¸ndergade,Odense C,5000.0,4.0,Lottrups GÃ¥rd,5450 Otterup,Hegnet 14,Regnskabsklasse B,2016-04-14,2016-04-15,,,,,34709823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Line Ãstrup StÃ¦rmose,Line Ãstrup StÃ¦rmose,Sparekassen Fyn,CROSSEYES ODENSE ApS,Michael Hansen,,Odense,2014-01-01,2014-12-31,17355.0,,,2015-12-31,2015-01-01,,false,false,"Selskabet fravÃ¦lger revision for det kommende Ã¥r, da betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22222362,indberetninger-20180424,2.5927935,34709823.0,,2018-03-28T18:45:40.372Z,2016-04-15T06:07:44.771Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-64-RT,2016-04-15T06:07:44.928Z,,,,,,,,,,,,,,,,,
34709823,2014-12-31,2014-12-31,c6,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzllL2QxL2Y5L2M1Y2ItNDkyMi1iMzAzLTcxNGNjZjM0NWNlZA.xhtml,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ0LzU5L2IxLzQxZDctNGNiMy1hZDYwLWQzYmEzMmZiN2IyNw.pdf,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2Q4L2M1L2FmLzczYjEtNDkwNi04MGE2LTJhMGJjMGM4MGUxNw.xml,true,Danmark,DK,Odense C,5000.0,17.0,SÃ¸ndergade,Odense C,5000.0,4.0,Lottrups GÃ¥rd,5450 Otterup,Hegnet 14,Regnskabsklasse B,2016-04-14,2016-04-15,,,,,34709823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Line Ãstrup StÃ¦rmose,Line Ãstrup StÃ¦rmose,Sparekassen Fyn,CROSSEYES ODENSE ApS,Michael Hansen,,Odense,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,"Selskabet fravÃ¦lger revision for det kommende Ã¥r, da betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22222362,indberetninger-20180424,2.5927935,34709823.0,,2018-03-28T18:45:40.372Z,2016-04-15T06:07:44.771Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-64-RT,2016-04-15T06:07:44.928Z,222800.0,2325.0,80000.0,56185.0,-32342.0,166615.0,222800.0,255142.0,166615.0,30053.0,32936.0,166615.0,-112342.0,225089.0,255142.0,53860.0,20924.0
34709823,2015-01-01,2015-01-01,c7,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzllL2QxL2Y5L2M1Y2ItNDkyMi1iMzAzLTcxNGNjZjM0NWNlZA.xhtml,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ0LzU5L2IxLzQxZDctNGNiMy1hZDYwLWQzYmEzMmZiN2IyNw.pdf,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2Q4L2M1L2FmLzczYjEtNDkwNi04MGE2LTJhMGJjMGM4MGUxNw.xml,true,Danmark,DK,Odense C,5000.0,17.0,SÃ¸ndergade,Odense C,5000.0,4.0,Lottrups GÃ¥rd,5450 Otterup,Hegnet 14,Regnskabsklasse B,2016-04-14,2016-04-15,,,,,34709823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Line Ãstrup StÃ¦rmose,Line Ãstrup StÃ¦rmose,Sparekassen Fyn,CROSSEYES ODENSE ApS,Michael Hansen,,Odense,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,"Selskabet fravÃ¦lger revision for det kommende Ã¥r, da betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22222362,indberetninger-20180424,2.5927935,34709823.0,,2018-03-28T18:45:40.372Z,2016-04-15T06:07:44.771Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-64-RT,2016-04-15T06:07:44.928Z,,,,,80000.0,,,,,,,,,,,,
34709823,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzllL2QxL2Y5L2M1Y2ItNDkyMi1iMzAzLTcxNGNjZjM0NWNlZA.xhtml,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ0LzU5L2IxLzQxZDctNGNiMy1hZDYwLWQzYmEzMmZiN2IyNw.pdf,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2Q4L2M1L2FmLzczYjEtNDkwNi04MGE2LTJhMGJjMGM4MGUxNw.xml,true,Danmark,DK,Odense C,5000.0,17.0,SÃ¸ndergade,Odense C,5000.0,4.0,Lottrups GÃ¥rd,5450 Otterup,Hegnet 14,Regnskabsklasse B,2016-04-14,2016-04-15,,,,,34709823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Line Ãstrup StÃ¦rmose,Line Ãstrup StÃ¦rmose,Sparekassen Fyn,CROSSEYES ODENSE ApS,Michael Hansen,,Odense,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,"Selskabet fravÃ¦lger revision for det kommende Ã¥r, da betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22222362,indberetninger-20180424,2.5927935,34709823.0,,2018-03-28T18:45:40.372Z,2016-04-15T06:07:44.771Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-64-RT,2016-04-15T06:07:44.928Z,,,,,-112342.0,,,,,,,,,,,,
34709823,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzllL2QxL2Y5L2M1Y2ItNDkyMi1iMzAzLTcxNGNjZjM0NWNlZA.xhtml,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ0LzU5L2IxLzQxZDctNGNiMy1hZDYwLWQzYmEzMmZiN2IyNw.pdf,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2Q4L2M1L2FmLzczYjEtNDkwNi04MGE2LTJhMGJjMGM4MGUxNw.xml,true,Danmark,DK,Odense C,5000.0,17.0,SÃ¸ndergade,Odense C,5000.0,4.0,Lottrups GÃ¥rd,5450 Otterup,Hegnet 14,Regnskabsklasse B,2016-04-14,2016-04-15,,,,,34709823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Line Ãstrup StÃ¦rmose,Line Ãstrup StÃ¦rmose,Sparekassen Fyn,CROSSEYES ODENSE ApS,Michael Hansen,,Odense,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,"Selskabet fravÃ¦lger revision for det kommende Ã¥r, da betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22222362,indberetninger-20180424,2.5927935,34709823.0,,2018-03-28T18:45:40.372Z,2016-04-15T06:07:44.771Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-64-RT,2016-04-15T06:07:44.928Z,,,,,-32342.0,,,,,,,,,,,,
34709823,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzllL2QxL2Y5L2M1Y2ItNDkyMi1iMzAzLTcxNGNjZjM0NWNlZA.xhtml,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ0LzU5L2IxLzQxZDctNGNiMy1hZDYwLWQzYmEzMmZiN2IyNw.pdf,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2Q4L2M1L2FmLzczYjEtNDkwNi04MGE2LTJhMGJjMGM4MGUxNw.xml,true,Danmark,DK,Odense C,5000.0,17.0,SÃ¸ndergade,Odense C,5000.0,4.0,Lottrups GÃ¥rd,5450 Otterup,Hegnet 14,Regnskabsklasse B,2016-04-14,2016-04-15,55539.0,497438.0,689660.0,444828.0,34709823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Line Ãstrup StÃ¦rmose,Line Ãstrup StÃ¦rmose,Sparekassen Fyn,CROSSEYES ODENSE ApS,Michael Hansen,10587.0,Odense,2014-01-01,2014-12-31,-92057.0,-118736.0,-108149.0,2015-12-31,2015-01-01,1134488.0,false,false,"Selskabet fravÃ¦lger revision for det kommende Ã¥r, da betingelserne herfor er opfyldt.",-26679.0,false,false,Ingen bistand,urn:ofk:oid:22222362,indberetninger-20180424,2.5927935,34709823.0,,2018-03-28T18:45:40.372Z,2016-04-15T06:07:44.771Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-64-RT,2016-04-15T06:07:44.928Z,,,,,,,,,,,,,,,,,
34709823,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzllL2QxL2Y5L2M1Y2ItNDkyMi1iMzAzLTcxNGNjZjM0NWNlZA.xhtml,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ0LzU5L2IxLzQxZDctNGNiMy1hZDYwLWQzYmEzMmZiN2IyNw.pdf,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2Q4L2M1L2FmLzczYjEtNDkwNi04MGE2LTJhMGJjMGM4MGUxNw.xml,true,Danmark,DK,Odense C,5000.0,17.0,SÃ¸ndergade,Odense C,5000.0,4.0,Lottrups GÃ¥rd,5450 Otterup,Hegnet 14,Regnskabsklasse B,2016-04-14,2016-04-15,,,,,34709823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Line Ãstrup StÃ¦rmose,Line Ãstrup StÃ¦rmose,Sparekassen Fyn,CROSSEYES ODENSE ApS,Michael Hansen,,Odense,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,"Selskabet fravÃ¦lger revision for det kommende Ã¥r, da betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22222362,indberetninger-20180424,2.5927935,34709823.0,,2018-03-28T18:45:40.372Z,2016-04-15T06:07:44.771Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-64-RT,2016-04-15T06:07:44.928Z,,,,,,,,,,,,,,,,,
34709823,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzllL2QxL2Y5L2M1Y2ItNDkyMi1iMzAzLTcxNGNjZjM0NWNlZA.xhtml,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ0LzU5L2IxLzQxZDctNGNiMy1hZDYwLWQzYmEzMmZiN2IyNw.pdf,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2Q4L2M1L2FmLzczYjEtNDkwNi04MGE2LTJhMGJjMGM4MGUxNw.xml,true,Danmark,DK,Odense C,5000.0,17.0,SÃ¸ndergade,Odense C,5000.0,4.0,Lottrups GÃ¥rd,5450 Otterup,Hegnet 14,Regnskabsklasse B,2016-04-14,2016-04-15,,,,,34709823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Line Ãstrup StÃ¦rmose,Line Ãstrup StÃ¦rmose,Sparekassen Fyn,CROSSEYES ODENSE ApS,Michael Hansen,,Odense,2014-01-01,2014-12-31,-92057.0,,,2015-12-31,2015-01-01,,false,false,"Selskabet fravÃ¦lger revision for det kommende Ã¥r, da betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22222362,indberetninger-20180424,2.5927935,34709823.0,,2018-03-28T18:45:40.372Z,2016-04-15T06:07:44.771Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-64-RT,2016-04-15T06:07:44.928Z,,,,,,,,,,,,,,,,,
34709823,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzllL2QxL2Y5L2M1Y2ItNDkyMi1iMzAzLTcxNGNjZjM0NWNlZA.xhtml,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ0LzU5L2IxLzQxZDctNGNiMy1hZDYwLWQzYmEzMmZiN2IyNw.pdf,http://regnskaber.virk.dk/32890743/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2Q4L2M1L2FmLzczYjEtNDkwNi04MGE2LTJhMGJjMGM4MGUxNw.xml,true,Danmark,DK,Odense C,5000.0,17.0,SÃ¸ndergade,Odense C,5000.0,4.0,Lottrups GÃ¥rd,5450 Otterup,Hegnet 14,Regnskabsklasse B,2016-04-14,2016-04-15,,,,,34709823.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Line Ãstrup StÃ¦rmose,Line Ãstrup StÃ¦rmose,Sparekassen Fyn,CROSSEYES ODENSE ApS,Michael Hansen,,Odense,2014-01-01,2014-12-31,-92057.0,,,2015-12-31,2015-01-01,,false,false,"Selskabet fravÃ¦lger revision for det kommende Ã¥r, da betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:22222362,indberetninger-20180424,2.5927935,34709823.0,,2018-03-28T18:45:40.372Z,2016-04-15T06:07:44.771Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-64-RT,2016-04-15T06:07:44.928Z,,,,,,,,,,,,,,,,,
