entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
33263686,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzkxL2MyLzVjL2QzMmMtNDkwYS1hYzY0LTMxMzhkYWFiMzUzZg.pdf,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I0LzBiLzhmL2U5MTQtNGIxOC1hODhkLTJjYWY2ODY1ZmM2OQ.xml,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Komplementarselskabet Rosavej ApS,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-31,2016-03-31,70 30 20 21 (administrator),33263686.0,33771231.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementarselskabet Rosavej ApS.,"Vi har revideret Ã¥rsregnskabet for Komplementarselskabet Rosavej ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Kim Nielsen,Komplementarselskabet Rosavej ApS,DEAS A/S,"KÃ¸benhavn, den 31. marts 2016",1095.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2015-12-31,2015-01-01,2016-03-31,Hellerup,70 30 20 20 (administrator),RevisionspÃ¥tegning,urn:ofk:oid:22246741,indberetninger-20180424,2.5124366,33263686.0,,2018-03-28T19:52:48.516Z,2016-04-19T08:57:50.750Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-27-YD,2016-04-19T08:57:50.912Z,,,,,,,,,,,,,,,,,,,,
33263686,2014-01-01,2014-12-31,ID_6,,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzkxL2MyLzVjL2QzMmMtNDkwYS1hYzY0LTMxMzhkYWFiMzUzZg.pdf,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I0LzBiLzhmL2U5MTQtNGIxOC1hODhkLTJjYWY2ODY1ZmM2OQ.xml,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Komplementarselskabet Rosavej ApS,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-31,2016-03-31,70 30 20 21 (administrator),33263686.0,33771231.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementarselskabet Rosavej ApS.,"Vi har revideret Ã¥rsregnskabet for Komplementarselskabet Rosavej ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Kim Nielsen,Komplementarselskabet Rosavej ApS,DEAS A/S,"KÃ¸benhavn, den 31. marts 2016",-1095.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2015-12-31,2015-01-01,2016-03-31,Hellerup,70 30 20 20 (administrator),RevisionspÃ¥tegning,urn:ofk:oid:22246741,indberetninger-20180424,2.5124366,33263686.0,,2018-03-28T19:52:48.516Z,2016-04-19T08:57:50.750Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-27-YD,2016-04-19T08:57:50.912Z,-7118.0,7118.0,0.0,5668.0,-1450.0,-355.0,,,,,,,,,,,,,,
33263686,2014-01-01,2014-12-31,ID_8,,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzkxL2MyLzVjL2QzMmMtNDkwYS1hYzY0LTMxMzhkYWFiMzUzZg.pdf,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I0LzBiLzhmL2U5MTQtNGIxOC1hODhkLTJjYWY2ODY1ZmM2OQ.xml,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Komplementarselskabet Rosavej ApS,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-31,2016-03-31,70 30 20 21 (administrator),33263686.0,33771231.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementarselskabet Rosavej ApS.,"Vi har revideret Ã¥rsregnskabet for Komplementarselskabet Rosavej ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Kim Nielsen,Komplementarselskabet Rosavej ApS,DEAS A/S,"KÃ¸benhavn, den 31. marts 2016",1095.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2015-12-31,2015-01-01,2016-03-31,Hellerup,70 30 20 20 (administrator),RevisionspÃ¥tegning,urn:ofk:oid:22246741,indberetninger-20180424,2.5124366,33263686.0,,2018-03-28T19:52:48.516Z,2016-04-19T08:57:50.750Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-27-YD,2016-04-19T08:57:50.912Z,,,,,,,,,,,,,,,,,,,,
33263686,2014-12-31,2014-12-31,ID_12,,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzkxL2MyLzVjL2QzMmMtNDkwYS1hYzY0LTMxMzhkYWFiMzUzZg.pdf,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I0LzBiLzhmL2U5MTQtNGIxOC1hODhkLTJjYWY2ODY1ZmM2OQ.xml,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Komplementarselskabet Rosavej ApS,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-31,2016-03-31,70 30 20 21 (administrator),33263686.0,33771231.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementarselskabet Rosavej ApS.,"Vi har revideret Ã¥rsregnskabet for Komplementarselskabet Rosavej ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Kim Nielsen,Komplementarselskabet Rosavej ApS,DEAS A/S,"KÃ¸benhavn, den 31. marts 2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2015-12-31,2015-01-01,2016-03-31,Hellerup,70 30 20 20 (administrator),RevisionspÃ¥tegning,urn:ofk:oid:22246741,indberetninger-20180424,2.5124366,33263686.0,,2018-03-28T19:52:48.516Z,2016-04-19T08:57:50.750Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-27-YD,2016-04-19T08:57:50.912Z,,,,,,,58458.0,52026.0,80000.0,58458.0,55583.0,58458.0,2875.0,5668.0,-24417.0,2875.0,6432.0,764.0,2875.0,
33263686,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzkxL2MyLzVjL2QzMmMtNDkwYS1hYzY0LTMxMzhkYWFiMzUzZg.pdf,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I0LzBiLzhmL2U5MTQtNGIxOC1hODhkLTJjYWY2ODY1ZmM2OQ.xml,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Komplementarselskabet Rosavej ApS,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-31,2016-03-31,70 30 20 21 (administrator),33263686.0,33771231.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementarselskabet Rosavej ApS.,"Vi har revideret Ã¥rsregnskabet for Komplementarselskabet Rosavej ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Kim Nielsen,Komplementarselskabet Rosavej ApS,DEAS A/S,"KÃ¸benhavn, den 31. marts 2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2015-12-31,2015-01-01,2016-03-31,Hellerup,70 30 20 20 (administrator),RevisionspÃ¥tegning,urn:ofk:oid:22246741,indberetninger-20180424,2.5124366,33263686.0,,2018-03-28T19:52:48.516Z,2016-04-19T08:57:50.750Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-27-YD,2016-04-19T08:57:50.912Z,,,,,,,,,,,,,,,,,,,,
33263686,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzkxL2MyLzVjL2QzMmMtNDkwYS1hYzY0LTMxMzhkYWFiMzUzZg.pdf,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I0LzBiLzhmL2U5MTQtNGIxOC1hODhkLTJjYWY2ODY1ZmM2OQ.xml,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Komplementarselskabet Rosavej ApS,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-31,2016-03-31,70 30 20 21 (administrator),33263686.0,33771231.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementarselskabet Rosavej ApS.,"Vi har revideret Ã¥rsregnskabet for Komplementarselskabet Rosavej ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Kim Nielsen,Komplementarselskabet Rosavej ApS,DEAS A/S,"KÃ¸benhavn, den 31. marts 2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2015-12-31,2015-01-01,2016-03-31,Hellerup,70 30 20 20 (administrator),RevisionspÃ¥tegning,urn:ofk:oid:22246741,indberetninger-20180424,2.5124366,33263686.0,,2018-03-28T19:52:48.516Z,2016-04-19T08:57:50.750Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-27-YD,2016-04-19T08:57:50.912Z,,,,,,,,,,,,,,,,,,,,
33263686,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzkxL2MyLzVjL2QzMmMtNDkwYS1hYzY0LTMxMzhkYWFiMzUzZg.pdf,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I0LzBiLzhmL2U5MTQtNGIxOC1hODhkLTJjYWY2ODY1ZmM2OQ.xml,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Komplementarselskabet Rosavej ApS,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-31,2016-03-31,70 30 20 21 (administrator),33263686.0,33771231.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementarselskabet Rosavej ApS.,"Vi har revideret Ã¥rsregnskabet for Komplementarselskabet Rosavej ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Kim Nielsen,Komplementarselskabet Rosavej ApS,DEAS A/S,"KÃ¸benhavn, den 31. marts 2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2015-12-31,2015-01-01,2016-03-31,Hellerup,70 30 20 20 (administrator),RevisionspÃ¥tegning,urn:ofk:oid:22246741,indberetninger-20180424,2.5124366,33263686.0,,2018-03-28T19:52:48.516Z,2016-04-19T08:57:50.750Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-27-YD,2016-04-19T08:57:50.912Z,,,,,,,,,,,,,,,,,,,,
33263686,2015-01-01,2015-12-31,ID_14,,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzkxL2MyLzVjL2QzMmMtNDkwYS1hYzY0LTMxMzhkYWFiMzUzZg.pdf,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I0LzBiLzhmL2U5MTQtNGIxOC1hODhkLTJjYWY2ODY1ZmM2OQ.xml,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Komplementarselskabet Rosavej ApS,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-31,2016-03-31,70 30 20 21 (administrator),33263686.0,33771231.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementarselskabet Rosavej ApS.,"Vi har revideret Ã¥rsregnskabet for Komplementarselskabet Rosavej ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Kim Nielsen,Komplementarselskabet Rosavej ApS,DEAS A/S,"KÃ¸benhavn, den 31. marts 2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2015-12-31,2015-01-01,2016-03-31,Hellerup,70 30 20 20 (administrator),RevisionspÃ¥tegning,urn:ofk:oid:22246741,indberetninger-20180424,2.5124366,33263686.0,,2018-03-28T19:52:48.516Z,2016-04-19T08:57:50.750Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-27-YD,2016-04-19T08:57:50.912Z,,,,,,,,,,,,,,,,,,,,
33263686,2015-01-01,2015-12-31,ID_15,,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzkxL2MyLzVjL2QzMmMtNDkwYS1hYzY0LTMxMzhkYWFiMzUzZg.pdf,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I0LzBiLzhmL2U5MTQtNGIxOC1hODhkLTJjYWY2ODY1ZmM2OQ.xml,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Komplementarselskabet Rosavej ApS,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-31,2016-03-31,70 30 20 21 (administrator),33263686.0,33771231.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementarselskabet Rosavej ApS.,"Vi har revideret Ã¥rsregnskabet for Komplementarselskabet Rosavej ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Kim Nielsen,Komplementarselskabet Rosavej ApS,DEAS A/S,"KÃ¸benhavn, den 31. marts 2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2015-12-31,2015-01-01,2016-03-31,Hellerup,70 30 20 20 (administrator),RevisionspÃ¥tegning,urn:ofk:oid:22246741,indberetninger-20180424,2.5124366,33263686.0,,2018-03-28T19:52:48.516Z,2016-04-19T08:57:50.750Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-27-YD,2016-04-19T08:57:50.912Z,,,,,,,,,,,,,,,,,,,,
33263686,2015-01-01,2015-12-31,ID_2,,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzkxL2MyLzVjL2QzMmMtNDkwYS1hYzY0LTMxMzhkYWFiMzUzZg.pdf,http://regnskaber.virk.dk/68636233/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2I0LzBiLzhmL2U5MTQtNGIxOC1hODhkLTJjYWY2ODY1ZmM2OQ.xml,"2000, Frederiksberg",Dirch Passers AllÃ© 76,Til kapitalejerne i Komplementarselskabet Rosavej ApS,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-03-31,2016-03-31,70 30 20 21 (administrator),33263686.0,33771231.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Komplementarselskabet Rosavej ApS.,"Vi har revideret Ã¥rsregnskabet for Komplementarselskabet Rosavej ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Kim Nielsen,Komplementarselskabet Rosavej ApS,DEAS A/S,"KÃ¸benhavn, den 31. marts 2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2015-12-31,2015-01-01,2016-03-31,Hellerup,70 30 20 20 (administrator),RevisionspÃ¥tegning,urn:ofk:oid:22246741,indberetninger-20180424,2.5124366,33263686.0,,2018-03-28T19:52:48.516Z,2016-04-19T08:57:50.750Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-27-YD,2016-04-19T08:57:50.912Z,,,,,,,,,,,,,,,,,,,,Hans Christian Melgaard
