entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
35849807,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2EwLzQ1L2M5LzUzODgtNDliMS04NGFlLWRmNDJkMTRlYWI3Zg.pdf,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2NmL2YzL2NmLzFiYjYtNGVmYS04NzUxLTRiMjE0NjEyMDRhZQ.xml,true,"4300, HolbÃ¦k",Gl. Ringstedvej 61,Til den daglige ledelse i P.R. Production ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-11,2019-04-11,2019-04-11,48844.0,33771177.0,35849807.0,33771177.0,mne17363,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for P.R. Production ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Thomsen,Klaus ElkjÃ¦r Rasmussen,Revision & RÃ¥dgivningsgruppen,P.R. Production ApS,"Revision & RÃ¥dgivningsgruppen, Registreret revisionspartnerselskab",8455.0,46203.0,Herlev,2017-01-01,2017-12-31,67562.0,86592.0,48844.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-11,HolbÃ¦k,19030.0,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27009527,indberetninger-20180424,2.5122432999999997,35849807.0,AWo1YnPyRYGX6_YTG_kX,2019-04-19T11:37:09.719Z,2019-04-19T11:36:44.773Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-41-PS,2019-04-19T11:36:45.091Z,,,,,,,,,,,,,,,,,,,,,
35849807,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2EwLzQ1L2M5LzUzODgtNDliMS04NGFlLWRmNDJkMTRlYWI3Zg.pdf,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2NmL2YzL2NmLzFiYjYtNGVmYS04NzUxLTRiMjE0NjEyMDRhZQ.xml,true,"4300, HolbÃ¦k",Gl. Ringstedvej 61,Til den daglige ledelse i P.R. Production ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-11,2019-04-11,2019-04-11,,33771177.0,35849807.0,33771177.0,mne17363,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for P.R. Production ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Thomsen,Klaus ElkjÃ¦r Rasmussen,Revision & RÃ¥dgivningsgruppen,P.R. Production ApS,"Revision & RÃ¥dgivningsgruppen, Registreret revisionspartnerselskab",,,Herlev,2017-01-01,2017-12-31,67562.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-11,HolbÃ¦k,,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27009527,indberetninger-20180424,2.5122432999999997,35849807.0,AWo1YnPyRYGX6_YTG_kX,2019-04-19T11:37:09.719Z,2019-04-19T11:36:44.773Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-41-PS,2019-04-19T11:36:45.091Z,,,,,,,,,,,,,,,,,,,,,
35849807,2017-12-31,2017-12-31,ID_8,,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2EwLzQ1L2M5LzUzODgtNDliMS04NGFlLWRmNDJkMTRlYWI3Zg.pdf,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2NmL2YzL2NmLzFiYjYtNGVmYS04NzUxLTRiMjE0NjEyMDRhZQ.xml,true,"4300, HolbÃ¦k",Gl. Ringstedvej 61,Til den daglige ledelse i P.R. Production ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-11,2019-04-11,2019-04-11,,33771177.0,35849807.0,33771177.0,mne17363,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for P.R. Production ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Thomsen,Klaus ElkjÃ¦r Rasmussen,Revision & RÃ¥dgivningsgruppen,P.R. Production ApS,"Revision & RÃ¥dgivningsgruppen, Registreret revisionspartnerselskab",,,Herlev,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-11,HolbÃ¦k,,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27009527,indberetninger-20180424,2.5122432999999997,35849807.0,AWo1YnPyRYGX6_YTG_kX,2019-04-19T11:37:09.719Z,2019-04-19T11:36:44.773Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-41-PS,2019-04-19T11:36:45.091Z,512554.0,50000.0,512554.0,173382.0,434522.0,512554.0,339172.0,434522.0,29248.0,5794.0,123382.0,259085.0,339172.0,14809.0,78032.0,19030.0,17000.0,72238.0,,,
35849807,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2EwLzQ1L2M5LzUzODgtNDliMS04NGFlLWRmNDJkMTRlYWI3Zg.pdf,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2NmL2YzL2NmLzFiYjYtNGVmYS04NzUxLTRiMjE0NjEyMDRhZQ.xml,true,"4300, HolbÃ¦k",Gl. Ringstedvej 61,Til den daglige ledelse i P.R. Production ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-11,2019-04-11,2019-04-11,2316.0,33771177.0,35849807.0,33771177.0,mne17363,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for P.R. Production ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Thomsen,Klaus ElkjÃ¦r Rasmussen,Revision & RÃ¥dgivningsgruppen,P.R. Production ApS,"Revision & RÃ¥dgivningsgruppen, Registreret revisionspartnerselskab",2747.0,25793.0,Herlev,2017-01-01,2017-12-31,19796.0,25362.0,2316.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-11,HolbÃ¦k,5566.0,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27009527,indberetninger-20180424,2.5122432999999997,35849807.0,AWo1YnPyRYGX6_YTG_kX,2019-04-19T11:37:09.719Z,2019-04-19T11:36:44.773Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-41-PS,2019-04-19T11:36:45.091Z,,,,,,,,,,,,,,,,,,,,,
35849807,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2EwLzQ1L2M5LzUzODgtNDliMS04NGFlLWRmNDJkMTRlYWI3Zg.pdf,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2NmL2YzL2NmLzFiYjYtNGVmYS04NzUxLTRiMjE0NjEyMDRhZQ.xml,true,"4300, HolbÃ¦k",Gl. Ringstedvej 61,Til den daglige ledelse i P.R. Production ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-11,2019-04-11,2019-04-11,,33771177.0,35849807.0,33771177.0,mne17363,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for P.R. Production ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Thomsen,Klaus ElkjÃ¦r Rasmussen,Revision & RÃ¥dgivningsgruppen,P.R. Production ApS,"Revision & RÃ¥dgivningsgruppen, Registreret revisionspartnerselskab",,,Herlev,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-11,HolbÃ¦k,,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27009527,indberetninger-20180424,2.5122432999999997,35849807.0,AWo1YnPyRYGX6_YTG_kX,2019-04-19T11:37:09.719Z,2019-04-19T11:36:44.773Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-41-PS,2019-04-19T11:36:45.091Z,,,,,,,,,,,,,,,,,,,,,
35849807,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2EwLzQ1L2M5LzUzODgtNDliMS04NGFlLWRmNDJkMTRlYWI3Zg.pdf,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2NmL2YzL2NmLzFiYjYtNGVmYS04NzUxLTRiMjE0NjEyMDRhZQ.xml,true,"4300, HolbÃ¦k",Gl. Ringstedvej 61,Til den daglige ledelse i P.R. Production ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-11,2019-04-11,2019-04-11,,33771177.0,35849807.0,33771177.0,mne17363,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for P.R. Production ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Thomsen,Klaus ElkjÃ¦r Rasmussen,Revision & RÃ¥dgivningsgruppen,P.R. Production ApS,"Revision & RÃ¥dgivningsgruppen, Registreret revisionspartnerselskab",,,Herlev,2017-01-01,2017-12-31,19796.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-11,HolbÃ¦k,,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27009527,indberetninger-20180424,2.5122432999999997,35849807.0,AWo1YnPyRYGX6_YTG_kX,2019-04-19T11:37:09.719Z,2019-04-19T11:36:44.773Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-41-PS,2019-04-19T11:36:45.091Z,,,,,,,,,,,,,,,,,,,,,
35849807,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2EwLzQ1L2M5LzUzODgtNDliMS04NGFlLWRmNDJkMTRlYWI3Zg.pdf,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2NmL2YzL2NmLzFiYjYtNGVmYS04NzUxLTRiMjE0NjEyMDRhZQ.xml,true,"4300, HolbÃ¦k",Gl. Ringstedvej 61,Til den daglige ledelse i P.R. Production ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-11,2019-04-11,2019-04-11,,33771177.0,35849807.0,33771177.0,mne17363,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for P.R. Production ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Thomsen,Klaus ElkjÃ¦r Rasmussen,Revision & RÃ¥dgivningsgruppen,P.R. Production ApS,"Revision & RÃ¥dgivningsgruppen, Registreret revisionspartnerselskab",,,Herlev,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-11,HolbÃ¦k,,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27009527,indberetninger-20180424,2.5122432999999997,35849807.0,AWo1YnPyRYGX6_YTG_kX,2019-04-19T11:37:09.719Z,2019-04-19T11:36:44.773Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-41-PS,2019-04-19T11:36:45.091Z,,,,,,,,,,,,,,,,,,,,,
35849807,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2EwLzQ1L2M5LzUzODgtNDliMS04NGFlLWRmNDJkMTRlYWI3Zg.pdf,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2NmL2YzL2NmLzFiYjYtNGVmYS04NzUxLTRiMjE0NjEyMDRhZQ.xml,true,"4300, HolbÃ¦k",Gl. Ringstedvej 61,Til den daglige ledelse i P.R. Production ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-11,2019-04-11,2019-04-11,,33771177.0,35849807.0,33771177.0,mne17363,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for P.R. Production ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Thomsen,Klaus ElkjÃ¦r Rasmussen,Revision & RÃ¥dgivningsgruppen,P.R. Production ApS,"Revision & RÃ¥dgivningsgruppen, Registreret revisionspartnerselskab",,,Herlev,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-11,HolbÃ¦k,,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27009527,indberetninger-20180424,2.5122432999999997,35849807.0,AWo1YnPyRYGX6_YTG_kX,2019-04-19T11:37:09.719Z,2019-04-19T11:36:44.773Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-41-PS,2019-04-19T11:36:45.091Z,,,,,,,,,,,,,,,,,,,,,
35849807,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2EwLzQ1L2M5LzUzODgtNDliMS04NGFlLWRmNDJkMTRlYWI3Zg.pdf,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2NmL2YzL2NmLzFiYjYtNGVmYS04NzUxLTRiMjE0NjEyMDRhZQ.xml,true,"4300, HolbÃ¦k",Gl. Ringstedvej 61,Til den daglige ledelse i P.R. Production ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-11,2019-04-11,2019-04-11,,33771177.0,35849807.0,33771177.0,mne17363,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for P.R. Production ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Thomsen,Klaus ElkjÃ¦r Rasmussen,Revision & RÃ¥dgivningsgruppen,P.R. Production ApS,"Revision & RÃ¥dgivningsgruppen, Registreret revisionspartnerselskab",,,Herlev,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-11,HolbÃ¦k,,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27009527,indberetninger-20180424,2.5122432999999997,35849807.0,AWo1YnPyRYGX6_YTG_kX,2019-04-19T11:37:09.719Z,2019-04-19T11:36:44.773Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-41-PS,2019-04-19T11:36:45.091Z,,,,,,,,,,,,,,,,,,,Poul Rossing,,
35849807,2018-01-01,2018-12-31,ID_5,,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2EwLzQ1L2M5LzUzODgtNDliMS04NGFlLWRmNDJkMTRlYWI3Zg.pdf,http://regnskaber.virk.dk/70894853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2NmL2YzL2NmLzFiYjYtNGVmYS04NzUxLTRiMjE0NjEyMDRhZQ.xml,true,"4300, HolbÃ¦k",Gl. Ringstedvej 61,Til den daglige ledelse i P.R. Production ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-04-11,2019-04-11,2019-04-11,,33771177.0,35849807.0,33771177.0,mne17363,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for P.R. Production ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Carsten Thomsen,Klaus ElkjÃ¦r Rasmussen,Revision & RÃ¥dgivningsgruppen,P.R. Production ApS,"Revision & RÃ¥dgivningsgruppen, Registreret revisionspartnerselskab",,,Herlev,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,true,2019-04-11,HolbÃ¦k,,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27009527,indberetninger-20180424,2.5122432999999997,35849807.0,AWo1YnPyRYGX6_YTG_kX,2019-04-19T11:37:09.719Z,2019-04-19T11:36:44.773Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-41-PS,2019-04-19T11:36:45.091Z,,,,,,,,,,,,,,,,,,,,,
