entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfExecutiveBoard,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor
21080896,2015-07-01,2016-06-30,c347,,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2YzLzI1LzBjLzNkMzMtNGViNi1hNWQ4LTU2NDgxYTUwOWZiOA.pdf,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzQ1LzA0LzY0LzY0Y2MtNGZiOC1hMzc3LWZjY2IzOTA5MjEyOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4600KÃ¸ge,"Postboks 292,",Brogade 3,"KÃ¸ge afdeling,",4600 KÃ¸ge,"Torvebyen 33, 2. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Big Fish Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",40568.0,2017-11-23,1998-06-22,2017-11-23,-800000.0,-101200.0,29031.0,56285512.0,21080896.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Big Fish Holding ApS.,876103.0,Ãrsrapport,64015.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Birgitte GlimÃ¸,Danske Bank,Big Fish Holding ApS,BDO Statsautoriseret revisionsaktieselskab,9634.0,222916.0,158901.0,KÃ¸ge,2015-07-01,2016-06-30,1019786.0,1060354.0,847072.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2017-06-30,2016-07-01,527512.0,true,2017-11-23,KÃ¸benhavn,40568.0,56285434.0,urn:ofk:oid:24756612,indberetninger-20180424,2.5124211,21080896.0,,2018-03-27T21:32:31.666Z,2017-11-29T14:51:50.260Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-98-DJ,2017-11-29T14:51:50.427Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080896,2015-07-01,2016-06-30,c350,,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2YzLzI1LzBjLzNkMzMtNGViNi1hNWQ4LTU2NDgxYTUwOWZiOA.pdf,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzQ1LzA0LzY0LzY0Y2MtNGZiOC1hMzc3LWZjY2IzOTA5MjEyOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4600KÃ¸ge,"Postboks 292,",Brogade 3,"KÃ¸ge afdeling,",4600 KÃ¸ge,"Torvebyen 33, 2. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Big Fish Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-23,1998-06-22,2017-11-23,-800000.0,-101200.0,,56285512.0,21080896.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Big Fish Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Birgitte GlimÃ¸,Danske Bank,Big Fish Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸ge,2015-07-01,2016-06-30,101200.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2017-06-30,2016-07-01,527512.0,true,2017-11-23,KÃ¸benhavn,,56285434.0,urn:ofk:oid:24756612,indberetninger-20180424,2.5124211,21080896.0,,2018-03-27T21:32:31.666Z,2017-11-29T14:51:50.260Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-98-DJ,2017-11-29T14:51:50.427Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080896,2015-07-01,2016-06-30,c358,,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2YzLzI1LzBjLzNkMzMtNGViNi1hNWQ4LTU2NDgxYTUwOWZiOA.pdf,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzQ1LzA0LzY0LzY0Y2MtNGZiOC1hMzc3LWZjY2IzOTA5MjEyOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4600KÃ¸ge,"Postboks 292,",Brogade 3,"KÃ¸ge afdeling,",4600 KÃ¸ge,"Torvebyen 33, 2. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Big Fish Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-23,1998-06-22,2017-11-23,-800000.0,-101200.0,,56285512.0,21080896.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Big Fish Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Birgitte GlimÃ¸,Danske Bank,Big Fish Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸ge,2015-07-01,2016-06-30,76103.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2017-06-30,2016-07-01,527512.0,true,2017-11-23,KÃ¸benhavn,,56285434.0,urn:ofk:oid:24756612,indberetninger-20180424,2.5124211,21080896.0,,2018-03-27T21:32:31.666Z,2017-11-29T14:51:50.260Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-98-DJ,2017-11-29T14:51:50.427Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080896,2015-07-01,2016-06-30,c368,,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2YzLzI1LzBjLzNkMzMtNGViNi1hNWQ4LTU2NDgxYTUwOWZiOA.pdf,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzQ1LzA0LzY0LzY0Y2MtNGZiOC1hMzc3LWZjY2IzOTA5MjEyOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4600KÃ¸ge,"Postboks 292,",Brogade 3,"KÃ¸ge afdeling,",4600 KÃ¸ge,"Torvebyen 33, 2. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Big Fish Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-23,1998-06-22,2017-11-23,-800000.0,-101200.0,,56285512.0,21080896.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Big Fish Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Birgitte GlimÃ¸,Danske Bank,Big Fish Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸ge,2015-07-01,2016-06-30,842483.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2017-06-30,2016-07-01,527512.0,true,2017-11-23,KÃ¸benhavn,,56285434.0,urn:ofk:oid:24756612,indberetninger-20180424,2.5124211,21080896.0,,2018-03-27T21:32:31.666Z,2017-11-29T14:51:50.260Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-98-DJ,2017-11-29T14:51:50.427Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080896,2016-06-30,2016-06-30,c398,,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2YzLzI1LzBjLzNkMzMtNGViNi1hNWQ4LTU2NDgxYTUwOWZiOA.pdf,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzQ1LzA0LzY0LzY0Y2MtNGZiOC1hMzc3LWZjY2IzOTA5MjEyOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4600KÃ¸ge,"Postboks 292,",Brogade 3,"KÃ¸ge afdeling,",4600 KÃ¸ge,"Torvebyen 33, 2. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Big Fish Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-23,1998-06-22,2017-11-23,-800000.0,-101200.0,,56285512.0,21080896.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Big Fish Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Birgitte GlimÃ¸,Danske Bank,Big Fish Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸ge,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2017-06-30,2016-07-01,527512.0,true,2017-11-23,KÃ¸benhavn,,56285434.0,urn:ofk:oid:24756612,indberetninger-20180424,2.5124211,21080896.0,,2018-03-27T21:32:31.666Z,2017-11-29T14:51:50.260Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-98-DJ,2017-11-29T14:51:50.427Z,24842627.0,6792602.0,125000.0,24820127.0,24842627.0,22500.0,7086483.0,7086483.0,7086483.0,2.0,7502807.0,1485719.0,101200.0,886483.0,23707444.0,7502807.0,22500.0,3460735.0,1856064.0,118952.0,22500.0,,,,,,,,
21080896,2016-07-01,2016-07-01,c661,,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2YzLzI1LzBjLzNkMzMtNGViNi1hNWQ4LTU2NDgxYTUwOWZiOA.pdf,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzQ1LzA0LzY0LzY0Y2MtNGZiOC1hMzc3LWZjY2IzOTA5MjEyOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4600KÃ¸ge,"Postboks 292,",Brogade 3,"KÃ¸ge afdeling,",4600 KÃ¸ge,"Torvebyen 33, 2. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Big Fish Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-23,1998-06-22,2017-11-23,-800000.0,-101200.0,,56285512.0,21080896.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Big Fish Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Birgitte GlimÃ¸,Danske Bank,Big Fish Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸ge,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2017-06-30,2016-07-01,527512.0,true,2017-11-23,KÃ¸benhavn,,56285434.0,urn:ofk:oid:24756612,indberetninger-20180424,2.5124211,21080896.0,,2018-03-27T21:32:31.666Z,2017-11-29T14:51:50.260Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-98-DJ,2017-11-29T14:51:50.427Z,,,,,,,,,,,,,,,,,,,,,,886483.0,6200000.0,,,,,,
21080896,2016-07-01,2016-07-01,c703,,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2YzLzI1LzBjLzNkMzMtNGViNi1hNWQ4LTU2NDgxYTUwOWZiOA.pdf,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzQ1LzA0LzY0LzY0Y2MtNGZiOC1hMzc3LWZjY2IzOTA5MjEyOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4600KÃ¸ge,"Postboks 292,",Brogade 3,"KÃ¸ge afdeling,",4600 KÃ¸ge,"Torvebyen 33, 2. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Big Fish Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-23,1998-06-22,2017-11-23,-800000.0,-101200.0,,56285512.0,21080896.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Big Fish Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Birgitte GlimÃ¸,Danske Bank,Big Fish Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸ge,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2017-06-30,2016-07-01,527512.0,true,2017-11-23,KÃ¸benhavn,,56285434.0,urn:ofk:oid:24756612,indberetninger-20180424,2.5124211,21080896.0,,2018-03-27T21:32:31.666Z,2017-11-29T14:51:50.260Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-98-DJ,2017-11-29T14:51:50.427Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,
21080896,2016-07-01,2016-07-01,c712,,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2YzLzI1LzBjLzNkMzMtNGViNi1hNWQ4LTU2NDgxYTUwOWZiOA.pdf,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzQ1LzA0LzY0LzY0Y2MtNGZiOC1hMzc3LWZjY2IzOTA5MjEyOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4600KÃ¸ge,"Postboks 292,",Brogade 3,"KÃ¸ge afdeling,",4600 KÃ¸ge,"Torvebyen 33, 2. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Big Fish Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-23,1998-06-22,2017-11-23,-800000.0,-101200.0,,56285512.0,21080896.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Big Fish Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Birgitte GlimÃ¸,Danske Bank,Big Fish Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸ge,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2017-06-30,2016-07-01,527512.0,true,2017-11-23,KÃ¸benhavn,,56285434.0,urn:ofk:oid:24756612,indberetninger-20180424,2.5124211,21080896.0,,2018-03-27T21:32:31.666Z,2017-11-29T14:51:50.260Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-98-DJ,2017-11-29T14:51:50.427Z,,,,886483.0,,,,,,,,,,,,,,,,,,,,,,,,,
21080896,2016-07-01,2016-07-01,c730,,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2YzLzI1LzBjLzNkMzMtNGViNi1hNWQ4LTU2NDgxYTUwOWZiOA.pdf,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzQ1LzA0LzY0LzY0Y2MtNGZiOC1hMzc3LWZjY2IzOTA5MjEyOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4600KÃ¸ge,"Postboks 292,",Brogade 3,"KÃ¸ge afdeling,",4600 KÃ¸ge,"Torvebyen 33, 2. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Big Fish Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-23,1998-06-22,2017-11-23,-800000.0,-101200.0,,56285512.0,21080896.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Big Fish Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Birgitte GlimÃ¸,Danske Bank,Big Fish Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸ge,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2017-06-30,2016-07-01,527512.0,true,2017-11-23,KÃ¸benhavn,,56285434.0,urn:ofk:oid:24756612,indberetninger-20180424,2.5124211,21080896.0,,2018-03-27T21:32:31.666Z,2017-11-29T14:51:50.260Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-98-DJ,2017-11-29T14:51:50.427Z,,,,23707443.0,,,,,,,,,,,,,,,,,,,,,,,,,
21080896,2016-07-01,2016-07-01,c734,,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2YzLzI1LzBjLzNkMzMtNGViNi1hNWQ4LTU2NDgxYTUwOWZiOA.pdf,http://regnskaber.virk.dk/69808012/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzQ1LzA0LzY0LzY0Y2MtNGZiOC1hMzc3LWZjY2IzOTA5MjEyOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4600KÃ¸ge,"Postboks 292,",Brogade 3,"KÃ¸ge afdeling,",4600 KÃ¸ge,"Torvebyen 33, 2. tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Big Fish Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-23,1998-06-22,2017-11-23,-800000.0,-101200.0,,56285512.0,21080896.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Big Fish Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Birgitte GlimÃ¸,Danske Bank,Big Fish Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸ge,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2017-06-30,2016-07-01,527512.0,true,2017-11-23,KÃ¸benhavn,,56285434.0,urn:ofk:oid:24756612,indberetninger-20180424,2.5124211,21080896.0,,2018-03-27T21:32:31.666Z,2017-11-29T14:51:50.260Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BH-98-DJ,2017-11-29T14:51:50.427Z,,,,101200.0,,,,,,,,,,,,,,,,,,,,,,,,,
