entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossProfitLoss,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToShareholdersAndManagement,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
31882702,2015-05-01,2016-04-30,ID_10,,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzg5L2RlLzU2L2RjODEtNDdhYS1iMDAyLTljODk1OTBlYjIzNQ.pdf,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzBlLzdiLzRiLzllN2UtNDVjMS1iNjA4LWNjODYwYWE2M2VjMg.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i ART Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-10-14,2017-10-14,2008-11-30,2017-10-14,16563579.0,31882702.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for ART Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Bob Mounzer,WYRWIK,ART Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",Hellerup,2015-05-01,2016-04-30,-19035.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-04-30,2016-05-01,false,2017-10-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24597740,indberetninger-20180424,2.5122432999999997,31882702.0,,2018-03-27T12:31:05.427Z,2017-10-15T09:40:43.218Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BB-30-KL,2017-10-15T09:40:43.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31882702,2015-05-01,2016-04-30,ID_7,,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzg5L2RlLzU2L2RjODEtNDdhYS1iMDAyLTljODk1OTBlYjIzNQ.pdf,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzBlLzdiLzRiLzllN2UtNDVjMS1iNjA4LWNjODYwYWE2M2VjMg.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i ART Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-10-14,2017-10-14,2008-11-30,2017-10-14,16563579.0,31882702.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for ART Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Bob Mounzer,WYRWIK,ART Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",Hellerup,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-04-30,2016-05-01,false,2017-10-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24597740,indberetninger-20180424,2.5122432999999997,31882702.0,,2018-03-27T12:31:05.427Z,2017-10-15T09:40:43.218Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BB-30-KL,2017-10-15T09:40:43.332Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31882702,2015-05-01,2016-04-30,ID_8,,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzg5L2RlLzU2L2RjODEtNDdhYS1iMDAyLTljODk1OTBlYjIzNQ.pdf,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzBlLzdiLzRiLzllN2UtNDVjMS1iNjA4LWNjODYwYWE2M2VjMg.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i ART Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-10-14,2017-10-14,2008-11-30,2017-10-14,16563579.0,31882702.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for ART Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Bob Mounzer,WYRWIK,ART Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",Hellerup,2015-05-01,2016-04-30,19035.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-04-30,2016-05-01,false,2017-10-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24597740,indberetninger-20180424,2.5122432999999997,31882702.0,,2018-03-27T12:31:05.427Z,2017-10-15T09:40:43.218Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BB-30-KL,2017-10-15T09:40:43.332Z,,-10151.0,0.0,29186.0,19035.0,-10151.0,,,,,,,,,,,,,,,,,,,,,
31882702,2016-04-30,2016-04-30,ID_5,,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzg5L2RlLzU2L2RjODEtNDdhYS1iMDAyLTljODk1OTBlYjIzNQ.pdf,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzBlLzdiLzRiLzllN2UtNDVjMS1iNjA4LWNjODYwYWE2M2VjMg.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i ART Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-10-14,2017-10-14,2008-11-30,2017-10-14,16563579.0,31882702.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for ART Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Bob Mounzer,WYRWIK,ART Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",Hellerup,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-04-30,2016-05-01,false,2017-10-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24597740,indberetninger-20180424,2.5122432999999997,31882702.0,,2018-03-27T12:31:05.427Z,2017-10-15T09:40:43.218Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BB-30-KL,2017-10-15T09:40:43.332Z,,,,,,,473918.0,125000.0,63514.0,-463471.0,473918.0,937389.0,410404.0,246224.0,428014.0,428014.0,164180.0,410404.0,0.0,500000.0,-588471.0,509375.0,0.0,63514.0,63514.0,9375.0,
31882702,2016-05-01,2017-04-30,ID_0,,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzg5L2RlLzU2L2RjODEtNDdhYS1iMDAyLTljODk1OTBlYjIzNQ.pdf,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzBlLzdiLzRiLzllN2UtNDVjMS1iNjA4LWNjODYwYWE2M2VjMg.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i ART Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-10-14,2017-10-14,2008-11-30,2017-10-14,16563579.0,31882702.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for ART Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Bob Mounzer,WYRWIK,ART Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",Hellerup,2015-05-01,2016-04-30,-25913.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-04-30,2016-05-01,false,2017-10-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24597740,indberetninger-20180424,2.5122432999999997,31882702.0,,2018-03-27T12:31:05.427Z,2017-10-15T09:40:43.218Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BB-30-KL,2017-10-15T09:40:43.332Z,,-14100.0,58825.0,47012.0,-25913.0,-14100.0,,,,,,,,,,,,,,,,,,,,,
31882702,2016-05-01,2017-04-30,ID_1,,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzg5L2RlLzU2L2RjODEtNDdhYS1iMDAyLTljODk1OTBlYjIzNQ.pdf,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzBlLzdiLzRiLzllN2UtNDVjMS1iNjA4LWNjODYwYWE2M2VjMg.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i ART Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-10-14,2017-10-14,2008-11-30,2017-10-14,16563579.0,31882702.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for ART Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Bob Mounzer,WYRWIK,ART Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",Hellerup,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-04-30,2016-05-01,false,2017-10-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24597740,indberetninger-20180424,2.5122432999999997,31882702.0,,2018-03-27T12:31:05.427Z,2017-10-15T09:40:43.218Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BB-30-KL,2017-10-15T09:40:43.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31882702,2016-05-01,2017-04-30,ID_2,,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzg5L2RlLzU2L2RjODEtNDdhYS1iMDAyLTljODk1OTBlYjIzNQ.pdf,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzBlLzdiLzRiLzllN2UtNDVjMS1iNjA4LWNjODYwYWE2M2VjMg.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i ART Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-10-14,2017-10-14,2008-11-30,2017-10-14,16563579.0,31882702.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for ART Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Bob Mounzer,WYRWIK,ART Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",Hellerup,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-04-30,2016-05-01,false,2017-10-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24597740,indberetninger-20180424,2.5122432999999997,31882702.0,,2018-03-27T12:31:05.427Z,2017-10-15T09:40:43.218Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BB-30-KL,2017-10-15T09:40:43.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Bob Mounzer
31882702,2016-05-01,2017-04-30,ID_3,,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzg5L2RlLzU2L2RjODEtNDdhYS1iMDAyLTljODk1OTBlYjIzNQ.pdf,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzBlLzdiLzRiLzllN2UtNDVjMS1iNjA4LWNjODYwYWE2M2VjMg.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i ART Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-10-14,2017-10-14,2008-11-30,2017-10-14,16563579.0,31882702.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for ART Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Bob Mounzer,WYRWIK,ART Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",Hellerup,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-04-30,2016-05-01,false,2017-10-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24597740,indberetninger-20180424,2.5122432999999997,31882702.0,,2018-03-27T12:31:05.427Z,2017-10-15T09:40:43.218Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BB-30-KL,2017-10-15T09:40:43.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31882702,2016-05-01,2017-04-30,ID_6,,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzg5L2RlLzU2L2RjODEtNDdhYS1iMDAyLTljODk1OTBlYjIzNQ.pdf,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzBlLzdiLzRiLzllN2UtNDVjMS1iNjA4LWNjODYwYWE2M2VjMg.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i ART Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-10-14,2017-10-14,2008-11-30,2017-10-14,16563579.0,31882702.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for ART Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Bob Mounzer,WYRWIK,ART Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",Hellerup,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-04-30,2016-05-01,false,2017-10-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24597740,indberetninger-20180424,2.5122432999999997,31882702.0,,2018-03-27T12:31:05.427Z,2017-10-15T09:40:43.218Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BB-30-KL,2017-10-15T09:40:43.332Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31882702,2016-05-01,2017-04-30,ID_9,,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzL2I2Lzg5L2RlLzU2L2RjODEtNDdhYS1iMDAyLTljODk1OTBlYjIzNQ.pdf,http://regnskaber.virk.dk/20728813/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzBlLzdiLzRiLzllN2UtNDVjMS1iNjA4LWNjODYwYWE2M2VjMg.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i ART Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-10-14,2017-10-14,2008-11-30,2017-10-14,16563579.0,31882702.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for ART Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Bob Mounzer,WYRWIK,ART Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",Hellerup,2015-05-01,2016-04-30,25913.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2017-04-30,2016-05-01,false,2017-10-14,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24597740,indberetninger-20180424,2.5122432999999997,31882702.0,,2018-03-27T12:31:05.427Z,2017-10-15T09:40:43.218Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BB-30-KL,2017-10-15T09:40:43.332Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
