entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
32887333,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg5LzJhL2ZhL2EwMmItNDExNi04MDhiLTlkNWE5ODZjYTk0MQ.pdf,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEwL2ZiL2Y5LzFjY2UtNDMwOS05NjVkLTQ5OThiMGM4ZTQ4MA.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Jungsberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-15,2017-05-15,2010-04-23,2017-05-18,34901295.0,32887333.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jungsberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Jungsberg,TORSTEN RASMUSSEN,Nordea Bank Danmark A/S,Jungsberg Holding ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",KÃ¸benhavn NV,2015-01-01,2015-12-31,69492.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-15,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23920694,indberetninger-20180424,2.5118417999999996,32887333.0,,2018-03-28T05:59:06.598Z,2017-05-23T09:07:57.708Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-84-UM,2017-05-23T09:07:57.946Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32887333,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg5LzJhL2ZhL2EwMmItNDExNi04MDhiLTlkNWE5ODZjYTk0MQ.pdf,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEwL2ZiL2Y5LzFjY2UtNDMwOS05NjVkLTQ5OThiMGM4ZTQ4MA.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Jungsberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-15,2017-05-15,2010-04-23,2017-05-18,34901295.0,32887333.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jungsberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Jungsberg,TORSTEN RASMUSSEN,Nordea Bank Danmark A/S,Jungsberg Holding ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",KÃ¸benhavn NV,2015-01-01,2015-12-31,-19492.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-15,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23920694,indberetninger-20180424,2.5118417999999996,32887333.0,,2018-03-28T05:59:06.598Z,2017-05-23T09:07:57.708Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-84-UM,2017-05-23T09:07:57.946Z,-6875.0,-14809.0,0.0,330.0,-21354.0,-6875.0,-1862.0,,,,,,,,,,,,,,,,,,,,
32887333,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg5LzJhL2ZhL2EwMmItNDExNi04MDhiLTlkNWE5ODZjYTk0MQ.pdf,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEwL2ZiL2Y5LzFjY2UtNDMwOS05NjVkLTQ5OThiMGM4ZTQ4MA.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Jungsberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-15,2017-05-15,2010-04-23,2017-05-18,34901295.0,32887333.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jungsberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Jungsberg,TORSTEN RASMUSSEN,Nordea Bank Danmark A/S,Jungsberg Holding ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",KÃ¸benhavn NV,2015-01-01,2015-12-31,-50000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-15,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23920694,indberetninger-20180424,2.5118417999999996,32887333.0,,2018-03-28T05:59:06.598Z,2017-05-23T09:07:57.708Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-84-UM,2017-05-23T09:07:57.946Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32887333,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg5LzJhL2ZhL2EwMmItNDExNi04MDhiLTlkNWE5ODZjYTk0MQ.pdf,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEwL2ZiL2Y5LzFjY2UtNDMwOS05NjVkLTQ5OThiMGM4ZTQ4MA.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Jungsberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-15,2017-05-15,2010-04-23,2017-05-18,34901295.0,32887333.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jungsberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Jungsberg,TORSTEN RASMUSSEN,Nordea Bank Danmark A/S,Jungsberg Holding ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",KÃ¸benhavn NV,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-15,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23920694,indberetninger-20180424,2.5118417999999996,32887333.0,,2018-03-28T05:59:06.598Z,2017-05-23T09:07:57.708Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-84-UM,2017-05-23T09:07:57.946Z,,,,,,,,965479.0,96570.0,80000.0,946202.0,3172.0,948439.0,965479.0,17040.0,19277.0,19277.0,19277.0,50000.0,818439.0,17040.0,9540.0,849632.0,823960.0,22500.0,7500.0,
32887333,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg5LzJhL2ZhL2EwMmItNDExNi04MDhiLTlkNWE5ODZjYTk0MQ.pdf,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEwL2ZiL2Y5LzFjY2UtNDMwOS05NjVkLTQ5OThiMGM4ZTQ4MA.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Jungsberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-15,2017-05-15,2010-04-23,2017-05-18,34901295.0,32887333.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jungsberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Jungsberg,TORSTEN RASMUSSEN,Nordea Bank Danmark A/S,Jungsberg Holding ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",KÃ¸benhavn NV,2015-01-01,2015-12-31,122115.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-15,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23920694,indberetninger-20180424,2.5118417999999996,32887333.0,,2018-03-28T05:59:06.598Z,2017-05-23T09:07:57.708Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-84-UM,2017-05-23T09:07:57.946Z,-5045.0,163388.0,138.0,0.0,158205.0,-5045.0,36090.0,,,,,,,,,,,,,,,,,,,,
32887333,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg5LzJhL2ZhL2EwMmItNDExNi04MDhiLTlkNWE5ODZjYTk0MQ.pdf,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEwL2ZiL2Y5LzFjY2UtNDMwOS05NjVkLTQ5OThiMGM4ZTQ4MA.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Jungsberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-15,2017-05-15,2010-04-23,2017-05-18,34901295.0,32887333.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jungsberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Jungsberg,TORSTEN RASMUSSEN,Nordea Bank Danmark A/S,Jungsberg Holding ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",KÃ¸benhavn NV,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-15,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23920694,indberetninger-20180424,2.5118417999999996,32887333.0,,2018-03-28T05:59:06.598Z,2017-05-23T09:07:57.708Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-84-UM,2017-05-23T09:07:57.946Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32887333,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg5LzJhL2ZhL2EwMmItNDExNi04MDhiLTlkNWE5ODZjYTk0MQ.pdf,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEwL2ZiL2Y5LzFjY2UtNDMwOS05NjVkLTQ5OThiMGM4ZTQ4MA.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Jungsberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-15,2017-05-15,2010-04-23,2017-05-18,34901295.0,32887333.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jungsberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Jungsberg,TORSTEN RASMUSSEN,Nordea Bank Danmark A/S,Jungsberg Holding ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",KÃ¸benhavn NV,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-15,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23920694,indberetninger-20180424,2.5118417999999996,32887333.0,,2018-03-28T05:59:06.598Z,2017-05-23T09:07:57.708Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-84-UM,2017-05-23T09:07:57.946Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Torben Jungsberg
32887333,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg5LzJhL2ZhL2EwMmItNDExNi04MDhiLTlkNWE5ODZjYTk0MQ.pdf,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEwL2ZiL2Y5LzFjY2UtNDMwOS05NjVkLTQ5OThiMGM4ZTQ4MA.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Jungsberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-15,2017-05-15,2010-04-23,2017-05-18,34901295.0,32887333.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jungsberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Jungsberg,TORSTEN RASMUSSEN,Nordea Bank Danmark A/S,Jungsberg Holding ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",KÃ¸benhavn NV,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-15,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23920694,indberetninger-20180424,2.5118417999999996,32887333.0,,2018-03-28T05:59:06.598Z,2017-05-23T09:07:57.708Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-84-UM,2017-05-23T09:07:57.946Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32887333,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg5LzJhL2ZhL2EwMmItNDExNi04MDhiLTlkNWE5ODZjYTk0MQ.pdf,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEwL2ZiL2Y5LzFjY2UtNDMwOS05NjVkLTQ5OThiMGM4ZTQ4MA.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Jungsberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-15,2017-05-15,2010-04-23,2017-05-18,34901295.0,32887333.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jungsberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Jungsberg,TORSTEN RASMUSSEN,Nordea Bank Danmark A/S,Jungsberg Holding ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",KÃ¸benhavn NV,2015-01-01,2015-12-31,-50000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-15,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23920694,indberetninger-20180424,2.5118417999999996,32887333.0,,2018-03-28T05:59:06.598Z,2017-05-23T09:07:57.708Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-84-UM,2017-05-23T09:07:57.946Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32887333,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzg5LzJhL2ZhL2EwMmItNDExNi04MDhiLTlkNWE5ODZjYTk0MQ.pdf,http://regnskaber.virk.dk/33378823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEwL2ZiL2Y5LzFjY2UtNDMwOS05NjVkLTQ5OThiMGM4ZTQ4MA.xml,true,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Jungsberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-15,2017-05-15,2010-04-23,2017-05-18,34901295.0,32887333.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Jungsberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Jungsberg,TORSTEN RASMUSSEN,Nordea Bank Danmark A/S,Jungsberg Holding ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab",KÃ¸benhavn NV,2015-01-01,2015-12-31,-72115.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-15,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23920694,indberetninger-20180424,2.5118417999999996,32887333.0,,2018-03-28T05:59:06.598Z,2017-05-23T09:07:57.708Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-84-UM,2017-05-23T09:07:57.946Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
