entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,ExternalExpenses,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,PropertyPlantAndEquipmentGross,TypeOfAuditorAssistance
33253893,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzRmLzVhLzUwLzQxZjYtNGFiOS1iM2E3LWNhYjhjZjdmY2Q3Yg.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzJlL2I5LzhiLzA3ZTgtNDU3NC05YTNmLWYyNDYwZjBlYmU2Yg.xml,true,2300 KÃ¸benhavn S,c/o IUNO Advokatpartnerselskab,DK-1561 KÃ¸benhavn V,Havneholmen 29,1.0,Regnskabsklasse B,2019-06-20,2010-10-20,2019-06-20,Statsautoriseret revisor,11301484.0,295434.0,-295434.0,20222670.0,33253893.0,20222670.0,mne23299,Ãrsrapport,0.0,Ole C. K. Nielsen,Mr. D. E. Friese,Donald E. Friese,BDO Statsautoriseret revisionsaktieselskab,L&D REAL ESTATE HOLDINGS ApS,BDO Statsautoriseret revisionsaktieselskab,5000.0,1873676.0,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,1573242.0,1573242.0,-295434.0,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-20,KÃ¸benhavn,0.0,urn:ofk:oid:27710601,indberetninger-20180424,2.509595,33253893,AWxRWH_PIXJRhhXBMe2W,2019-08-02T08:01:19.220Z,2019-08-02T08:00:49.248Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-CD-04-MN,2019-08-02T08:00:49.648Z,,,,,,,,,,,,,,,,
33253893,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzRmLzVhLzUwLzQxZjYtNGFiOS1iM2E3LWNhYjhjZjdmY2Q3Yg.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzJlL2I5LzhiLzA3ZTgtNDU3NC05YTNmLWYyNDYwZjBlYmU2Yg.xml,true,2300 KÃ¸benhavn S,c/o IUNO Advokatpartnerselskab,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,2019-06-20,2010-10-20,2019-06-20,Statsautoriseret revisor,11301484.0,,,20222670.0,33253893.0,20222670.0,mne23299,Ãrsrapport,0.0,Ole C. K. Nielsen,Mr. D. E. Friese,Donald E. Friese,BDO Statsautoriseret revisionsaktieselskab,L&D REAL ESTATE HOLDINGS ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,1573242.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-20,KÃ¸benhavn,,urn:ofk:oid:27710601,indberetninger-20180424,2.509595,33253893,AWxRWH_PIXJRhhXBMe2W,2019-08-02T08:01:19.220Z,2019-08-02T08:00:49.248Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-CD-04-MN,2019-08-02T08:00:49.648Z,,,,,,,,,,,,,,,,
33253893,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzRmLzVhLzUwLzQxZjYtNGFiOS1iM2E3LWNhYjhjZjdmY2Q3Yg.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzJlL2I5LzhiLzA3ZTgtNDU3NC05YTNmLWYyNDYwZjBlYmU2Yg.xml,true,2300 KÃ¸benhavn S,c/o IUNO Advokatpartnerselskab,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,2019-06-20,2010-10-20,2019-06-20,Statsautoriseret revisor,11301484.0,,,20222670.0,33253893.0,20222670.0,mne23299,Ãrsrapport,0.0,Ole C. K. Nielsen,Mr. D. E. Friese,Donald E. Friese,BDO Statsautoriseret revisionsaktieselskab,L&D REAL ESTATE HOLDINGS ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-20,KÃ¸benhavn,,urn:ofk:oid:27710601,indberetninger-20180424,2.509595,33253893,AWxRWH_PIXJRhhXBMe2W,2019-08-02T08:01:19.220Z,2019-08-02T08:00:49.248Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-CD-04-MN,2019-08-02T08:00:49.648Z,11308787.0,80000.0,-3468373.0,11301484.0,11308787.0,14777160.0,14753622.0,14753622.0,11301484.0,7303.0,11301484.0,-3548373.0,23538.0,7303.0,,
33253893,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzRmLzVhLzUwLzQxZjYtNGFiOS1iM2E3LWNhYjhjZjdmY2Q3Yg.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzJlL2I5LzhiLzA3ZTgtNDU3NC05YTNmLWYyNDYwZjBlYmU2Yg.xml,true,2300 KÃ¸benhavn S,c/o IUNO Advokatpartnerselskab,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,2019-06-20,2010-10-20,2019-06-20,Statsautoriseret revisor,11301484.0,,,20222670.0,33253893.0,20222670.0,mne23299,Ãrsrapport,0.0,Ole C. K. Nielsen,Mr. D. E. Friese,Donald E. Friese,BDO Statsautoriseret revisionsaktieselskab,L&D REAL ESTATE HOLDINGS ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-20,KÃ¸benhavn,,urn:ofk:oid:27710601,indberetninger-20180424,2.509595,33253893,AWxRWH_PIXJRhhXBMe2W,2019-08-02T08:01:19.220Z,2019-08-02T08:00:49.248Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-CD-04-MN,2019-08-02T08:00:49.648Z,,,80000.0,,,,,,,,,,,,,
33253893,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzRmLzVhLzUwLzQxZjYtNGFiOS1iM2E3LWNhYjhjZjdmY2Q3Yg.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzJlL2I5LzhiLzA3ZTgtNDU3NC05YTNmLWYyNDYwZjBlYmU2Yg.xml,true,2300 KÃ¸benhavn S,c/o IUNO Advokatpartnerselskab,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,2019-06-20,2010-10-20,2019-06-20,Statsautoriseret revisor,11301484.0,,,20222670.0,33253893.0,20222670.0,mne23299,Ãrsrapport,0.0,Ole C. K. Nielsen,Mr. D. E. Friese,Donald E. Friese,BDO Statsautoriseret revisionsaktieselskab,L&D REAL ESTATE HOLDINGS ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-20,KÃ¸benhavn,,urn:ofk:oid:27710601,indberetninger-20180424,2.509595,33253893,AWxRWH_PIXJRhhXBMe2W,2019-08-02T08:01:19.220Z,2019-08-02T08:00:49.248Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-CD-04-MN,2019-08-02T08:00:49.648Z,,,-3548373.0,,,,,,,,,,,,,
33253893,2018-01-01,2018-01-01,c506,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzRmLzVhLzUwLzQxZjYtNGFiOS1iM2E3LWNhYjhjZjdmY2Q3Yg.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzJlL2I5LzhiLzA3ZTgtNDU3NC05YTNmLWYyNDYwZjBlYmU2Yg.xml,true,2300 KÃ¸benhavn S,c/o IUNO Advokatpartnerselskab,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,2019-06-20,2010-10-20,2019-06-20,Statsautoriseret revisor,11301484.0,,,20222670.0,33253893.0,20222670.0,mne23299,Ãrsrapport,0.0,Ole C. K. Nielsen,Mr. D. E. Friese,Donald E. Friese,BDO Statsautoriseret revisionsaktieselskab,L&D REAL ESTATE HOLDINGS ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-20,KÃ¸benhavn,,urn:ofk:oid:27710601,indberetninger-20180424,2.509595,33253893,AWxRWH_PIXJRhhXBMe2W,2019-08-02T08:01:19.220Z,2019-08-02T08:00:49.248Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-CD-04-MN,2019-08-02T08:00:49.648Z,,,,,,,,,,,,,,,11301484.0,
33253893,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzRmLzVhLzUwLzQxZjYtNGFiOS1iM2E3LWNhYjhjZjdmY2Q3Yg.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzJlL2I5LzhiLzA3ZTgtNDU3NC05YTNmLWYyNDYwZjBlYmU2Yg.xml,true,2300 KÃ¸benhavn S,c/o IUNO Advokatpartnerselskab,DK-1561 KÃ¸benhavn V,Havneholmen 29,1.0,Regnskabsklasse B,2019-06-20,2010-10-20,2019-06-20,Statsautoriseret revisor,11301484.0,485396.0,-485396.0,20222670.0,33253893.0,20222670.0,mne23299,Ãrsrapport,0.0,Ole C. K. Nielsen,Mr. D. E. Friese,Donald E. Friese,BDO Statsautoriseret revisionsaktieselskab,L&D REAL ESTATE HOLDINGS ApS,BDO Statsautoriseret revisionsaktieselskab,-149236.0,0.0,7917905.0,KÃ¸benhavn,2017-01-01,2017-12-31,-8254065.0,-8254065.0,-8403301.0,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-20,KÃ¸benhavn,0.0,urn:ofk:oid:27710601,indberetninger-20180424,2.509595,33253893,AWxRWH_PIXJRhhXBMe2W,2019-08-02T08:01:19.220Z,2019-08-02T08:00:49.248Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-CD-04-MN,2019-08-02T08:00:49.648Z,,,,,,,,,,,,,,,,Andre erklÃ¦ringer uden sikkerhed
33253893,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzRmLzVhLzUwLzQxZjYtNGFiOS1iM2E3LWNhYjhjZjdmY2Q3Yg.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzJlL2I5LzhiLzA3ZTgtNDU3NC05YTNmLWYyNDYwZjBlYmU2Yg.xml,true,2300 KÃ¸benhavn S,c/o IUNO Advokatpartnerselskab,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,2019-06-20,2010-10-20,2019-06-20,Statsautoriseret revisor,11301484.0,,,20222670.0,33253893.0,20222670.0,mne23299,Ãrsrapport,0.0,Ole C. K. Nielsen,Mr. D. E. Friese,Donald E. Friese,BDO Statsautoriseret revisionsaktieselskab,L&D REAL ESTATE HOLDINGS ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,-8254065.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-20,KÃ¸benhavn,,urn:ofk:oid:27710601,indberetninger-20180424,2.509595,33253893,AWxRWH_PIXJRhhXBMe2W,2019-08-02T08:01:19.220Z,2019-08-02T08:00:49.248Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-CD-04-MN,2019-08-02T08:00:49.648Z,,,,,,,,,,,,,,,,
33253893,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzRmLzVhLzUwLzQxZjYtNGFiOS1iM2E3LWNhYjhjZjdmY2Q3Yg.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzJlL2I5LzhiLzA3ZTgtNDU3NC05YTNmLWYyNDYwZjBlYmU2Yg.xml,true,2300 KÃ¸benhavn S,c/o IUNO Advokatpartnerselskab,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,2019-06-20,2010-10-20,2019-06-20,Statsautoriseret revisor,11301484.0,,,20222670.0,33253893.0,20222670.0,mne23299,Ãrsrapport,0.0,Ole C. K. Nielsen,Mr. D. E. Friese,Donald E. Friese,BDO Statsautoriseret revisionsaktieselskab,L&D REAL ESTATE HOLDINGS ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,-8254065.0,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-20,KÃ¸benhavn,,urn:ofk:oid:27710601,indberetninger-20180424,2.509595,33253893,AWxRWH_PIXJRhhXBMe2W,2019-08-02T08:01:19.220Z,2019-08-02T08:00:49.248Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-CD-04-MN,2019-08-02T08:00:49.648Z,,,,,,,,,,,,,,,,
33253893,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzRmLzVhLzUwLzQxZjYtNGFiOS1iM2E3LWNhYjhjZjdmY2Q3Yg.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzJlL2I5LzhiLzA3ZTgtNDU3NC05YTNmLWYyNDYwZjBlYmU2Yg.xml,true,2300 KÃ¸benhavn S,c/o IUNO Advokatpartnerselskab,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,2019-06-20,2010-10-20,2019-06-20,Statsautoriseret revisor,11301484.0,,,20222670.0,33253893.0,20222670.0,mne23299,Ãrsrapport,0.0,Ole C. K. Nielsen,Mr. D. E. Friese,Donald E. Friese,BDO Statsautoriseret revisionsaktieselskab,L&D REAL ESTATE HOLDINGS ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-06-20,KÃ¸benhavn,,urn:ofk:oid:27710601,indberetninger-20180424,2.509595,33253893,AWxRWH_PIXJRhhXBMe2W,2019-08-02T08:01:19.220Z,2019-08-02T08:00:49.248Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-CD-04-MN,2019-08-02T08:00:49.648Z,,,,,,,,,,,,,,,,
