entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,PropertyPlantAndEquipmentGross
33253893,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRlLzM5LzMwLzE5ZmYtNGI4OC1iY2MyLTE2Yjc4MjA4ODY0OQ.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2E5LzgzLzAzLzJjNTUtNDJjOC1iNDUyLTU3NDY5ZDM0Y2M3ZA.xml,1.0,285010.0,1058  KÃ¸benhavn K,Havnegade 39,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2015-07-03,2010-10-20,2015-07-03,Statsautoriseret revisor,33253893.0,20222670.0,Ãrsrapport,0.0,0.0,Ole C. K. Nielsen,Lloyd W. Talbert,Lloyd W. Talbert,BDO Statsautoriseret revisionsaktieselskab,L & D Real Estate Holdings ApS,BDO Statsautoriseret revisionsaktieselskab,-394663.0,KÃ¸benhavn,-394663.0,-394663.0,KÃ¸benhavn,2014-12-31,4.0,2014-01-01,2015-07-03,KÃ¸benhavn,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5662528,indberetninger-20180424,2.5097342,33253893.0,,2018-03-30T09:55:46.976Z,2015-07-07T14:58:17.187Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-19-KT,2015-07-07T14:58:17.222Z,,,,,,,,,,,,,,,,,
33253893,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRlLzM5LzMwLzE5ZmYtNGI4OC1iY2MyLTE2Yjc4MjA4ODY0OQ.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2E5LzgzLzAzLzJjNTUtNDJjOC1iNDUyLTU3NDY5ZDM0Y2M3ZA.xml,1.0,285010.0,1058  KÃ¸benhavn K,Havnegade 39,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2015-07-03,2010-10-20,2015-07-03,Statsautoriseret revisor,33253893.0,20222670.0,Ãrsrapport,0.0,0.0,Ole C. K. Nielsen,Lloyd W. Talbert,Lloyd W. Talbert,BDO Statsautoriseret revisionsaktieselskab,L & D Real Estate Holdings ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,-394663.0,,KÃ¸benhavn,2014-12-31,4.0,2014-01-01,2015-07-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5662528,indberetninger-20180424,2.5097342,33253893.0,,2018-03-30T09:55:46.976Z,2015-07-07T14:58:17.187Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-19-KT,2015-07-07T14:58:17.222Z,,,,,,,,,,,,,,,,,
33253893,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRlLzM5LzMwLzE5ZmYtNGI4OC1iY2MyLTE2Yjc4MjA4ODY0OQ.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2E5LzgzLzAzLzJjNTUtNDJjOC1iNDUyLTU3NDY5ZDM0Y2M3ZA.xml,1.0,285010.0,1058  KÃ¸benhavn K,Havnegade 39,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2015-07-03,2010-10-20,2015-07-03,Statsautoriseret revisor,33253893.0,20222670.0,Ãrsrapport,0.0,0.0,Ole C. K. Nielsen,Lloyd W. Talbert,Lloyd W. Talbert,BDO Statsautoriseret revisionsaktieselskab,L & D Real Estate Holdings ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,KÃ¸benhavn,2014-12-31,4.0,2014-01-01,2015-07-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5662528,indberetninger-20180424,2.5097342,33253893.0,,2018-03-30T09:55:46.976Z,2015-07-07T14:58:17.187Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-19-KT,2015-07-07T14:58:17.222Z,10813174.0,80000.0,0.0,-1190377.0,10813174.0,10813174.0,12003551.0,11965881.0,11965881.0,10813174.0,37670.0,0.0,10813174.0,-1270377.0,37670.0,0.0,
33253893,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRlLzM5LzMwLzE5ZmYtNGI4OC1iY2MyLTE2Yjc4MjA4ODY0OQ.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2E5LzgzLzAzLzJjNTUtNDJjOC1iNDUyLTU3NDY5ZDM0Y2M3ZA.xml,1.0,285010.0,1058  KÃ¸benhavn K,Havnegade 39,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2015-07-03,2010-10-20,2015-07-03,Statsautoriseret revisor,33253893.0,20222670.0,Ãrsrapport,0.0,0.0,Ole C. K. Nielsen,Lloyd W. Talbert,Lloyd W. Talbert,BDO Statsautoriseret revisionsaktieselskab,L & D Real Estate Holdings ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,KÃ¸benhavn,2014-12-31,4.0,2014-01-01,2015-07-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5662528,indberetninger-20180424,2.5097342,33253893.0,,2018-03-30T09:55:46.976Z,2015-07-07T14:58:17.187Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-19-KT,2015-07-07T14:58:17.222Z,,,,80000.0,,,,,,,,,,,,,
33253893,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRlLzM5LzMwLzE5ZmYtNGI4OC1iY2MyLTE2Yjc4MjA4ODY0OQ.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2E5LzgzLzAzLzJjNTUtNDJjOC1iNDUyLTU3NDY5ZDM0Y2M3ZA.xml,1.0,285010.0,1058  KÃ¸benhavn K,Havnegade 39,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2015-07-03,2010-10-20,2015-07-03,Statsautoriseret revisor,33253893.0,20222670.0,Ãrsrapport,0.0,0.0,Ole C. K. Nielsen,Lloyd W. Talbert,Lloyd W. Talbert,BDO Statsautoriseret revisionsaktieselskab,L & D Real Estate Holdings ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,KÃ¸benhavn,2014-12-31,4.0,2014-01-01,2015-07-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5662528,indberetninger-20180424,2.5097342,33253893.0,,2018-03-30T09:55:46.976Z,2015-07-07T14:58:17.187Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-19-KT,2015-07-07T14:58:17.222Z,,,,-1270377.0,,,,,,,,,,,,,
33253893,2014-01-01,2014-01-01,c179,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRlLzM5LzMwLzE5ZmYtNGI4OC1iY2MyLTE2Yjc4MjA4ODY0OQ.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2E5LzgzLzAzLzJjNTUtNDJjOC1iNDUyLTU3NDY5ZDM0Y2M3ZA.xml,1.0,285010.0,1058  KÃ¸benhavn K,Havnegade 39,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2015-07-03,2010-10-20,2015-07-03,Statsautoriseret revisor,33253893.0,20222670.0,Ãrsrapport,0.0,0.0,Ole C. K. Nielsen,Lloyd W. Talbert,Lloyd W. Talbert,BDO Statsautoriseret revisionsaktieselskab,L & D Real Estate Holdings ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,KÃ¸benhavn,2014-12-31,4.0,2014-01-01,2015-07-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5662528,indberetninger-20180424,2.5097342,33253893.0,,2018-03-30T09:55:46.976Z,2015-07-07T14:58:17.187Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-19-KT,2015-07-07T14:58:17.222Z,,,,,,,,11965881.0,,,,,,,,,
33253893,2014-01-01,2014-01-01,c76,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRlLzM5LzMwLzE5ZmYtNGI4OC1iY2MyLTE2Yjc4MjA4ODY0OQ.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2E5LzgzLzAzLzJjNTUtNDJjOC1iNDUyLTU3NDY5ZDM0Y2M3ZA.xml,1.0,285010.0,1058  KÃ¸benhavn K,Havnegade 39,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2015-07-03,2010-10-20,2015-07-03,Statsautoriseret revisor,33253893.0,20222670.0,Ãrsrapport,0.0,0.0,Ole C. K. Nielsen,Lloyd W. Talbert,Lloyd W. Talbert,BDO Statsautoriseret revisionsaktieselskab,L & D Real Estate Holdings ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,KÃ¸benhavn,2014-12-31,4.0,2014-01-01,2015-07-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5662528,indberetninger-20180424,2.5097342,33253893.0,,2018-03-30T09:55:46.976Z,2015-07-07T14:58:17.187Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-19-KT,2015-07-07T14:58:17.222Z,,,,,,,,,,,,,,,,,10813174.0
33253893,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRlLzM5LzMwLzE5ZmYtNGI4OC1iY2MyLTE2Yjc4MjA4ODY0OQ.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2E5LzgzLzAzLzJjNTUtNDJjOC1iNDUyLTU3NDY5ZDM0Y2M3ZA.xml,1.0,285010.0,1058  KÃ¸benhavn K,Havnegade 39,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2015-07-03,2010-10-20,2015-07-03,Statsautoriseret revisor,33253893.0,20222670.0,Ãrsrapport,0.0,0.0,Ole C. K. Nielsen,Lloyd W. Talbert,Lloyd W. Talbert,BDO Statsautoriseret revisionsaktieselskab,L & D Real Estate Holdings ApS,BDO Statsautoriseret revisionsaktieselskab,-271910.0,KÃ¸benhavn,-271910.0,-271910.0,KÃ¸benhavn,2014-12-31,4.0,2014-01-01,2015-07-03,KÃ¸benhavn,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5662528,indberetninger-20180424,2.5097342,33253893.0,,2018-03-30T09:55:46.976Z,2015-07-07T14:58:17.187Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-19-KT,2015-07-07T14:58:17.222Z,,,,,,,,,,,,,,,,,
33253893,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRlLzM5LzMwLzE5ZmYtNGI4OC1iY2MyLTE2Yjc4MjA4ODY0OQ.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2E5LzgzLzAzLzJjNTUtNDJjOC1iNDUyLTU3NDY5ZDM0Y2M3ZA.xml,1.0,285010.0,1058  KÃ¸benhavn K,Havnegade 39,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2015-07-03,2010-10-20,2015-07-03,Statsautoriseret revisor,33253893.0,20222670.0,Ãrsrapport,0.0,0.0,Ole C. K. Nielsen,Lloyd W. Talbert,Lloyd W. Talbert,BDO Statsautoriseret revisionsaktieselskab,L & D Real Estate Holdings ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,-271910.0,,KÃ¸benhavn,2014-12-31,4.0,2014-01-01,2015-07-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5662528,indberetninger-20180424,2.5097342,33253893.0,,2018-03-30T09:55:46.976Z,2015-07-07T14:58:17.187Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-19-KT,2015-07-07T14:58:17.222Z,,,,,,,,,,,,,,,,,
33253893,2014-01-01,2014-12-31,c199,,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzRlLzM5LzMwLzE5ZmYtNGI4OC1iY2MyLTE2Yjc4MjA4ODY0OQ.pdf,http://regnskaber.virk.dk/39835233/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2E5LzgzLzAzLzJjNTUtNDJjOC1iNDUyLTU3NDY5ZDM0Y2M3ZA.xml,1.0,285010.0,1058  KÃ¸benhavn K,Havnegade 39,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2015-07-03,2010-10-20,2015-07-03,Statsautoriseret revisor,33253893.0,20222670.0,Ãrsrapport,0.0,0.0,Ole C. K. Nielsen,Lloyd W. Talbert,Lloyd W. Talbert,BDO Statsautoriseret revisionsaktieselskab,L & D Real Estate Holdings ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,,,KÃ¸benhavn,2014-12-31,4.0,2014-01-01,2015-07-03,KÃ¸benhavn,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5662528,indberetninger-20180424,2.5097342,33253893.0,,2018-03-30T09:55:46.976Z,2015-07-07T14:58:17.187Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-19-KT,2015-07-07T14:58:17.222Z,,,,,,,,,,,,,,,,,
