entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm
33953380,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2QzLzI0LzQ0LzI4NDEtNDE2MC1hMTdjLTYxNTU3ZDI2NTI1Yg.pdf,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2IzL2RkLzkyMzEtNDA4My05ZGViLTIxODk1ODE4ZTA1NA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9530 StÃ¸vring,Ãrtebjergvej 20,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Jorgen Rohr Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-06-29,2011-09-21,2015-06-29,Statsautoriseret revisor,33953380.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Jorgen Rohr Holding ApS.,-8469.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,JÃ¸rgen RÃ¸hr Jensen,JÃ¸rgen RÃ¸hr Jensen,Jorgen Rohr Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-5600.0,-210.0,5.0,StÃ¸vring,-14274.0,-14274.0,-14069.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,StÃ¸vring,2014-12-31,2014-01-01,-5615.0,2015-06-29,Aalborg,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5634544,indberetninger-20180424,2.5124266,33953380.0,,2018-03-30T08:05:03.946Z,2015-07-02T09:32:02.496Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-97-BD,2015-07-02T09:32:02.538Z,,,,,,,,,,,,,,,,
33953380,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2QzLzI0LzQ0LzI4NDEtNDE2MC1hMTdjLTYxNTU3ZDI2NTI1Yg.pdf,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2IzL2RkLzkyMzEtNDA4My05ZGViLTIxODk1ODE4ZTA1NA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9530 StÃ¸vring,Ãrtebjergvej 20,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Jorgen Rohr Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-06-29,2011-09-21,2015-06-29,Statsautoriseret revisor,33953380.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Jorgen Rohr Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,JÃ¸rgen RÃ¸hr Jensen,JÃ¸rgen RÃ¸hr Jensen,Jorgen Rohr Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,StÃ¸vring,-14274.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,StÃ¸vring,2014-12-31,2014-01-01,-5615.0,2015-06-29,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5634544,indberetninger-20180424,2.5124266,33953380.0,,2018-03-30T08:05:03.946Z,2015-07-02T09:32:02.496Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-97-BD,2015-07-02T09:32:02.538Z,,,,,,,,,,,,,,,,
33953380,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2QzLzI0LzQ0LzI4NDEtNDE2MC1hMTdjLTYxNTU3ZDI2NTI1Yg.pdf,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2IzL2RkLzkyMzEtNDA4My05ZGViLTIxODk1ODE4ZTA1NA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9530 StÃ¸vring,Ãrtebjergvej 20,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Jorgen Rohr Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-06-29,2011-09-21,2015-06-29,Statsautoriseret revisor,33953380.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Jorgen Rohr Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,JÃ¸rgen RÃ¸hr Jensen,JÃ¸rgen RÃ¸hr Jensen,Jorgen Rohr Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,StÃ¸vring,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,StÃ¸vring,2014-12-31,2014-01-01,-5615.0,2015-06-29,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5634544,indberetninger-20180424,2.5124266,33953380.0,,2018-03-30T08:05:03.946Z,2015-07-02T09:32:02.496Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-97-BD,2015-07-02T09:32:02.538Z,75493.0,3962.0,80000.0,3962.0,60031.0,75493.0,15462.0,71531.0,71531.0,71531.0,15462.0,-19969.0,15462.0,,,
33953380,2014-01-01,2014-01-01,c113,,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2QzLzI0LzQ0LzI4NDEtNDE2MC1hMTdjLTYxNTU3ZDI2NTI1Yg.pdf,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2IzL2RkLzkyMzEtNDA4My05ZGViLTIxODk1ODE4ZTA1NA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9530 StÃ¸vring,Ãrtebjergvej 20,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Jorgen Rohr Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-06-29,2011-09-21,2015-06-29,Statsautoriseret revisor,33953380.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Jorgen Rohr Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,JÃ¸rgen RÃ¸hr Jensen,JÃ¸rgen RÃ¸hr Jensen,Jorgen Rohr Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,StÃ¸vring,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,StÃ¸vring,2014-12-31,2014-01-01,-5615.0,2015-06-29,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5634544,indberetninger-20180424,2.5124266,33953380.0,,2018-03-30T08:05:03.946Z,2015-07-02T09:32:02.496Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-97-BD,2015-07-02T09:32:02.538Z,,,,,,,,,,,,,,-8469.0,80000.0,
33953380,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2QzLzI0LzQ0LzI4NDEtNDE2MC1hMTdjLTYxNTU3ZDI2NTI1Yg.pdf,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2IzL2RkLzkyMzEtNDA4My05ZGViLTIxODk1ODE4ZTA1NA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9530 StÃ¸vring,Ãrtebjergvej 20,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Jorgen Rohr Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-06-29,2011-09-21,2015-06-29,Statsautoriseret revisor,33953380.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Jorgen Rohr Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,JÃ¸rgen RÃ¸hr Jensen,JÃ¸rgen RÃ¸hr Jensen,Jorgen Rohr Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,StÃ¸vring,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,StÃ¸vring,2014-12-31,2014-01-01,-5615.0,2015-06-29,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5634544,indberetninger-20180424,2.5124266,33953380.0,,2018-03-30T08:05:03.946Z,2015-07-02T09:32:02.496Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-97-BD,2015-07-02T09:32:02.538Z,,,,,80000.0,,,,,,,,,,,
33953380,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2QzLzI0LzQ0LzI4NDEtNDE2MC1hMTdjLTYxNTU3ZDI2NTI1Yg.pdf,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2IzL2RkLzkyMzEtNDA4My05ZGViLTIxODk1ODE4ZTA1NA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9530 StÃ¸vring,Ãrtebjergvej 20,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Jorgen Rohr Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-06-29,2011-09-21,2015-06-29,Statsautoriseret revisor,33953380.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Jorgen Rohr Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,JÃ¸rgen RÃ¸hr Jensen,JÃ¸rgen RÃ¸hr Jensen,Jorgen Rohr Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,StÃ¸vring,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,StÃ¸vring,2014-12-31,2014-01-01,-5615.0,2015-06-29,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5634544,indberetninger-20180424,2.5124266,33953380.0,,2018-03-30T08:05:03.946Z,2015-07-02T09:32:02.496Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-97-BD,2015-07-02T09:32:02.538Z,,,,,-19969.0,,,,,,,,,,,
33953380,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2QzLzI0LzQ0LzI4NDEtNDE2MC1hMTdjLTYxNTU3ZDI2NTI1Yg.pdf,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2IzL2RkLzkyMzEtNDA4My05ZGViLTIxODk1ODE4ZTA1NA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9530 StÃ¸vring,Ãrtebjergvej 20,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Jorgen Rohr Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-06-29,2011-09-21,2015-06-29,Statsautoriseret revisor,33953380.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Jorgen Rohr Holding ApS.,-5615.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,JÃ¸rgen RÃ¸hr Jensen,JÃ¸rgen RÃ¸hr Jensen,Jorgen Rohr Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-7881.0,-352.0,5.0,StÃ¸vring,-13843.0,-13843.0,-13496.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,StÃ¸vring,2014-12-31,2014-01-01,-5615.0,2015-06-29,Aalborg,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5634544,indberetninger-20180424,2.5124266,33953380.0,,2018-03-30T08:05:03.946Z,2015-07-02T09:32:02.496Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-97-BD,2015-07-02T09:32:02.538Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
33953380,2014-01-01,2014-12-31,c114,,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2QzLzI0LzQ0LzI4NDEtNDE2MC1hMTdjLTYxNTU3ZDI2NTI1Yg.pdf,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2IzL2RkLzkyMzEtNDA4My05ZGViLTIxODk1ODE4ZTA1NA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9530 StÃ¸vring,Ãrtebjergvej 20,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Jorgen Rohr Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-06-29,2011-09-21,2015-06-29,Statsautoriseret revisor,33953380.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Jorgen Rohr Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,JÃ¸rgen RÃ¸hr Jensen,JÃ¸rgen RÃ¸hr Jensen,Jorgen Rohr Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,StÃ¸vring,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,StÃ¸vring,2014-12-31,2014-01-01,-5615.0,2015-06-29,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5634544,indberetninger-20180424,2.5124266,33953380.0,,2018-03-30T08:05:03.946Z,2015-07-02T09:32:02.496Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-97-BD,2015-07-02T09:32:02.538Z,,,,,,,,,,,,,,,,
33953380,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2QzLzI0LzQ0LzI4NDEtNDE2MC1hMTdjLTYxNTU3ZDI2NTI1Yg.pdf,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2IzL2RkLzkyMzEtNDA4My05ZGViLTIxODk1ODE4ZTA1NA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9530 StÃ¸vring,Ãrtebjergvej 20,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Jorgen Rohr Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-06-29,2011-09-21,2015-06-29,Statsautoriseret revisor,33953380.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Jorgen Rohr Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,JÃ¸rgen RÃ¸hr Jensen,JÃ¸rgen RÃ¸hr Jensen,Jorgen Rohr Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,StÃ¸vring,-13843.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,StÃ¸vring,2014-12-31,2014-01-01,-5615.0,2015-06-29,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5634544,indberetninger-20180424,2.5124266,33953380.0,,2018-03-30T08:05:03.946Z,2015-07-02T09:32:02.496Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-97-BD,2015-07-02T09:32:02.538Z,,,,,,,,,,,,,,,,
33953380,2014-01-01,2014-12-31,c199,,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzM5L2QzLzI0LzQ0LzI4NDEtNDE2MC1hMTdjLTYxNTU3ZDI2NTI1Yg.pdf,http://regnskaber.virk.dk/08335933/ZG9rdW1lbnRsYWdlcjovLzAzLzc5L2RhL2IzL2RkLzkyMzEtNDA4My05ZGViLTIxODk1ODE4ZTA1NA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,9530 StÃ¸vring,Ãrtebjergvej 20,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Jorgen Rohr Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-06-29,2011-09-21,2015-06-29,Statsautoriseret revisor,33953380.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Jorgen Rohr Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,JÃ¸rgen RÃ¸hr Jensen,JÃ¸rgen RÃ¸hr Jensen,Jorgen Rohr Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,StÃ¸vring,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,StÃ¸vring,2014-12-31,2014-01-01,-5615.0,2015-06-29,Aalborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5634544,indberetninger-20180424,2.5124266,33953380.0,,2018-03-30T08:05:03.946Z,2015-07-02T09:32:02.496Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-97-BD,2015-07-02T09:32:02.538Z,,,,,,,,,,,,,,,,
