entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermPayablesToShareholdersAndManagement,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermPayables,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
27525946,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Q3L2RkLzg0L2Q2YjItNDJjYS05MzA0LWFhZWY4NzZlMGE5ZQ.xhtml,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI5LzFmLzYwLzFmODMtNDhhNy1hYWEzLWY4MjVhNTZmNjcyNA.pdf,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2U1L2U1LzVhL2MwZWQtNGVjZC1hNmE2LTIyODU1MTcyMGJkMw.xml,true,Kolding,6000.0,146.0,Vejlevej,Egtved,6040.0,100.0,Koldingvej,6040 Egtved,Koldingvej 100,Regnskabsklasse B,2016-05-30,2016-05-30,27892.0,121934.0,27525946.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Schmidt,Peter Schmidt,FrÃ¸s Herreds Sparekasse,NEOWEB ApS,Peter Schmidt,253.0,217641.0,Kolding,2014-01-01,2014-12-31,253535.0,339322.0,121934.0,2015-12-31,2015-01-01,149826.0,false,false,424055.0,85787.0,61702775.0,false,false,Ingen bistand,urn:ofk:oid:22633443,indberetninger-20180424,2.5927862999999998,27525946.0,,2018-03-29T02:01:13.890Z,2016-06-08T01:14:56.841Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-28-DZ,2016-06-08T01:14:57.036Z,,,,,,,,,,,,,,,,,,,
27525946,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Q3L2RkLzg0L2Q2YjItNDJjYS05MzA0LWFhZWY4NzZlMGE5ZQ.xhtml,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI5LzFmLzYwLzFmODMtNDhhNy1hYWEzLWY4MjVhNTZmNjcyNA.pdf,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2U1L2U1LzVhL2MwZWQtNGVjZC1hNmE2LTIyODU1MTcyMGJkMw.xml,true,Kolding,6000.0,146.0,Vejlevej,Egtved,6040.0,100.0,Koldingvej,6040 Egtved,Koldingvej 100,Regnskabsklasse B,2016-05-30,2016-05-30,,,27525946.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Schmidt,Peter Schmidt,FrÃ¸s Herreds Sparekasse,NEOWEB ApS,Peter Schmidt,,,Kolding,2014-01-01,2014-12-31,48300.0,,,2015-12-31,2015-01-01,,false,false,424055.0,,61702775.0,false,false,Ingen bistand,urn:ofk:oid:22633443,indberetninger-20180424,2.5927862999999998,27525946.0,,2018-03-29T02:01:13.890Z,2016-06-08T01:14:56.841Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-28-DZ,2016-06-08T01:14:57.036Z,,,,,,,,,,,,,,,,,,,
27525946,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Q3L2RkLzg0L2Q2YjItNDJjYS05MzA0LWFhZWY4NzZlMGE5ZQ.xhtml,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI5LzFmLzYwLzFmODMtNDhhNy1hYWEzLWY4MjVhNTZmNjcyNA.pdf,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2U1L2U1LzVhL2MwZWQtNGVjZC1hNmE2LTIyODU1MTcyMGJkMw.xml,true,Kolding,6000.0,146.0,Vejlevej,Egtved,6040.0,100.0,Koldingvej,6040 Egtved,Koldingvej 100,Regnskabsklasse B,2016-05-30,2016-05-30,,,27525946.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Schmidt,Peter Schmidt,FrÃ¸s Herreds Sparekasse,NEOWEB ApS,Peter Schmidt,,,Kolding,2014-01-01,2014-12-31,205235.0,,,2015-12-31,2015-01-01,,false,false,424055.0,,61702775.0,false,false,Ingen bistand,urn:ofk:oid:22633443,indberetninger-20180424,2.5927862999999998,27525946.0,,2018-03-29T02:01:13.890Z,2016-06-08T01:14:56.841Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-28-DZ,2016-06-08T01:14:57.036Z,,,,,,,,,,,,,,,,,,,
27525946,2014-12-31,2014-12-31,c10,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Q3L2RkLzg0L2Q2YjItNDJjYS05MzA0LWFhZWY4NzZlMGE5ZQ.xhtml,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI5LzFmLzYwLzFmODMtNDhhNy1hYWEzLWY4MjVhNTZmNjcyNA.pdf,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2U1L2U1LzVhL2MwZWQtNGVjZC1hNmE2LTIyODU1MTcyMGJkMw.xml,true,Kolding,6000.0,146.0,Vejlevej,Egtved,6040.0,100.0,Koldingvej,6040 Egtved,Koldingvej 100,Regnskabsklasse B,2016-05-30,2016-05-30,,,27525946.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Schmidt,Peter Schmidt,FrÃ¸s Herreds Sparekasse,NEOWEB ApS,Peter Schmidt,,,Kolding,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,424055.0,,61702775.0,false,false,Ingen bistand,urn:ofk:oid:22633443,indberetninger-20180424,2.5927862999999998,27525946.0,,2018-03-29T02:01:13.890Z,2016-06-08T01:14:56.841Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-28-DZ,2016-06-08T01:14:57.036Z,1355334.0,81312.0,125000.0,83348.0,749080.0,1355334.0,606254.0,1271986.0,1271986.0,1271986.0,205704.0,487773.0,48300.0,418376.0,606254.0,2036.0,70181.0,2036.0,
27525946,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Q3L2RkLzg0L2Q2YjItNDJjYS05MzA0LWFhZWY4NzZlMGE5ZQ.xhtml,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI5LzFmLzYwLzFmODMtNDhhNy1hYWEzLWY4MjVhNTZmNjcyNA.pdf,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2U1L2U1LzVhL2MwZWQtNGVjZC1hNmE2LTIyODU1MTcyMGJkMw.xml,true,Kolding,6000.0,146.0,Vejlevej,Egtved,6040.0,100.0,Koldingvej,6040 Egtved,Koldingvej 100,Regnskabsklasse B,2016-05-30,2016-05-30,27716.0,268548.0,27525946.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Schmidt,Peter Schmidt,FrÃ¸s Herreds Sparekasse,NEOWEB ApS,Peter Schmidt,16334.0,292730.0,Kolding,2014-01-01,2014-12-31,309199.0,407625.0,268548.0,2015-12-31,2015-01-01,296264.0,false,false,424055.0,98426.0,61702775.0,false,false,Ingen bistand,urn:ofk:oid:22633443,indberetninger-20180424,2.5927862999999998,27525946.0,,2018-03-29T02:01:13.890Z,2016-06-08T01:14:56.841Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-28-DZ,2016-06-08T01:14:57.036Z,,,,,,,,,,,,,,,,,,,
27525946,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Q3L2RkLzg0L2Q2YjItNDJjYS05MzA0LWFhZWY4NzZlMGE5ZQ.xhtml,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI5LzFmLzYwLzFmODMtNDhhNy1hYWEzLWY4MjVhNTZmNjcyNA.pdf,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2U1L2U1LzVhL2MwZWQtNGVjZC1hNmE2LTIyODU1MTcyMGJkMw.xml,true,Kolding,6000.0,146.0,Vejlevej,Egtved,6040.0,100.0,Koldingvej,6040 Egtved,Koldingvej 100,Regnskabsklasse B,2016-05-30,2016-05-30,,,27525946.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Schmidt,Peter Schmidt,FrÃ¸s Herreds Sparekasse,NEOWEB ApS,Peter Schmidt,,,Kolding,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,424055.0,,61702775.0,false,false,Ingen bistand,urn:ofk:oid:22633443,indberetninger-20180424,2.5927862999999998,27525946.0,,2018-03-29T02:01:13.890Z,2016-06-08T01:14:56.841Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-28-DZ,2016-06-08T01:14:57.036Z,,,,,,,,,,,,,,,,,,,
27525946,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Q3L2RkLzg0L2Q2YjItNDJjYS05MzA0LWFhZWY4NzZlMGE5ZQ.xhtml,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI5LzFmLzYwLzFmODMtNDhhNy1hYWEzLWY4MjVhNTZmNjcyNA.pdf,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2U1L2U1LzVhL2MwZWQtNGVjZC1hNmE2LTIyODU1MTcyMGJkMw.xml,true,Kolding,6000.0,146.0,Vejlevej,Egtved,6040.0,100.0,Koldingvej,6040 Egtved,Koldingvej 100,Regnskabsklasse B,2016-05-30,2016-05-30,,,27525946.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Schmidt,Peter Schmidt,FrÃ¸s Herreds Sparekasse,NEOWEB ApS,Peter Schmidt,,,Kolding,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,424055.0,,61702775.0,false,false,Ingen bistand,urn:ofk:oid:22633443,indberetninger-20180424,2.5927862999999998,27525946.0,,2018-03-29T02:01:13.890Z,2016-06-08T01:14:56.841Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-28-DZ,2016-06-08T01:14:57.036Z,,,,,,,,,,,,,,,,,,,Peter Schmidt
27525946,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Q3L2RkLzg0L2Q2YjItNDJjYS05MzA0LWFhZWY4NzZlMGE5ZQ.xhtml,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI5LzFmLzYwLzFmODMtNDhhNy1hYWEzLWY4MjVhNTZmNjcyNA.pdf,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2U1L2U1LzVhL2MwZWQtNGVjZC1hNmE2LTIyODU1MTcyMGJkMw.xml,true,Kolding,6000.0,146.0,Vejlevej,Egtved,6040.0,100.0,Koldingvej,6040 Egtved,Koldingvej 100,Regnskabsklasse B,2016-05-30,2016-05-30,,,27525946.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Schmidt,Peter Schmidt,FrÃ¸s Herreds Sparekasse,NEOWEB ApS,Peter Schmidt,,,Kolding,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,424055.0,,61702775.0,false,false,Ingen bistand,urn:ofk:oid:22633443,indberetninger-20180424,2.5927862999999998,27525946.0,,2018-03-29T02:01:13.890Z,2016-06-08T01:14:56.841Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-28-DZ,2016-06-08T01:14:57.036Z,,,,,,,,,,,,,,,,,,,Anne Katrine Jensen
27525946,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Q3L2RkLzg0L2Q2YjItNDJjYS05MzA0LWFhZWY4NzZlMGE5ZQ.xhtml,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI5LzFmLzYwLzFmODMtNDhhNy1hYWEzLWY4MjVhNTZmNjcyNA.pdf,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2U1L2U1LzVhL2MwZWQtNGVjZC1hNmE2LTIyODU1MTcyMGJkMw.xml,true,Kolding,6000.0,146.0,Vejlevej,Egtved,6040.0,100.0,Koldingvej,6040 Egtved,Koldingvej 100,Regnskabsklasse B,2016-05-30,2016-05-30,,,27525946.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Schmidt,Peter Schmidt,FrÃ¸s Herreds Sparekasse,NEOWEB ApS,Peter Schmidt,,,Kolding,2014-01-01,2014-12-31,49900.0,,,2015-12-31,2015-01-01,,false,false,424055.0,,61702775.0,false,false,Ingen bistand,urn:ofk:oid:22633443,indberetninger-20180424,2.5927862999999998,27525946.0,,2018-03-29T02:01:13.890Z,2016-06-08T01:14:56.841Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-28-DZ,2016-06-08T01:14:57.036Z,,,,,,,,,,,,,,,,,,,
27525946,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Q3L2RkLzg0L2Q2YjItNDJjYS05MzA0LWFhZWY4NzZlMGE5ZQ.xhtml,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI5LzFmLzYwLzFmODMtNDhhNy1hYWEzLWY4MjVhNTZmNjcyNA.pdf,http://regnskaber.virk.dk/64952572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2U1L2U1LzVhL2MwZWQtNGVjZC1hNmE2LTIyODU1MTcyMGJkMw.xml,true,Kolding,6000.0,146.0,Vejlevej,Egtved,6040.0,100.0,Koldingvej,6040 Egtved,Koldingvej 100,Regnskabsklasse B,2016-05-30,2016-05-30,,,27525946.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Schmidt,Peter Schmidt,FrÃ¸s Herreds Sparekasse,NEOWEB ApS,Peter Schmidt,,,Kolding,2014-01-01,2014-12-31,259299.0,,,2015-12-31,2015-01-01,,false,false,424055.0,,61702775.0,false,false,Ingen bistand,urn:ofk:oid:22633443,indberetninger-20180424,2.5927862999999998,27525946.0,,2018-03-29T02:01:13.890Z,2016-06-08T01:14:56.841Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-28-DZ,2016-06-08T01:14:57.036Z,,,,,,,,,,,,,,,,,,,
