entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
34800626,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzYzLzdjL2JiLzUzNzAtNDQ1MS1hZjk1LTVhYzUxMmZlZGY3OQ.pdf,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzJjLzM4L2ZiLzI2OGItNGE3Zi05NGZmLThkZDkyNGE0NjM2YQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9000 Aalborg,Holbergsgade 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Niebro ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-10015.0,2019-06-02,2012-11-26,2019-06-02,Statsautoriseret revisor,6812.0,20222670.0,34800626.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niebro ApS.,-315188.0,Ãrsrapport,35000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Per Mellergaard,Per Mellergaard,Nordjyske Bank,Niebro ApS,BDO Statsautoriseret revisionsaktieselskab,40117.0,5117.0,Aalborg,2017-01-01,2017-12-31,-352102.0,-362117.0,-322000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,848646.0,true,2019-06-02,Aalborg,-10015.0,urn:ofk:oid:27469150,indberetninger-20180424,2.5124402000000003,34800626.0,AWtGkbohRYGX6_YTIprk,2019-06-11T12:45:18.851Z,2019-06-11T12:44:43.329Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-26-SU,2019-06-11T12:44:43.523Z,,,,,,,,,,,,,,,,,,,,,,,,
34800626,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzYzLzdjL2JiLzUzNzAtNDQ1MS1hZjk1LTVhYzUxMmZlZGY3OQ.pdf,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzJjLzM4L2ZiLzI2OGItNGE3Zi05NGZmLThkZDkyNGE0NjM2YQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9000 Aalborg,Holbergsgade 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Niebro ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-02,2012-11-26,2019-06-02,Statsautoriseret revisor,,20222670.0,34800626.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niebro ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Per Mellergaard,Per Mellergaard,Nordjyske Bank,Niebro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,-352102.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,848646.0,true,2019-06-02,Aalborg,,urn:ofk:oid:27469150,indberetninger-20180424,2.5124402000000003,34800626.0,AWtGkbohRYGX6_YTIprk,2019-06-11T12:45:18.851Z,2019-06-11T12:44:43.329Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-26-SU,2019-06-11T12:44:43.523Z,,,,,,,,,,,,,,,,,,,,,,,,
34800626,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzYzLzdjL2JiLzUzNzAtNDQ1MS1hZjk1LTVhYzUxMmZlZGY3OQ.pdf,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzJjLzM4L2ZiLzI2OGItNGE3Zi05NGZmLThkZDkyNGE0NjM2YQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9000 Aalborg,Holbergsgade 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Niebro ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-02,2012-11-26,2019-06-02,Statsautoriseret revisor,,20222670.0,34800626.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niebro ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Per Mellergaard,Per Mellergaard,Nordjyske Bank,Niebro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,848646.0,true,2019-06-02,Aalborg,,urn:ofk:oid:27469150,indberetninger-20180424,2.5124402000000003,34800626.0,AWtGkbohRYGX6_YTIprk,2019-06-11T12:45:18.851Z,2019-06-11T12:44:43.329Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-26-SU,2019-06-11T12:44:43.523Z,612179.0,31928.0,80000.0,270334.0,612179.0,341845.0,580012.0,580012.0,580012.0,239.0,0.0,190334.0,239.0,341845.0,295721.0,0.0,0.0,32745.0,8000.0,,,,,
34800626,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzYzLzdjL2JiLzUzNzAtNDQ1MS1hZjk1LTVhYzUxMmZlZGY3OQ.pdf,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzJjLzM4L2ZiLzI2OGItNGE3Zi05NGZmLThkZDkyNGE0NjM2YQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9000 Aalborg,Holbergsgade 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Niebro ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-02,2012-11-26,2019-06-02,Statsautoriseret revisor,,20222670.0,34800626.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niebro ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Per Mellergaard,Per Mellergaard,Nordjyske Bank,Niebro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,848646.0,true,2019-06-02,Aalborg,,urn:ofk:oid:27469150,indberetninger-20180424,2.5124402000000003,34800626.0,AWtGkbohRYGX6_YTIprk,2019-06-11T12:45:18.851Z,2019-06-11T12:44:43.329Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-26-SU,2019-06-11T12:44:43.523Z,,,,80000.0,,,,,,,,,,,,,,,,,,,,
34800626,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzYzLzdjL2JiLzUzNzAtNDQ1MS1hZjk1LTVhYzUxMmZlZGY3OQ.pdf,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzJjLzM4L2ZiLzI2OGItNGE3Zi05NGZmLThkZDkyNGE0NjM2YQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9000 Aalborg,Holbergsgade 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Niebro ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-02,2012-11-26,2019-06-02,Statsautoriseret revisor,,20222670.0,34800626.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niebro ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Per Mellergaard,Per Mellergaard,Nordjyske Bank,Niebro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,848646.0,true,2019-06-02,Aalborg,,urn:ofk:oid:27469150,indberetninger-20180424,2.5124402000000003,34800626.0,AWtGkbohRYGX6_YTIprk,2019-06-11T12:45:18.851Z,2019-06-11T12:44:43.329Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-26-SU,2019-06-11T12:44:43.523Z,,,,190334.0,,,,,,,,,,,,,,,,,,,,
34800626,2018-01-01,2018-01-01,c567,,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzYzLzdjL2JiLzUzNzAtNDQ1MS1hZjk1LTVhYzUxMmZlZGY3OQ.pdf,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzJjLzM4L2ZiLzI2OGItNGE3Zi05NGZmLThkZDkyNGE0NjM2YQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9000 Aalborg,Holbergsgade 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Niebro ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-02,2012-11-26,2019-06-02,Statsautoriseret revisor,,20222670.0,34800626.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niebro ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Per Mellergaard,Per Mellergaard,Nordjyske Bank,Niebro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,848646.0,true,2019-06-02,Aalborg,,urn:ofk:oid:27469150,indberetninger-20180424,2.5124402000000003,34800626.0,AWtGkbohRYGX6_YTIprk,2019-06-11T12:45:18.851Z,2019-06-11T12:44:43.329Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-26-SU,2019-06-11T12:44:43.523Z,,,,,,,,,,,,,,,,,,,,1976000.0,80012.0,2476000.0,,
34800626,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzYzLzdjL2JiLzUzNzAtNDQ1MS1hZjk1LTVhYzUxMmZlZGY3OQ.pdf,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzJjLzM4L2ZiLzI2OGItNGE3Zi05NGZmLThkZDkyNGE0NjM2YQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9000 Aalborg,Holbergsgade 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Niebro ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-1978.0,2019-06-02,2012-11-26,2019-06-02,Statsautoriseret revisor,8750.0,20222670.0,34800626.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niebro ApS.,848646.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Per Mellergaard,Per Mellergaard,Nordjyske Bank,Niebro ApS,BDO Statsautoriseret revisionsaktieselskab,2528.0,2528.0,Aalborg,2017-01-01,2017-12-31,839346.0,837368.0,839896.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,848646.0,true,2019-06-02,Aalborg,-1978.0,urn:ofk:oid:27469150,indberetninger-20180424,2.5124402000000003,34800626.0,AWtGkbohRYGX6_YTIprk,2019-06-11T12:45:18.851Z,2019-06-11T12:44:43.329Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-26-SU,2019-06-11T12:44:43.523Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
34800626,2018-01-01,2018-12-31,c212,,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzYzLzdjL2JiLzUzNzAtNDQ1MS1hZjk1LTVhYzUxMmZlZGY3OQ.pdf,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzJjLzM4L2ZiLzI2OGItNGE3Zi05NGZmLThkZDkyNGE0NjM2YQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9000 Aalborg,Holbergsgade 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Niebro ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-02,2012-11-26,2019-06-02,Statsautoriseret revisor,,20222670.0,34800626.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niebro ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Per Mellergaard,Per Mellergaard,Nordjyske Bank,Niebro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,839346.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,848646.0,true,2019-06-02,Aalborg,,urn:ofk:oid:27469150,indberetninger-20180424,2.5124402000000003,34800626.0,AWtGkbohRYGX6_YTIprk,2019-06-11T12:45:18.851Z,2019-06-11T12:44:43.329Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-26-SU,2019-06-11T12:44:43.523Z,,,,,,,,,,,,,,,,,,,,,,,,
34800626,2018-01-01,2018-12-31,c247,,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzYzLzdjL2JiLzUzNzAtNDQ1MS1hZjk1LTVhYzUxMmZlZGY3OQ.pdf,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzJjLzM4L2ZiLzI2OGItNGE3Zi05NGZmLThkZDkyNGE0NjM2YQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9000 Aalborg,Holbergsgade 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Niebro ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-02,2012-11-26,2019-06-02,Statsautoriseret revisor,,20222670.0,34800626.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niebro ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Per Mellergaard,Per Mellergaard,Nordjyske Bank,Niebro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,839346.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,848646.0,true,2019-06-02,Aalborg,,urn:ofk:oid:27469150,indberetninger-20180424,2.5124402000000003,34800626.0,AWtGkbohRYGX6_YTIprk,2019-06-11T12:45:18.851Z,2019-06-11T12:44:43.329Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-26-SU,2019-06-11T12:44:43.523Z,,,,,,,,,,,,,,,,,,,,,,,,
34800626,2018-01-01,2018-12-31,c306,,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzYzLzdjL2JiLzUzNzAtNDQ1MS1hZjk1LTVhYzUxMmZlZGY3OQ.pdf,http://regnskaber.virk.dk/62600843/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzJjLzM4L2ZiLzI2OGItNGE3Zi05NGZmLThkZDkyNGE0NjM2YQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,NÃ¸rresundby,9400.0,4.0,Torvet,9000 Aalborg,Holbergsgade 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Niebro ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-02,2012-11-26,2019-06-02,Statsautoriseret revisor,,20222670.0,34800626.0,20222670.0,mne28629,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Niebro ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Damkier,Per Mellergaard,Per Mellergaard,Nordjyske Bank,Niebro ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,848646.0,true,2019-06-02,Aalborg,,urn:ofk:oid:27469150,indberetninger-20180424,2.5124402000000003,34800626.0,AWtGkbohRYGX6_YTIprk,2019-06-11T12:45:18.851Z,2019-06-11T12:44:43.329Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-26-SU,2019-06-11T12:44:43.523Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
