entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29635862,2013-01-01,2013-12-31,ID_10,,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzc1L2M1L2IxL2JiODYtNGFmZi05MTU2LWJmMmU5Y2NkOTI1OA.pdf,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2E5LzMwL2EzLzBlNDgtNGFhOC1hZjdkLTVhODczNDlmNWRmOA.xml,"6400, SÃ¸nderborg",NÃ¸ddehegnet 8,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-06-12,2006-06-30,2015-06-12,29635862.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for YACHTBROKER SYD ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Tranekjer HymÃ¸ller,YACHTBROKER SYD ApS,Regnskabsservice,"Niels Tranekjer HymÃ¸ller, den 12-06-2015",511974.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"SÃ¸nderborg, 540",2014-12-31,2014-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:5612961,indberetninger-20180424,2.5124211,29635862.0,,2018-03-31T02:53:10.324Z,2015-06-29T13:36:48.602Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-80-CE,2015-06-29T13:36:48.851Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29635862,2013-01-01,2013-12-31,ID_6,,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzc1L2M1L2IxL2JiODYtNGFmZi05MTU2LWJmMmU5Y2NkOTI1OA.pdf,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2E5LzMwL2EzLzBlNDgtNGFhOC1hZjdkLTVhODczNDlmNWRmOA.xml,"6400, SÃ¸nderborg",NÃ¸ddehegnet 8,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-06-12,2006-06-30,2015-06-12,29635862.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for YACHTBROKER SYD ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Tranekjer HymÃ¸ller,YACHTBROKER SYD ApS,Regnskabsservice,"Niels Tranekjer HymÃ¸ller, den 12-06-2015",-511974.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"SÃ¸nderborg, 540",2014-12-31,2014-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:5612961,indberetninger-20180424,2.5124211,29635862.0,,2018-03-31T02:53:10.324Z,2015-06-29T13:36:48.602Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-80-CE,2015-06-29T13:36:48.851Z,9794.0,32266.0,-60274.0,170901.0,671.0,-272564.0,-102334.0,239410.0,,,,,,,,,,,,,,,,,,,,,,,
29635862,2013-01-01,2013-12-31,ID_8,,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzc1L2M1L2IxL2JiODYtNGFmZi05MTU2LWJmMmU5Y2NkOTI1OA.pdf,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2E5LzMwL2EzLzBlNDgtNGFhOC1hZjdkLTVhODczNDlmNWRmOA.xml,"6400, SÃ¸nderborg",NÃ¸ddehegnet 8,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-06-12,2006-06-30,2015-06-12,29635862.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for YACHTBROKER SYD ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Tranekjer HymÃ¸ller,YACHTBROKER SYD ApS,Regnskabsservice,"Niels Tranekjer HymÃ¸ller, den 12-06-2015",511974.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"SÃ¸nderborg, 540",2014-12-31,2014-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:5612961,indberetninger-20180424,2.5124211,29635862.0,,2018-03-31T02:53:10.324Z,2015-06-29T13:36:48.602Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-80-CE,2015-06-29T13:36:48.851Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29635862,2013-12-31,2013-12-31,ID_12,,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzc1L2M1L2IxL2JiODYtNGFmZi05MTU2LWJmMmU5Y2NkOTI1OA.pdf,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2E5LzMwL2EzLzBlNDgtNGFhOC1hZjdkLTVhODczNDlmNWRmOA.xml,"6400, SÃ¸nderborg",NÃ¸ddehegnet 8,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-06-12,2006-06-30,2015-06-12,29635862.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for YACHTBROKER SYD ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Tranekjer HymÃ¸ller,YACHTBROKER SYD ApS,Regnskabsservice,"Niels Tranekjer HymÃ¸ller, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"SÃ¸nderborg, 540",2014-12-31,2014-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:5612961,indberetninger-20180424,2.5124211,29635862.0,,2018-03-31T02:53:10.324Z,2015-06-29T13:36:48.602Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-80-CE,2015-06-29T13:36:48.851Z,,,,,,,,,601365.0,779.0,125000.0,596317.0,-1110297.0,5048.0,404294.0,601365.0,1711662.0,296291.0,5048.0,109020.0,5048.0,108003.0,-1235758.0,461.0,1261864.0,1711662.0,202135.0,191244.0,138643.0,191244.0,
29635862,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzc1L2M1L2IxL2JiODYtNGFmZi05MTU2LWJmMmU5Y2NkOTI1OA.pdf,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2E5LzMwL2EzLzBlNDgtNGFhOC1hZjdkLTVhODczNDlmNWRmOA.xml,"6400, SÃ¸nderborg",NÃ¸ddehegnet 8,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-06-12,2006-06-30,2015-06-12,29635862.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for YACHTBROKER SYD ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Tranekjer HymÃ¸ller,YACHTBROKER SYD ApS,Regnskabsservice,"Niels Tranekjer HymÃ¸ller, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"SÃ¸nderborg, 540",2014-12-31,2014-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:5612961,indberetninger-20180424,2.5124211,29635862.0,,2018-03-31T02:53:10.324Z,2015-06-29T13:36:48.602Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-80-CE,2015-06-29T13:36:48.851Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29635862,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzc1L2M1L2IxL2JiODYtNGFmZi05MTU2LWJmMmU5Y2NkOTI1OA.pdf,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2E5LzMwL2EzLzBlNDgtNGFhOC1hZjdkLTVhODczNDlmNWRmOA.xml,"6400, SÃ¸nderborg",NÃ¸ddehegnet 8,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-06-12,2006-06-30,2015-06-12,29635862.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for YACHTBROKER SYD ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Tranekjer HymÃ¸ller,YACHTBROKER SYD ApS,Regnskabsservice,"Niels Tranekjer HymÃ¸ller, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"SÃ¸nderborg, 540",2014-12-31,2014-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:5612961,indberetninger-20180424,2.5124211,29635862.0,,2018-03-31T02:53:10.324Z,2015-06-29T13:36:48.602Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-80-CE,2015-06-29T13:36:48.851Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niels Tranekjer HymÃ¸ller
29635862,2014-01-01,2014-12-31,ID_13,,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzc1L2M1L2IxL2JiODYtNGFmZi05MTU2LWJmMmU5Y2NkOTI1OA.pdf,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2E5LzMwL2EzLzBlNDgtNGFhOC1hZjdkLTVhODczNDlmNWRmOA.xml,"6400, SÃ¸nderborg",NÃ¸ddehegnet 8,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-06-12,2006-06-30,2015-06-12,29635862.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for YACHTBROKER SYD ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Tranekjer HymÃ¸ller,YACHTBROKER SYD ApS,Regnskabsservice,"Niels Tranekjer HymÃ¸ller, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"SÃ¸nderborg, 540",2014-12-31,2014-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:5612961,indberetninger-20180424,2.5124211,29635862.0,,2018-03-31T02:53:10.324Z,2015-06-29T13:36:48.602Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-80-CE,2015-06-29T13:36:48.851Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29635862,2014-01-01,2014-12-31,ID_14,,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzc1L2M1L2IxL2JiODYtNGFmZi05MTU2LWJmMmU5Y2NkOTI1OA.pdf,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2E5LzMwL2EzLzBlNDgtNGFhOC1hZjdkLTVhODczNDlmNWRmOA.xml,"6400, SÃ¸nderborg",NÃ¸ddehegnet 8,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-06-12,2006-06-30,2015-06-12,29635862.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for YACHTBROKER SYD ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Tranekjer HymÃ¸ller,YACHTBROKER SYD ApS,Regnskabsservice,"Niels Tranekjer HymÃ¸ller, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"SÃ¸nderborg, 540",2014-12-31,2014-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:5612961,indberetninger-20180424,2.5124211,29635862.0,,2018-03-31T02:53:10.324Z,2015-06-29T13:36:48.602Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-80-CE,2015-06-29T13:36:48.851Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29635862,2014-01-01,2014-12-31,ID_15,,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzc1L2M1L2IxL2JiODYtNGFmZi05MTU2LWJmMmU5Y2NkOTI1OA.pdf,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2E5LzMwL2EzLzBlNDgtNGFhOC1hZjdkLTVhODczNDlmNWRmOA.xml,"6400, SÃ¸nderborg",NÃ¸ddehegnet 8,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-06-12,2006-06-30,2015-06-12,29635862.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for YACHTBROKER SYD ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Tranekjer HymÃ¸ller,YACHTBROKER SYD ApS,Regnskabsservice,"Niels Tranekjer HymÃ¸ller, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"SÃ¸nderborg, 540",2014-12-31,2014-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:5612961,indberetninger-20180424,2.5124211,29635862.0,,2018-03-31T02:53:10.324Z,2015-06-29T13:36:48.602Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-80-CE,2015-06-29T13:36:48.851Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29635862,2014-01-01,2014-12-31,ID_16,,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzc1L2M1L2IxL2JiODYtNGFmZi05MTU2LWJmMmU5Y2NkOTI1OA.pdf,http://regnskaber.virk.dk/26853692/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2E5LzMwL2EzLzBlNDgtNGFhOC1hZjdkLTVhODczNDlmNWRmOA.xml,"6400, SÃ¸nderborg",NÃ¸ddehegnet 8,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2015-06-12,2006-06-30,2015-06-12,29635862.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for YACHTBROKER SYD ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Tranekjer HymÃ¸ller,YACHTBROKER SYD ApS,Regnskabsservice,"Niels Tranekjer HymÃ¸ller, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"SÃ¸nderborg, 540",2014-12-31,2014-01-01,DirektÃ¸r,Ingen bistand,urn:ofk:oid:5612961,indberetninger-20180424,2.5124211,29635862.0,,2018-03-31T02:53:10.324Z,2015-06-29T13:36:48.602Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-80-CE,2015-06-29T13:36:48.851Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
