entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
29219400,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzA1Lzk2LzA5L2ZmLzJhZTItNGFhOC04MWU1LTM2ZjdlZjdhOGIyOA.pdf,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzQ1L2IzLzlmLzYxODUtNGYwOC1hNWE1LTgxNWQwNWEyZWY5Ng.xml,StÃ¸vring,9530.0,61.0,Volsted Bygade,9530 StÃ¸vring,Volsted Bygade 61,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-30,2005-12-21,2019-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,29219400.0,29219400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Tingstrup Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Steen Jensen,Steen Jensen,Nordea Bank A/S,Tingstrup Holding ApS,Tingstrup Holding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,Ingen bistand,urn:ofk:oid:27315403,indberetninger-20180424,2.5118406,29219400.0,AWsKrseARYGX6_YTIOGM,2019-05-30T21:40:07.083Z,2019-05-30T21:39:13.506Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-MU,2019-05-30T21:39:14.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29219400,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzA1Lzk2LzA5L2ZmLzJhZTItNGFhOC04MWU1LTM2ZjdlZjdhOGIyOA.pdf,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzQ1L2IzLzlmLzYxODUtNGYwOC1hNWE1LTgxNWQwNWEyZWY5Ng.xml,StÃ¸vring,9530.0,61.0,Volsted Bygade,9530 StÃ¸vring,Volsted Bygade 61,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-30,2005-12-21,2019-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,4000000.0,29219400.0,29219400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Tingstrup Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Steen Jensen,Steen Jensen,Nordea Bank A/S,Tingstrup Holding ApS,Tingstrup Holding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,Ingen bistand,urn:ofk:oid:27315403,indberetninger-20180424,2.5118406,29219400.0,AWsKrseARYGX6_YTIOGM,2019-05-30T21:40:07.083Z,2019-05-30T21:39:13.506Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-MU,2019-05-30T21:39:14.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29219400,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzA1Lzk2LzA5L2ZmLzJhZTItNGFhOC04MWU1LTM2ZjdlZjdhOGIyOA.pdf,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzQ1L2IzLzlmLzYxODUtNGYwOC1hNWE1LTgxNWQwNWEyZWY5Ng.xml,StÃ¸vring,9530.0,61.0,Volsted Bygade,9530 StÃ¸vring,Volsted Bygade 61,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-30,2005-12-21,2019-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,,29219400.0,29219400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Tingstrup Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Steen Jensen,Steen Jensen,Nordea Bank A/S,Tingstrup Holding ApS,Tingstrup Holding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,Ingen bistand,urn:ofk:oid:27315403,indberetninger-20180424,2.5118406,29219400.0,AWsKrseARYGX6_YTIOGM,2019-05-30T21:40:07.083Z,2019-05-30T21:39:13.506Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-MU,2019-05-30T21:39:14.041Z,845000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29219400,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzA1Lzk2LzA5L2ZmLzJhZTItNGFhOC04MWU1LTM2ZjdlZjdhOGIyOA.pdf,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzQ1L2IzLzlmLzYxODUtNGYwOC1hNWE1LTgxNWQwNWEyZWY5Ng.xml,StÃ¸vring,9530.0,61.0,Volsted Bygade,9530 StÃ¸vring,Volsted Bygade 61,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-30,2005-12-21,2019-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,,29219400.0,29219400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Tingstrup Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Steen Jensen,Steen Jensen,Nordea Bank A/S,Tingstrup Holding ApS,Tingstrup Holding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,Ingen bistand,urn:ofk:oid:27315403,indberetninger-20180424,2.5118406,29219400.0,AWsKrseARYGX6_YTIOGM,2019-05-30T21:40:07.083Z,2019-05-30T21:39:13.506Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-MU,2019-05-30T21:39:14.041Z,845000.0,-4000.0,970000.0,3000.0,126000.0,1089000.0,-4000.0,244000.0,,,,,,,,,,,,,,,,,,,
29219400,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzA1Lzk2LzA5L2ZmLzJhZTItNGFhOC04MWU1LTM2ZjdlZjdhOGIyOA.pdf,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzQ1L2IzLzlmLzYxODUtNGYwOC1hNWE1LTgxNWQwNWEyZWY5Ng.xml,StÃ¸vring,9530.0,61.0,Volsted Bygade,9530 StÃ¸vring,Volsted Bygade 61,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-30,2005-12-21,2019-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,,29219400.0,29219400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Tingstrup Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Steen Jensen,Steen Jensen,Nordea Bank A/S,Tingstrup Holding ApS,Tingstrup Holding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,Ingen bistand,urn:ofk:oid:27315403,indberetninger-20180424,2.5118406,29219400.0,AWsKrseARYGX6_YTIOGM,2019-05-30T21:40:07.083Z,2019-05-30T21:39:13.506Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-MU,2019-05-30T21:39:14.041Z,845000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29219400,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzA1Lzk2LzA5L2ZmLzJhZTItNGFhOC04MWU1LTM2ZjdlZjdhOGIyOA.pdf,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzQ1L2IzLzlmLzYxODUtNGYwOC1hNWE1LTgxNWQwNWEyZWY5Ng.xml,StÃ¸vring,9530.0,61.0,Volsted Bygade,9530 StÃ¸vring,Volsted Bygade 61,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-30,2005-12-21,2019-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,4970000.0,29219400.0,29219400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Tingstrup Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Steen Jensen,Steen Jensen,Nordea Bank A/S,Tingstrup Holding ApS,Tingstrup Holding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,Ingen bistand,urn:ofk:oid:27315403,indberetninger-20180424,2.5118406,29219400.0,AWsKrseARYGX6_YTIOGM,2019-05-30T21:40:07.083Z,2019-05-30T21:39:13.506Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-MU,2019-05-30T21:39:14.041Z,,,,,,,,,6381000.0,3000.0,125000.0,2036000.0,6381000.0,166000.0,4345000.0,4345000.0,4345000.0,1995000.0,166000.0,1245000.0,1245000.0,4845000.0,1995000.0,166000.0,38000.0,0.0,38000.0
29219400,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzA1Lzk2LzA5L2ZmLzJhZTItNGFhOC04MWU1LTM2ZjdlZjdhOGIyOA.pdf,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzQ1L2IzLzlmLzYxODUtNGYwOC1hNWE1LTgxNWQwNWEyZWY5Ng.xml,StÃ¸vring,9530.0,61.0,Volsted Bygade,9530 StÃ¸vring,Volsted Bygade 61,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-30,2005-12-21,2019-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,29219400.0,29219400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Tingstrup Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Steen Jensen,Steen Jensen,Nordea Bank A/S,Tingstrup Holding ApS,Tingstrup Holding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,Ingen bistand,urn:ofk:oid:27315403,indberetninger-20180424,2.5118406,29219400.0,AWsKrseARYGX6_YTIOGM,2019-05-30T21:40:07.083Z,2019-05-30T21:39:13.506Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-MU,2019-05-30T21:39:14.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29219400,2017-12-31,2017-12-31,c743,,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzA1Lzk2LzA5L2ZmLzJhZTItNGFhOC04MWU1LTM2ZjdlZjdhOGIyOA.pdf,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzQ1L2IzLzlmLzYxODUtNGYwOC1hNWE1LTgxNWQwNWEyZWY5Ng.xml,StÃ¸vring,9530.0,61.0,Volsted Bygade,9530 StÃ¸vring,Volsted Bygade 61,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-30,2005-12-21,2019-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,4845000.0,29219400.0,29219400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Tingstrup Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Steen Jensen,Steen Jensen,Nordea Bank A/S,Tingstrup Holding ApS,Tingstrup Holding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,Ingen bistand,urn:ofk:oid:27315403,indberetninger-20180424,2.5118406,29219400.0,AWsKrseARYGX6_YTIOGM,2019-05-30T21:40:07.083Z,2019-05-30T21:39:13.506Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-MU,2019-05-30T21:39:14.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29219400,2018-01-01,2018-01-01,c181,,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzA1Lzk2LzA5L2ZmLzJhZTItNGFhOC04MWU1LTM2ZjdlZjdhOGIyOA.pdf,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzQ1L2IzLzlmLzYxODUtNGYwOC1hNWE1LTgxNWQwNWEyZWY5Ng.xml,StÃ¸vring,9530.0,61.0,Volsted Bygade,9530 StÃ¸vring,Volsted Bygade 61,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-30,2005-12-21,2019-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,29219400.0,29219400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Tingstrup Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Steen Jensen,Steen Jensen,Nordea Bank A/S,Tingstrup Holding ApS,Tingstrup Holding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,Ingen bistand,urn:ofk:oid:27315403,indberetninger-20180424,2.5118406,29219400.0,AWsKrseARYGX6_YTIOGM,2019-05-30T21:40:07.083Z,2019-05-30T21:39:13.506Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-MU,2019-05-30T21:39:14.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29219400,2018-01-01,2018-01-01,c199,,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzA1Lzk2LzA5L2ZmLzJhZTItNGFhOC04MWU1LTM2ZjdlZjdhOGIyOA.pdf,http://regnskaber.virk.dk/00491292/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzQ1L2IzLzlmLzYxODUtNGYwOC1hNWE1LTgxNWQwNWEyZWY5Ng.xml,StÃ¸vring,9530.0,61.0,Volsted Bygade,9530 StÃ¸vring,Volsted Bygade 61,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-30,2005-12-21,2019-05-30,Andre eksterne omkostninger omfatter omkostninger til administration.,4845491.0,29219400.0,29219400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Tingstrup Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Steen Jensen,Steen Jensen,Nordea Bank A/S,Tingstrup Holding ApS,Tingstrup Holding,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,Ingen bistand,urn:ofk:oid:27315403,indberetninger-20180424,2.5118406,29219400.0,AWsKrseARYGX6_YTIOGM,2019-05-30T21:40:07.083Z,2019-05-30T21:39:13.506Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-65-MU,2019-05-30T21:39:14.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
