entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PrepaymentsForIntangibleAssets,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
27676529,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEyL2YxLzFiLzIwYWUtNGIwZS1hZmY1LTUwY2I4MTU2MWY1ZA.xhtml,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU2L2E1L2UzLzhhODgtNDkyOS04ZjhkLTdjZGI5Y2UwMmM5YQ.pdf,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzkyLzhmLzZiLzAyMzItNGQ2Ny1hNjQ5LTJmZDg5YjkyZGFkNA.xml,true,Danmark,DK,HjÃ¸rring,9800.0,3.0,Kraghsvej,Hirtshals,9850.0,13.0,NÃ¸rregade,Hirtshals,9850.0,5.0,Stationsvej,9800 HjÃ¸rring,Kraghsvej 3,Til den daglige ledelse   i GrejOnline Aps,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-16,2017-02-28,994.0,Reg rev FSR Danske revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">BogfÃ¸rt vÃ¦rdi af pantsatte aktiver kr 1.377.000</p>",356048.0,332169.0,27676529.0,1003012847.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Skarregaard,JÃ¸rgen Skarregaard,Jyske Bank A/S,GREJONLINE ApS,Jens Broen,83522.0,Rask MÃ¸lle,2014-10-01,2015-09-30,-108395.0,-108395.0,-24873.0,2016-09-30,2015-10-01,false,false,2017-02-18,HjÃ¸rring,Selskabet har fremover fravalgt revision,0.0,30276380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23536429,indberetninger-20180424,2.5927877,27676529.0,,2018-03-27T19:25:09.641Z,2017-03-01T08:35:19.944Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-25-UG,2017-03-01T08:35:20.596Z,,,,,,,,,,,,,,,,,,,,,,,,,
27676529,2014-10-01,2015-09-30,c8,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEyL2YxLzFiLzIwYWUtNGIwZS1hZmY1LTUwY2I4MTU2MWY1ZA.xhtml,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU2L2E1L2UzLzhhODgtNDkyOS04ZjhkLTdjZGI5Y2UwMmM5YQ.pdf,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzkyLzhmLzZiLzAyMzItNGQ2Ny1hNjQ5LTJmZDg5YjkyZGFkNA.xml,true,Danmark,DK,HjÃ¸rring,9800.0,3.0,Kraghsvej,Hirtshals,9850.0,13.0,NÃ¸rregade,Hirtshals,9850.0,5.0,Stationsvej,9800 HjÃ¸rring,Kraghsvej 3,Til den daglige ledelse   i GrejOnline Aps,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-16,2017-02-28,,Reg rev FSR Danske revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">BogfÃ¸rt vÃ¦rdi af pantsatte aktiver kr 1.377.000</p>",,,27676529.0,1003012847.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Skarregaard,JÃ¸rgen Skarregaard,Jyske Bank A/S,GREJONLINE ApS,Jens Broen,,Rask MÃ¸lle,2014-10-01,2015-09-30,-108395.0,,,2016-09-30,2015-10-01,false,false,2017-02-18,HjÃ¸rring,Selskabet har fremover fravalgt revision,,30276380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23536429,indberetninger-20180424,2.5927877,27676529.0,,2018-03-27T19:25:09.641Z,2017-03-01T08:35:19.944Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-25-UG,2017-03-01T08:35:20.596Z,,,,,,,,,,,,,,,,,,,,,,,,,
27676529,2015-09-30,2015-09-30,c10,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEyL2YxLzFiLzIwYWUtNGIwZS1hZmY1LTUwY2I4MTU2MWY1ZA.xhtml,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU2L2E1L2UzLzhhODgtNDkyOS04ZjhkLTdjZGI5Y2UwMmM5YQ.pdf,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzkyLzhmLzZiLzAyMzItNGQ2Ny1hNjQ5LTJmZDg5YjkyZGFkNA.xml,true,Danmark,DK,HjÃ¸rring,9800.0,3.0,Kraghsvej,Hirtshals,9850.0,13.0,NÃ¸rregade,Hirtshals,9850.0,5.0,Stationsvej,9800 HjÃ¸rring,Kraghsvej 3,Til den daglige ledelse   i GrejOnline Aps,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-16,2017-02-28,,Reg rev FSR Danske revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">BogfÃ¸rt vÃ¦rdi af pantsatte aktiver kr 1.377.000</p>",,,27676529.0,1003012847.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Skarregaard,JÃ¸rgen Skarregaard,Jyske Bank A/S,GREJONLINE ApS,Jens Broen,,Rask MÃ¸lle,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-02-18,HjÃ¸rring,Selskabet har fremover fravalgt revision,,30276380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23536429,indberetninger-20180424,2.5927877,27676529.0,,2018-03-27T19:25:09.641Z,2017-03-01T08:35:19.944Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-25-UG,2017-03-01T08:35:20.596Z,1429433.0,300000.0,1419032.0,380368.0,2401.0,8000.0,1395612.0,1429433.0,1049065.0,362235.0,362235.0,1395612.0,10401.0,104573.0,8000.0,2401.0,80368.0,582257.0,686830.0,23420.0,6044.0,17376.0,,,
27676529,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEyL2YxLzFiLzIwYWUtNGIwZS1hZmY1LTUwY2I4MTU2MWY1ZA.xhtml,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU2L2E1L2UzLzhhODgtNDkyOS04ZjhkLTdjZGI5Y2UwMmM5YQ.pdf,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzkyLzhmLzZiLzAyMzItNGQ2Ny1hNjQ5LTJmZDg5YjkyZGFkNA.xml,true,Danmark,DK,HjÃ¸rring,9800.0,3.0,Kraghsvej,Hirtshals,9850.0,13.0,NÃ¸rregade,Hirtshals,9850.0,5.0,Stationsvej,9800 HjÃ¸rring,Kraghsvej 3,Til den daglige ledelse   i GrejOnline Aps,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-16,2017-02-28,800.0,Reg rev FSR Danske revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">BogfÃ¸rt vÃ¦rdi af pantsatte aktiver kr 1.377.000</p>",399604.0,287552.0,27676529.0,1003012847.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Skarregaard,JÃ¸rgen Skarregaard,Jyske Bank A/S,GREJONLINE ApS,Jens Broen,75627.0,Rask MÃ¸lle,2014-10-01,2015-09-30,-188479.0,-188479.0,-112852.0,2016-09-30,2015-10-01,false,false,2017-02-18,HjÃ¸rring,Selskabet har fremover fravalgt revision,0.0,30276380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23536429,indberetninger-20180424,2.5927877,27676529.0,,2018-03-27T19:25:09.641Z,2017-03-01T08:35:19.944Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-25-UG,2017-03-01T08:35:20.596Z,,,,,,,,,,,,,,,,,,,,,,,,,
27676529,2015-10-01,2016-09-30,c1,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEyL2YxLzFiLzIwYWUtNGIwZS1hZmY1LTUwY2I4MTU2MWY1ZA.xhtml,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU2L2E1L2UzLzhhODgtNDkyOS04ZjhkLTdjZGI5Y2UwMmM5YQ.pdf,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzkyLzhmLzZiLzAyMzItNGQ2Ny1hNjQ5LTJmZDg5YjkyZGFkNA.xml,true,Danmark,DK,HjÃ¸rring,9800.0,3.0,Kraghsvej,Hirtshals,9850.0,13.0,NÃ¸rregade,Hirtshals,9850.0,5.0,Stationsvej,9800 HjÃ¸rring,Kraghsvej 3,Til den daglige ledelse   i GrejOnline Aps,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-16,2017-02-28,,Reg rev FSR Danske revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">BogfÃ¸rt vÃ¦rdi af pantsatte aktiver kr 1.377.000</p>",,,27676529.0,1003012847.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Skarregaard,JÃ¸rgen Skarregaard,Jyske Bank A/S,GREJONLINE ApS,Jens Broen,,Rask MÃ¸lle,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-02-18,HjÃ¸rring,Selskabet har fremover fravalgt revision,,30276380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23536429,indberetninger-20180424,2.5927877,27676529.0,,2018-03-27T19:25:09.641Z,2017-03-01T08:35:19.944Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-25-UG,2017-03-01T08:35:20.596Z,,,,,,,,,,,,,,,,,,,,,,,23902656.0,REVISOR JENS BROEN,
27676529,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEyL2YxLzFiLzIwYWUtNGIwZS1hZmY1LTUwY2I4MTU2MWY1ZA.xhtml,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU2L2E1L2UzLzhhODgtNDkyOS04ZjhkLTdjZGI5Y2UwMmM5YQ.pdf,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzkyLzhmLzZiLzAyMzItNGQ2Ny1hNjQ5LTJmZDg5YjkyZGFkNA.xml,true,Danmark,DK,HjÃ¸rring,9800.0,3.0,Kraghsvej,Hirtshals,9850.0,13.0,NÃ¸rregade,Hirtshals,9850.0,5.0,Stationsvej,9800 HjÃ¸rring,Kraghsvej 3,Til den daglige ledelse   i GrejOnline Aps,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-16,2017-02-28,,Reg rev FSR Danske revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">BogfÃ¸rt vÃ¦rdi af pantsatte aktiver kr 1.377.000</p>",,,27676529.0,1003012847.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Skarregaard,JÃ¸rgen Skarregaard,Jyske Bank A/S,GREJONLINE ApS,Jens Broen,,Rask MÃ¸lle,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-02-18,HjÃ¸rring,Selskabet har fremover fravalgt revision,,30276380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23536429,indberetninger-20180424,2.5927877,27676529.0,,2018-03-27T19:25:09.641Z,2017-03-01T08:35:19.944Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-25-UG,2017-03-01T08:35:20.596Z,,,,,,,,,,,,,,,,,,,,,,,,,
27676529,2015-10-01,2016-09-30,c3,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEyL2YxLzFiLzIwYWUtNGIwZS1hZmY1LTUwY2I4MTU2MWY1ZA.xhtml,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU2L2E1L2UzLzhhODgtNDkyOS04ZjhkLTdjZGI5Y2UwMmM5YQ.pdf,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzkyLzhmLzZiLzAyMzItNGQ2Ny1hNjQ5LTJmZDg5YjkyZGFkNA.xml,true,Danmark,DK,HjÃ¸rring,9800.0,3.0,Kraghsvej,Hirtshals,9850.0,13.0,NÃ¸rregade,Hirtshals,9850.0,5.0,Stationsvej,9800 HjÃ¸rring,Kraghsvej 3,Til den daglige ledelse   i GrejOnline Aps,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-16,2017-02-28,,Reg rev FSR Danske revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">BogfÃ¸rt vÃ¦rdi af pantsatte aktiver kr 1.377.000</p>",,,27676529.0,1003012847.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Skarregaard,JÃ¸rgen Skarregaard,Jyske Bank A/S,GREJONLINE ApS,Jens Broen,,Rask MÃ¸lle,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-02-18,HjÃ¸rring,Selskabet har fremover fravalgt revision,,30276380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23536429,indberetninger-20180424,2.5927877,27676529.0,,2018-03-27T19:25:09.641Z,2017-03-01T08:35:19.944Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-25-UG,2017-03-01T08:35:20.596Z,,,,,,,,,,,,,,,,,,,,,,,,,Mikael Stokkebro
27676529,2015-10-01,2016-09-30,c4,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEyL2YxLzFiLzIwYWUtNGIwZS1hZmY1LTUwY2I4MTU2MWY1ZA.xhtml,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU2L2E1L2UzLzhhODgtNDkyOS04ZjhkLTdjZGI5Y2UwMmM5YQ.pdf,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzkyLzhmLzZiLzAyMzItNGQ2Ny1hNjQ5LTJmZDg5YjkyZGFkNA.xml,true,Danmark,DK,HjÃ¸rring,9800.0,3.0,Kraghsvej,Hirtshals,9850.0,13.0,NÃ¸rregade,Hirtshals,9850.0,5.0,Stationsvej,9800 HjÃ¸rring,Kraghsvej 3,Til den daglige ledelse   i GrejOnline Aps,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-16,2017-02-28,,Reg rev FSR Danske revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">BogfÃ¸rt vÃ¦rdi af pantsatte aktiver kr 1.377.000</p>",,,27676529.0,1003012847.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Skarregaard,JÃ¸rgen Skarregaard,Jyske Bank A/S,GREJONLINE ApS,Jens Broen,,Rask MÃ¸lle,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-02-18,HjÃ¸rring,Selskabet har fremover fravalgt revision,,30276380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23536429,indberetninger-20180424,2.5927877,27676529.0,,2018-03-27T19:25:09.641Z,2017-03-01T08:35:19.944Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-25-UG,2017-03-01T08:35:20.596Z,,,,,,,,,,,,,,,,,,,,,,,,,JÃ¸rgen Skarregaard
27676529,2015-10-01,2016-09-30,c5,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEyL2YxLzFiLzIwYWUtNGIwZS1hZmY1LTUwY2I4MTU2MWY1ZA.xhtml,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU2L2E1L2UzLzhhODgtNDkyOS04ZjhkLTdjZGI5Y2UwMmM5YQ.pdf,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzkyLzhmLzZiLzAyMzItNGQ2Ny1hNjQ5LTJmZDg5YjkyZGFkNA.xml,true,Danmark,DK,HjÃ¸rring,9800.0,3.0,Kraghsvej,Hirtshals,9850.0,13.0,NÃ¸rregade,Hirtshals,9850.0,5.0,Stationsvej,9800 HjÃ¸rring,Kraghsvej 3,Til den daglige ledelse   i GrejOnline Aps,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-16,2017-02-28,,Reg rev FSR Danske revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">BogfÃ¸rt vÃ¦rdi af pantsatte aktiver kr 1.377.000</p>",,,27676529.0,1003012847.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Skarregaard,JÃ¸rgen Skarregaard,Jyske Bank A/S,GREJONLINE ApS,Jens Broen,,Rask MÃ¸lle,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2017-02-18,HjÃ¸rring,Selskabet har fremover fravalgt revision,,30276380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23536429,indberetninger-20180424,2.5927877,27676529.0,,2018-03-27T19:25:09.641Z,2017-03-01T08:35:19.944Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-25-UG,2017-03-01T08:35:20.596Z,,,,,,,,,,,,,,,,,,,,,,,,,Erik Simonsen
27676529,2015-10-01,2016-09-30,c7,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEyL2YxLzFiLzIwYWUtNGIwZS1hZmY1LTUwY2I4MTU2MWY1ZA.xhtml,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzU2L2E1L2UzLzhhODgtNDkyOS04ZjhkLTdjZGI5Y2UwMmM5YQ.pdf,http://regnskaber.virk.dk/92567672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzkyLzhmLzZiLzAyMzItNGQ2Ny1hNjQ5LTJmZDg5YjkyZGFkNA.xml,true,Danmark,DK,HjÃ¸rring,9800.0,3.0,Kraghsvej,Hirtshals,9850.0,13.0,NÃ¸rregade,Hirtshals,9850.0,5.0,Stationsvej,9800 HjÃ¸rring,Kraghsvej 3,Til den daglige ledelse   i GrejOnline Aps,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-16,2017-02-28,,Reg rev FSR Danske revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">BogfÃ¸rt vÃ¦rdi af pantsatte aktiver kr 1.377.000</p>",,,27676529.0,1003012847.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Skarregaard,JÃ¸rgen Skarregaard,Jyske Bank A/S,GREJONLINE ApS,Jens Broen,,Rask MÃ¸lle,2014-10-01,2015-09-30,-188479.0,,,2016-09-30,2015-10-01,false,false,2017-02-18,HjÃ¸rring,Selskabet har fremover fravalgt revision,,30276380.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23536429,indberetninger-20180424,2.5927877,27676529.0,,2018-03-27T19:25:09.641Z,2017-03-01T08:35:19.944Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-25-UG,2017-03-01T08:35:20.596Z,,,,,,,,,,,,,,,,,,,,,,,,,
