entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,ShorttermLiabilitiesOtherThanProvisions,TaxExpense,TelephoneNumberOfReportingEntity,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,LongtermPayablesToShareholdersAndManagement,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,NoncurrentDeferredTaxAssets,OtherLongtermPayables,OtherReserves,OtherShorttermReceivables,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
27450296,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzdhL2FjLzg4M2UtNGUyMC1iZTFiLWM4NDZiNjZiNmE2ZA.xhtml,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FlLzU5LzRjLzJhZjUtNDI1Yy1hMzhlLWEwYWE5NzNmYWNhOA.pdf,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzU5Lzk1L2M5L2VlYzYtNDg2OC04OGU2LTM5ZTQwYmM0OTUzYg.xml,true,Tune,4030.0,35.0,LisegÃ¥rdsvÃ¦nget,2100 KÃ¸benahvn Ã,Marstalsgade 7,"Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-03-04,-45527.0,27450296.0,Ãrsrapport,Paul Thorsteinsson Aavang,Paul Thorsteinsson Aavang,NORDIC WINE IMPORTS ApS,eBogholderen ApS,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,-45527.0,-45527.0,-45527.0,2018-12-31,2018-01-01,19922.0,0.0,20486358.0,true,true,true,true,false,Ingen bistand,urn:ofk:oid:26977182,indberetninger-20180424,2.5927877,27450296.0,AWoMFp21RYGX6_YTGzdP,2019-04-11T11:10:06.966Z,2019-04-11T11:09:29.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-49-EL,2019-04-11T11:09:29.429Z,,,,,,,,,,,,,,,,,,,,,,
27450296,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzdhL2FjLzg4M2UtNGUyMC1iZTFiLWM4NDZiNjZiNmE2ZA.xhtml,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FlLzU5LzRjLzJhZjUtNDI1Yy1hMzhlLWEwYWE5NzNmYWNhOA.pdf,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzU5Lzk1L2M5L2VlYzYtNDg2OC04OGU2LTM5ZTQwYmM0OTUzYg.xml,true,Tune,4030.0,35.0,LisegÃ¥rdsvÃ¦nget,2100 KÃ¸benahvn Ã,Marstalsgade 7,"Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-03-04,,27450296.0,Ãrsrapport,Paul Thorsteinsson Aavang,Paul Thorsteinsson Aavang,NORDIC WINE IMPORTS ApS,eBogholderen ApS,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,-45527.0,,,2018-12-31,2018-01-01,19922.0,,20486358.0,true,true,true,true,false,Ingen bistand,urn:ofk:oid:26977182,indberetninger-20180424,2.5927877,27450296.0,AWoMFp21RYGX6_YTGzdP,2019-04-11T11:10:06.966Z,2019-04-11T11:09:29.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-49-EL,2019-04-11T11:09:29.429Z,,,,,,,,,,,,,,,,,,,,,,
27450296,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzdhL2FjLzg4M2UtNGUyMC1iZTFiLWM4NDZiNjZiNmE2ZA.xhtml,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FlLzU5LzRjLzJhZjUtNDI1Yy1hMzhlLWEwYWE5NzNmYWNhOA.pdf,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzU5Lzk1L2M5L2VlYzYtNDg2OC04OGU2LTM5ZTQwYmM0OTUzYg.xml,true,Tune,4030.0,35.0,LisegÃ¥rdsvÃ¦nget,2100 KÃ¸benahvn Ã,Marstalsgade 7,"Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-03-04,,27450296.0,Ãrsrapport,Paul Thorsteinsson Aavang,Paul Thorsteinsson Aavang,NORDIC WINE IMPORTS ApS,eBogholderen ApS,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,19922.0,,20486358.0,true,true,true,true,false,Ingen bistand,urn:ofk:oid:26977182,indberetninger-20180424,2.5927877,27450296.0,AWoMFp21RYGX6_YTGzdP,2019-04-11T11:10:06.966Z,2019-04-11T11:09:29.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-49-EL,2019-04-11T11:09:29.429Z,91397.0,22698.0,125000.0,91397.0,-124241.0,53451.0,91397.0,91397.0,7500.0,215638.0,185658.0,0.0,53451.0,7500.0,7500.0,29980.0,-249241.0,7748.0,7748.0,0.0,0.0,0.0
27450296,2018-01-01,2018-01-01,c7,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzdhL2FjLzg4M2UtNGUyMC1iZTFiLWM4NDZiNjZiNmE2ZA.xhtml,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FlLzU5LzRjLzJhZjUtNDI1Yy1hMzhlLWEwYWE5NzNmYWNhOA.pdf,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzU5Lzk1L2M5L2VlYzYtNDg2OC04OGU2LTM5ZTQwYmM0OTUzYg.xml,true,Tune,4030.0,35.0,LisegÃ¥rdsvÃ¦nget,2100 KÃ¸benahvn Ã,Marstalsgade 7,"Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-03-04,,27450296.0,Ãrsrapport,Paul Thorsteinsson Aavang,Paul Thorsteinsson Aavang,NORDIC WINE IMPORTS ApS,eBogholderen ApS,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,19922.0,,20486358.0,true,true,true,true,false,Ingen bistand,urn:ofk:oid:26977182,indberetninger-20180424,2.5927877,27450296.0,AWoMFp21RYGX6_YTGzdP,2019-04-11T11:10:06.966Z,2019-04-11T11:09:29.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-49-EL,2019-04-11T11:09:29.429Z,,,,,125000.0,,,,,,,,,,,,,,,,,
27450296,2018-01-01,2018-01-01,c8,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzdhL2FjLzg4M2UtNGUyMC1iZTFiLWM4NDZiNjZiNmE2ZA.xhtml,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FlLzU5LzRjLzJhZjUtNDI1Yy1hMzhlLWEwYWE5NzNmYWNhOA.pdf,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzU5Lzk1L2M5L2VlYzYtNDg2OC04OGU2LTM5ZTQwYmM0OTUzYg.xml,true,Tune,4030.0,35.0,LisegÃ¥rdsvÃ¦nget,2100 KÃ¸benahvn Ã,Marstalsgade 7,"Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-03-04,,27450296.0,Ãrsrapport,Paul Thorsteinsson Aavang,Paul Thorsteinsson Aavang,NORDIC WINE IMPORTS ApS,eBogholderen ApS,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,19922.0,,20486358.0,true,true,true,true,false,Ingen bistand,urn:ofk:oid:26977182,indberetninger-20180424,2.5927877,27450296.0,AWoMFp21RYGX6_YTGzdP,2019-04-11T11:10:06.966Z,2019-04-11T11:09:29.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-49-EL,2019-04-11T11:09:29.429Z,,,,,-249241.0,,,,,,,,,,,,,,,,,
27450296,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzdhL2FjLzg4M2UtNGUyMC1iZTFiLWM4NDZiNjZiNmE2ZA.xhtml,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FlLzU5LzRjLzJhZjUtNDI1Yy1hMzhlLWEwYWE5NzNmYWNhOA.pdf,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzU5Lzk1L2M5L2VlYzYtNDg2OC04OGU2LTM5ZTQwYmM0OTUzYg.xml,true,Tune,4030.0,35.0,LisegÃ¥rdsvÃ¦nget,2100 KÃ¸benahvn Ã,Marstalsgade 7,"Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-03-04,,27450296.0,Ãrsrapport,Paul Thorsteinsson Aavang,Paul Thorsteinsson Aavang,NORDIC WINE IMPORTS ApS,eBogholderen ApS,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,19922.0,,20486358.0,true,true,true,true,false,Ingen bistand,urn:ofk:oid:26977182,indberetninger-20180424,2.5927877,27450296.0,AWoMFp21RYGX6_YTGzdP,2019-04-11T11:10:06.966Z,2019-04-11T11:09:29.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-49-EL,2019-04-11T11:09:29.429Z,,,,,-124241.0,,,,,,,,,,,,,,,,,
27450296,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzdhL2FjLzg4M2UtNGUyMC1iZTFiLWM4NDZiNjZiNmE2ZA.xhtml,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FlLzU5LzRjLzJhZjUtNDI1Yy1hMzhlLWEwYWE5NzNmYWNhOA.pdf,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzU5Lzk1L2M5L2VlYzYtNDg2OC04OGU2LTM5ZTQwYmM0OTUzYg.xml,true,Tune,4030.0,35.0,LisegÃ¥rdsvÃ¦nget,2100 KÃ¸benahvn Ã,Marstalsgade 7,"Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-03-04,13457.0,27450296.0,Ãrsrapport,Paul Thorsteinsson Aavang,Paul Thorsteinsson Aavang,NORDIC WINE IMPORTS ApS,eBogholderen ApS,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,9783.0,13457.0,13457.0,2018-12-31,2018-01-01,19922.0,3674.0,20486358.0,true,true,true,true,false,Ingen bistand,urn:ofk:oid:26977182,indberetninger-20180424,2.5927877,27450296.0,AWoMFp21RYGX6_YTGzdP,2019-04-11T11:10:06.966Z,2019-04-11T11:09:29.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-49-EL,2019-04-11T11:09:29.429Z,,,,,,,,,,,,,,,,,,,,,,
27450296,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzdhL2FjLzg4M2UtNGUyMC1iZTFiLWM4NDZiNjZiNmE2ZA.xhtml,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FlLzU5LzRjLzJhZjUtNDI1Yy1hMzhlLWEwYWE5NzNmYWNhOA.pdf,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzU5Lzk1L2M5L2VlYzYtNDg2OC04OGU2LTM5ZTQwYmM0OTUzYg.xml,true,Tune,4030.0,35.0,LisegÃ¥rdsvÃ¦nget,2100 KÃ¸benahvn Ã,Marstalsgade 7,"Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-03-04,,27450296.0,Ãrsrapport,Paul Thorsteinsson Aavang,Paul Thorsteinsson Aavang,NORDIC WINE IMPORTS ApS,eBogholderen ApS,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,19922.0,,20486358.0,true,true,true,true,false,Ingen bistand,urn:ofk:oid:26977182,indberetninger-20180424,2.5927877,27450296.0,AWoMFp21RYGX6_YTGzdP,2019-04-11T11:10:06.966Z,2019-04-11T11:09:29.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-49-EL,2019-04-11T11:09:29.429Z,,,,,,,,,,,,,,,,,,,,,,
27450296,2018-01-01,2018-12-31,c10,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzdhL2FjLzg4M2UtNGUyMC1iZTFiLWM4NDZiNjZiNmE2ZA.xhtml,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FlLzU5LzRjLzJhZjUtNDI1Yy1hMzhlLWEwYWE5NzNmYWNhOA.pdf,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzU5Lzk1L2M5L2VlYzYtNDg2OC04OGU2LTM5ZTQwYmM0OTUzYg.xml,true,Tune,4030.0,35.0,LisegÃ¥rdsvÃ¦nget,2100 KÃ¸benahvn Ã,Marstalsgade 7,"Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-03-04,,27450296.0,Ãrsrapport,Paul Thorsteinsson Aavang,Paul Thorsteinsson Aavang,NORDIC WINE IMPORTS ApS,eBogholderen ApS,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,9783.0,,,2018-12-31,2018-01-01,19922.0,,20486358.0,true,true,true,true,false,Ingen bistand,urn:ofk:oid:26977182,indberetninger-20180424,2.5927877,27450296.0,AWoMFp21RYGX6_YTGzdP,2019-04-11T11:10:06.966Z,2019-04-11T11:09:29.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-49-EL,2019-04-11T11:09:29.429Z,,,,,,,,,,,,,,,,,,,,,,
27450296,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzdhL2FjLzg4M2UtNGUyMC1iZTFiLWM4NDZiNjZiNmE2ZA.xhtml,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FlLzU5LzRjLzJhZjUtNDI1Yy1hMzhlLWEwYWE5NzNmYWNhOA.pdf,http://regnskaber.virk.dk/69205472/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzU5Lzk1L2M5L2VlYzYtNDg2OC04OGU2LTM5ZTQwYmM0OTUzYg.xml,true,Tune,4030.0,35.0,LisegÃ¥rdsvÃ¦nget,2100 KÃ¸benahvn Ã,Marstalsgade 7,"Regnskabsklasse B, mikrovirksomhed",2019-03-04,2019-03-04,,27450296.0,Ãrsrapport,Paul Thorsteinsson Aavang,Paul Thorsteinsson Aavang,NORDIC WINE IMPORTS ApS,eBogholderen ApS,0.0,KÃ¸benhavn,2017-01-01,2017-12-31,9783.0,,,2018-12-31,2018-01-01,19922.0,,20486358.0,true,true,true,true,false,Ingen bistand,urn:ofk:oid:26977182,indberetninger-20180424,2.5927877,27450296.0,AWoMFp21RYGX6_YTGzdP,2019-04-11T11:10:06.966Z,2019-04-11T11:09:29.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-49-EL,2019-04-11T11:09:29.429Z,,,,,,,,,,,,,,,,,,,,,,
