entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
33250649,2016-10-01,2017-09-30,c174,,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxL2RjL2E4L2QyNDctNDNmZC05MGU2LTkxNzNkNGQwNGM4MA.pdf,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzZhLzhkLzEwLzBkY2QtNDZiMC1hMzVmLTQwMDg0MWI1ZDA1OA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Stormgade 9 2.,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Lindved Entreprise ApS,16635.0,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",1078.0,2018-11-08,2010-10-06,2018-12-06,72571.0,15241.0,Statsautoriseret revisor,hlj@nypost.dk,1009657.0,1152301.0,20222670.0,33250649.0,20222670.0,mne31481,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lindved Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Henning Lindved Jensen,Henning Lindved Jensen,Lindved Entreprise ApS,BDO Statsautoriseret revisionsaktieselskab,58.0,780.0,Vejle,52520.0,2016-10-01,2017-09-30,53082.0,70795.0,70073.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-09-30,2017-10-01,true,2018-11-08,Vejle,6555.0,17713.0,Formand,950582.0,urn:ofk:oid:26486276,indberetninger-20180424,2.5097342,33250649.0,AWfG_oWAet7j816DxfVd,2018-12-19T15:04:43.885Z,2018-12-19T15:03:45.120Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-42-CD,2018-12-19T15:03:45.321Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33250649,2016-10-01,2017-09-30,c195,,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxL2RjL2E4L2QyNDctNDNmZC05MGU2LTkxNzNkNGQwNGM4MA.pdf,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzZhLzhkLzEwLzBkY2QtNDZiMC1hMzVmLTQwMDg0MWI1ZDA1OA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Stormgade 9 2.,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Lindved Entreprise ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-11-08,2010-10-06,2018-12-06,,15241.0,Statsautoriseret revisor,hlj@nypost.dk,,,20222670.0,33250649.0,20222670.0,mne31481,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lindved Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Henning Lindved Jensen,Henning Lindved Jensen,Lindved Entreprise ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,,2016-10-01,2017-09-30,53082.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-09-30,2017-10-01,true,2018-11-08,Vejle,,,Formand,,urn:ofk:oid:26486276,indberetninger-20180424,2.5097342,33250649.0,AWfG_oWAet7j816DxfVd,2018-12-19T15:04:43.885Z,2018-12-19T15:03:45.120Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-42-CD,2018-12-19T15:03:45.321Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33250649,2017-09-30,2017-09-30,c172,,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxL2RjL2E4L2QyNDctNDNmZC05MGU2LTkxNzNkNGQwNGM4MA.pdf,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzZhLzhkLzEwLzBkY2QtNDZiMC1hMzVmLTQwMDg0MWI1ZDA1OA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Stormgade 9 2.,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Lindved Entreprise ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-11-08,2010-10-06,2018-12-06,,15241.0,Statsautoriseret revisor,hlj@nypost.dk,,,20222670.0,33250649.0,20222670.0,mne31481,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lindved Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Henning Lindved Jensen,Henning Lindved Jensen,Lindved Entreprise ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-09-30,2017-10-01,true,2018-11-08,Vejle,,,Formand,,urn:ofk:oid:26486276,indberetninger-20180424,2.5097342,33250649.0,AWfG_oWAet7j816DxfVd,2018-12-19T15:04:43.885Z,2018-12-19T15:03:45.120Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-42-CD,2018-12-19T15:03:45.321Z,759893.0,32806.0,603893.0,80000.0,0.0,37778.0,497277.0,44831.0,759893.0,230267.0,44831.0,12389.0,151737.0,44831.0,32349.0,32349.0,417277.0,12389.0,230267.0,669867.0,1078.0,77452.0,28196.0,,,,,
33250649,2017-10-01,2017-10-01,c226,,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxL2RjL2E4L2QyNDctNDNmZC05MGU2LTkxNzNkNGQwNGM4MA.pdf,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzZhLzhkLzEwLzBkY2QtNDZiMC1hMzVmLTQwMDg0MWI1ZDA1OA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Stormgade 9 2.,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Lindved Entreprise ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-11-08,2010-10-06,2018-12-06,,15241.0,Statsautoriseret revisor,hlj@nypost.dk,,,20222670.0,33250649.0,20222670.0,mne31481,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lindved Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Henning Lindved Jensen,Henning Lindved Jensen,Lindved Entreprise ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-09-30,2017-10-01,true,2018-11-08,Vejle,,,Formand,,urn:ofk:oid:26486276,indberetninger-20180424,2.5097342,33250649.0,AWfG_oWAet7j816DxfVd,2018-12-19T15:04:43.885Z,2018-12-19T15:03:45.120Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-42-CD,2018-12-19T15:03:45.321Z,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,
33250649,2017-10-01,2017-10-01,c253,,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxL2RjL2E4L2QyNDctNDNmZC05MGU2LTkxNzNkNGQwNGM4MA.pdf,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzZhLzhkLzEwLzBkY2QtNDZiMC1hMzVmLTQwMDg0MWI1ZDA1OA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Stormgade 9 2.,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Lindved Entreprise ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-11-08,2010-10-06,2018-12-06,,15241.0,Statsautoriseret revisor,hlj@nypost.dk,,,20222670.0,33250649.0,20222670.0,mne31481,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lindved Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Henning Lindved Jensen,Henning Lindved Jensen,Lindved Entreprise ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-09-30,2017-10-01,true,2018-11-08,Vejle,,,Formand,,urn:ofk:oid:26486276,indberetninger-20180424,2.5097342,33250649.0,AWfG_oWAet7j816DxfVd,2018-12-19T15:04:43.885Z,2018-12-19T15:03:45.120Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-42-CD,2018-12-19T15:03:45.321Z,,,,,,,417277.0,,,,,,,,,,,,,,,,,,,,,
33250649,2017-10-01,2017-10-01,c456,,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxL2RjL2E4L2QyNDctNDNmZC05MGU2LTkxNzNkNGQwNGM4MA.pdf,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzZhLzhkLzEwLzBkY2QtNDZiMC1hMzVmLTQwMDg0MWI1ZDA1OA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Stormgade 9 2.,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Lindved Entreprise ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-11-08,2010-10-06,2018-12-06,,15241.0,Statsautoriseret revisor,hlj@nypost.dk,,,20222670.0,33250649.0,20222670.0,mne31481,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lindved Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Henning Lindved Jensen,Henning Lindved Jensen,Lindved Entreprise ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-09-30,2017-10-01,true,2018-11-08,Vejle,,,Formand,,urn:ofk:oid:26486276,indberetninger-20180424,2.5097342,33250649.0,AWfG_oWAet7j816DxfVd,2018-12-19T15:04:43.885Z,2018-12-19T15:03:45.120Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-42-CD,2018-12-19T15:03:45.321Z,,,,,,,,,,,,,,,,,,,,,,,,99332.0,144163.0,,,
33250649,2017-10-01,2018-09-30,c173,,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxL2RjL2E4L2QyNDctNDNmZC05MGU2LTkxNzNkNGQwNGM4MA.pdf,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzZhLzhkLzEwLzBkY2QtNDZiMC1hMzVmLTQwMDg0MWI1ZDA1OA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Stormgade 9 2.,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Lindved Entreprise ApS,-33485.0,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",39182.0,2018-11-08,2010-10-06,2018-12-06,38493.0,15241.0,Statsautoriseret revisor,hlj@nypost.dk,1141998.0,1196221.0,20222670.0,33250649.0,20222670.0,mne31481,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lindved Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Henning Lindved Jensen,Henning Lindved Jensen,Lindved Entreprise ApS,BDO Statsautoriseret revisionsaktieselskab,1140.0,780.0,Vejle,44279.0,2016-10-01,2017-09-30,9673.0,15370.0,15730.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-09-30,2017-10-01,true,2018-11-08,Vejle,8886.0,5697.0,Formand,1088833.0,urn:ofk:oid:26486276,indberetninger-20180424,2.5097342,33250649.0,AWfG_oWAet7j816DxfVd,2018-12-19T15:04:43.885Z,2018-12-19T15:03:45.120Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-42-CD,2018-12-19T15:03:45.321Z,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
33250649,2017-10-01,2018-09-30,c194,,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxL2RjL2E4L2QyNDctNDNmZC05MGU2LTkxNzNkNGQwNGM4MA.pdf,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzZhLzhkLzEwLzBkY2QtNDZiMC1hMzVmLTQwMDg0MWI1ZDA1OA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Stormgade 9 2.,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Lindved Entreprise ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-11-08,2010-10-06,2018-12-06,,15241.0,Statsautoriseret revisor,hlj@nypost.dk,,,20222670.0,33250649.0,20222670.0,mne31481,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lindved Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Henning Lindved Jensen,Henning Lindved Jensen,Lindved Entreprise ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,,2016-10-01,2017-09-30,9673.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-09-30,2017-10-01,true,2018-11-08,Vejle,,,Formand,,urn:ofk:oid:26486276,indberetninger-20180424,2.5097342,33250649.0,AWfG_oWAet7j816DxfVd,2018-12-19T15:04:43.885Z,2018-12-19T15:03:45.120Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-42-CD,2018-12-19T15:03:45.321Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33250649,2017-10-01,2018-09-30,c254,,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxL2RjL2E4L2QyNDctNDNmZC05MGU2LTkxNzNkNGQwNGM4MA.pdf,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzZhLzhkLzEwLzBkY2QtNDZiMC1hMzVmLTQwMDg0MWI1ZDA1OA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Stormgade 9 2.,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Lindved Entreprise ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-11-08,2010-10-06,2018-12-06,,15241.0,Statsautoriseret revisor,hlj@nypost.dk,,,20222670.0,33250649.0,20222670.0,mne31481,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lindved Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Henning Lindved Jensen,Henning Lindved Jensen,Lindved Entreprise ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,,2016-10-01,2017-09-30,9673.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-09-30,2017-10-01,true,2018-11-08,Vejle,,,Formand,,urn:ofk:oid:26486276,indberetninger-20180424,2.5097342,33250649.0,AWfG_oWAet7j816DxfVd,2018-12-19T15:04:43.885Z,2018-12-19T15:03:45.120Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-42-CD,2018-12-19T15:03:45.321Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33250649,2017-10-01,2018-09-30,c305,,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzAxL2RjL2E4L2QyNDctNDNmZC05MGU2LTkxNzNkNGQwNGM4MA.pdf,http://regnskaber.virk.dk/94605233/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzZhLzhkLzEwLzBkY2QtNDZiMC1hMzVmLTQwMDg0MWI1ZDA1OA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Stormgade 9 2.,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Lindved Entreprise ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-11-08,2010-10-06,2018-12-06,,15241.0,Statsautoriseret revisor,hlj@nypost.dk,,,20222670.0,33250649.0,20222670.0,mne31481,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Lindved Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Henning Lindved Jensen,Henning Lindved Jensen,Lindved Entreprise ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-09-30,2017-10-01,true,2018-11-08,Vejle,,,Formand,,urn:ofk:oid:26486276,indberetninger-20180424,2.5097342,33250649.0,AWfG_oWAet7j816DxfVd,2018-12-19T15:04:43.885Z,2018-12-19T15:03:45.120Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-42-CD,2018-12-19T15:03:45.321Z,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
