entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividend,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables
26569834,2015-07-01,2016-06-30,c2,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzk4L2RjLzUwLzBkNWEtNDZiMS1iZTZhLWVhODQ4YWJiZDEzMQ.xhtml,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzY2LzUyLzYwLzg4Y2ItNDY0YS05YmY0LWM3NDdhZTZmYzBjYw.pdf,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzMyLzI5LzYzLzlkY2UtNGI1Ni1iM2EwLWY0Y2Q1YWE4M2IxMQ.xml,true,Danmark,DK,Odense,5000.0,Finanscenteret,Odense C,5000.0,"15, 1",Absalonsgade,6000 Kolding,Ole RÃ¸mers Vej 4,197577.0,Regnskabsklasse B,2017-10-10,71506.0,26569834.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Mortensen,Morten Ole Mortensen,Danske Bank,KAMO INVEST ApS,Lene Bolvig,2015-07-01,2016-06-30,-126071.0,-126071.0,-126071.0,0.0,2017-06-30,2016-07-01,false,false,0.0,false,false,Ingen bistand,urn:ofk:oid:24586582,indberetninger-20180424,2.5955422,26569834.0,,2018-03-27T11:56:48.359Z,2017-10-11T12:48:42.226Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BA-20-MB,2017-10-11T12:48:42.454Z,,,,,,,,,,,,,,,,,,,
26569834,2015-07-01,2016-06-30,c4,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzk4L2RjLzUwLzBkNWEtNDZiMS1iZTZhLWVhODQ4YWJiZDEzMQ.xhtml,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzY2LzUyLzYwLzg4Y2ItNDY0YS05YmY0LWM3NDdhZTZmYzBjYw.pdf,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzMyLzI5LzYzLzlkY2UtNGI1Ni1iM2EwLWY0Y2Q1YWE4M2IxMQ.xml,true,Danmark,DK,Odense,5000.0,Finanscenteret,Odense C,5000.0,"15, 1",Absalonsgade,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-10-10,,26569834.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Mortensen,Morten Ole Mortensen,Danske Bank,KAMO INVEST ApS,Lene Bolvig,2015-07-01,2016-06-30,99000.0,,,0.0,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24586582,indberetninger-20180424,2.5955422,26569834.0,,2018-03-27T11:56:48.359Z,2017-10-11T12:48:42.226Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BA-20-MB,2017-10-11T12:48:42.454Z,,,,,,,,,,,,,,,,,,,
26569834,2015-07-01,2016-06-30,c6,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzk4L2RjLzUwLzBkNWEtNDZiMS1iZTZhLWVhODQ4YWJiZDEzMQ.xhtml,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzY2LzUyLzYwLzg4Y2ItNDY0YS05YmY0LWM3NDdhZTZmYzBjYw.pdf,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzMyLzI5LzYzLzlkY2UtNGI1Ni1iM2EwLWY0Y2Q1YWE4M2IxMQ.xml,true,Danmark,DK,Odense,5000.0,Finanscenteret,Odense C,5000.0,"15, 1",Absalonsgade,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-10-10,,26569834.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Mortensen,Morten Ole Mortensen,Danske Bank,KAMO INVEST ApS,Lene Bolvig,2015-07-01,2016-06-30,0.0,,,0.0,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24586582,indberetninger-20180424,2.5955422,26569834.0,,2018-03-27T11:56:48.359Z,2017-10-11T12:48:42.226Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BA-20-MB,2017-10-11T12:48:42.454Z,,,,,,,,,,,,,,,,,,,
26569834,2015-07-01,2016-06-30,c8,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzk4L2RjLzUwLzBkNWEtNDZiMS1iZTZhLWVhODQ4YWJiZDEzMQ.xhtml,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzY2LzUyLzYwLzg4Y2ItNDY0YS05YmY0LWM3NDdhZTZmYzBjYw.pdf,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzMyLzI5LzYzLzlkY2UtNGI1Ni1iM2EwLWY0Y2Q1YWE4M2IxMQ.xml,true,Danmark,DK,Odense,5000.0,Finanscenteret,Odense C,5000.0,"15, 1",Absalonsgade,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-10-10,,26569834.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Mortensen,Morten Ole Mortensen,Danske Bank,KAMO INVEST ApS,Lene Bolvig,2015-07-01,2016-06-30,-225071.0,,,0.0,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24586582,indberetninger-20180424,2.5955422,26569834.0,,2018-03-27T11:56:48.359Z,2017-10-11T12:48:42.226Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BA-20-MB,2017-10-11T12:48:42.454Z,,,,,,,,,,,,,,,,,,,
26569834,2016-06-30,2016-06-30,c10,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzk4L2RjLzUwLzBkNWEtNDZiMS1iZTZhLWVhODQ4YWJiZDEzMQ.xhtml,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzY2LzUyLzYwLzg4Y2ItNDY0YS05YmY0LWM3NDdhZTZmYzBjYw.pdf,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzMyLzI5LzYzLzlkY2UtNGI1Ni1iM2EwLWY0Y2Q1YWE4M2IxMQ.xml,true,Danmark,DK,Odense,5000.0,Finanscenteret,Odense C,5000.0,"15, 1",Absalonsgade,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-10-10,,26569834.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Mortensen,Morten Ole Mortensen,Danske Bank,KAMO INVEST ApS,Lene Bolvig,2015-07-01,2016-06-30,,,,0.0,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24586582,indberetninger-20180424,2.5955422,26569834.0,,2018-03-27T11:56:48.359Z,2017-10-11T12:48:42.226Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BA-20-MB,2017-10-11T12:48:42.454Z,1099846.0,257978.0,125000.0,1079068.0,1076696.0,20778.0,1099846.0,23150.0,20778.0,767483.0,23150.0,13632.0,20778.0,99000.0,852696.0,767483.0,23150.0,53607.0,39975.0
26569834,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzk4L2RjLzUwLzBkNWEtNDZiMS1iZTZhLWVhODQ4YWJiZDEzMQ.xhtml,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzY2LzUyLzYwLzg4Y2ItNDY0YS05YmY0LWM3NDdhZTZmYzBjYw.pdf,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzMyLzI5LzYzLzlkY2UtNGI1Ni1iM2EwLWY0Y2Q1YWE4M2IxMQ.xml,true,Danmark,DK,Odense,5000.0,Finanscenteret,Odense C,5000.0,"15, 1",Absalonsgade,6000 Kolding,Ole RÃ¸mers Vej 4,135328.0,Regnskabsklasse B,2017-10-10,243863.0,26569834.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Mortensen,Morten Ole Mortensen,Danske Bank,KAMO INVEST ApS,Lene Bolvig,2015-07-01,2016-06-30,108544.0,108535.0,108535.0,0.0,2017-06-30,2016-07-01,false,false,-9.0,false,false,Ingen bistand,urn:ofk:oid:24586582,indberetninger-20180424,2.5955422,26569834.0,,2018-03-27T11:56:48.359Z,2017-10-11T12:48:42.226Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BA-20-MB,2017-10-11T12:48:42.454Z,,,,,,,,,,,,,,,,,,,
26569834,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzk4L2RjLzUwLzBkNWEtNDZiMS1iZTZhLWVhODQ4YWJiZDEzMQ.xhtml,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzY2LzUyLzYwLzg4Y2ItNDY0YS05YmY0LWM3NDdhZTZmYzBjYw.pdf,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzMyLzI5LzYzLzlkY2UtNGI1Ni1iM2EwLWY0Y2Q1YWE4M2IxMQ.xml,true,Danmark,DK,Odense,5000.0,Finanscenteret,Odense C,5000.0,"15, 1",Absalonsgade,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-10-10,,26569834.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Mortensen,Morten Ole Mortensen,Danske Bank,KAMO INVEST ApS,Lene Bolvig,2015-07-01,2016-06-30,,,,0.0,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24586582,indberetninger-20180424,2.5955422,26569834.0,,2018-03-27T11:56:48.359Z,2017-10-11T12:48:42.226Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BA-20-MB,2017-10-11T12:48:42.454Z,,,,,,,,,,,,,,,,,,,
26569834,2016-07-01,2017-06-30,c3,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzk4L2RjLzUwLzBkNWEtNDZiMS1iZTZhLWVhODQ4YWJiZDEzMQ.xhtml,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzY2LzUyLzYwLzg4Y2ItNDY0YS05YmY0LWM3NDdhZTZmYzBjYw.pdf,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzMyLzI5LzYzLzlkY2UtNGI1Ni1iM2EwLWY0Y2Q1YWE4M2IxMQ.xml,true,Danmark,DK,Odense,5000.0,Finanscenteret,Odense C,5000.0,"15, 1",Absalonsgade,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-10-10,,26569834.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Mortensen,Morten Ole Mortensen,Danske Bank,KAMO INVEST ApS,Lene Bolvig,2015-07-01,2016-06-30,100000.0,,,0.0,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24586582,indberetninger-20180424,2.5955422,26569834.0,,2018-03-27T11:56:48.359Z,2017-10-11T12:48:42.226Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BA-20-MB,2017-10-11T12:48:42.454Z,,,,,,,,,,,,,,,,,,,
26569834,2016-07-01,2017-06-30,c7,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzk4L2RjLzUwLzBkNWEtNDZiMS1iZTZhLWVhODQ4YWJiZDEzMQ.xhtml,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzY2LzUyLzYwLzg4Y2ItNDY0YS05YmY0LWM3NDdhZTZmYzBjYw.pdf,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzMyLzI5LzYzLzlkY2UtNGI1Ni1iM2EwLWY0Y2Q1YWE4M2IxMQ.xml,true,Danmark,DK,Odense,5000.0,Finanscenteret,Odense C,5000.0,"15, 1",Absalonsgade,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-10-10,,26569834.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Mortensen,Morten Ole Mortensen,Danske Bank,KAMO INVEST ApS,Lene Bolvig,2015-07-01,2016-06-30,8544.0,,,0.0,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24586582,indberetninger-20180424,2.5955422,26569834.0,,2018-03-27T11:56:48.359Z,2017-10-11T12:48:42.226Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BA-20-MB,2017-10-11T12:48:42.454Z,,,,,,,,,,,,,,,,,,,
26569834,2017-06-30,2017-06-30,c9,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzk4L2RjLzUwLzBkNWEtNDZiMS1iZTZhLWVhODQ4YWJiZDEzMQ.xhtml,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzY2LzUyLzYwLzg4Y2ItNDY0YS05YmY0LWM3NDdhZTZmYzBjYw.pdf,http://regnskaber.virk.dk/43896562/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzMyLzI5LzYzLzlkY2UtNGI1Ni1iM2EwLWY0Y2Q1YWE4M2IxMQ.xml,true,Danmark,DK,Odense,5000.0,Finanscenteret,Odense C,5000.0,"15, 1",Absalonsgade,6000 Kolding,Ole RÃ¸mers Vej 4,,Regnskabsklasse B,2017-10-10,,26569834.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Mortensen,Morten Ole Mortensen,Danske Bank,KAMO INVEST ApS,Lene Bolvig,2015-07-01,2016-06-30,,,,0.0,2017-06-30,2016-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24586582,indberetninger-20180424,2.5955422,26569834.0,,2018-03-27T11:56:48.359Z,2017-10-11T12:48:42.226Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BA-20-MB,2017-10-11T12:48:42.454Z,1113101.0,362406.0,125000.0,1102712.0,1086240.0,10389.0,1113101.0,26861.0,10389.0,706643.0,26861.0,13663.0,10389.0,100000.0,861240.0,706643.0,26861.0,33663.0,20000.0
