entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,EmailOfReportingEntity,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,Inventories,ManufacturedGoodsAndGoodsForResale,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherShorttermReceivables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,CostOfProduction,ExtraordinaryProfitLossBeforeTax,GrossResult,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,NameAndSurnameOfMemberOfSupervisoryBoard
34886199,2012-12-04,2013-12-31,c10,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzI3LzJmLzExLzM1NzYtNGRjNi1hN2NhLTFjODc1ZmQ5ODQxZA.xhtml,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2IxLzRhLzFlLzVjMGMtNDljZi05MTAwLTQ5ZjhiYjcwMDBkYQ.pdf,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzU2L2YwLzUwLzRkYmItNGRmMS04MDQ0LTZkNTI4ODMyMjNkNg.xml,Danmark,DK,KÃ¸benhavn,1202.0,"42, 1. sal",Gammel Strand,KÃ¸benhavn Ã,2100.0,"2, st th",Aggersborggade,4200 Slagelse,Fruegade 11,33146.0,Regnskabsklasse B,2015-04-09,2015-04-09,66904.0,info@anotherview.dk,34886199.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,124401.0,124401.0,Mette Stuhr,Pia Ravn Dyhr,Sparekassen Vendsyssel,ANOTHER VIEW ApS,Pia Ravn Dyhr,5000.0,KÃ¸benhavn,2012-12-04,2013-12-31,-61975.0,2014-12-31,2014-01-01,72161.0,207221.0,67161.0,Revision er fravalgt.,24664846.0,Ingen bistand,urn:ofk:oid:5241534,indberetninger-20180424,2.5926313,34886199.0,,2018-03-30T11:28:46.358Z,2015-05-14T12:33:07.887Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-73-YM,2015-05-14T12:33:07.940Z,,,,,,,,,,,,,,,,,,
34886199,2012-12-04,2013-12-31,c8,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzI3LzJmLzExLzM1NzYtNGRjNi1hN2NhLTFjODc1ZmQ5ODQxZA.xhtml,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2IxLzRhLzFlLzVjMGMtNDljZi05MTAwLTQ5ZjhiYjcwMDBkYQ.pdf,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzU2L2YwLzUwLzRkYmItNGRmMS04MDQ0LTZkNTI4ODMyMjNkNg.xml,Danmark,DK,KÃ¸benhavn,1202.0,"42, 1. sal",Gammel Strand,KÃ¸benhavn Ã,2100.0,"2, st th",Aggersborggade,4200 Slagelse,Fruegade 11,33146.0,Regnskabsklasse B,2015-04-09,2015-04-09,66904.0,info@anotherview.dk,34886199.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,124401.0,124401.0,Mette Stuhr,Pia Ravn Dyhr,Sparekassen Vendsyssel,ANOTHER VIEW ApS,Pia Ravn Dyhr,5000.0,KÃ¸benhavn,2012-12-04,2013-12-31,-61975.0,2014-12-31,2014-01-01,72161.0,207221.0,67161.0,Revision er fravalgt.,24664846.0,Ingen bistand,urn:ofk:oid:5241534,indberetninger-20180424,2.5926313,34886199.0,,2018-03-30T11:28:46.358Z,2015-05-14T12:33:07.887Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-73-YM,2015-05-14T12:33:07.940Z,50404.0,-61975.0,68246.0,97075.0,-61975.0,-61975.0,118650.0,,,,,,,,,,,
34886199,2013-12-31,2013-12-31,c12,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzI3LzJmLzExLzM1NzYtNGRjNi1hN2NhLTFjODc1ZmQ5ODQxZA.xhtml,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2IxLzRhLzFlLzVjMGMtNDljZi05MTAwLTQ5ZjhiYjcwMDBkYQ.pdf,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzU2L2YwLzUwLzRkYmItNGRmMS04MDQ0LTZkNTI4ODMyMjNkNg.xml,Danmark,DK,KÃ¸benhavn,1202.0,"42, 1. sal",Gammel Strand,KÃ¸benhavn Ã,2100.0,"2, st th",Aggersborggade,4200 Slagelse,Fruegade 11,33146.0,Regnskabsklasse B,2015-04-09,2015-04-09,66904.0,info@anotherview.dk,34886199.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,124401.0,124401.0,Mette Stuhr,Pia Ravn Dyhr,Sparekassen Vendsyssel,ANOTHER VIEW ApS,Pia Ravn Dyhr,5000.0,KÃ¸benhavn,2012-12-04,2013-12-31,,2014-12-31,2014-01-01,72161.0,207221.0,67161.0,Revision er fravalgt.,24664846.0,Ingen bistand,urn:ofk:oid:5241534,indberetninger-20180424,2.5926313,34886199.0,,2018-03-30T11:28:46.358Z,2015-05-14T12:33:07.887Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-73-YM,2015-05-14T12:33:07.940Z,,,,,,,,47158.0,47158.0,80000.0,47158.0,18025.0,47158.0,29133.0,29133.0,-61975.0,29133.0,
34886199,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzI3LzJmLzExLzM1NzYtNGRjNi1hN2NhLTFjODc1ZmQ5ODQxZA.xhtml,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2IxLzRhLzFlLzVjMGMtNDljZi05MTAwLTQ5ZjhiYjcwMDBkYQ.pdf,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzU2L2YwLzUwLzRkYmItNGRmMS04MDQ0LTZkNTI4ODMyMjNkNg.xml,Danmark,DK,KÃ¸benhavn,1202.0,"42, 1. sal",Gammel Strand,KÃ¸benhavn Ã,2100.0,"2, st th",Aggersborggade,4200 Slagelse,Fruegade 11,33146.0,Regnskabsklasse B,2015-04-09,2015-04-09,66904.0,info@anotherview.dk,34886199.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,124401.0,124401.0,Mette Stuhr,Pia Ravn Dyhr,Sparekassen Vendsyssel,ANOTHER VIEW ApS,Pia Ravn Dyhr,5000.0,KÃ¸benhavn,2012-12-04,2013-12-31,-117111.0,2014-12-31,2014-01-01,72161.0,207221.0,67161.0,Revision er fravalgt.,24664846.0,Ingen bistand,urn:ofk:oid:5241534,indberetninger-20180424,2.5926313,34886199.0,,2018-03-30T11:28:46.358Z,2015-05-14T12:33:07.887Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-73-YM,2015-05-14T12:33:07.940Z,67370.0,-117111.0,94185.0,144392.0,-117111.0,-117111.0,161555.0,,,,,,,,,,,
34886199,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzI3LzJmLzExLzM1NzYtNGRjNi1hN2NhLTFjODc1ZmQ5ODQxZA.xhtml,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2IxLzRhLzFlLzVjMGMtNDljZi05MTAwLTQ5ZjhiYjcwMDBkYQ.pdf,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzU2L2YwLzUwLzRkYmItNGRmMS04MDQ0LTZkNTI4ODMyMjNkNg.xml,Danmark,DK,KÃ¸benhavn,1202.0,"42, 1. sal",Gammel Strand,KÃ¸benhavn Ã,2100.0,"2, st th",Aggersborggade,4200 Slagelse,Fruegade 11,33146.0,Regnskabsklasse B,2015-04-09,2015-04-09,66904.0,info@anotherview.dk,34886199.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,124401.0,124401.0,Mette Stuhr,Pia Ravn Dyhr,Sparekassen Vendsyssel,ANOTHER VIEW ApS,Pia Ravn Dyhr,5000.0,KÃ¸benhavn,2012-12-04,2013-12-31,,2014-12-31,2014-01-01,72161.0,207221.0,67161.0,Revision er fravalgt.,24664846.0,Ingen bistand,urn:ofk:oid:5241534,indberetninger-20180424,2.5926313,34886199.0,,2018-03-30T11:28:46.358Z,2015-05-14T12:33:07.887Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-73-YM,2015-05-14T12:33:07.940Z,,,,,,,,,,,,,,,,,,
34886199,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzI3LzJmLzExLzM1NzYtNGRjNi1hN2NhLTFjODc1ZmQ5ODQxZA.xhtml,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2IxLzRhLzFlLzVjMGMtNDljZi05MTAwLTQ5ZjhiYjcwMDBkYQ.pdf,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzU2L2YwLzUwLzRkYmItNGRmMS04MDQ0LTZkNTI4ODMyMjNkNg.xml,Danmark,DK,KÃ¸benhavn,1202.0,"42, 1. sal",Gammel Strand,KÃ¸benhavn Ã,2100.0,"2, st th",Aggersborggade,4200 Slagelse,Fruegade 11,33146.0,Regnskabsklasse B,2015-04-09,2015-04-09,66904.0,info@anotherview.dk,34886199.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,124401.0,124401.0,Mette Stuhr,Pia Ravn Dyhr,Sparekassen Vendsyssel,ANOTHER VIEW ApS,Pia Ravn Dyhr,5000.0,KÃ¸benhavn,2012-12-04,2013-12-31,,2014-12-31,2014-01-01,72161.0,207221.0,67161.0,Revision er fravalgt.,24664846.0,Ingen bistand,urn:ofk:oid:5241534,indberetninger-20180424,2.5926313,34886199.0,,2018-03-30T11:28:46.358Z,2015-05-14T12:33:07.887Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-73-YM,2015-05-14T12:33:07.940Z,,,,,,,,,,,,,,,,,,Dorthe Merete BrÃ¸gger
34886199,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzI3LzJmLzExLzM1NzYtNGRjNi1hN2NhLTFjODc1ZmQ5ODQxZA.xhtml,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2IxLzRhLzFlLzVjMGMtNDljZi05MTAwLTQ5ZjhiYjcwMDBkYQ.pdf,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzU2L2YwLzUwLzRkYmItNGRmMS04MDQ0LTZkNTI4ODMyMjNkNg.xml,Danmark,DK,KÃ¸benhavn,1202.0,"42, 1. sal",Gammel Strand,KÃ¸benhavn Ã,2100.0,"2, st th",Aggersborggade,4200 Slagelse,Fruegade 11,33146.0,Regnskabsklasse B,2015-04-09,2015-04-09,66904.0,info@anotherview.dk,34886199.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,124401.0,124401.0,Mette Stuhr,Pia Ravn Dyhr,Sparekassen Vendsyssel,ANOTHER VIEW ApS,Pia Ravn Dyhr,5000.0,KÃ¸benhavn,2012-12-04,2013-12-31,,2014-12-31,2014-01-01,72161.0,207221.0,67161.0,Revision er fravalgt.,24664846.0,Ingen bistand,urn:ofk:oid:5241534,indberetninger-20180424,2.5926313,34886199.0,,2018-03-30T11:28:46.358Z,2015-05-14T12:33:07.887Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-73-YM,2015-05-14T12:33:07.940Z,,,,,,,,,,,,,,,,,,Pia Ravn Dyhr
34886199,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzI3LzJmLzExLzM1NzYtNGRjNi1hN2NhLTFjODc1ZmQ5ODQxZA.xhtml,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2IxLzRhLzFlLzVjMGMtNDljZi05MTAwLTQ5ZjhiYjcwMDBkYQ.pdf,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzU2L2YwLzUwLzRkYmItNGRmMS04MDQ0LTZkNTI4ODMyMjNkNg.xml,Danmark,DK,KÃ¸benhavn,1202.0,"42, 1. sal",Gammel Strand,KÃ¸benhavn Ã,2100.0,"2, st th",Aggersborggade,4200 Slagelse,Fruegade 11,33146.0,Regnskabsklasse B,2015-04-09,2015-04-09,66904.0,info@anotherview.dk,34886199.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,124401.0,124401.0,Mette Stuhr,Pia Ravn Dyhr,Sparekassen Vendsyssel,ANOTHER VIEW ApS,Pia Ravn Dyhr,5000.0,KÃ¸benhavn,2012-12-04,2013-12-31,,2014-12-31,2014-01-01,72161.0,207221.0,67161.0,Revision er fravalgt.,24664846.0,Ingen bistand,urn:ofk:oid:5241534,indberetninger-20180424,2.5926313,34886199.0,,2018-03-30T11:28:46.358Z,2015-05-14T12:33:07.887Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-73-YM,2015-05-14T12:33:07.940Z,,,,,,,,,,,,,,,,,,Mette Stuhr
34886199,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzI3LzJmLzExLzM1NzYtNGRjNi1hN2NhLTFjODc1ZmQ5ODQxZA.xhtml,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2IxLzRhLzFlLzVjMGMtNDljZi05MTAwLTQ5ZjhiYjcwMDBkYQ.pdf,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzU2L2YwLzUwLzRkYmItNGRmMS04MDQ0LTZkNTI4ODMyMjNkNg.xml,Danmark,DK,KÃ¸benhavn,1202.0,"42, 1. sal",Gammel Strand,KÃ¸benhavn Ã,2100.0,"2, st th",Aggersborggade,4200 Slagelse,Fruegade 11,33146.0,Regnskabsklasse B,2015-04-09,2015-04-09,66904.0,info@anotherview.dk,34886199.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,124401.0,124401.0,Mette Stuhr,Pia Ravn Dyhr,Sparekassen Vendsyssel,ANOTHER VIEW ApS,Pia Ravn Dyhr,5000.0,KÃ¸benhavn,2012-12-04,2013-12-31,,2014-12-31,2014-01-01,72161.0,207221.0,67161.0,Revision er fravalgt.,24664846.0,Ingen bistand,urn:ofk:oid:5241534,indberetninger-20180424,2.5926313,34886199.0,,2018-03-30T11:28:46.358Z,2015-05-14T12:33:07.887Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-73-YM,2015-05-14T12:33:07.940Z,,,,,,,,,,,,,,,,,,Marianne Skovgaard Hansen
34886199,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzI3LzJmLzExLzM1NzYtNGRjNi1hN2NhLTFjODc1ZmQ5ODQxZA.xhtml,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2IxLzRhLzFlLzVjMGMtNDljZi05MTAwLTQ5ZjhiYjcwMDBkYQ.pdf,http://regnskaber.virk.dk/99168843/ZG9rdW1lbnRsYWdlcjovLzAzLzJmLzU2L2YwLzUwLzRkYmItNGRmMS04MDQ0LTZkNTI4ODMyMjNkNg.xml,Danmark,DK,KÃ¸benhavn,1202.0,"42, 1. sal",Gammel Strand,KÃ¸benhavn Ã,2100.0,"2, st th",Aggersborggade,4200 Slagelse,Fruegade 11,33146.0,Regnskabsklasse B,2015-04-09,2015-04-09,66904.0,info@anotherview.dk,34886199.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,124401.0,124401.0,Mette Stuhr,Pia Ravn Dyhr,Sparekassen Vendsyssel,ANOTHER VIEW ApS,Pia Ravn Dyhr,5000.0,KÃ¸benhavn,2012-12-04,2013-12-31,,2014-12-31,2014-01-01,72161.0,207221.0,67161.0,Revision er fravalgt.,24664846.0,Ingen bistand,urn:ofk:oid:5241534,indberetninger-20180424,2.5926313,34886199.0,,2018-03-30T11:28:46.358Z,2015-05-14T12:33:07.887Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-73-YM,2015-05-14T12:33:07.940Z,,,,,,,,,,,,,,,,,,Gitte BÃ¶se Anand
