entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises
30208439,2017-05-01,2017-05-01,c704,,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Y3LzAxLzBmL2YwNTAtNDZmMy04NjI3LWZhYmQ5YmIyZGI1NA.pdf,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzQyL2QyLzUwLzMwZTgtNDcwYy1hNWE1LWIzOGRlZWU2MDJiNw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Risskov,8240.0,47.0,Solmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-21,2019-08-21,2007-01-25,2019-08-21,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,30208439.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Jan Rasmussen Totalentreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Jan Vestergaard Rasmussen,Annie Rasmussen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jan Rasmussen Totalentreprise ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Risskov,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Risskov,2019-04-30,2018-05-01,2019-08-21,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27791989,indberetninger-20180424,2.5097342,30208439.0,AWz7nnysIXJRhhXBNWDy,2019-09-04T09:33:39.533Z,2019-09-04T09:32:42.876Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-60-AA,2019-09-04T09:32:43.095Z,,,,,,,,,,,,,,,,,,,,,,,,
30208439,2017-05-01,2017-05-01,c725,,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Y3LzAxLzBmL2YwNTAtNDZmMy04NjI3LWZhYmQ5YmIyZGI1NA.pdf,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzQyL2QyLzUwLzMwZTgtNDcwYy1hNWE1LWIzOGRlZWU2MDJiNw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Risskov,8240.0,47.0,Solmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-21,2019-08-21,2007-01-25,2019-08-21,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-22012.0,32285201.0,30208439.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Jan Rasmussen Totalentreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Jan Vestergaard Rasmussen,Annie Rasmussen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jan Rasmussen Totalentreprise ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Risskov,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Risskov,2019-04-30,2018-05-01,2019-08-21,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27791989,indberetninger-20180424,2.5097342,30208439.0,AWz7nnysIXJRhhXBNWDy,2019-09-04T09:33:39.533Z,2019-09-04T09:32:42.876Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-60-AA,2019-09-04T09:32:43.095Z,,,,,,,,,,,,,,,,,,,,,,,,
30208439,2017-05-01,2018-04-30,c120,,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Y3LzAxLzBmL2YwNTAtNDZmMy04NjI3LWZhYmQ5YmIyZGI1NA.pdf,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzQyL2QyLzUwLzMwZTgtNDcwYy1hNWE1LWIzOGRlZWU2MDJiNw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Risskov,8240.0,47.0,Solmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-21,2019-08-21,2007-01-25,2019-08-21,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,30208439.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Jan Rasmussen Totalentreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Jan Vestergaard Rasmussen,Annie Rasmussen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jan Rasmussen Totalentreprise ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Risskov,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Risskov,2019-04-30,2018-05-01,2019-08-21,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27791989,indberetninger-20180424,2.5097342,30208439.0,AWz7nnysIXJRhhXBNWDy,2019-09-04T09:33:39.533Z,2019-09-04T09:32:42.876Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-60-AA,2019-09-04T09:32:43.095Z,-2303.0,,,,,,,,,,,,,,,,,,,,,,,
30208439,2017-05-01,2018-04-30,c3,,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Y3LzAxLzBmL2YwNTAtNDZmMy04NjI3LWZhYmQ5YmIyZGI1NA.pdf,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzQyL2QyLzUwLzMwZTgtNDcwYy1hNWE1LWIzOGRlZWU2MDJiNw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Risskov,8240.0,47.0,Solmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-21,2019-08-21,2007-01-25,2019-08-21,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,30208439.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Jan Rasmussen Totalentreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Jan Vestergaard Rasmussen,Annie Rasmussen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jan Rasmussen Totalentreprise ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Risskov,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Risskov,2019-04-30,2018-05-01,2019-08-21,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27791989,indberetninger-20180424,2.5097342,30208439.0,AWz7nnysIXJRhhXBNWDy,2019-09-04T09:33:39.533Z,2019-09-04T09:32:42.876Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-60-AA,2019-09-04T09:32:43.095Z,-2303.0,-5000.0,2266.0,2266.0,4314.0,0.0,-2952.0,-5000.0,-649.0,,,,,,,,,,,,,,,
30208439,2017-05-01,2018-04-30,c726,,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Y3LzAxLzBmL2YwNTAtNDZmMy04NjI3LWZhYmQ5YmIyZGI1NA.pdf,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzQyL2QyLzUwLzMwZTgtNDcwYy1hNWE1LWIzOGRlZWU2MDJiNw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Risskov,8240.0,47.0,Solmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-21,2019-08-21,2007-01-25,2019-08-21,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,,32285201.0,30208439.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Jan Rasmussen Totalentreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Jan Vestergaard Rasmussen,Annie Rasmussen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jan Rasmussen Totalentreprise ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Risskov,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Risskov,2019-04-30,2018-05-01,2019-08-21,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27791989,indberetninger-20180424,2.5097342,30208439.0,AWz7nnysIXJRhhXBNWDy,2019-09-04T09:33:39.533Z,2019-09-04T09:32:42.876Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-60-AA,2019-09-04T09:32:43.095Z,-2303.0,,,,,,,,,,,,,,,,,,,,,,,
30208439,2018-04-30,2018-04-30,c4,,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Y3LzAxLzBmL2YwNTAtNDZmMy04NjI3LWZhYmQ5YmIyZGI1NA.pdf,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzQyL2QyLzUwLzMwZTgtNDcwYy1hNWE1LWIzOGRlZWU2MDJiNw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Risskov,8240.0,47.0,Solmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-21,2019-08-21,2007-01-25,2019-08-21,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,100685.0,32285201.0,30208439.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Jan Rasmussen Totalentreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Jan Vestergaard Rasmussen,Annie Rasmussen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jan Rasmussen Totalentreprise ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Risskov,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Risskov,2019-04-30,2018-05-01,2019-08-21,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27791989,indberetninger-20180424,2.5097342,30208439.0,AWz7nnysIXJRhhXBNWDy,2019-09-04T09:33:39.533Z,2019-09-04T09:32:42.876Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-60-AA,2019-09-04T09:32:43.095Z,,,,,,,,,,222246.0,1460.0,125000.0,222246.0,222246.0,121561.0,7000.0,3250.0,-24315.0,121561.0,114561.0,220786.0,216887.0,0.0,649.0
30208439,2018-04-30,2018-04-30,c706,,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Y3LzAxLzBmL2YwNTAtNDZmMy04NjI3LWZhYmQ5YmIyZGI1NA.pdf,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzQyL2QyLzUwLzMwZTgtNDcwYy1hNWE1LWIzOGRlZWU2MDJiNw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Risskov,8240.0,47.0,Solmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-21,2019-08-21,2007-01-25,2019-08-21,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,30208439.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Jan Rasmussen Totalentreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Jan Vestergaard Rasmussen,Annie Rasmussen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jan Rasmussen Totalentreprise ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Risskov,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Risskov,2019-04-30,2018-05-01,2019-08-21,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27791989,indberetninger-20180424,2.5097342,30208439.0,AWz7nnysIXJRhhXBNWDy,2019-09-04T09:33:39.533Z,2019-09-04T09:32:42.876Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-60-AA,2019-09-04T09:32:43.095Z,,,,,,,,,,,,,,,,,,,,,,,,
30208439,2018-04-30,2018-04-30,c727,,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Y3LzAxLzBmL2YwNTAtNDZmMy04NjI3LWZhYmQ5YmIyZGI1NA.pdf,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzQyL2QyLzUwLzMwZTgtNDcwYy1hNWE1LWIzOGRlZWU2MDJiNw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Risskov,8240.0,47.0,Solmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-21,2019-08-21,2007-01-25,2019-08-21,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-24315.0,32285201.0,30208439.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Jan Rasmussen Totalentreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Jan Vestergaard Rasmussen,Annie Rasmussen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jan Rasmussen Totalentreprise ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Risskov,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Risskov,2019-04-30,2018-05-01,2019-08-21,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27791989,indberetninger-20180424,2.5097342,30208439.0,AWz7nnysIXJRhhXBNWDy,2019-09-04T09:33:39.533Z,2019-09-04T09:32:42.876Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-60-AA,2019-09-04T09:32:43.095Z,,,,,,,,,,,,,,,,,,,,,,,,
30208439,2018-05-01,2018-05-01,c177,,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Y3LzAxLzBmL2YwNTAtNDZmMy04NjI3LWZhYmQ5YmIyZGI1NA.pdf,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzQyL2QyLzUwLzMwZTgtNDcwYy1hNWE1LWIzOGRlZWU2MDJiNw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Risskov,8240.0,47.0,Solmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-21,2019-08-21,2007-01-25,2019-08-21,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,32285201.0,30208439.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Jan Rasmussen Totalentreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Jan Vestergaard Rasmussen,Annie Rasmussen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jan Rasmussen Totalentreprise ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Risskov,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Risskov,2019-04-30,2018-05-01,2019-08-21,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27791989,indberetninger-20180424,2.5097342,30208439.0,AWz7nnysIXJRhhXBNWDy,2019-09-04T09:33:39.533Z,2019-09-04T09:32:42.876Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-60-AA,2019-09-04T09:32:43.095Z,,,,,,,,,,,,,,,,,,,,,,,,
30208439,2018-05-01,2018-05-01,c195,,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2Y3LzAxLzBmL2YwNTAtNDZmMy04NjI3LWZhYmQ5YmIyZGI1NA.pdf,http://regnskaber.virk.dk/93480203/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzQyL2QyLzUwLzMwZTgtNDcwYy1hNWE1LWIzOGRlZWU2MDJiNw.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Risskov,8240.0,47.0,Solmarksvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018/19 for opfyldt.,2019-08-21,2019-08-21,2007-01-25,2019-08-21,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,-24315.0,32285201.0,30208439.0,32285201.0,mne10154,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Jan Rasmussen Totalentreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Anthon Pedersen,Jan Vestergaard Rasmussen,Annie Rasmussen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Jan Rasmussen Totalentreprise ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Risskov,2017-05-01,2018-04-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Risskov,2019-04-30,2018-05-01,2019-08-21,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27791989,indberetninger-20180424,2.5097342,30208439.0,AWz7nnysIXJRhhXBNWDy,2019-09-04T09:33:39.533Z,2019-09-04T09:32:42.876Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CS-60-AA,2019-09-04T09:32:43.095Z,,,,,,,,,,,,,,,,,,,,,,,,
