entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
25467876,2015-10-01,2016-09-30,c10,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2NmL2YyLzZkLzQ3ZTYtNDY5Zi04NWI5LWE2YTg1NjVkNDA3OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzU0LzdjL2NkLzFmNmYtNDAyNS1hNDQ1LWRlMTU1Zjc3YTYwYg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2YxL2QwLzc3LzJjYzYtNGUyNC05NmU0LWIyNjUwODBhNGZlZA.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-01-23,"Reg. Revisor, HD","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",25467876.0,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2015-10-01,2016-09-30,-845831.0,2017-09-30,2016-10-01,false,false,2018-01-23,Vodskov,false,false,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25033970,indberetninger-20180424,2.5955422,25467876.0,,2018-04-03T19:13:32.712Z,2018-02-07T14:24:43.322Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-14-KC,2018-02-07T14:24:43.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2015-10-01,2016-09-30,c6,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2NmL2YyLzZkLzQ3ZTYtNDY5Zi04NWI5LWE2YTg1NjVkNDA3OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzU0LzdjL2NkLzFmNmYtNDAyNS1hNDQ1LWRlMTU1Zjc3YTYwYg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2YxL2QwLzc3LzJjYzYtNGUyNC05NmU0LWIyNjUwODBhNGZlZA.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-01-23,"Reg. Revisor, HD","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",25467876.0,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2015-10-01,2016-09-30,-845831.0,2017-09-30,2016-10-01,false,false,2018-01-23,Vodskov,false,false,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25033970,indberetninger-20180424,2.5955422,25467876.0,,2018-04-03T19:13:32.712Z,2018-02-07T14:24:43.322Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-14-KC,2018-02-07T14:24:43.511Z,4560637.0,2518066.0,1.0,796.0,-2041776.0,-2042571.0,-1195945.0,,,,,,,,,,,,,,,,,,,,,,,
25467876,2015-10-01,2016-09-30,c8,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2NmL2YyLzZkLzQ3ZTYtNDY5Zi04NWI5LWE2YTg1NjVkNDA3OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzU0LzdjL2NkLzFmNmYtNDAyNS1hNDQ1LWRlMTU1Zjc3YTYwYg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2YxL2QwLzc3LzJjYzYtNGUyNC05NmU0LWIyNjUwODBhNGZlZA.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-01-23,"Reg. Revisor, HD","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",25467876.0,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2015-10-01,2016-09-30,0.0,2017-09-30,2016-10-01,false,false,2018-01-23,Vodskov,false,false,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25033970,indberetninger-20180424,2.5955422,25467876.0,,2018-04-03T19:13:32.712Z,2018-02-07T14:24:43.322Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-14-KC,2018-02-07T14:24:43.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2016-09-30,2016-09-30,c12,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2NmL2YyLzZkLzQ3ZTYtNDY5Zi04NWI5LWE2YTg1NjVkNDA3OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzU0LzdjL2NkLzFmNmYtNDAyNS1hNDQ1LWRlMTU1Zjc3YTYwYg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2YxL2QwLzc3LzJjYzYtNGUyNC05NmU0LWIyNjUwODBhNGZlZA.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-01-23,"Reg. Revisor, HD","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",25467876.0,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2018-01-23,Vodskov,false,false,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25033970,indberetninger-20180424,2.5955422,25467876.0,,2018-04-03T19:13:32.712Z,2018-02-07T14:24:43.322Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-14-KC,2018-02-07T14:24:43.511Z,,,,,,,,6884721.0,163200.0,600000.0,284721.0,6145278.0,6600000.0,6884721.0,33150.0,6600000.0,0.0,110908.0,6600000.0,0.0,706293.0,706293.0,5545278.0,33150.0,121521.0,10613.0,33150.0,,,
25467876,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2NmL2YyLzZkLzQ3ZTYtNDY5Zi04NWI5LWE2YTg1NjVkNDA3OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzU0LzdjL2NkLzFmNmYtNDAyNS1hNDQ1LWRlMTU1Zjc3YTYwYg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2YxL2QwLzc3LzJjYzYtNGUyNC05NmU0LWIyNjUwODBhNGZlZA.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-01-23,"Reg. Revisor, HD","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",25467876.0,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2015-10-01,2016-09-30,7207.0,2017-09-30,2016-10-01,false,false,2018-01-23,Vodskov,false,false,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25033970,indberetninger-20180424,2.5955422,25467876.0,,2018-04-03T19:13:32.712Z,2018-02-07T14:24:43.322Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-14-KC,2018-02-07T14:24:43.511Z,16523.0,-13025.0,2332.0,0.0,-31880.0,-29548.0,-39087.0,,,,,,,,,,,,,,,,,,,,,,,
25467876,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2NmL2YyLzZkLzQ3ZTYtNDY5Zi04NWI5LWE2YTg1NjVkNDA3OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzU0LzdjL2NkLzFmNmYtNDAyNS1hNDQ1LWRlMTU1Zjc3YTYwYg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2YxL2QwLzc3LzJjYzYtNGUyNC05NmU0LWIyNjUwODBhNGZlZA.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-01-23,"Reg. Revisor, HD","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",25467876.0,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2018-01-23,Vodskov,false,false,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25033970,indberetninger-20180424,2.5955422,25467876.0,,2018-04-03T19:13:32.712Z,2018-02-07T14:24:43.322Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-14-KC,2018-02-07T14:24:43.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,20080280.0,"TV Revision, registrerede revisorer",
25467876,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2NmL2YyLzZkLzQ3ZTYtNDY5Zi04NWI5LWE2YTg1NjVkNDA3OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzU0LzdjL2NkLzFmNmYtNDAyNS1hNDQ1LWRlMTU1Zjc3YTYwYg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2YxL2QwLzc3LzJjYzYtNGUyNC05NmU0LWIyNjUwODBhNGZlZA.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-01-23,"Reg. Revisor, HD","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",25467876.0,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2018-01-23,Vodskov,false,false,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25033970,indberetninger-20180424,2.5955422,25467876.0,,2018-04-03T19:13:32.712Z,2018-02-07T14:24:43.322Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-14-KC,2018-02-07T14:24:43.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2016-10-01,2017-09-30,c3,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2NmL2YyLzZkLzQ3ZTYtNDY5Zi04NWI5LWE2YTg1NjVkNDA3OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzU0LzdjL2NkLzFmNmYtNDAyNS1hNDQ1LWRlMTU1Zjc3YTYwYg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2YxL2QwLzc3LzJjYzYtNGUyNC05NmU0LWIyNjUwODBhNGZlZA.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-01-23,"Reg. Revisor, HD","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",25467876.0,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2018-01-23,Vodskov,false,false,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25033970,indberetninger-20180424,2.5955422,25467876.0,,2018-04-03T19:13:32.712Z,2018-02-07T14:24:43.322Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-14-KC,2018-02-07T14:24:43.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pernille HÃ¸jbak
25467876,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2NmL2YyLzZkLzQ3ZTYtNDY5Zi04NWI5LWE2YTg1NjVkNDA3OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzU0LzdjL2NkLzFmNmYtNDAyNS1hNDQ1LWRlMTU1Zjc3YTYwYg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2YxL2QwLzc3LzJjYzYtNGUyNC05NmU0LWIyNjUwODBhNGZlZA.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-01-23,"Reg. Revisor, HD","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",25467876.0,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2018-01-23,Vodskov,false,false,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25033970,indberetninger-20180424,2.5955422,25467876.0,,2018-04-03T19:13:32.712Z,2018-02-07T14:24:43.322Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-14-KC,2018-02-07T14:24:43.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carsten Trudslev
25467876,2016-10-01,2017-09-30,c5,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2NmL2YyLzZkLzQ3ZTYtNDY5Zi04NWI5LWE2YTg1NjVkNDA3OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzU0LzdjL2NkLzFmNmYtNDAyNS1hNDQ1LWRlMTU1Zjc3YTYwYg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2YxL2QwLzc3LzJjYzYtNGUyNC05NmU0LWIyNjUwODBhNGZlZA.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-23,2018-01-23,"Reg. Revisor, HD","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",25467876.0,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,false,false,2018-01-23,Vodskov,false,false,DirektÃ¸r,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25033970,indberetninger-20180424,2.5955422,25467876.0,,2018-04-03T19:13:32.712Z,2018-02-07T14:24:43.322Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-14-KC,2018-02-07T14:24:43.511Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SÃ¸ren Hylleberg Ibsen
