entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
25467876,2016-10-01,2017-09-30,c10,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RjL2E5L2RhLzZkYmMtNDFlNi05ZTVhLTNmM2ZkZGY1NGQ2OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzU4L2IxLzBlLzY5OWEtNDAxOS1hZDYyLTljYzFlNGZmZGRmNg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzcwL2YwLzk1LzQ1ZTYtNDk1NS1iMDVkLWY0MWQ1Yjg4ZTAyMg.xml,true,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-08,2018-11-08,Reg. Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",20080280.0,25467876.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,TV REVISION,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2016-10-01,2017-09-30,7207.0,2018-09-30,2017-10-01,false,false,2018-11-08,Vodskov,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26285299,indberetninger-20180424,2.5955422,25467876.0,AWb3zFaN5OzuYdPkGGee,2018-11-09T09:28:17.426Z,2018-11-09T09:27:34.582Z,regnskab,1.0,,2018-09-30,2017-10-01,X18-DL-12-WD,2018-11-09T09:27:34.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2016-10-01,2017-09-30,c6,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RjL2E5L2RhLzZkYmMtNDFlNi05ZTVhLTNmM2ZkZGY1NGQ2OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzU4L2IxLzBlLzY5OWEtNDAxOS1hZDYyLTljYzFlNGZmZGRmNg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzcwL2YwLzk1LzQ1ZTYtNDk1NS1iMDVkLWY0MWQ1Yjg4ZTAyMg.xml,true,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-08,2018-11-08,Reg. Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",20080280.0,25467876.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,TV REVISION,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2016-10-01,2017-09-30,7207.0,2018-09-30,2017-10-01,false,false,2018-11-08,Vodskov,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26285299,indberetninger-20180424,2.5955422,25467876.0,AWb3zFaN5OzuYdPkGGee,2018-11-09T09:28:17.426Z,2018-11-09T09:27:34.582Z,regnskab,1.0,,2018-09-30,2017-10-01,X18-DL-12-WD,2018-11-09T09:27:34.858Z,16523.0,-13025.0,2332.0,0.0,-31880.0,-29548.0,-39087.0,,,,,,,,,,,,,,,,,,,,,
25467876,2016-10-01,2017-09-30,c8,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RjL2E5L2RhLzZkYmMtNDFlNi05ZTVhLTNmM2ZkZGY1NGQ2OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzU4L2IxLzBlLzY5OWEtNDAxOS1hZDYyLTljYzFlNGZmZGRmNg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzcwL2YwLzk1LzQ1ZTYtNDk1NS1iMDVkLWY0MWQ1Yjg4ZTAyMg.xml,true,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-08,2018-11-08,Reg. Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",20080280.0,25467876.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,TV REVISION,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2016-10-01,2017-09-30,0.0,2018-09-30,2017-10-01,false,false,2018-11-08,Vodskov,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26285299,indberetninger-20180424,2.5955422,25467876.0,AWb3zFaN5OzuYdPkGGee,2018-11-09T09:28:17.426Z,2018-11-09T09:27:34.582Z,regnskab,1.0,,2018-09-30,2017-10-01,X18-DL-12-WD,2018-11-09T09:27:34.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2017-09-30,2017-09-30,c12,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RjL2E5L2RhLzZkYmMtNDFlNi05ZTVhLTNmM2ZkZGY1NGQ2OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzU4L2IxLzBlLzY5OWEtNDAxOS1hZDYyLTljYzFlNGZmZGRmNg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzcwL2YwLzk1LzQ1ZTYtNDk1NS1iMDVkLWY0MWQ1Yjg4ZTAyMg.xml,true,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-08,2018-11-08,Reg. Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",20080280.0,25467876.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,TV REVISION,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,false,false,2018-11-08,Vodskov,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26285299,indberetninger-20180424,2.5955422,25467876.0,AWb3zFaN5OzuYdPkGGee,2018-11-09T09:28:17.426Z,2018-11-09T09:27:34.582Z,regnskab,1.0,,2018-09-30,2017-10-01,X18-DL-12-WD,2018-11-09T09:27:34.858Z,,,,,,,,6945570.0,69782.0,600000.0,196595.0,6152485.0,6748975.0,6945570.0,125879.0,6748975.0,10549.0,47813.0,6748975.0,0.0,667206.0,667206.0,5552485.0,125879.0,126813.0,79000.0,115330.0,
25467876,2017-10-01,2018-09-30,c0,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RjL2E5L2RhLzZkYmMtNDFlNi05ZTVhLTNmM2ZkZGY1NGQ2OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzU4L2IxLzBlLzY5OWEtNDAxOS1hZDYyLTljYzFlNGZmZGRmNg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzcwL2YwLzk1LzQ1ZTYtNDk1NS1iMDVkLWY0MWQ1Yjg4ZTAyMg.xml,true,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-08,2018-11-08,Reg. Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",20080280.0,25467876.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,TV REVISION,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2016-10-01,2017-09-30,196803.0,2018-09-30,2017-10-01,false,false,2018-11-08,Vodskov,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26285299,indberetninger-20180424,2.5955422,25467876.0,AWb3zFaN5OzuYdPkGGee,2018-11-09T09:28:17.426Z,2018-11-09T09:27:34.582Z,regnskab,1.0,,2018-09-30,2017-10-01,X18-DL-12-WD,2018-11-09T09:27:34.858Z,868.0,253431.0,0.0,41.0,252604.0,252563.0,55801.0,,,,,,,,,,,,,,,,,,,,,
25467876,2017-10-01,2018-09-30,c1,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RjL2E5L2RhLzZkYmMtNDFlNi05ZTVhLTNmM2ZkZGY1NGQ2OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzU4L2IxLzBlLzY5OWEtNDAxOS1hZDYyLTljYzFlNGZmZGRmNg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzcwL2YwLzk1LzQ1ZTYtNDk1NS1iMDVkLWY0MWQ1Yjg4ZTAyMg.xml,true,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-08,2018-11-08,Reg. Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",20080280.0,25467876.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,TV REVISION,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,false,false,2018-11-08,Vodskov,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26285299,indberetninger-20180424,2.5955422,25467876.0,AWb3zFaN5OzuYdPkGGee,2018-11-09T09:28:17.426Z,2018-11-09T09:27:34.582Z,regnskab,1.0,,2018-09-30,2017-10-01,X18-DL-12-WD,2018-11-09T09:27:34.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2017-10-01,2018-09-30,c2,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RjL2E5L2RhLzZkYmMtNDFlNi05ZTVhLTNmM2ZkZGY1NGQ2OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzU4L2IxLzBlLzY5OWEtNDAxOS1hZDYyLTljYzFlNGZmZGRmNg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzcwL2YwLzk1LzQ1ZTYtNDk1NS1iMDVkLWY0MWQ1Yjg4ZTAyMg.xml,true,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-08,2018-11-08,Reg. Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",20080280.0,25467876.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,TV REVISION,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,false,false,2018-11-08,Vodskov,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26285299,indberetninger-20180424,2.5955422,25467876.0,AWb3zFaN5OzuYdPkGGee,2018-11-09T09:28:17.426Z,2018-11-09T09:27:34.582Z,regnskab,1.0,,2018-09-30,2017-10-01,X18-DL-12-WD,2018-11-09T09:27:34.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pernille HÃ¸jbak
25467876,2017-10-01,2018-09-30,c3,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RjL2E5L2RhLzZkYmMtNDFlNi05ZTVhLTNmM2ZkZGY1NGQ2OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzU4L2IxLzBlLzY5OWEtNDAxOS1hZDYyLTljYzFlNGZmZGRmNg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzcwL2YwLzk1LzQ1ZTYtNDk1NS1iMDVkLWY0MWQ1Yjg4ZTAyMg.xml,true,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-08,2018-11-08,Reg. Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",20080280.0,25467876.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,TV REVISION,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,false,false,2018-11-08,Vodskov,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26285299,indberetninger-20180424,2.5955422,25467876.0,AWb3zFaN5OzuYdPkGGee,2018-11-09T09:28:17.426Z,2018-11-09T09:27:34.582Z,regnskab,1.0,,2018-09-30,2017-10-01,X18-DL-12-WD,2018-11-09T09:27:34.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carsten Trudslev
25467876,2017-10-01,2018-09-30,c4,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RjL2E5L2RhLzZkYmMtNDFlNi05ZTVhLTNmM2ZkZGY1NGQ2OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzU4L2IxLzBlLzY5OWEtNDAxOS1hZDYyLTljYzFlNGZmZGRmNg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzcwL2YwLzk1LzQ1ZTYtNDk1NS1iMDVkLWY0MWQ1Yjg4ZTAyMg.xml,true,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-08,2018-11-08,Reg. Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",20080280.0,25467876.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,TV REVISION,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,false,false,2018-11-08,Vodskov,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26285299,indberetninger-20180424,2.5955422,25467876.0,AWb3zFaN5OzuYdPkGGee,2018-11-09T09:28:17.426Z,2018-11-09T09:27:34.582Z,regnskab,1.0,,2018-09-30,2017-10-01,X18-DL-12-WD,2018-11-09T09:27:34.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,SÃ¸ren Hylleberg Ibsen
25467876,2017-10-01,2018-09-30,c5,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2RjL2E5L2RhLzZkYmMtNDFlNi05ZTVhLTNmM2ZkZGY1NGQ2OQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzU4L2IxLzBlLzY5OWEtNDAxOS1hZDYyLTljYzFlNGZmZGRmNg.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzcwL2YwLzk1LzQ1ZTYtNDk1NS1iMDVkLWY0MWQ1Yjg4ZTAyMg.xml,true,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-08,2018-11-08,Reg. Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",20080280.0,25467876.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Vilsen,SÃ¸ren Hylleberg Ibsen,SÃ¸ren Hylleberg Ibsen,TV REVISION,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2016-10-01,2017-09-30,,2018-09-30,2017-10-01,false,false,2018-11-08,Vodskov,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26285299,indberetninger-20180424,2.5955422,25467876.0,AWb3zFaN5OzuYdPkGGee,2018-11-09T09:28:17.426Z,2018-11-09T09:27:34.582Z,regnskab,1.0,,2018-09-30,2017-10-01,X18-DL-12-WD,2018-11-09T09:27:34.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
