entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
25467876,2017-10-01,2018-09-30,c11,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk4LzU2LzY1LzYwNzctNDlkZC1hZGQ0LWEyZTM4OTczMzM3ZQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Q4L2MyLzRiL2MzMTQtNGUxMS05Y2EyLWRjNmFkYThmZmU1OA.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2U2Lzg2LzY4LzE2MWMtNDBhNi1iMDA5LTAxNGJjNWE4YTZlYg.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-30,2019-10-30,Reg. Revisor,25467876.0,mne12353,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Georg Vilsen,SÃ¸ren Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2017-10-01,2018-09-30,195793.0,2019-09-30,2018-10-01,false,2019-10-30,Vodskov,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28020655,indberetninger-20180424,2.59278,25467876.0,AW5qDxa8xzZKlpaAlZ7k,2019-11-14T13:17:38.198Z,2019-11-14T13:16:43.355Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-01-RA,2019-11-14T13:16:43.565Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2017-10-01,2018-09-30,c7,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk4LzU2LzY1LzYwNzctNDlkZC1hZGQ0LWEyZTM4OTczMzM3ZQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Q4L2MyLzRiL2MzMTQtNGUxMS05Y2EyLWRjNmFkYThmZmU1OA.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2U2Lzg2LzY4LzE2MWMtNDBhNi1iMDA5LTAxNGJjNWE4YTZlYg.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-30,2019-10-30,Reg. Revisor,25467876.0,mne12353,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Georg Vilsen,SÃ¸ren Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2017-10-01,2018-09-30,195793.0,2019-09-30,2018-10-01,false,2019-10-30,Vodskov,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28020655,indberetninger-20180424,2.59278,25467876.0,AW5qDxa8xzZKlpaAlZ7k,2019-11-14T13:17:38.198Z,2019-11-14T13:16:43.355Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-01-RA,2019-11-14T13:16:43.565Z,251553.0,0.0,41.0,251594.0,251553.0,55801.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2017-10-01,2018-09-30,c9,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk4LzU2LzY1LzYwNzctNDlkZC1hZGQ0LWEyZTM4OTczMzM3ZQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Q4L2MyLzRiL2MzMTQtNGUxMS05Y2EyLWRjNmFkYThmZmU1OA.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2U2Lzg2LzY4LzE2MWMtNDBhNi1iMDA5LTAxNGJjNWE4YTZlYg.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-30,2019-10-30,Reg. Revisor,25467876.0,mne12353,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Georg Vilsen,SÃ¸ren Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2017-10-01,2018-09-30,0.0,2019-09-30,2018-10-01,false,2019-10-30,Vodskov,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28020655,indberetninger-20180424,2.59278,25467876.0,AW5qDxa8xzZKlpaAlZ7k,2019-11-14T13:17:38.198Z,2019-11-14T13:16:43.355Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-01-RA,2019-11-14T13:16:43.565Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2018-09-30,2018-09-30,c13,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk4LzU2LzY1LzYwNzctNDlkZC1hZGQ0LWEyZTM4OTczMzM3ZQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Q4L2MyLzRiL2MzMTQtNGUxMS05Y2EyLWRjNmFkYThmZmU1OA.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2U2Lzg2LzY4LzE2MWMtNDBhNi1iMDA5LTAxNGJjNWE4YTZlYg.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-30,2019-10-30,Reg. Revisor,25467876.0,mne12353,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Georg Vilsen,SÃ¸ren Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2017-10-01,2018-09-30,,2019-09-30,2018-10-01,false,2019-10-30,Vodskov,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28020655,indberetninger-20180424,2.59278,25467876.0,AW5qDxa8xzZKlpaAlZ7k,2019-11-14T13:17:38.198Z,2019-11-14T13:16:43.355Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-01-RA,2019-11-14T13:16:43.565Z,,,,,,,7182145.0,246137.0,600000.0,433170.0,96770.0,6349288.0,6748975.0,7182145.0,109850.0,0.0,0.0,6748975.0,13080.0,86033.0,6748975.0,0.0,723007.0,723007.0,5749288.0,109850.0,0.0,187033.0,101000.0,,,
25467876,2018-10-01,2019-09-30,c0,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk4LzU2LzY1LzYwNzctNDlkZC1hZGQ0LWEyZTM4OTczMzM3ZQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Q4L2MyLzRiL2MzMTQtNGUxMS05Y2EyLWRjNmFkYThmZmU1OA.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2U2Lzg2LzY4LzE2MWMtNDBhNi1iMDA5LTAxNGJjNWE4YTZlYg.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-30,2019-10-30,Reg. Revisor,25467876.0,mne12353,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Georg Vilsen,SÃ¸ren Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2017-10-01,2018-09-30,151787.0,2019-09-30,2018-10-01,false,2019-10-30,Vodskov,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28020655,indberetninger-20180424,2.59278,25467876.0,AW5qDxa8xzZKlpaAlZ7k,2019-11-14T13:17:38.198Z,2019-11-14T13:16:43.355Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-01-RA,2019-11-14T13:16:43.565Z,195492.0,443.0,0.0,195049.0,195492.0,43262.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2018-10-01,2019-09-30,c1,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk4LzU2LzY1LzYwNzctNDlkZC1hZGQ0LWEyZTM4OTczMzM3ZQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Q4L2MyLzRiL2MzMTQtNGUxMS05Y2EyLWRjNmFkYThmZmU1OA.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2U2Lzg2LzY4LzE2MWMtNDBhNi1iMDA5LTAxNGJjNWE4YTZlYg.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-30,2019-10-30,Reg. Revisor,25467876.0,mne12353,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Georg Vilsen,SÃ¸ren Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2017-10-01,2018-09-30,,2019-09-30,2018-10-01,false,2019-10-30,Vodskov,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28020655,indberetninger-20180424,2.59278,25467876.0,AW5qDxa8xzZKlpaAlZ7k,2019-11-14T13:17:38.198Z,2019-11-14T13:16:43.355Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-01-RA,2019-11-14T13:16:43.565Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20080280.0,"TV Revision, registrerede revisorer",
25467876,2018-10-01,2019-09-30,c10,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk4LzU2LzY1LzYwNzctNDlkZC1hZGQ0LWEyZTM4OTczMzM3ZQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Q4L2MyLzRiL2MzMTQtNGUxMS05Y2EyLWRjNmFkYThmZmU1OA.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2U2Lzg2LzY4LzE2MWMtNDBhNi1iMDA5LTAxNGJjNWE4YTZlYg.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-30,2019-10-30,Reg. Revisor,25467876.0,mne12353,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Georg Vilsen,SÃ¸ren Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2017-10-01,2018-09-30,151787.0,2019-09-30,2018-10-01,false,2019-10-30,Vodskov,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28020655,indberetninger-20180424,2.59278,25467876.0,AW5qDxa8xzZKlpaAlZ7k,2019-11-14T13:17:38.198Z,2019-11-14T13:16:43.355Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-01-RA,2019-11-14T13:16:43.565Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2018-10-01,2019-09-30,c2,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk4LzU2LzY1LzYwNzctNDlkZC1hZGQ0LWEyZTM4OTczMzM3ZQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Q4L2MyLzRiL2MzMTQtNGUxMS05Y2EyLWRjNmFkYThmZmU1OA.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2U2Lzg2LzY4LzE2MWMtNDBhNi1iMDA5LTAxNGJjNWE4YTZlYg.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-30,2019-10-30,Reg. Revisor,25467876.0,mne12353,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Georg Vilsen,SÃ¸ren Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2017-10-01,2018-09-30,,2019-09-30,2018-10-01,false,2019-10-30,Vodskov,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28020655,indberetninger-20180424,2.59278,25467876.0,AW5qDxa8xzZKlpaAlZ7k,2019-11-14T13:17:38.198Z,2019-11-14T13:16:43.355Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-01-RA,2019-11-14T13:16:43.565Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25467876,2018-10-01,2019-09-30,c3,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk4LzU2LzY1LzYwNzctNDlkZC1hZGQ0LWEyZTM4OTczMzM3ZQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Q4L2MyLzRiL2MzMTQtNGUxMS05Y2EyLWRjNmFkYThmZmU1OA.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2U2Lzg2LzY4LzE2MWMtNDBhNi1iMDA5LTAxNGJjNWE4YTZlYg.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-30,2019-10-30,Reg. Revisor,25467876.0,mne12353,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Georg Vilsen,SÃ¸ren Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2017-10-01,2018-09-30,,2019-09-30,2018-10-01,false,2019-10-30,Vodskov,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28020655,indberetninger-20180424,2.59278,25467876.0,AW5qDxa8xzZKlpaAlZ7k,2019-11-14T13:17:38.198Z,2019-11-14T13:16:43.355Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-01-RA,2019-11-14T13:16:43.565Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SÃ¸ren Hylleberg Ibsen
25467876,2018-10-01,2019-09-30,c4,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzk4LzU2LzY1LzYwNzctNDlkZC1hZGQ0LWEyZTM4OTczMzM3ZQ.xhtml,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Q4L2MyLzRiL2MzMTQtNGUxMS05Y2EyLWRjNmFkYThmZmU1OA.pdf,http://regnskaber.virk.dk/67876452/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2U2Lzg2LzY4LzE2MWMtNDBhNi1iMDA5LTAxNGJjNWE4YTZlYg.xml,true,Danmark,DK,Vodskov,9310.0,18.0,Tidselbakken,Pandrup,9490.0,19.0,Hjulmagervej,9310 Vodskov,Tidselbakken 18,Til den daglige ledelse i CarsÃ¸ Ejendomme A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-30,2019-10-30,Reg. Revisor,25467876.0,mne12353,1004121974.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Georg Vilsen,SÃ¸ren Ibsen,SÃ¸ren Hylleberg Ibsen,CARSÃ EJENDOMME A/S,Michael Vilsen,Pandrup,2017-10-01,2018-09-30,,2019-09-30,2018-10-01,false,2019-10-30,Vodskov,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28020655,indberetninger-20180424,2.59278,25467876.0,AW5qDxa8xzZKlpaAlZ7k,2019-11-14T13:17:38.198Z,2019-11-14T13:16:43.355Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-01-RA,2019-11-14T13:16:43.565Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pernille HÃ¸jbak
