entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables
29530505,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2ZmL2I3LzJlLzExYzMtNGRkNi05YWVjLTVmZGY5ZWQwYzRiNQ.xhtml,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzA4L2VjL2VhLzgwM2MtNDU2OS05M2QxLTYzZDU1N2FjMGY1ZA.pdf,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzFjLzRjLzU3LzRkOTctNGIxZS1iZjA0LWZiYjFlODM2MjE2ZA.xml,Frederiksberg C,1850.0,154.0,Gammel Kongevej,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Rosenberg Skomageri ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-10,2015-06-10,Statsautoriseret revisor,780122.0,-67284.0,33312231.0,712838.0,29530505.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Thomas Rosenberg,Thomas Rosenberg,Revisionsfirmaet Revico ApS,ROSENBERG SKOMAGERI ApS,Poul Mahrt,0.0,Frederiksberg,2013-01-01,2013-12-31,-51384.0,-67284.0,-67284.0,2014-12-31,2014-01-01,2015-06-10,Frederiksberg,-15900.0,33312231.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5497930,indberetninger-20180424,2.5955543999999997,29530505,,2018-03-30T17:29:02.273Z,2015-06-10T14:25:56.089Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-50-XU,2015-06-10T14:25:56.142Z,,,,,,,,,,,,,,,,,,,
29530505,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2ZmL2I3LzJlLzExYzMtNGRkNi05YWVjLTVmZGY5ZWQwYzRiNQ.xhtml,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzA4L2VjL2VhLzgwM2MtNDU2OS05M2QxLTYzZDU1N2FjMGY1ZA.pdf,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzFjLzRjLzU3LzRkOTctNGIxZS1iZjA0LWZiYjFlODM2MjE2ZA.xml,Frederiksberg C,1850.0,154.0,Gammel Kongevej,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Rosenberg Skomageri ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-10,2015-06-10,Statsautoriseret revisor,,,33312231.0,,29530505.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Thomas Rosenberg,Thomas Rosenberg,Revisionsfirmaet Revico ApS,ROSENBERG SKOMAGERI ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,69796.0,,,2014-12-31,2014-01-01,2015-06-10,Frederiksberg,,33312231.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5497930,indberetninger-20180424,2.5955543999999997,29530505,,2018-03-30T17:29:02.273Z,2015-06-10T14:25:56.089Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-50-XU,2015-06-10T14:25:56.142Z,,,,,,,,,,,,,,,,,,,
29530505,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2ZmL2I3LzJlLzExYzMtNGRkNi05YWVjLTVmZGY5ZWQwYzRiNQ.xhtml,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzA4L2VjL2VhLzgwM2MtNDU2OS05M2QxLTYzZDU1N2FjMGY1ZA.pdf,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzFjLzRjLzU3LzRkOTctNGIxZS1iZjA0LWZiYjFlODM2MjE2ZA.xml,Frederiksberg C,1850.0,154.0,Gammel Kongevej,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Rosenberg Skomageri ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-10,2015-06-10,Statsautoriseret revisor,,,33312231.0,,29530505.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Thomas Rosenberg,Thomas Rosenberg,Revisionsfirmaet Revico ApS,ROSENBERG SKOMAGERI ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,-121180.0,,,2014-12-31,2014-01-01,2015-06-10,Frederiksberg,,33312231.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5497930,indberetninger-20180424,2.5955543999999997,29530505,,2018-03-30T17:29:02.273Z,2015-06-10T14:25:56.089Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-50-XU,2015-06-10T14:25:56.142Z,,,,,,,,,,,,,,,,,,,
29530505,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2ZmL2I3LzJlLzExYzMtNGRkNi05YWVjLTVmZGY5ZWQwYzRiNQ.xhtml,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzA4L2VjL2VhLzgwM2MtNDU2OS05M2QxLTYzZDU1N2FjMGY1ZA.pdf,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzFjLzRjLzU3LzRkOTctNGIxZS1iZjA0LWZiYjFlODM2MjE2ZA.xml,Frederiksberg C,1850.0,154.0,Gammel Kongevej,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Rosenberg Skomageri ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-10,2015-06-10,Statsautoriseret revisor,,,33312231.0,,29530505.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Thomas Rosenberg,Thomas Rosenberg,Revisionsfirmaet Revico ApS,ROSENBERG SKOMAGERI ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-10,Frederiksberg,,33312231.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5497930,indberetninger-20180424,2.5955543999999997,29530505,,2018-03-30T17:29:02.273Z,2015-06-10T14:25:56.089Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-50-XU,2015-06-10T14:25:56.142Z,416802.0,103007.0,125000.0,380363.0,275270.0,227262.0,416802.0,141532.0,36439.0,227262.0,36439.0,36439.0,80474.0,117561.0,69796.0,141532.0,50094.0,50094.0,23971.0
29530505,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2ZmL2I3LzJlLzExYzMtNGRkNi05YWVjLTVmZGY5ZWQwYzRiNQ.xhtml,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzA4L2VjL2VhLzgwM2MtNDU2OS05M2QxLTYzZDU1N2FjMGY1ZA.pdf,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzFjLzRjLzU3LzRkOTctNGIxZS1iZjA0LWZiYjFlODM2MjE2ZA.xml,Frederiksberg C,1850.0,154.0,Gammel Kongevej,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Rosenberg Skomageri ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-10,2015-06-10,Statsautoriseret revisor,674626.0,7354.0,33312231.0,681986.0,29530505.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Thomas Rosenberg,Thomas Rosenberg,Revisionsfirmaet Revico ApS,ROSENBERG SKOMAGERI ApS,Poul Mahrt,6.0,Frederiksberg,2013-01-01,2013-12-31,4954.0,7354.0,7360.0,2014-12-31,2014-01-01,2015-06-10,Frederiksberg,2400.0,33312231.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5497930,indberetninger-20180424,2.5955543999999997,29530505,,2018-03-30T17:29:02.273Z,2015-06-10T14:25:56.089Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-50-XU,2015-06-10T14:25:56.142Z,,,,,,,,,,,,,,,,,,,
29530505,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2ZmL2I3LzJlLzExYzMtNGRkNi05YWVjLTVmZGY5ZWQwYzRiNQ.xhtml,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzA4L2VjL2VhLzgwM2MtNDU2OS05M2QxLTYzZDU1N2FjMGY1ZA.pdf,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzFjLzRjLzU3LzRkOTctNGIxZS1iZjA0LWZiYjFlODM2MjE2ZA.xml,Frederiksberg C,1850.0,154.0,Gammel Kongevej,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Rosenberg Skomageri ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-10,2015-06-10,Statsautoriseret revisor,,,33312231.0,,29530505.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Thomas Rosenberg,Thomas Rosenberg,Revisionsfirmaet Revico ApS,ROSENBERG SKOMAGERI ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-10,Frederiksberg,,33312231.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5497930,indberetninger-20180424,2.5955543999999997,29530505,,2018-03-30T17:29:02.273Z,2015-06-10T14:25:56.089Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-50-XU,2015-06-10T14:25:56.142Z,,,,,,,,,,,,,,,,,,,
29530505,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2ZmL2I3LzJlLzExYzMtNGRkNi05YWVjLTVmZGY5ZWQwYzRiNQ.xhtml,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzA4L2VjL2VhLzgwM2MtNDU2OS05M2QxLTYzZDU1N2FjMGY1ZA.pdf,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzFjLzRjLzU3LzRkOTctNGIxZS1iZjA0LWZiYjFlODM2MjE2ZA.xml,Frederiksberg C,1850.0,154.0,Gammel Kongevej,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Rosenberg Skomageri ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-10,2015-06-10,Statsautoriseret revisor,,,33312231.0,,29530505.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Thomas Rosenberg,Thomas Rosenberg,Revisionsfirmaet Revico ApS,ROSENBERG SKOMAGERI ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-10,Frederiksberg,,33312231.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5497930,indberetninger-20180424,2.5955543999999997,29530505,,2018-03-30T17:29:02.273Z,2015-06-10T14:25:56.089Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-50-XU,2015-06-10T14:25:56.142Z,,,,,,,,,,,,,,,,,,,
29530505,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2ZmL2I3LzJlLzExYzMtNGRkNi05YWVjLTVmZGY5ZWQwYzRiNQ.xhtml,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzA4L2VjL2VhLzgwM2MtNDU2OS05M2QxLTYzZDU1N2FjMGY1ZA.pdf,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzFjLzRjLzU3LzRkOTctNGIxZS1iZjA0LWZiYjFlODM2MjE2ZA.xml,Frederiksberg C,1850.0,154.0,Gammel Kongevej,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Rosenberg Skomageri ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-10,2015-06-10,Statsautoriseret revisor,,,33312231.0,,29530505.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Thomas Rosenberg,Thomas Rosenberg,Revisionsfirmaet Revico ApS,ROSENBERG SKOMAGERI ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,2015-06-10,Frederiksberg,,33312231.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5497930,indberetninger-20180424,2.5955543999999997,29530505,,2018-03-30T17:29:02.273Z,2015-06-10T14:25:56.089Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-50-XU,2015-06-10T14:25:56.142Z,,,,,,,,,,,,,,,,,,,
29530505,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2ZmL2I3LzJlLzExYzMtNGRkNi05YWVjLTVmZGY5ZWQwYzRiNQ.xhtml,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzA4L2VjL2VhLzgwM2MtNDU2OS05M2QxLTYzZDU1N2FjMGY1ZA.pdf,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzFjLzRjLzU3LzRkOTctNGIxZS1iZjA0LWZiYjFlODM2MjE2ZA.xml,Frederiksberg C,1850.0,154.0,Gammel Kongevej,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Rosenberg Skomageri ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-10,2015-06-10,Statsautoriseret revisor,,,33312231.0,,29530505.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Thomas Rosenberg,Thomas Rosenberg,Revisionsfirmaet Revico ApS,ROSENBERG SKOMAGERI ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,4954.0,,,2014-12-31,2014-01-01,2015-06-10,Frederiksberg,,33312231.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5497930,indberetninger-20180424,2.5955543999999997,29530505,,2018-03-30T17:29:02.273Z,2015-06-10T14:25:56.089Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-50-XU,2015-06-10T14:25:56.142Z,,,,,,,,,,,,,,,,,,,
29530505,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzAwL2ZmL2I3LzJlLzExYzMtNGRkNi05YWVjLTVmZGY5ZWQwYzRiNQ.xhtml,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzA4L2VjL2VhLzgwM2MtNDU2OS05M2QxLTYzZDU1N2FjMGY1ZA.pdf,http://regnskaber.virk.dk/50503592/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzFjLzRjLzU3LzRkOTctNGIxZS1iZjA0LWZiYjFlODM2MjE2ZA.xml,Frederiksberg C,1850.0,154.0,Gammel Kongevej,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Rosenberg Skomageri ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-10,2015-06-10,Statsautoriseret revisor,,,33312231.0,,29530505.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Thomas Rosenberg,Thomas Rosenberg,Revisionsfirmaet Revico ApS,ROSENBERG SKOMAGERI ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-10,Frederiksberg,,33312231.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5497930,indberetninger-20180424,2.5955543999999997,29530505,,2018-03-30T17:29:02.273Z,2015-06-10T14:25:56.089Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-50-XU,2015-06-10T14:25:56.142Z,420772.0,85632.0,125000.0,384333.0,280224.0,227751.0,420772.0,140548.0,36439.0,227751.0,36439.0,36439.0,80474.0,100338.0,74750.0,140548.0,70950.0,70950.0,40210.0
