entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
13787344,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2FjLzkwLzBhL2QzMDQtNDAwZi1hMjI2LTQxMjUyMzJjMGJhNg.xhtml,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2UyLzUxLzI4L2NkMDAtNGIwMC1hMTdhLTJjNTZiMjYzNWQ0Yw.pdf,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzI5LzdkLzU1LzM0ZTMtNGYxMi1hYTI2LTRjMWU1NWUwMjNhNw.xml,true,2600 Glostrup,Hovedvejen 109,Glostrup afdeling,Helsinge,3200.0,29.0,Kagerup Park,2300 KÃ¸benhavn S,Keplersgade 22 st tv.,Regnskabsklasse B,2017-05-05,2017-05-05,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledelse har oplyst at selskabet ikke har indgÃ¥et eventualforpligtelser eller lignende,Â som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse harÂ oplyst at selskabet ikke har afgivetÂ  pant- eller sikkerhedsstillelser, som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>",112383.0,132503.0,13787344.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Faurby,Erik Faurby,DANSKE BANK A/S,REVISIONSFIRMAET ERIK FAURBY A/S,Revisor Ole Johnsson,773.0,428.0,"Helsinge, den",2015-01-01,2015-12-31,14323.0,19775.0,20120.0,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r, ikke skal revideres.",5452.0,48393434.0,false,false,Ingen bistand,urn:ofk:oid:23843072,indberetninger-20180424,2.5949414,13787344.0,,2018-03-27T23:05:51.595Z,2017-05-10T12:51:56.982Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-95-XW,2017-05-10T12:51:57.241Z,,,,,,,,,,,,,,,,,,,
13787344,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2FjLzkwLzBhL2QzMDQtNDAwZi1hMjI2LTQxMjUyMzJjMGJhNg.xhtml,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2UyLzUxLzI4L2NkMDAtNGIwMC1hMTdhLTJjNTZiMjYzNWQ0Yw.pdf,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzI5LzdkLzU1LzM0ZTMtNGYxMi1hYTI2LTRjMWU1NWUwMjNhNw.xml,true,2600 Glostrup,Hovedvejen 109,Glostrup afdeling,Helsinge,3200.0,29.0,Kagerup Park,2300 KÃ¸benhavn S,Keplersgade 22 st tv.,Regnskabsklasse B,2017-05-05,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledelse har oplyst at selskabet ikke har indgÃ¥et eventualforpligtelser eller lignende,Â som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse harÂ oplyst at selskabet ikke har afgivetÂ  pant- eller sikkerhedsstillelser, som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>",,,13787344.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Faurby,Erik Faurby,DANSKE BANK A/S,REVISIONSFIRMAET ERIK FAURBY A/S,Revisor Ole Johnsson,,,"Helsinge, den",2015-01-01,2015-12-31,50000.0,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r, ikke skal revideres.",,48393434.0,false,false,Ingen bistand,urn:ofk:oid:23843072,indberetninger-20180424,2.5949414,13787344.0,,2018-03-27T23:05:51.595Z,2017-05-10T12:51:56.982Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-95-XW,2017-05-10T12:51:57.241Z,,,,,,,,,,,,,,,,,,,
13787344,2015-01-01,2015-12-31,c9,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2FjLzkwLzBhL2QzMDQtNDAwZi1hMjI2LTQxMjUyMzJjMGJhNg.xhtml,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2UyLzUxLzI4L2NkMDAtNGIwMC1hMTdhLTJjNTZiMjYzNWQ0Yw.pdf,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzI5LzdkLzU1LzM0ZTMtNGYxMi1hYTI2LTRjMWU1NWUwMjNhNw.xml,true,2600 Glostrup,Hovedvejen 109,Glostrup afdeling,Helsinge,3200.0,29.0,Kagerup Park,2300 KÃ¸benhavn S,Keplersgade 22 st tv.,Regnskabsklasse B,2017-05-05,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledelse har oplyst at selskabet ikke har indgÃ¥et eventualforpligtelser eller lignende,Â som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse harÂ oplyst at selskabet ikke har afgivetÂ  pant- eller sikkerhedsstillelser, som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>",,,13787344.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Faurby,Erik Faurby,DANSKE BANK A/S,REVISIONSFIRMAET ERIK FAURBY A/S,Revisor Ole Johnsson,,,"Helsinge, den",2015-01-01,2015-12-31,-35677.0,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r, ikke skal revideres.",,48393434.0,false,false,Ingen bistand,urn:ofk:oid:23843072,indberetninger-20180424,2.5949414,13787344.0,,2018-03-27T23:05:51.595Z,2017-05-10T12:51:56.982Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-95-XW,2017-05-10T12:51:57.241Z,,,,,,,,,,,,,,,,,,,
13787344,2015-12-31,2015-12-31,c11,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2FjLzkwLzBhL2QzMDQtNDAwZi1hMjI2LTQxMjUyMzJjMGJhNg.xhtml,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2UyLzUxLzI4L2NkMDAtNGIwMC1hMTdhLTJjNTZiMjYzNWQ0Yw.pdf,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzI5LzdkLzU1LzM0ZTMtNGYxMi1hYTI2LTRjMWU1NWUwMjNhNw.xml,true,2600 Glostrup,Hovedvejen 109,Glostrup afdeling,Helsinge,3200.0,29.0,Kagerup Park,2300 KÃ¸benhavn S,Keplersgade 22 st tv.,Regnskabsklasse B,2017-05-05,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledelse har oplyst at selskabet ikke har indgÃ¥et eventualforpligtelser eller lignende,Â som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse harÂ oplyst at selskabet ikke har afgivetÂ  pant- eller sikkerhedsstillelser, som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>",,,13787344.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Faurby,Erik Faurby,DANSKE BANK A/S,REVISIONSFIRMAET ERIK FAURBY A/S,Revisor Ole Johnsson,,,"Helsinge, den",2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r, ikke skal revideres.",,48393434.0,false,false,Ingen bistand,urn:ofk:oid:23843072,indberetninger-20180424,2.5949414,13787344.0,,2018-03-27T23:05:51.595Z,2017-05-10T12:51:56.982Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-95-XW,2017-05-10T12:51:57.241Z,799528.0,798408.0,500000.0,799528.0,1120.0,735504.0,0.0,799528.0,64024.0,0.0,49798.0,0.0,50000.0,185504.0,64024.0,14226.0,1120.0,0.0,
13787344,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2FjLzkwLzBhL2QzMDQtNDAwZi1hMjI2LTQxMjUyMzJjMGJhNg.xhtml,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2UyLzUxLzI4L2NkMDAtNGIwMC1hMTdhLTJjNTZiMjYzNWQ0Yw.pdf,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzI5LzdkLzU1LzM0ZTMtNGYxMi1hYTI2LTRjMWU1NWUwMjNhNw.xml,true,2600 Glostrup,Hovedvejen 109,Glostrup afdeling,Helsinge,3200.0,29.0,Kagerup Park,2300 KÃ¸benhavn S,Keplersgade 22 st tv.,Regnskabsklasse B,2017-05-05,2017-05-05,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledelse har oplyst at selskabet ikke har indgÃ¥et eventualforpligtelser eller lignende,Â som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse harÂ oplyst at selskabet ikke har afgivetÂ  pant- eller sikkerhedsstillelser, som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>",103239.0,112566.0,13787344.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Faurby,Erik Faurby,DANSKE BANK A/S,REVISIONSFIRMAET ERIK FAURBY A/S,Revisor Ole Johnsson,285.0,0.0,"Helsinge, den",2015-01-01,2015-12-31,6006.0,9042.0,9327.0,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r, ikke skal revideres.",3036.0,48393434.0,false,false,Ingen bistand,urn:ofk:oid:23843072,indberetninger-20180424,2.5949414,13787344.0,,2018-03-27T23:05:51.595Z,2017-05-10T12:51:56.982Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-95-XW,2017-05-10T12:51:57.241Z,,,,,,,,,,,,,,,,,,,
13787344,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2FjLzkwLzBhL2QzMDQtNDAwZi1hMjI2LTQxMjUyMzJjMGJhNg.xhtml,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2UyLzUxLzI4L2NkMDAtNGIwMC1hMTdhLTJjNTZiMjYzNWQ0Yw.pdf,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzI5LzdkLzU1LzM0ZTMtNGYxMi1hYTI2LTRjMWU1NWUwMjNhNw.xml,true,2600 Glostrup,Hovedvejen 109,Glostrup afdeling,Helsinge,3200.0,29.0,Kagerup Park,2300 KÃ¸benhavn S,Keplersgade 22 st tv.,Regnskabsklasse B,2017-05-05,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledelse har oplyst at selskabet ikke har indgÃ¥et eventualforpligtelser eller lignende,Â som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse harÂ oplyst at selskabet ikke har afgivetÂ  pant- eller sikkerhedsstillelser, som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>",,,13787344.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Faurby,Erik Faurby,DANSKE BANK A/S,REVISIONSFIRMAET ERIK FAURBY A/S,Revisor Ole Johnsson,,,"Helsinge, den",2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r, ikke skal revideres.",,48393434.0,false,false,Ingen bistand,urn:ofk:oid:23843072,indberetninger-20180424,2.5949414,13787344.0,,2018-03-27T23:05:51.595Z,2017-05-10T12:51:56.982Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-95-XW,2017-05-10T12:51:57.241Z,,,,,,,,,,,,,,,,,,,
13787344,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2FjLzkwLzBhL2QzMDQtNDAwZi1hMjI2LTQxMjUyMzJjMGJhNg.xhtml,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2UyLzUxLzI4L2NkMDAtNGIwMC1hMTdhLTJjNTZiMjYzNWQ0Yw.pdf,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzI5LzdkLzU1LzM0ZTMtNGYxMi1hYTI2LTRjMWU1NWUwMjNhNw.xml,true,2600 Glostrup,Hovedvejen 109,Glostrup afdeling,Helsinge,3200.0,29.0,Kagerup Park,2300 KÃ¸benhavn S,Keplersgade 22 st tv.,Regnskabsklasse B,2017-05-05,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledelse har oplyst at selskabet ikke har indgÃ¥et eventualforpligtelser eller lignende,Â som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse harÂ oplyst at selskabet ikke har afgivetÂ  pant- eller sikkerhedsstillelser, som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>",,,13787344.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Faurby,Erik Faurby,DANSKE BANK A/S,REVISIONSFIRMAET ERIK FAURBY A/S,Revisor Ole Johnsson,,,"Helsinge, den",2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r, ikke skal revideres.",,48393434.0,false,false,Ingen bistand,urn:ofk:oid:23843072,indberetninger-20180424,2.5949414,13787344.0,,2018-03-27T23:05:51.595Z,2017-05-10T12:51:56.982Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-95-XW,2017-05-10T12:51:57.241Z,,,,,,,,,,,,,,,,,,,Erik Faurby
13787344,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2FjLzkwLzBhL2QzMDQtNDAwZi1hMjI2LTQxMjUyMzJjMGJhNg.xhtml,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2UyLzUxLzI4L2NkMDAtNGIwMC1hMTdhLTJjNTZiMjYzNWQ0Yw.pdf,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzI5LzdkLzU1LzM0ZTMtNGYxMi1hYTI2LTRjMWU1NWUwMjNhNw.xml,true,2600 Glostrup,Hovedvejen 109,Glostrup afdeling,Helsinge,3200.0,29.0,Kagerup Park,2300 KÃ¸benhavn S,Keplersgade 22 st tv.,Regnskabsklasse B,2017-05-05,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledelse har oplyst at selskabet ikke har indgÃ¥et eventualforpligtelser eller lignende,Â som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse harÂ oplyst at selskabet ikke har afgivetÂ  pant- eller sikkerhedsstillelser, som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>",,,13787344.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Faurby,Erik Faurby,DANSKE BANK A/S,REVISIONSFIRMAET ERIK FAURBY A/S,Revisor Ole Johnsson,,,"Helsinge, den",2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r, ikke skal revideres.",,48393434.0,false,false,Ingen bistand,urn:ofk:oid:23843072,indberetninger-20180424,2.5949414,13787344.0,,2018-03-27T23:05:51.595Z,2017-05-10T12:51:56.982Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-95-XW,2017-05-10T12:51:57.241Z,,,,,,,,,,,,,,,,,,,Christina Maria Faurby
13787344,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2FjLzkwLzBhL2QzMDQtNDAwZi1hMjI2LTQxMjUyMzJjMGJhNg.xhtml,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2UyLzUxLzI4L2NkMDAtNGIwMC1hMTdhLTJjNTZiMjYzNWQ0Yw.pdf,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzI5LzdkLzU1LzM0ZTMtNGYxMi1hYTI2LTRjMWU1NWUwMjNhNw.xml,true,2600 Glostrup,Hovedvejen 109,Glostrup afdeling,Helsinge,3200.0,29.0,Kagerup Park,2300 KÃ¸benhavn S,Keplersgade 22 st tv.,Regnskabsklasse B,2017-05-05,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledelse har oplyst at selskabet ikke har indgÃ¥et eventualforpligtelser eller lignende,Â som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse harÂ oplyst at selskabet ikke har afgivetÂ  pant- eller sikkerhedsstillelser, som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>",,,13787344.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Faurby,Erik Faurby,DANSKE BANK A/S,REVISIONSFIRMAET ERIK FAURBY A/S,Revisor Ole Johnsson,,,"Helsinge, den",2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r, ikke skal revideres.",,48393434.0,false,false,Ingen bistand,urn:ofk:oid:23843072,indberetninger-20180424,2.5949414,13787344.0,,2018-03-27T23:05:51.595Z,2017-05-10T12:51:56.982Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-95-XW,2017-05-10T12:51:57.241Z,,,,,,,,,,,,,,,,,,,Helene Faurby
13787344,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2FjLzkwLzBhL2QzMDQtNDAwZi1hMjI2LTQxMjUyMzJjMGJhNg.xhtml,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2UyLzUxLzI4L2NkMDAtNGIwMC1hMTdhLTJjNTZiMjYzNWQ0Yw.pdf,http://regnskaber.virk.dk/44378731/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzI5LzdkLzU1LzM0ZTMtNGYxMi1hYTI2LTRjMWU1NWUwMjNhNw.xml,true,2600 Glostrup,Hovedvejen 109,Glostrup afdeling,Helsinge,3200.0,29.0,Kagerup Park,2300 KÃ¸benhavn S,Keplersgade 22 st tv.,Regnskabsklasse B,2017-05-05,2017-05-05,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet ledelse har oplyst at selskabet ikke har indgÃ¥et eventualforpligtelser eller lignende,Â som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse harÂ oplyst at selskabet ikke har afgivetÂ  pant- eller sikkerhedsstillelser, som ikke fremgÃ¥r af Ã¥rsrapporten 2016.</p>",,,13787344.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Faurby,Erik Faurby,DANSKE BANK A/S,REVISIONSFIRMAET ERIK FAURBY A/S,Revisor Ole Johnsson,,,"Helsinge, den",2015-01-01,2015-12-31,50000.0,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r, ikke skal revideres.",,48393434.0,false,false,Ingen bistand,urn:ofk:oid:23843072,indberetninger-20180424,2.5949414,13787344.0,,2018-03-27T23:05:51.595Z,2017-05-10T12:51:56.982Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AA-95-XW,2017-05-10T12:51:57.241Z,,,,,,,,,,,,,,,,,,,
