entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
34602484,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IzL2U2L2NmLzA2ZjYtNDE5Mi1hMmZiLWQ1ZmFjNDMwNTdmNg.pdf,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2I3L2IxLzRmLzZkNDAtNDlhZi05NzNmLTYwZDM0ZTkzZGVhNg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Kristian MÃ¸lgaard Holding Advokatanpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-16,2018-05-16,2012-06-28,2018-05-31,39463113.0,34602484.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Kristian MÃ¸lgaard Holding Advokatanpartsselskab.,Ãrsrapport,Bent Kofoed,Kristian MÃ¸lgaard,KRESTON CM,Kristian MÃ¸lgaard Holding Advokatanpartsselskab,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Frederiksberg,2016-01-01,2016-12-31,1022183.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-05-16,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25686473,indberetninger-20180424,2.5124366,34602484.0,AWO88IZL0wkEsASktUd6,2018-06-01T20:01:45.164Z,2018-06-01T20:01:08.512Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-80-HA,2018-06-01T20:01:08.770Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34602484,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IzL2U2L2NmLzA2ZjYtNDE5Mi1hMmZiLWQ1ZmFjNDMwNTdmNg.pdf,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2I3L2IxLzRmLzZkNDAtNDlhZi05NzNmLTYwZDM0ZTkzZGVhNg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Kristian MÃ¸lgaard Holding Advokatanpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-16,2018-05-16,2012-06-28,2018-05-31,39463113.0,34602484.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Kristian MÃ¸lgaard Holding Advokatanpartsselskab.,Ãrsrapport,Bent Kofoed,Kristian MÃ¸lgaard,KRESTON CM,Kristian MÃ¸lgaard Holding Advokatanpartsselskab,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Frederiksberg,2016-01-01,2016-12-31,-150000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-05-16,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25686473,indberetninger-20180424,2.5124366,34602484.0,AWO88IZL0wkEsASktUd6,2018-06-01T20:01:45.164Z,2018-06-01T20:01:08.512Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-80-HA,2018-06-01T20:01:08.770Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34602484,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IzL2U2L2NmLzA2ZjYtNDE5Mi1hMmZiLWQ1ZmFjNDMwNTdmNg.pdf,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2I3L2IxLzRmLzZkNDAtNDlhZi05NzNmLTYwZDM0ZTkzZGVhNg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Kristian MÃ¸lgaard Holding Advokatanpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-16,2018-05-16,2012-06-28,2018-05-31,39463113.0,34602484.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Kristian MÃ¸lgaard Holding Advokatanpartsselskab.,Ãrsrapport,Bent Kofoed,Kristian MÃ¸lgaard,KRESTON CM,Kristian MÃ¸lgaard Holding Advokatanpartsselskab,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Frederiksberg,2016-01-01,2016-12-31,-950000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-05-16,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25686473,indberetninger-20180424,2.5124366,34602484.0,AWO88IZL0wkEsASktUd6,2018-06-01T20:01:45.164Z,2018-06-01T20:01:08.512Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-80-HA,2018-06-01T20:01:08.770Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34602484,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IzL2U2L2NmLzA2ZjYtNDE5Mi1hMmZiLWQ1ZmFjNDMwNTdmNg.pdf,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2I3L2IxLzRmLzZkNDAtNDlhZi05NzNmLTYwZDM0ZTkzZGVhNg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Kristian MÃ¸lgaard Holding Advokatanpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-16,2018-05-16,2012-06-28,2018-05-31,39463113.0,34602484.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Kristian MÃ¸lgaard Holding Advokatanpartsselskab.,Ãrsrapport,Bent Kofoed,Kristian MÃ¸lgaard,KRESTON CM,Kristian MÃ¸lgaard Holding Advokatanpartsselskab,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Frederiksberg,2016-01-01,2016-12-31,1137345.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-05-16,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25686473,indberetninger-20180424,2.5124366,34602484.0,AWO88IZL0wkEsASktUd6,2018-06-01T20:01:45.164Z,2018-06-01T20:01:08.512Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-80-HA,2018-06-01T20:01:08.770Z,1059528.0,1159739.0,-11739.0,1320.0,22394.0,,,,,,,,,,,,,,,,,,,,,,,
34602484,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IzL2U2L2NmLzA2ZjYtNDE5Mi1hMmZiLWQ1ZmFjNDMwNTdmNg.pdf,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2I3L2IxLzRmLzZkNDAtNDlhZi05NzNmLTYwZDM0ZTkzZGVhNg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Kristian MÃ¸lgaard Holding Advokatanpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-16,2018-05-16,2012-06-28,2018-05-31,39463113.0,34602484.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Kristian MÃ¸lgaard Holding Advokatanpartsselskab.,Ãrsrapport,Bent Kofoed,Kristian MÃ¸lgaard,KRESTON CM,Kristian MÃ¸lgaard Holding Advokatanpartsselskab,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Frederiksberg,2016-01-01,2016-12-31,-1059528.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-05-16,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25686473,indberetninger-20180424,2.5124366,34602484.0,AWO88IZL0wkEsASktUd6,2018-06-01T20:01:45.164Z,2018-06-01T20:01:08.512Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-80-HA,2018-06-01T20:01:08.770Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34602484,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IzL2U2L2NmLzA2ZjYtNDE5Mi1hMmZiLWQ1ZmFjNDMwNTdmNg.pdf,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2I3L2IxLzRmLzZkNDAtNDlhZi05NzNmLTYwZDM0ZTkzZGVhNg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Kristian MÃ¸lgaard Holding Advokatanpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-16,2018-05-16,2012-06-28,2018-05-31,39463113.0,34602484.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Kristian MÃ¸lgaard Holding Advokatanpartsselskab.,Ãrsrapport,Bent Kofoed,Kristian MÃ¸lgaard,KRESTON CM,Kristian MÃ¸lgaard Holding Advokatanpartsselskab,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Frederiksberg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-05-16,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25686473,indberetninger-20180424,2.5124366,34602484.0,AWO88IZL0wkEsASktUd6,2018-06-01T20:01:45.164Z,2018-06-01T20:01:08.512Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-80-HA,2018-06-01T20:01:08.770Z,,,,,,4766043.0,118452.0,80000.0,1724712.0,4734943.0,4766043.0,31100.0,3041331.0,1266331.0,3041331.0,1775000.0,6250.0,150000.0,1096331.0,3408612.0,1435992.0,31100.0,4456.0,170268.0,0.0,20394.0,6693.0,
34602484,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IzL2U2L2NmLzA2ZjYtNDE5Mi1hMmZiLWQ1ZmFjNDMwNTdmNg.pdf,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2I3L2IxLzRmLzZkNDAtNDlhZi05NzNmLTYwZDM0ZTkzZGVhNg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Kristian MÃ¸lgaard Holding Advokatanpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-16,2018-05-16,2012-06-28,2018-05-31,39463113.0,34602484.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Kristian MÃ¸lgaard Holding Advokatanpartsselskab.,Ãrsrapport,Bent Kofoed,Kristian MÃ¸lgaard,KRESTON CM,Kristian MÃ¸lgaard Holding Advokatanpartsselskab,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Frederiksberg,2016-01-01,2016-12-31,909909.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-05-16,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25686473,indberetninger-20180424,2.5124366,34602484.0,AWO88IZL0wkEsASktUd6,2018-06-01T20:01:45.164Z,2018-06-01T20:01:08.512Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-80-HA,2018-06-01T20:01:08.770Z,680778.0,974694.0,-29329.0,4396.0,64785.0,,,,,,,,,,,,,,,,,,,,,,,
34602484,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IzL2U2L2NmLzA2ZjYtNDE5Mi1hMmZiLWQ1ZmFjNDMwNTdmNg.pdf,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2I3L2IxLzRmLzZkNDAtNDlhZi05NzNmLTYwZDM0ZTkzZGVhNg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Kristian MÃ¸lgaard Holding Advokatanpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-16,2018-05-16,2012-06-28,2018-05-31,39463113.0,34602484.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Kristian MÃ¸lgaard Holding Advokatanpartsselskab.,Ãrsrapport,Bent Kofoed,Kristian MÃ¸lgaard,KRESTON CM,Kristian MÃ¸lgaard Holding Advokatanpartsselskab,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Frederiksberg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-05-16,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25686473,indberetninger-20180424,2.5124366,34602484.0,AWO88IZL0wkEsASktUd6,2018-06-01T20:01:45.164Z,2018-06-01T20:01:08.512Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-80-HA,2018-06-01T20:01:08.770Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34602484,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IzL2U2L2NmLzA2ZjYtNDE5Mi1hMmZiLWQ1ZmFjNDMwNTdmNg.pdf,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2I3L2IxLzRmLzZkNDAtNDlhZi05NzNmLTYwZDM0ZTkzZGVhNg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Kristian MÃ¸lgaard Holding Advokatanpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-16,2018-05-16,2012-06-28,2018-05-31,39463113.0,34602484.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Kristian MÃ¸lgaard Holding Advokatanpartsselskab.,Ãrsrapport,Bent Kofoed,Kristian MÃ¸lgaard,KRESTON CM,Kristian MÃ¸lgaard Holding Advokatanpartsselskab,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Frederiksberg,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-05-16,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25686473,indberetninger-20180424,2.5124366,34602484.0,AWO88IZL0wkEsASktUd6,2018-06-01T20:01:45.164Z,2018-06-01T20:01:08.512Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-80-HA,2018-06-01T20:01:08.770Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34602484,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2IzL2U2L2NmLzA2ZjYtNDE5Mi1hMmZiLWQ1ZmFjNDMwNTdmNg.pdf,http://regnskaber.virk.dk/48420643/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2I3L2IxLzRmLzZkNDAtNDlhZi05NzNmLTYwZDM0ZTkzZGVhNg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Kristian MÃ¸lgaard Holding Advokatanpartsselskab,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-16,2018-05-16,2012-06-28,2018-05-31,39463113.0,34602484.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Kristian MÃ¸lgaard Holding Advokatanpartsselskab.,Ãrsrapport,Bent Kofoed,Kristian MÃ¸lgaard,KRESTON CM,Kristian MÃ¸lgaard Holding Advokatanpartsselskab,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Frederiksberg,2016-01-01,2016-12-31,-500000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-05-16,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25686473,indberetninger-20180424,2.5124366,34602484.0,AWO88IZL0wkEsASktUd6,2018-06-01T20:01:45.164Z,2018-06-01T20:01:08.512Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-80-HA,2018-06-01T20:01:08.770Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
