entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,DividendPaid
32770142,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzVhL2ViLzA3LzM3ZGYtNDcxMC04MTRhLTU3OGRjMjk3ZTc4Yw.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzRjLzI4L2MzMDgtNDdkNS1iODU3LWIwYmEzMTFmMWMzNQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzMzL2RmLzc1LzBiYmEtNDdlOC1hM2I3LTdjNGQwMzdiM2ViZA.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2018-10-02,2018-10-02,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",397.0,90313.0,32770142.0,86619.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,Knud Erik Banke Kristensen,934.0,36822.0,Slagelse,2016-07-01,2017-06-30,184462.0,212423.0,89916.0,2018-06-30,2017-07-01,false,false,27961.0,false,false,Ingen bistand,urn:ofk:oid:26168025,indberetninger-20180424,2.5927877,32770142.0,AWY4j5Dn5OzuYdPkE6JW,2018-10-03T06:14:26.271Z,2018-10-03T06:13:43.409Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-65-FB,2018-10-03T06:13:43.705Z,,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzVhL2ViLzA3LzM3ZGYtNDcxMC04MTRhLTU3OGRjMjk3ZTc4Yw.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzRjLzI4L2MzMDgtNDdkNS1iODU3LWIwYmEzMTFmMWMzNQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzMzL2RmLzc1LzBiYmEtNDdlOC1hM2I3LTdjNGQwMzdiM2ViZA.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2018-10-02,2018-10-02,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,Knud Erik Banke Kristensen,,,Slagelse,2016-07-01,2017-06-30,103400.0,,,2018-06-30,2017-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26168025,indberetninger-20180424,2.5927877,32770142.0,AWY4j5Dn5OzuYdPkE6JW,2018-10-03T06:14:26.271Z,2018-10-03T06:13:43.409Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-65-FB,2018-10-03T06:13:43.705Z,,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2016-07-01,2017-06-30,c6,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzVhL2ViLzA3LzM3ZGYtNDcxMC04MTRhLTU3OGRjMjk3ZTc4Yw.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzRjLzI4L2MzMDgtNDdkNS1iODU3LWIwYmEzMTFmMWMzNQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzMzL2RmLzc1LzBiYmEtNDdlOC1hM2I3LTdjNGQwMzdiM2ViZA.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2018-10-02,2018-10-02,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,Knud Erik Banke Kristensen,,,Slagelse,2016-07-01,2017-06-30,86619.0,,,2018-06-30,2017-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26168025,indberetninger-20180424,2.5927877,32770142.0,AWY4j5Dn5OzuYdPkE6JW,2018-10-03T06:14:26.271Z,2018-10-03T06:13:43.409Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-65-FB,2018-10-03T06:13:43.705Z,,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2016-07-01,2017-06-30,c8,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzVhL2ViLzA3LzM3ZGYtNDcxMC04MTRhLTU3OGRjMjk3ZTc4Yw.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzRjLzI4L2MzMDgtNDdkNS1iODU3LWIwYmEzMTFmMWMzNQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzMzL2RmLzc1LzBiYmEtNDdlOC1hM2I3LTdjNGQwMzdiM2ViZA.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2018-10-02,2018-10-02,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,Knud Erik Banke Kristensen,,,Slagelse,2016-07-01,2017-06-30,-5557.0,,,2018-06-30,2017-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26168025,indberetninger-20180424,2.5927877,32770142.0,AWY4j5Dn5OzuYdPkE6JW,2018-10-03T06:14:26.271Z,2018-10-03T06:13:43.409Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-65-FB,2018-10-03T06:13:43.705Z,,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2017-06-30,2017-06-30,c10,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzVhL2ViLzA3LzM3ZGYtNDcxMC04MTRhLTU3OGRjMjk3ZTc4Yw.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzRjLzI4L2MzMDgtNDdkNS1iODU3LWIwYmEzMTFmMWMzNQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzMzL2RmLzc1LzBiYmEtNDdlOC1hM2I3LTdjNGQwMzdiM2ViZA.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2018-10-02,2018-10-02,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,Knud Erik Banke Kristensen,,,Slagelse,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26168025,indberetninger-20180424,2.5927877,32770142.0,AWY4j5Dn5OzuYdPkE6JW,2018-10-03T06:14:26.271Z,2018-10-03T06:13:43.409Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-65-FB,2018-10-03T06:13:43.705Z,684032.0,32045.0,125000.0,457642.0,0.0,519937.0,684032.0,164095.0,226390.0,226390.0,226390.0,374972.0,15563.0,103400.0,201390.0,90147.0,374972.0,164095.0,73876.0,50625.0,43125.0,74656.0,0.0,7500.0,
32770142,2017-07-01,2017-07-01,c11,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzVhL2ViLzA3LzM3ZGYtNDcxMC04MTRhLTU3OGRjMjk3ZTc4Yw.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzRjLzI4L2MzMDgtNDdkNS1iODU3LWIwYmEzMTFmMWMzNQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzMzL2RmLzc1LzBiYmEtNDdlOC1hM2I3LTdjNGQwMzdiM2ViZA.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2018-10-02,2018-10-02,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,Knud Erik Banke Kristensen,,,Slagelse,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26168025,indberetninger-20180424,2.5927877,32770142.0,AWY4j5Dn5OzuYdPkE6JW,2018-10-03T06:14:26.271Z,2018-10-03T06:13:43.409Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-65-FB,2018-10-03T06:13:43.705Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,,
32770142,2017-07-01,2017-07-01,c12,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzVhL2ViLzA3LzM3ZGYtNDcxMC04MTRhLTU3OGRjMjk3ZTc4Yw.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzRjLzI4L2MzMDgtNDdkNS1iODU3LWIwYmEzMTFmMWMzNQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzMzL2RmLzc1LzBiYmEtNDdlOC1hM2I3LTdjNGQwMzdiM2ViZA.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2018-10-02,2018-10-02,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,Knud Erik Banke Kristensen,,,Slagelse,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26168025,indberetninger-20180424,2.5927877,32770142.0,AWY4j5Dn5OzuYdPkE6JW,2018-10-03T06:14:26.271Z,2018-10-03T06:13:43.409Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-65-FB,2018-10-03T06:13:43.705Z,,,,,,201390.0,,,,,,,,,,,,,,,,,,,
32770142,2017-07-01,2017-07-01,c13,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzVhL2ViLzA3LzM3ZGYtNDcxMC04MTRhLTU3OGRjMjk3ZTc4Yw.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzRjLzI4L2MzMDgtNDdkNS1iODU3LWIwYmEzMTFmMWMzNQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzMzL2RmLzc1LzBiYmEtNDdlOC1hM2I3LTdjNGQwMzdiM2ViZA.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2018-10-02,2018-10-02,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,Knud Erik Banke Kristensen,,,Slagelse,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26168025,indberetninger-20180424,2.5927877,32770142.0,AWY4j5Dn5OzuYdPkE6JW,2018-10-03T06:14:26.271Z,2018-10-03T06:13:43.409Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-65-FB,2018-10-03T06:13:43.705Z,,,,,,90147.0,,,,,,,,,,,,,,,,,,,
32770142,2017-07-01,2017-07-01,c14,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzVhL2ViLzA3LzM3ZGYtNDcxMC04MTRhLTU3OGRjMjk3ZTc4Yw.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzRjLzI4L2MzMDgtNDdkNS1iODU3LWIwYmEzMTFmMWMzNQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzMzL2RmLzc1LzBiYmEtNDdlOC1hM2I3LTdjNGQwMzdiM2ViZA.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2018-10-02,2018-10-02,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,Knud Erik Banke Kristensen,,,Slagelse,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26168025,indberetninger-20180424,2.5927877,32770142.0,AWY4j5Dn5OzuYdPkE6JW,2018-10-03T06:14:26.271Z,2018-10-03T06:13:43.409Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-65-FB,2018-10-03T06:13:43.705Z,,,,,,103400.0,,,,,,,,,,,,,,,,,,,
32770142,2017-07-01,2017-07-01,c15,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzVhL2ViLzA3LzM3ZGYtNDcxMC04MTRhLTU3OGRjMjk3ZTc4Yw.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiLzRjLzI4L2MzMDgtNDdkNS1iODU3LWIwYmEzMTFmMWMzNQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzMzL2RmLzc1LzBiYmEtNDdlOC1hM2I3LTdjNGQwMzdiM2ViZA.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2018-10-02,2018-10-02,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,Knud Erik Banke Kristensen,,,Slagelse,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:26168025,indberetninger-20180424,2.5927877,32770142.0,AWY4j5Dn5OzuYdPkE6JW,2018-10-03T06:14:26.271Z,2018-10-03T06:13:43.409Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-65-FB,2018-10-03T06:13:43.705Z,,,,,,519937.0,,,,,,,,,,,,,,,,,,,
