entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
32770142,2014-07-01,2015-06-30,c2,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzRhL2M0LzM2LzVlMWMtNDBhNS04MDQ4LTlhMmEyODFjOWUxYg.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Y0LzgyLzcxLzE1ZGUtNGNiNy04YjdmLTJiNGU5MTRmZDBkYQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzVmLzg3Lzc3L2UyMzYtNDBlNC1iOTI1LWE0MDM2YTk5ZTA3Mw.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2016-11-30,2016-12-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",693851.0,1094785.0,32770142.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,kek@lotus-7.dk,0.0,0.0,Slagelse,2014-07-01,2015-06-30,298252.0,400934.0,400934.0,2016-06-30,2015-07-01,false,false,102682.0,false,false,Ingen bistand,urn:ofk:oid:23265667,indberetninger-20180424,2.594826,32770142.0,,2018-03-29T05:23:51.257Z,2016-12-08T09:22:11.660Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-51-RK,2016-12-08T09:22:11.876Z,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2014-07-01,2015-06-30,c4,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzRhL2M0LzM2LzVlMWMtNDBhNS04MDQ4LTlhMmEyODFjOWUxYg.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Y0LzgyLzcxLzE1ZGUtNGNiNy04YjdmLTJiNGU5MTRmZDBkYQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzVmLzg3Lzc3L2UyMzYtNDBlNC1iOTI1LWE0MDM2YTk5ZTA3Mw.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2016-11-30,2016-12-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,kek@lotus-7.dk,,,Slagelse,2014-07-01,2015-06-30,0.0,,,2016-06-30,2015-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23265667,indberetninger-20180424,2.594826,32770142.0,,2018-03-29T05:23:51.257Z,2016-12-08T09:22:11.660Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-51-RK,2016-12-08T09:22:11.876Z,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2014-07-01,2015-06-30,c6,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzRhL2M0LzM2LzVlMWMtNDBhNS04MDQ4LTlhMmEyODFjOWUxYg.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Y0LzgyLzcxLzE1ZGUtNGNiNy04YjdmLTJiNGU5MTRmZDBkYQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzVmLzg3Lzc3L2UyMzYtNDBlNC1iOTI1LWE0MDM2YTk5ZTA3Mw.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2016-11-30,2016-12-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,kek@lotus-7.dk,,,Slagelse,2014-07-01,2015-06-30,0.0,,,2016-06-30,2015-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23265667,indberetninger-20180424,2.594826,32770142.0,,2018-03-29T05:23:51.257Z,2016-12-08T09:22:11.660Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-51-RK,2016-12-08T09:22:11.876Z,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2014-07-01,2015-06-30,c8,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzRhL2M0LzM2LzVlMWMtNDBhNS04MDQ4LTlhMmEyODFjOWUxYg.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Y0LzgyLzcxLzE1ZGUtNGNiNy04YjdmLTJiNGU5MTRmZDBkYQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzVmLzg3Lzc3L2UyMzYtNDBlNC1iOTI1LWE0MDM2YTk5ZTA3Mw.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2016-11-30,2016-12-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,kek@lotus-7.dk,,,Slagelse,2014-07-01,2015-06-30,298252.0,,,2016-06-30,2015-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23265667,indberetninger-20180424,2.594826,32770142.0,,2018-03-29T05:23:51.257Z,2016-12-08T09:22:11.660Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-51-RK,2016-12-08T09:22:11.876Z,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2015-06-30,2015-06-30,c10,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzRhL2M0LzM2LzVlMWMtNDBhNS04MDQ4LTlhMmEyODFjOWUxYg.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Y0LzgyLzcxLzE1ZGUtNGNiNy04YjdmLTJiNGU5MTRmZDBkYQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzVmLzg3Lzc3L2UyMzYtNDBlNC1iOTI1LWE0MDM2YTk5ZTA3Mw.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2016-11-30,2016-12-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,kek@lotus-7.dk,,,Slagelse,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23265667,indberetninger-20180424,2.594826,32770142.0,,2018-03-29T05:23:51.257Z,2016-12-08T09:22:11.660Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-51-RK,2016-12-08T09:22:11.876Z,1131311.0,934424.0,125000.0,1106311.0,6796.0,21875.0,594486.0,1131311.0,536825.0,25000.0,25000.0,25000.0,0.0,299328.0,0.0,0.0,469486.0,0.0,536825.0,171887.0,0.0,197995.0,39502.0,143216.0
32770142,2015-07-01,2016-06-30,c0,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzRhL2M0LzM2LzVlMWMtNDBhNS04MDQ4LTlhMmEyODFjOWUxYg.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Y0LzgyLzcxLzE1ZGUtNGNiNy04YjdmLTJiNGU5MTRmZDBkYQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzVmLzg3Lzc3L2UyMzYtNDBlNC1iOTI1LWE0MDM2YTk5ZTA3Mw.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2016-11-30,2016-12-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",407037.0,740227.0,32770142.0,114771.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,kek@lotus-7.dk,1627.0,22895.0,Slagelse,2014-07-01,2015-06-30,377939.0,469229.0,333190.0,2016-06-30,2015-07-01,false,false,91290.0,false,false,Ingen bistand,urn:ofk:oid:23265667,indberetninger-20180424,2.594826,32770142.0,,2018-03-29T05:23:51.257Z,2016-12-08T09:22:11.660Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-51-RK,2016-12-08T09:22:11.876Z,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzRhL2M0LzM2LzVlMWMtNDBhNS04MDQ4LTlhMmEyODFjOWUxYg.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Y0LzgyLzcxLzE1ZGUtNGNiNy04YjdmLTJiNGU5MTRmZDBkYQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzVmLzg3Lzc3L2UyMzYtNDBlNC1iOTI1LWE0MDM2YTk5ZTA3Mw.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2016-11-30,2016-12-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,kek@lotus-7.dk,,,Slagelse,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23265667,indberetninger-20180424,2.594826,32770142.0,,2018-03-29T05:23:51.257Z,2016-12-08T09:22:11.660Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-51-RK,2016-12-08T09:22:11.876Z,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzRhL2M0LzM2LzVlMWMtNDBhNS04MDQ4LTlhMmEyODFjOWUxYg.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Y0LzgyLzcxLzE1ZGUtNGNiNy04YjdmLTJiNGU5MTRmZDBkYQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzVmLzg3Lzc3L2UyMzYtNDBlNC1iOTI1LWE0MDM2YTk5ZTA3Mw.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2016-11-30,2016-12-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,kek@lotus-7.dk,,,Slagelse,2014-07-01,2015-06-30,101200.0,,,2016-06-30,2015-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23265667,indberetninger-20180424,2.594826,32770142.0,,2018-03-29T05:23:51.257Z,2016-12-08T09:22:11.660Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-51-RK,2016-12-08T09:22:11.876Z,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzRhL2M0LzM2LzVlMWMtNDBhNS04MDQ4LTlhMmEyODFjOWUxYg.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Y0LzgyLzcxLzE1ZGUtNGNiNy04YjdmLTJiNGU5MTRmZDBkYQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzVmLzg3Lzc3L2UyMzYtNDBlNC1iOTI1LWE0MDM2YTk5ZTA3Mw.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2016-11-30,2016-12-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,kek@lotus-7.dk,,,Slagelse,2014-07-01,2015-06-30,114771.0,,,2016-06-30,2015-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23265667,indberetninger-20180424,2.594826,32770142.0,,2018-03-29T05:23:51.257Z,2016-12-08T09:22:11.660Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-51-RK,2016-12-08T09:22:11.876Z,,,,,,,,,,,,,,,,,,,,,,,,
32770142,2015-07-01,2016-06-30,c7,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzRhL2M0LzM2LzVlMWMtNDBhNS04MDQ4LTlhMmEyODFjOWUxYg.xhtml,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Y0LzgyLzcxLzE1ZGUtNGNiNy04YjdmLTJiNGU5MTRmZDBkYQ.pdf,http://regnskaber.virk.dk/24107723/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzVmLzg3Lzc3L2UyMzYtNDBlNC1iOTI1LWE0MDM2YTk5ZTA3Mw.xml,true,Slagelse,4200.0,11.0,Sct.JÃ¸rgensgade,5600 Faaborg,Bjernevej 5,Regnskabsklasse B,2016-11-30,2016-12-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,32770142.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Bruun Madsen,Anders Bruun Madsen,LEAS ApS,kek@lotus-7.dk,,,Slagelse,2014-07-01,2015-06-30,161968.0,,,2016-06-30,2015-07-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23265667,indberetninger-20180424,2.594826,32770142.0,,2018-03-29T05:23:51.257Z,2016-12-08T09:22:11.660Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-51-RK,2016-12-08T09:22:11.876Z,,,,,,,,,,,,,,,,,,,,,,,,
