entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForDevelopmentExpenditure,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
29244707,2016-10-01,2017-09-30,ID_13,,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJlLzhmLzQ5L2Y4NDgtNDhiYy1iMGI4LTQ0NmQwNGFkNmM3Yg.pdf,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzYwLzVjLzIxLzVmMzgtNGI5NC1hOTdlLWQ0YTU1ZjFmZGI4Mw.xml,true,"Risskov, 8240",Brunbjergvej 3,Til kapitalejerne i Forlaget Vektor ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-31,2019-01-31,2005-11-28,2019-02-14,shu@dgj.dk,31574994.0,29244707.0,31574994.0,mne19690,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Forlaget Vektor ApS.,Ãrsrapport,Tore Christensen,Bent Fredberg Jensen,Risskov Revision,Forlaget Vektor ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Aarhus N,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2019-01-31,Risskov,86131555.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26695434,indberetninger-20180424,2.5124297,29244707,AWj_n2Dget7j816D4Hnv,2019-02-18T08:01:04.812Z,2019-02-18T08:01:00.655Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-54-YR,2019-02-18T08:01:01.031Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29244707,2016-10-01,2017-09-30,ID_15,,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJlLzhmLzQ5L2Y4NDgtNDhiYy1iMGI4LTQ0NmQwNGFkNmM3Yg.pdf,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzYwLzVjLzIxLzVmMzgtNGI5NC1hOTdlLWQ0YTU1ZjFmZGI4Mw.xml,true,"Risskov, 8240",Brunbjergvej 3,Til kapitalejerne i Forlaget Vektor ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-31,2019-01-31,2005-11-28,2019-02-14,shu@dgj.dk,31574994.0,29244707.0,31574994.0,mne19690,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Forlaget Vektor ApS.,Ãrsrapport,Tore Christensen,Bent Fredberg Jensen,Risskov Revision,Forlaget Vektor ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Aarhus N,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2019-01-31,Risskov,86131555.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26695434,indberetninger-20180424,2.5124297,29244707,AWj_n2Dget7j816D4Hnv,2019-02-18T08:01:04.812Z,2019-02-18T08:01:00.655Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-54-YR,2019-02-18T08:01:01.031Z,157978.0,94027.0,-472540.0,56198.0,-610185.0,-780743.0,-724545.0,-170558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29244707,2016-10-01,2017-09-30,ID_17,,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJlLzhmLzQ5L2Y4NDgtNDhiYy1iMGI4LTQ0NmQwNGFkNmM3Yg.pdf,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzYwLzVjLzIxLzVmMzgtNGI5NC1hOTdlLWQ0YTU1ZjFmZGI4Mw.xml,true,"Risskov, 8240",Brunbjergvej 3,Til kapitalejerne i Forlaget Vektor ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-31,2019-01-31,2005-11-28,2019-02-14,shu@dgj.dk,31574994.0,29244707.0,31574994.0,mne19690,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Forlaget Vektor ApS.,Ãrsrapport,Tore Christensen,Bent Fredberg Jensen,Risskov Revision,Forlaget Vektor ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Aarhus N,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2019-01-31,Risskov,86131555.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26695434,indberetninger-20180424,2.5124297,29244707,AWj_n2Dget7j816D4Hnv,2019-02-18T08:01:04.812Z,2019-02-18T08:01:00.655Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-54-YR,2019-02-18T08:01:01.031Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29244707,2016-10-01,2017-09-30,ID_19,,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJlLzhmLzQ5L2Y4NDgtNDhiYy1iMGI4LTQ0NmQwNGFkNmM3Yg.pdf,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzYwLzVjLzIxLzVmMzgtNGI5NC1hOTdlLWQ0YTU1ZjFmZGI4Mw.xml,true,"Risskov, 8240",Brunbjergvej 3,Til kapitalejerne i Forlaget Vektor ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-31,2019-01-31,2005-11-28,2019-02-14,shu@dgj.dk,31574994.0,29244707.0,31574994.0,mne19690,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Forlaget Vektor ApS.,Ãrsrapport,Tore Christensen,Bent Fredberg Jensen,Risskov Revision,Forlaget Vektor ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Aarhus N,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2019-01-31,Risskov,86131555.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26695434,indberetninger-20180424,2.5124297,29244707,AWj_n2Dget7j816D4Hnv,2019-02-18T08:01:04.812Z,2019-02-18T08:01:00.655Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-54-YR,2019-02-18T08:01:01.031Z,,,,,-610185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29244707,2017-09-30,2017-09-30,ID_12,,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJlLzhmLzQ5L2Y4NDgtNDhiYy1iMGI4LTQ0NmQwNGFkNmM3Yg.pdf,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzYwLzVjLzIxLzVmMzgtNGI5NC1hOTdlLWQ0YTU1ZjFmZGI4Mw.xml,true,"Risskov, 8240",Brunbjergvej 3,Til kapitalejerne i Forlaget Vektor ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-31,2019-01-31,2005-11-28,2019-02-14,shu@dgj.dk,31574994.0,29244707.0,31574994.0,mne19690,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Forlaget Vektor ApS.,Ãrsrapport,Tore Christensen,Bent Fredberg Jensen,Risskov Revision,Forlaget Vektor ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Aarhus N,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2019-01-31,Risskov,86131555.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26695434,indberetninger-20180424,2.5124297,29244707,AWj_n2Dget7j816D4Hnv,2019-02-18T08:01:04.812Z,2019-02-18T08:01:00.655Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-54-YR,2019-02-18T08:01:01.031Z,,,,,,,,,3424173.0,281415.0,1339283.0,125000.0,2028889.0,291300.0,-653260.0,56001.0,1339283.0,871739.0,3424173.0,3715625.0,871739.0,1395284.0,344470.0,25938.0,56001.0,361808.0,361808.0,0.0,-778260.0,3715625.0,3069808.0,875735.0,364478.0,301347.0,194019.0,,,
29244707,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJlLzhmLzQ5L2Y4NDgtNDhiYy1iMGI4LTQ0NmQwNGFkNmM3Yg.pdf,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzYwLzVjLzIxLzVmMzgtNGI5NC1hOTdlLWQ0YTU1ZjFmZGI4Mw.xml,true,"Risskov, 8240",Brunbjergvej 3,Til kapitalejerne i Forlaget Vektor ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-31,2019-01-31,2005-11-28,2019-02-14,shu@dgj.dk,31574994.0,29244707.0,31574994.0,mne19690,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Forlaget Vektor ApS.,Ãrsrapport,Tore Christensen,Bent Fredberg Jensen,Risskov Revision,Forlaget Vektor ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Aarhus N,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2019-01-31,Risskov,86131555.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26695434,indberetninger-20180424,2.5124297,29244707,AWj_n2Dget7j816D4Hnv,2019-02-18T08:01:04.812Z,2019-02-18T08:01:00.655Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-54-YR,2019-02-18T08:01:01.031Z,215651.0,104264.0,258190.0,67289.0,-101392.0,-129014.0,-61725.0,-27622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29244707,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJlLzhmLzQ5L2Y4NDgtNDhiYy1iMGI4LTQ0NmQwNGFkNmM3Yg.pdf,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzYwLzVjLzIxLzVmMzgtNGI5NC1hOTdlLWQ0YTU1ZjFmZGI4Mw.xml,true,"Risskov, 8240",Brunbjergvej 3,Til kapitalejerne i Forlaget Vektor ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-31,2019-01-31,2005-11-28,2019-02-14,shu@dgj.dk,31574994.0,29244707.0,31574994.0,mne19690,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Forlaget Vektor ApS.,Ãrsrapport,Tore Christensen,Bent Fredberg Jensen,Risskov Revision,Forlaget Vektor ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Aarhus N,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2019-01-31,Risskov,86131555.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26695434,indberetninger-20180424,2.5124297,29244707,AWj_n2Dget7j816D4Hnv,2019-02-18T08:01:04.812Z,2019-02-18T08:01:00.655Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-54-YR,2019-02-18T08:01:01.031Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29244707,2017-10-01,2018-09-30,ID_10,,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJlLzhmLzQ5L2Y4NDgtNDhiYy1iMGI4LTQ0NmQwNGFkNmM3Yg.pdf,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzYwLzVjLzIxLzVmMzgtNGI5NC1hOTdlLWQ0YTU1ZjFmZGI4Mw.xml,true,"Risskov, 8240",Brunbjergvej 3,Til kapitalejerne i Forlaget Vektor ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-31,2019-01-31,2005-11-28,2019-02-14,shu@dgj.dk,31574994.0,29244707.0,31574994.0,mne19690,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Forlaget Vektor ApS.,Ãrsrapport,Tore Christensen,Bent Fredberg Jensen,Risskov Revision,Forlaget Vektor ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Aarhus N,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2019-01-31,Risskov,86131555.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26695434,indberetninger-20180424,2.5124297,29244707,AWj_n2Dget7j816D4Hnv,2019-02-18T08:01:04.812Z,2019-02-18T08:01:00.655Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-54-YR,2019-02-18T08:01:01.031Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bendt Fredberg Jensen,Bestyrelsesmedlem,
29244707,2017-10-01,2018-09-30,ID_14,,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJlLzhmLzQ5L2Y4NDgtNDhiYy1iMGI4LTQ0NmQwNGFkNmM3Yg.pdf,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzYwLzVjLzIxLzVmMzgtNGI5NC1hOTdlLWQ0YTU1ZjFmZGI4Mw.xml,true,"Risskov, 8240",Brunbjergvej 3,Til kapitalejerne i Forlaget Vektor ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-31,2019-01-31,2005-11-28,2019-02-14,shu@dgj.dk,31574994.0,29244707.0,31574994.0,mne19690,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Forlaget Vektor ApS.,Ãrsrapport,Tore Christensen,Bent Fredberg Jensen,Risskov Revision,Forlaget Vektor ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Aarhus N,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2019-01-31,Risskov,86131555.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26695434,indberetninger-20180424,2.5124297,29244707,AWj_n2Dget7j816D4Hnv,2019-02-18T08:01:04.812Z,2019-02-18T08:01:00.655Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-54-YR,2019-02-18T08:01:01.031Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29244707,2017-10-01,2018-09-30,ID_16,,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJlLzhmLzQ5L2Y4NDgtNDhiYy1iMGI4LTQ0NmQwNGFkNmM3Yg.pdf,http://regnskaber.virk.dk/70744292/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzYwLzVjLzIxLzVmMzgtNGI5NC1hOTdlLWQ0YTU1ZjFmZGI4Mw.xml,true,"Risskov, 8240",Brunbjergvej 3,Til kapitalejerne i Forlaget Vektor ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-31,2019-01-31,2005-11-28,2019-02-14,shu@dgj.dk,31574994.0,29244707.0,31574994.0,mne19690,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Forlaget Vektor ApS.,Ãrsrapport,Tore Christensen,Bent Fredberg Jensen,Risskov Revision,Forlaget Vektor ApS,"Risskov Revision, Statsautoriseret Revisionsaktieselskab",Aarhus N,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2019-01-31,Risskov,86131555.0,Administrerende direktÃ¸r/Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26695434,indberetninger-20180424,2.5124297,29244707,AWj_n2Dget7j816D4Hnv,2019-02-18T08:01:04.812Z,2019-02-18T08:01:00.655Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AL-54-YR,2019-02-18T08:01:01.031Z,,,,,282990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
