entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,NameAndSurnameOfMemberOfExecutiveBoard
31863503,1899-12-30,1899-12-30,ID_10,,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzRlLzQxLzEwLzJlMzctNGU1MC1hYzI4LTU1ZDA0Mjc0NjY2Yw.pdf,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzQyLzFjLzAxLzkyNzQtNDhjMy05NWI3LWZmNDc3NmY3ODkyMQ.xml,"Taastrup, 2630","FSR - Danske Revisorer , Dorphs AllÃ© 10",Til den daglige ledelse i House of Sandwich Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 28-04-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-05,2016-04-05,31863503.0,19233383.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 28-04-2014 - 30-09-2015 for House of Sandwich Holding ApS.,Ãrsrapport,Vivi Tovesdatter,House of Sandwich Holding ApS,Optimal Revision,"Skovlunde, den 05-04-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-04-28,2016-04-05,Taastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187359,indberetninger-20180424,2.5097342,31863503,,2018-03-28T16:22:58.503Z,2016-04-06T14:24:49.964Z,regnskab,0.0,,2015-09-30,2014-04-28,X16-AT-50-TL,2016-04-06T14:24:50.386Z,,,,,,,,,,,,,,,,,
31863503,1899-12-30,1899-12-30,ID_12,,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzRlLzQxLzEwLzJlMzctNGU1MC1hYzI4LTU1ZDA0Mjc0NjY2Yw.pdf,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzQyLzFjLzAxLzkyNzQtNDhjMy05NWI3LWZmNDc3NmY3ODkyMQ.xml,"Taastrup, 2630","FSR - Danske Revisorer , Dorphs AllÃ© 10",Til den daglige ledelse i House of Sandwich Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 28-04-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-05,2016-04-05,31863503.0,19233383.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 28-04-2014 - 30-09-2015 for House of Sandwich Holding ApS.,Ãrsrapport,Vivi Tovesdatter,House of Sandwich Holding ApS,Optimal Revision,"Skovlunde, den 05-04-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-04-28,2016-04-05,Taastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187359,indberetninger-20180424,2.5097342,31863503,,2018-03-28T16:22:58.503Z,2016-04-06T14:24:49.964Z,regnskab,0.0,,2015-09-30,2014-04-28,X16-AT-50-TL,2016-04-06T14:24:50.386Z,,,,,,,,,,,,,,,,,
31863503,1899-12-30,1899-12-30,ID_14,,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzRlLzQxLzEwLzJlMzctNGU1MC1hYzI4LTU1ZDA0Mjc0NjY2Yw.pdf,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzQyLzFjLzAxLzkyNzQtNDhjMy05NWI3LWZmNDc3NmY3ODkyMQ.xml,"Taastrup, 2630","FSR - Danske Revisorer , Dorphs AllÃ© 10",Til den daglige ledelse i House of Sandwich Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 28-04-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-05,2016-04-05,31863503.0,19233383.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 28-04-2014 - 30-09-2015 for House of Sandwich Holding ApS.,Ãrsrapport,Vivi Tovesdatter,House of Sandwich Holding ApS,Optimal Revision,"Skovlunde, den 05-04-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-04-28,2016-04-05,Taastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187359,indberetninger-20180424,2.5097342,31863503,,2018-03-28T16:22:58.503Z,2016-04-06T14:24:49.964Z,regnskab,0.0,,2015-09-30,2014-04-28,X16-AT-50-TL,2016-04-06T14:24:50.386Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31863503,1899-12-30,1899-12-30,ID_8,,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzRlLzQxLzEwLzJlMzctNGU1MC1hYzI4LTU1ZDA0Mjc0NjY2Yw.pdf,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzQyLzFjLzAxLzkyNzQtNDhjMy05NWI3LWZmNDc3NmY3ODkyMQ.xml,"Taastrup, 2630","FSR - Danske Revisorer , Dorphs AllÃ© 10",Til den daglige ledelse i House of Sandwich Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 28-04-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-05,2016-04-05,31863503.0,19233383.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 28-04-2014 - 30-09-2015 for House of Sandwich Holding ApS.,Ãrsrapport,Vivi Tovesdatter,House of Sandwich Holding ApS,Optimal Revision,"Skovlunde, den 05-04-2016",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-04-28,2016-04-05,Taastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187359,indberetninger-20180424,2.5097342,31863503,,2018-03-28T16:22:58.503Z,2016-04-06T14:24:49.964Z,regnskab,0.0,,2015-09-30,2014-04-28,X16-AT-50-TL,2016-04-06T14:24:50.386Z,,,,,,,,,,,,,,,0.0,0.0,
31863503,2014-04-28,2015-09-30,ID_0,,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzRlLzQxLzEwLzJlMzctNGU1MC1hYzI4LTU1ZDA0Mjc0NjY2Yw.pdf,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzQyLzFjLzAxLzkyNzQtNDhjMy05NWI3LWZmNDc3NmY3ODkyMQ.xml,"Taastrup, 2630","FSR - Danske Revisorer , Dorphs AllÃ© 10",Til den daglige ledelse i House of Sandwich Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 28-04-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-05,2016-04-05,31863503.0,19233383.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 28-04-2014 - 30-09-2015 for House of Sandwich Holding ApS.,Ãrsrapport,Vivi Tovesdatter,House of Sandwich Holding ApS,Optimal Revision,"Skovlunde, den 05-04-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-04-28,2016-04-05,Taastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187359,indberetninger-20180424,2.5097342,31863503,,2018-03-28T16:22:58.503Z,2016-04-06T14:24:49.964Z,regnskab,0.0,,2015-09-30,2014-04-28,X16-AT-50-TL,2016-04-06T14:24:50.386Z,,,,,,,,,,,,,,,,,
31863503,2014-04-28,2015-09-30,ID_1,,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzRlLzQxLzEwLzJlMzctNGU1MC1hYzI4LTU1ZDA0Mjc0NjY2Yw.pdf,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzQyLzFjLzAxLzkyNzQtNDhjMy05NWI3LWZmNDc3NmY3ODkyMQ.xml,"Taastrup, 2630","FSR - Danske Revisorer , Dorphs AllÃ© 10",Til den daglige ledelse i House of Sandwich Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 28-04-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-05,2016-04-05,31863503.0,19233383.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 28-04-2014 - 30-09-2015 for House of Sandwich Holding ApS.,Ãrsrapport,Vivi Tovesdatter,House of Sandwich Holding ApS,Optimal Revision,"Skovlunde, den 05-04-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-04-28,2016-04-05,Taastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187359,indberetninger-20180424,2.5097342,31863503,,2018-03-28T16:22:58.503Z,2016-04-06T14:24:49.964Z,regnskab,0.0,,2015-09-30,2014-04-28,X16-AT-50-TL,2016-04-06T14:24:50.386Z,,,,,,,,,,,,,,,,,
31863503,2014-04-28,2015-09-30,ID_11,,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzRlLzQxLzEwLzJlMzctNGU1MC1hYzI4LTU1ZDA0Mjc0NjY2Yw.pdf,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzQyLzFjLzAxLzkyNzQtNDhjMy05NWI3LWZmNDc3NmY3ODkyMQ.xml,"Taastrup, 2630","FSR - Danske Revisorer , Dorphs AllÃ© 10",Til den daglige ledelse i House of Sandwich Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 28-04-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-05,2016-04-05,31863503.0,19233383.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 28-04-2014 - 30-09-2015 for House of Sandwich Holding ApS.,Ãrsrapport,Vivi Tovesdatter,House of Sandwich Holding ApS,Optimal Revision,"Skovlunde, den 05-04-2016",-21551.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-04-28,2016-04-05,Taastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187359,indberetninger-20180424,2.5097342,31863503,,2018-03-28T16:22:58.503Z,2016-04-06T14:24:49.964Z,regnskab,0.0,,2015-09-30,2014-04-28,X16-AT-50-TL,2016-04-06T14:24:50.386Z,,,,,,,,,,,,,,,,,
31863503,2014-04-28,2015-09-30,ID_15,,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzRlLzQxLzEwLzJlMzctNGU1MC1hYzI4LTU1ZDA0Mjc0NjY2Yw.pdf,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzQyLzFjLzAxLzkyNzQtNDhjMy05NWI3LWZmNDc3NmY3ODkyMQ.xml,"Taastrup, 2630","FSR - Danske Revisorer , Dorphs AllÃ© 10",Til den daglige ledelse i House of Sandwich Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 28-04-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-05,2016-04-05,31863503.0,19233383.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 28-04-2014 - 30-09-2015 for House of Sandwich Holding ApS.,Ãrsrapport,Vivi Tovesdatter,House of Sandwich Holding ApS,Optimal Revision,"Skovlunde, den 05-04-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-04-28,2016-04-05,Taastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187359,indberetninger-20180424,2.5097342,31863503,,2018-03-28T16:22:58.503Z,2016-04-06T14:24:49.964Z,regnskab,0.0,,2015-09-30,2014-04-28,X16-AT-50-TL,2016-04-06T14:24:50.386Z,,,,,,,,,,,,,,,,,
31863503,2014-04-28,2015-09-30,ID_16,,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzRlLzQxLzEwLzJlMzctNGU1MC1hYzI4LTU1ZDA0Mjc0NjY2Yw.pdf,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzQyLzFjLzAxLzkyNzQtNDhjMy05NWI3LWZmNDc3NmY3ODkyMQ.xml,"Taastrup, 2630","FSR - Danske Revisorer , Dorphs AllÃ© 10",Til den daglige ledelse i House of Sandwich Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 28-04-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-05,2016-04-05,31863503.0,19233383.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 28-04-2014 - 30-09-2015 for House of Sandwich Holding ApS.,Ãrsrapport,Vivi Tovesdatter,House of Sandwich Holding ApS,Optimal Revision,"Skovlunde, den 05-04-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-04-28,2016-04-05,Taastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187359,indberetninger-20180424,2.5097342,31863503,,2018-03-28T16:22:58.503Z,2016-04-06T14:24:49.964Z,regnskab,0.0,,2015-09-30,2014-04-28,X16-AT-50-TL,2016-04-06T14:24:50.386Z,,,,,,,,,,,,,,,,,
31863503,2014-04-28,2015-09-30,ID_17,,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2LzRlLzQxLzEwLzJlMzctNGU1MC1hYzI4LTU1ZDA0Mjc0NjY2Yw.pdf,http://regnskaber.virk.dk/30536813/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzQyLzFjLzAxLzkyNzQtNDhjMy05NWI3LWZmNDc3NmY3ODkyMQ.xml,"Taastrup, 2630","FSR - Danske Revisorer , Dorphs AllÃ© 10",Til den daglige ledelse i House of Sandwich Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 28-04-2014 - 30-09-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-05,2016-04-05,31863503.0,19233383.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 28-04-2014 - 30-09-2015 for House of Sandwich Holding ApS.,Ãrsrapport,Vivi Tovesdatter,House of Sandwich Holding ApS,Optimal Revision,"Skovlunde, den 05-04-2016",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-04-28,2016-04-05,Taastrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187359,indberetninger-20180424,2.5097342,31863503,,2018-03-28T16:22:58.503Z,2016-04-06T14:24:49.964Z,regnskab,0.0,,2015-09-30,2014-04-28,X16-AT-50-TL,2016-04-06T14:24:50.386Z,,,,,,,,,,,,,,,,,
