entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TelephoneNumberOfReportingEntity,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
33060610,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M0LzIzLzhlL2YzZGEtNGQ4Zi1iZmJjLTU5OTYzZDRhN2E2ZQ.xhtml,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzU1L2Q1L2UyL2U0NjUtNDZiZS05YzUyLTA2YzkwZmJjMGI5MQ.pdf,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU3LzA3LzM1L2U0MjEtNGQ0Yi1iODAzLTY0OTVjZjY2MTBhNQ.xml,true,Danmark,Vejle,7100.0,4.0,Kirketorvet,Vejle,7100.0,11.0,Bechgaardsvej,7100 Vejle,"Ladegaardsvej 2, 1. sal",-814.0,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,"<p xmlns=""http://www.w3.org/1999/xhtml"">INGEN KENDTE</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at forestÃ¥ investeringer i vÃ¦rdipapirer i anlÃ¦gsÃ¸jemed og efter direktionens bestemmelse anden virksomhed, som stÃ¥r i naturlig forbindelse hermed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">INEGN KENDTE</p>",kda@admipartner.dk,71599.0,33060610.0,Ãrsrapport,Kurt Dessau Arp,Sydbank,DESSAU ARP HOLDING ApS,Admipartner Vejle ApS,6000.0,2016-01-01,2016-12-31,66275.0,66413.0,72413.0,2017-12-31,2017-01-01,138.0,40165870.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25516531,indberetninger-20180424,2.5927935,33060610.0,AWOMsY7yx8uVRSOdgv_i,2018-05-23T11:10:57.313Z,2018-05-23T11:10:34.210Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-29-FE,2018-05-23T11:10:34.461Z,,,,,,,,,,,,,,,,,,
33060610,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M0LzIzLzhlL2YzZGEtNGQ4Zi1iZmJjLTU5OTYzZDRhN2E2ZQ.xhtml,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzU1L2Q1L2UyL2U0NjUtNDZiZS05YzUyLTA2YzkwZmJjMGI5MQ.pdf,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU3LzA3LzM1L2U0MjEtNGQ0Yi1iODAzLTY0OTVjZjY2MTBhNQ.xml,true,Danmark,Vejle,7100.0,4.0,Kirketorvet,Vejle,7100.0,11.0,Bechgaardsvej,7100 Vejle,"Ladegaardsvej 2, 1. sal",,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,"<p xmlns=""http://www.w3.org/1999/xhtml"">INGEN KENDTE</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at forestÃ¥ investeringer i vÃ¦rdipapirer i anlÃ¦gsÃ¸jemed og efter direktionens bestemmelse anden virksomhed, som stÃ¥r i naturlig forbindelse hermed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">INEGN KENDTE</p>",kda@admipartner.dk,,33060610.0,Ãrsrapport,Kurt Dessau Arp,Sydbank,DESSAU ARP HOLDING ApS,Admipartner Vejle ApS,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,40165870.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25516531,indberetninger-20180424,2.5927935,33060610.0,AWOMsY7yx8uVRSOdgv_i,2018-05-23T11:10:57.313Z,2018-05-23T11:10:34.210Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-29-FE,2018-05-23T11:10:34.461Z,,,,,,,,,,,,,,,,,,
33060610,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M0LzIzLzhlL2YzZGEtNGQ4Zi1iZmJjLTU5OTYzZDRhN2E2ZQ.xhtml,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzU1L2Q1L2UyL2U0NjUtNDZiZS05YzUyLTA2YzkwZmJjMGI5MQ.pdf,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU3LzA3LzM1L2U0MjEtNGQ0Yi1iODAzLTY0OTVjZjY2MTBhNQ.xml,true,Danmark,Vejle,7100.0,4.0,Kirketorvet,Vejle,7100.0,11.0,Bechgaardsvej,7100 Vejle,"Ladegaardsvej 2, 1. sal",,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,"<p xmlns=""http://www.w3.org/1999/xhtml"">INGEN KENDTE</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at forestÃ¥ investeringer i vÃ¦rdipapirer i anlÃ¦gsÃ¸jemed og efter direktionens bestemmelse anden virksomhed, som stÃ¥r i naturlig forbindelse hermed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">INEGN KENDTE</p>",kda@admipartner.dk,,33060610.0,Ãrsrapport,Kurt Dessau Arp,Sydbank,DESSAU ARP HOLDING ApS,Admipartner Vejle ApS,,2016-01-01,2016-12-31,65603.0,,,2017-12-31,2017-01-01,,40165870.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25516531,indberetninger-20180424,2.5927935,33060610.0,AWOMsY7yx8uVRSOdgv_i,2018-05-23T11:10:57.313Z,2018-05-23T11:10:34.210Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-29-FE,2018-05-23T11:10:34.461Z,,,,,,,,,,,,,,,,,,
33060610,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M0LzIzLzhlL2YzZGEtNGQ4Zi1iZmJjLTU5OTYzZDRhN2E2ZQ.xhtml,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzU1L2Q1L2UyL2U0NjUtNDZiZS05YzUyLTA2YzkwZmJjMGI5MQ.pdf,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU3LzA3LzM1L2U0MjEtNGQ0Yi1iODAzLTY0OTVjZjY2MTBhNQ.xml,true,Danmark,Vejle,7100.0,4.0,Kirketorvet,Vejle,7100.0,11.0,Bechgaardsvej,7100 Vejle,"Ladegaardsvej 2, 1. sal",,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,"<p xmlns=""http://www.w3.org/1999/xhtml"">INGEN KENDTE</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at forestÃ¥ investeringer i vÃ¦rdipapirer i anlÃ¦gsÃ¸jemed og efter direktionens bestemmelse anden virksomhed, som stÃ¥r i naturlig forbindelse hermed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">INEGN KENDTE</p>",kda@admipartner.dk,,33060610.0,Ãrsrapport,Kurt Dessau Arp,Sydbank,DESSAU ARP HOLDING ApS,Admipartner Vejle ApS,,2016-01-01,2016-12-31,672.0,,,2017-12-31,2017-01-01,,40165870.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25516531,indberetninger-20180424,2.5927935,33060610.0,AWOMsY7yx8uVRSOdgv_i,2018-05-23T11:10:57.313Z,2018-05-23T11:10:34.210Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-29-FE,2018-05-23T11:10:34.461Z,,,,,,,,,,,,,,,,,,
33060610,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M0LzIzLzhlL2YzZGEtNGQ4Zi1iZmJjLTU5OTYzZDRhN2E2ZQ.xhtml,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzU1L2Q1L2UyL2U0NjUtNDZiZS05YzUyLTA2YzkwZmJjMGI5MQ.pdf,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU3LzA3LzM1L2U0MjEtNGQ0Yi1iODAzLTY0OTVjZjY2MTBhNQ.xml,true,Danmark,Vejle,7100.0,4.0,Kirketorvet,Vejle,7100.0,11.0,Bechgaardsvej,7100 Vejle,"Ladegaardsvej 2, 1. sal",,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,"<p xmlns=""http://www.w3.org/1999/xhtml"">INGEN KENDTE</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at forestÃ¥ investeringer i vÃ¦rdipapirer i anlÃ¦gsÃ¸jemed og efter direktionens bestemmelse anden virksomhed, som stÃ¥r i naturlig forbindelse hermed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">INEGN KENDTE</p>",kda@admipartner.dk,,33060610.0,Ãrsrapport,Kurt Dessau Arp,Sydbank,DESSAU ARP HOLDING ApS,Admipartner Vejle ApS,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,40165870.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25516531,indberetninger-20180424,2.5927935,33060610.0,AWOMsY7yx8uVRSOdgv_i,2018-05-23T11:10:57.313Z,2018-05-23T11:10:34.210Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-29-FE,2018-05-23T11:10:34.461Z,250597.0,9042.0,80000.0,17085.0,133922.0,250597.0,116675.0,233512.0,233512.0,233512.0,116537.0,37.0,0.0,53922.0,116675.0,8043.0,138.0,8006.0
33060610,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M0LzIzLzhlL2YzZGEtNGQ4Zi1iZmJjLTU5OTYzZDRhN2E2ZQ.xhtml,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzU1L2Q1L2UyL2U0NjUtNDZiZS05YzUyLTA2YzkwZmJjMGI5MQ.pdf,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU3LzA3LzM1L2U0MjEtNGQ0Yi1iODAzLTY0OTVjZjY2MTBhNQ.xml,true,Danmark,Vejle,7100.0,4.0,Kirketorvet,Vejle,7100.0,11.0,Bechgaardsvej,7100 Vejle,"Ladegaardsvej 2, 1. sal",60000.0,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,"<p xmlns=""http://www.w3.org/1999/xhtml"">INGEN KENDTE</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at forestÃ¥ investeringer i vÃ¦rdipapirer i anlÃ¦gsÃ¸jemed og efter direktionens bestemmelse anden virksomhed, som stÃ¥r i naturlig forbindelse hermed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">INEGN KENDTE</p>",kda@admipartner.dk,307557.0,33060610.0,Ãrsrapport,Kurt Dessau Arp,Sydbank,DESSAU ARP HOLDING ApS,Admipartner Vejle ApS,6000.0,2016-01-01,2016-12-31,242531.0,241557.0,247557.0,2017-12-31,2017-01-01,-974.0,40165870.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25516531,indberetninger-20180424,2.5927935,33060610.0,AWOMsY7yx8uVRSOdgv_i,2018-05-23T11:10:57.313Z,2018-05-23T11:10:34.210Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-29-FE,2018-05-23T11:10:34.461Z,,,,,,,,,,,,,,,,,,
33060610,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M0LzIzLzhlL2YzZGEtNGQ4Zi1iZmJjLTU5OTYzZDRhN2E2ZQ.xhtml,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzU1L2Q1L2UyL2U0NjUtNDZiZS05YzUyLTA2YzkwZmJjMGI5MQ.pdf,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU3LzA3LzM1L2U0MjEtNGQ0Yi1iODAzLTY0OTVjZjY2MTBhNQ.xml,true,Danmark,Vejle,7100.0,4.0,Kirketorvet,Vejle,7100.0,11.0,Bechgaardsvej,7100 Vejle,"Ladegaardsvej 2, 1. sal",,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,"<p xmlns=""http://www.w3.org/1999/xhtml"">INGEN KENDTE</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at forestÃ¥ investeringer i vÃ¦rdipapirer i anlÃ¦gsÃ¸jemed og efter direktionens bestemmelse anden virksomhed, som stÃ¥r i naturlig forbindelse hermed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">INEGN KENDTE</p>",kda@admipartner.dk,,33060610.0,Ãrsrapport,Kurt Dessau Arp,Sydbank,DESSAU ARP HOLDING ApS,Admipartner Vejle ApS,,2016-01-01,2016-12-31,27000.0,,,2017-12-31,2017-01-01,,40165870.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25516531,indberetninger-20180424,2.5927935,33060610.0,AWOMsY7yx8uVRSOdgv_i,2018-05-23T11:10:57.313Z,2018-05-23T11:10:34.210Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-29-FE,2018-05-23T11:10:34.461Z,,,,,,,,,,,,,,,,,,
33060610,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M0LzIzLzhlL2YzZGEtNGQ4Zi1iZmJjLTU5OTYzZDRhN2E2ZQ.xhtml,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzU1L2Q1L2UyL2U0NjUtNDZiZS05YzUyLTA2YzkwZmJjMGI5MQ.pdf,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU3LzA3LzM1L2U0MjEtNGQ0Yi1iODAzLTY0OTVjZjY2MTBhNQ.xml,true,Danmark,Vejle,7100.0,4.0,Kirketorvet,Vejle,7100.0,11.0,Bechgaardsvej,7100 Vejle,"Ladegaardsvej 2, 1. sal",,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,"<p xmlns=""http://www.w3.org/1999/xhtml"">INGEN KENDTE</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at forestÃ¥ investeringer i vÃ¦rdipapirer i anlÃ¦gsÃ¸jemed og efter direktionens bestemmelse anden virksomhed, som stÃ¥r i naturlig forbindelse hermed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">INEGN KENDTE</p>",kda@admipartner.dk,,33060610.0,Ãrsrapport,Kurt Dessau Arp,Sydbank,DESSAU ARP HOLDING ApS,Admipartner Vejle ApS,,2016-01-01,2016-12-31,167470.0,,,2017-12-31,2017-01-01,,40165870.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25516531,indberetninger-20180424,2.5927935,33060610.0,AWOMsY7yx8uVRSOdgv_i,2018-05-23T11:10:57.313Z,2018-05-23T11:10:34.210Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-29-FE,2018-05-23T11:10:34.461Z,,,,,,,,,,,,,,,,,,
33060610,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M0LzIzLzhlL2YzZGEtNGQ4Zi1iZmJjLTU5OTYzZDRhN2E2ZQ.xhtml,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzU1L2Q1L2UyL2U0NjUtNDZiZS05YzUyLTA2YzkwZmJjMGI5MQ.pdf,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU3LzA3LzM1L2U0MjEtNGQ0Yi1iODAzLTY0OTVjZjY2MTBhNQ.xml,true,Danmark,Vejle,7100.0,4.0,Kirketorvet,Vejle,7100.0,11.0,Bechgaardsvej,7100 Vejle,"Ladegaardsvej 2, 1. sal",,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,"<p xmlns=""http://www.w3.org/1999/xhtml"">INGEN KENDTE</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at forestÃ¥ investeringer i vÃ¦rdipapirer i anlÃ¦gsÃ¸jemed og efter direktionens bestemmelse anden virksomhed, som stÃ¥r i naturlig forbindelse hermed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">INEGN KENDTE</p>",kda@admipartner.dk,,33060610.0,Ãrsrapport,Kurt Dessau Arp,Sydbank,DESSAU ARP HOLDING ApS,Admipartner Vejle ApS,,2016-01-01,2016-12-31,48061.0,,,2017-12-31,2017-01-01,,40165870.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25516531,indberetninger-20180424,2.5927935,33060610.0,AWOMsY7yx8uVRSOdgv_i,2018-05-23T11:10:57.313Z,2018-05-23T11:10:34.210Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-29-FE,2018-05-23T11:10:34.461Z,,,,,,,,,,,,,,,,,,
33060610,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2M0LzIzLzhlL2YzZGEtNGQ4Zi1iZmJjLTU5OTYzZDRhN2E2ZQ.xhtml,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzU1L2Q1L2UyL2U0NjUtNDZiZS05YzUyLTA2YzkwZmJjMGI5MQ.pdf,http://regnskaber.virk.dk/01606033/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzU3LzA3LzM1L2U0MjEtNGQ0Yi1iODAzLTY0OTVjZjY2MTBhNQ.xml,true,Danmark,Vejle,7100.0,4.0,Kirketorvet,Vejle,7100.0,11.0,Bechgaardsvej,7100 Vejle,"Ladegaardsvej 2, 1. sal",,"Regnskabsklasse B, mikrovirksomhed",2018-05-23,"<p xmlns=""http://www.w3.org/1999/xhtml"">INGEN KENDTE</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at forestÃ¥ investeringer i vÃ¦rdipapirer i anlÃ¦gsÃ¸jemed og efter direktionens bestemmelse anden virksomhed, som stÃ¥r i naturlig forbindelse hermed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">INEGN KENDTE</p>",kda@admipartner.dk,,33060610.0,Ãrsrapport,Kurt Dessau Arp,Sydbank,DESSAU ARP HOLDING ApS,Admipartner Vejle ApS,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,40165870.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:25516531,indberetninger-20180424,2.5927935,33060610.0,AWOMsY7yx8uVRSOdgv_i,2018-05-23T11:10:57.313Z,2018-05-23T11:10:34.210Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-29-FE,2018-05-23T11:10:34.461Z,541005.0,36043.0,80000.0,45023.0,376453.0,541005.0,164552.0,495982.0,495982.0,495982.0,164414.0,0.0,100000.0,196453.0,164552.0,8980.0,138.0,8980.0
