entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CostExceedsIncomeForTheFinancialYearLongtermReceivables,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
35652655,2015-10-01,2016-09-30,ID_7,,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2QxLzg4LzkxLzQ3ODMtNDI5ZC1hYWY5LTVjOGFlM2U1NDk2Ng.pdf,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzgwLzJlL2E0L2EwMjAtNDRjMi04OWQwLWEzY2ZhYzViMmM4Zg.xml,true,"2605, BrÃ¸ndby","Park Alle 350A, 2.",Til kapitalejerne i Din IsenkrÃ¦mmer Spinderiet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-16,2017-11-16,2014-01-24,2018-02-14,65963.0,1879912.0,98205.0,1980173.0,29198535.0,35652655.0,29198535.0,mne12275,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Din IsenkrÃ¦mmer Spinderiet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Rasmussen,Henrik JÃ¸rgensen,CR Statsautoriseret Revisionsaktieselskab,Jyske Bank,Din IsenkrÃ¦mmer Spinderiet ApS,CR Statsautoriseret Revisionsaktieselskab,26152.0,KÃ¸benhavn,2015-10-01,2016-09-30,-64663.0,-83012.0,34299.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,45257.0,false,2017-11-16,BrÃ¸ndby,-18349.0,RevisionspÃ¥tegning,urn:ofk:oid:25056523,indberetninger-20180424,2.5097342,35652655.0,,2018-04-03T20:49:56.214Z,2018-02-14T10:34:10.128Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-58-TJ,2018-02-14T10:34:10.333Z,,,,,,,,,,,,,,,,,,,,,,,
35652655,2015-10-01,2016-09-30,ID_9,,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2QxLzg4LzkxLzQ3ODMtNDI5ZC1hYWY5LTVjOGFlM2U1NDk2Ng.pdf,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzgwLzJlL2E0L2EwMjAtNDRjMi04OWQwLWEzY2ZhYzViMmM4Zg.xml,true,"2605, BrÃ¸ndby","Park Alle 350A, 2.",Til kapitalejerne i Din IsenkrÃ¦mmer Spinderiet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-16,2017-11-16,2014-01-24,2018-02-14,,,,,29198535.0,35652655.0,29198535.0,mne12275,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Din IsenkrÃ¦mmer Spinderiet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Rasmussen,Henrik JÃ¸rgensen,CR Statsautoriseret Revisionsaktieselskab,Jyske Bank,Din IsenkrÃ¦mmer Spinderiet ApS,CR Statsautoriseret Revisionsaktieselskab,,KÃ¸benhavn,2015-10-01,2016-09-30,64663.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-11-16,BrÃ¸ndby,,RevisionspÃ¥tegning,urn:ofk:oid:25056523,indberetninger-20180424,2.5097342,35652655.0,,2018-04-03T20:49:56.214Z,2018-02-14T10:34:10.128Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-58-TJ,2018-02-14T10:34:10.333Z,,,,,,,,,,,,,,,,,,,,,,,
35652655,2016-09-30,2016-09-30,ID_6,,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2QxLzg4LzkxLzQ3ODMtNDI5ZC1hYWY5LTVjOGFlM2U1NDk2Ng.pdf,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzgwLzJlL2E0L2EwMjAtNDRjMi04OWQwLWEzY2ZhYzViMmM4Zg.xml,true,"2605, BrÃ¸ndby","Park Alle 350A, 2.",Til kapitalejerne i Din IsenkrÃ¦mmer Spinderiet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-16,2017-11-16,2014-01-24,2018-02-14,,,,,29198535.0,35652655.0,29198535.0,mne12275,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Din IsenkrÃ¦mmer Spinderiet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Rasmussen,Henrik JÃ¸rgensen,CR Statsautoriseret Revisionsaktieselskab,Jyske Bank,Din IsenkrÃ¦mmer Spinderiet ApS,CR Statsautoriseret Revisionsaktieselskab,,KÃ¸benhavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-11-16,BrÃ¸ndby,,RevisionspÃ¥tegning,urn:ofk:oid:25056523,indberetninger-20180424,2.5097342,35652655.0,,2018-04-03T20:49:56.214Z,2018-02-14T10:34:10.128Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-58-TJ,2018-02-14T10:34:10.333Z,609193.0,3615.0,50000.0,53349.0,504844.0,-824439.0,609193.0,1433632.0,104349.0,0.0,0.0,104349.0,51000.0,184353.0,501229.0,-874439.0,1433632.0,1244779.0,501229.0,0.0,0.0,4500.0,
35652655,2016-10-01,2017-09-30,ID_0,,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2QxLzg4LzkxLzQ3ODMtNDI5ZC1hYWY5LTVjOGFlM2U1NDk2Ng.pdf,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzgwLzJlL2E0L2EwMjAtNDRjMi04OWQwLWEzY2ZhYzViMmM4Zg.xml,true,"2605, BrÃ¸ndby","Park Alle 350A, 2.",Til kapitalejerne i Din IsenkrÃ¦mmer Spinderiet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-16,2017-11-16,2014-01-24,2018-02-14,0.0,2026.0,55922.0,55744.0,29198535.0,35652655.0,29198535.0,mne12275,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Din IsenkrÃ¦mmer Spinderiet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Rasmussen,Henrik JÃ¸rgensen,CR Statsautoriseret Revisionsaktieselskab,Jyske Bank,Din IsenkrÃ¦mmer Spinderiet ApS,CR Statsautoriseret Revisionsaktieselskab,14579.0,KÃ¸benhavn,2015-10-01,2016-09-30,9655.0,12361.0,53718.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,15.0,false,2017-11-16,BrÃ¸ndby,2706.0,RevisionspÃ¥tegning,urn:ofk:oid:25056523,indberetninger-20180424,2.5097342,35652655.0,,2018-04-03T20:49:56.214Z,2018-02-14T10:34:10.128Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-58-TJ,2018-02-14T10:34:10.333Z,,,,,,,,,,,,,,,,,,,,,,,
35652655,2016-10-01,2017-09-30,ID_1,,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2QxLzg4LzkxLzQ3ODMtNDI5ZC1hYWY5LTVjOGFlM2U1NDk2Ng.pdf,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzgwLzJlL2E0L2EwMjAtNDRjMi04OWQwLWEzY2ZhYzViMmM4Zg.xml,true,"2605, BrÃ¸ndby","Park Alle 350A, 2.",Til kapitalejerne i Din IsenkrÃ¦mmer Spinderiet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-16,2017-11-16,2014-01-24,2018-02-14,,,,,29198535.0,35652655.0,29198535.0,mne12275,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Din IsenkrÃ¦mmer Spinderiet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Rasmussen,Henrik JÃ¸rgensen,CR Statsautoriseret Revisionsaktieselskab,Jyske Bank,Din IsenkrÃ¦mmer Spinderiet ApS,CR Statsautoriseret Revisionsaktieselskab,,KÃ¸benhavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-11-16,BrÃ¸ndby,,RevisionspÃ¥tegning,urn:ofk:oid:25056523,indberetninger-20180424,2.5097342,35652655.0,,2018-04-03T20:49:56.214Z,2018-02-14T10:34:10.128Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-58-TJ,2018-02-14T10:34:10.333Z,,,,,,,,,,,,,,,,,,,,,,,
35652655,2016-10-01,2017-09-30,ID_2,,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2QxLzg4LzkxLzQ3ODMtNDI5ZC1hYWY5LTVjOGFlM2U1NDk2Ng.pdf,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzgwLzJlL2E0L2EwMjAtNDRjMi04OWQwLWEzY2ZhYzViMmM4Zg.xml,true,"2605, BrÃ¸ndby","Park Alle 350A, 2.",Til kapitalejerne i Din IsenkrÃ¦mmer Spinderiet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-16,2017-11-16,2014-01-24,2018-02-14,,,,,29198535.0,35652655.0,29198535.0,mne12275,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Din IsenkrÃ¦mmer Spinderiet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Rasmussen,Henrik JÃ¸rgensen,CR Statsautoriseret Revisionsaktieselskab,Jyske Bank,Din IsenkrÃ¦mmer Spinderiet ApS,CR Statsautoriseret Revisionsaktieselskab,,KÃ¸benhavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-11-16,BrÃ¸ndby,,RevisionspÃ¥tegning,urn:ofk:oid:25056523,indberetninger-20180424,2.5097342,35652655.0,,2018-04-03T20:49:56.214Z,2018-02-14T10:34:10.128Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-58-TJ,2018-02-14T10:34:10.333Z,,,,,,,,,,,,,,,,,,,,,,,
35652655,2016-10-01,2017-09-30,ID_3,,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2QxLzg4LzkxLzQ3ODMtNDI5ZC1hYWY5LTVjOGFlM2U1NDk2Ng.pdf,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzgwLzJlL2E0L2EwMjAtNDRjMi04OWQwLWEzY2ZhYzViMmM4Zg.xml,true,"2605, BrÃ¸ndby","Park Alle 350A, 2.",Til kapitalejerne i Din IsenkrÃ¦mmer Spinderiet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-16,2017-11-16,2014-01-24,2018-02-14,,,,,29198535.0,35652655.0,29198535.0,mne12275,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Din IsenkrÃ¦mmer Spinderiet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Rasmussen,Henrik JÃ¸rgensen,CR Statsautoriseret Revisionsaktieselskab,Jyske Bank,Din IsenkrÃ¦mmer Spinderiet ApS,CR Statsautoriseret Revisionsaktieselskab,,KÃ¸benhavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-11-16,BrÃ¸ndby,,RevisionspÃ¥tegning,urn:ofk:oid:25056523,indberetninger-20180424,2.5097342,35652655.0,,2018-04-03T20:49:56.214Z,2018-02-14T10:34:10.128Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-58-TJ,2018-02-14T10:34:10.333Z,,,,,,,,,,,,,,,,,,,,,,,Henrik JÃ¸rgensen
35652655,2016-10-01,2017-09-30,ID_4,,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2QxLzg4LzkxLzQ3ODMtNDI5ZC1hYWY5LTVjOGFlM2U1NDk2Ng.pdf,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzgwLzJlL2E0L2EwMjAtNDRjMi04OWQwLWEzY2ZhYzViMmM4Zg.xml,true,"2605, BrÃ¸ndby","Park Alle 350A, 2.",Til kapitalejerne i Din IsenkrÃ¦mmer Spinderiet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-16,2017-11-16,2014-01-24,2018-02-14,,,,,29198535.0,35652655.0,29198535.0,mne12275,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Din IsenkrÃ¦mmer Spinderiet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Rasmussen,Henrik JÃ¸rgensen,CR Statsautoriseret Revisionsaktieselskab,Jyske Bank,Din IsenkrÃ¦mmer Spinderiet ApS,CR Statsautoriseret Revisionsaktieselskab,,KÃ¸benhavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-11-16,BrÃ¸ndby,,RevisionspÃ¥tegning,urn:ofk:oid:25056523,indberetninger-20180424,2.5097342,35652655.0,,2018-04-03T20:49:56.214Z,2018-02-14T10:34:10.128Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-58-TJ,2018-02-14T10:34:10.333Z,,,,,,,,,,,,,,,,,,,,,,,
35652655,2016-10-01,2017-09-30,ID_8,,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2QxLzg4LzkxLzQ3ODMtNDI5ZC1hYWY5LTVjOGFlM2U1NDk2Ng.pdf,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzgwLzJlL2E0L2EwMjAtNDRjMi04OWQwLWEzY2ZhYzViMmM4Zg.xml,true,"2605, BrÃ¸ndby","Park Alle 350A, 2.",Til kapitalejerne i Din IsenkrÃ¦mmer Spinderiet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-16,2017-11-16,2014-01-24,2018-02-14,,,,,29198535.0,35652655.0,29198535.0,mne12275,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Din IsenkrÃ¦mmer Spinderiet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Rasmussen,Henrik JÃ¸rgensen,CR Statsautoriseret Revisionsaktieselskab,Jyske Bank,Din IsenkrÃ¦mmer Spinderiet ApS,CR Statsautoriseret Revisionsaktieselskab,,KÃ¸benhavn,2015-10-01,2016-09-30,-9655.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-11-16,BrÃ¸ndby,,RevisionspÃ¥tegning,urn:ofk:oid:25056523,indberetninger-20180424,2.5097342,35652655.0,,2018-04-03T20:49:56.214Z,2018-02-14T10:34:10.128Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-58-TJ,2018-02-14T10:34:10.333Z,,,,,,,,,,,,,,,,,,,,,,,
35652655,2017-09-30,2017-09-30,ID_5,,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzkzL2QxLzg4LzkxLzQ3ODMtNDI5ZC1hYWY5LTVjOGFlM2U1NDk2Ng.pdf,http://regnskaber.virk.dk/55625653/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzgwLzJlL2E0L2EwMjAtNDRjMi04OWQwLWEzY2ZhYzViMmM4Zg.xml,true,"2605, BrÃ¸ndby","Park Alle 350A, 2.",Til kapitalejerne i Din IsenkrÃ¦mmer Spinderiet ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-16,2017-11-16,2014-01-24,2018-02-14,,,,,29198535.0,35652655.0,29198535.0,mne12275,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Din IsenkrÃ¦mmer Spinderiet ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Rasmussen,Henrik JÃ¸rgensen,CR Statsautoriseret Revisionsaktieselskab,Jyske Bank,Din IsenkrÃ¦mmer Spinderiet ApS,CR Statsautoriseret Revisionsaktieselskab,,KÃ¸benhavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-11-16,BrÃ¸ndby,,RevisionspÃ¥tegning,urn:ofk:oid:25056523,indberetninger-20180424,2.5097342,35652655.0,,2018-04-03T20:49:56.214Z,2018-02-14T10:34:10.128Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-58-TJ,2018-02-14T10:34:10.333Z,192423.0,245.0,50000.0,0.0,141423.0,185217.0,192423.0,7206.0,51000.0,2706.0,2706.0,51000.0,51000.0,0.0,0.0,135217.0,4500.0,0.0,141178.0,87829.0,53349.0,4500.0,
