entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DisclosureOfInvestments,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
34690162,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhhLzRmLzE5L2U1ZGMtNDk4Mi1iODViLWFhY2U0MGFiNzRjNQ.pdf,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2I0LzU3L2ZiLzVjNzEtNGZhMC05MGM5LWI0NTcyM2U1Yjc2ZA.xml,true,"2770, Kastrup","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i DS MÃ¦lk Holding  A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-25,2017-06-25,2012-08-22,2017-06-25,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,-9777.0,26659817.0,34690162.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for DS MÃ¦lk Holding  A/S.,Ãrsrapport,Per Kronborg,Wei Qing Wang,Revisionsfirmaet Per Kronborg,DS MÃ¦lk Holding  A/S,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",0.0,Hundested,2015-01-01,2015-12-31,-9777.0,-9777.0,-9777.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HalsnÃ¦s, 260",2016-12-31,2016-01-01,false,2017-06-25,Kastrup,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24294106,indberetninger-20180424,2.511692,34690162.0,,2018-03-29T18:28:28.534Z,2017-06-26T12:11:17.578Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-05-NU,2017-06-26T12:11:17.715Z,,,,,,,,,,,,,,,,,,,,
34690162,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhhLzRmLzE5L2U1ZGMtNDk4Mi1iODViLWFhY2U0MGFiNzRjNQ.pdf,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2I0LzU3L2ZiLzVjNzEtNGZhMC05MGM5LWI0NTcyM2U1Yjc2ZA.xml,true,"2770, Kastrup","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i DS MÃ¦lk Holding  A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-25,2017-06-25,2012-08-22,2017-06-25,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,,26659817.0,34690162.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for DS MÃ¦lk Holding  A/S.,Ãrsrapport,Per Kronborg,Wei Qing Wang,Revisionsfirmaet Per Kronborg,DS MÃ¦lk Holding  A/S,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Hundested,2015-01-01,2015-12-31,9777.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HalsnÃ¦s, 260",2016-12-31,2016-01-01,false,2017-06-25,Kastrup,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24294106,indberetninger-20180424,2.511692,34690162.0,,2018-03-29T18:28:28.534Z,2017-06-26T12:11:17.578Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-05-NU,2017-06-26T12:11:17.715Z,,,,,,,,,,,,,,,,,,,,
34690162,2015-12-31,2015-12-31,ID_8,,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhhLzRmLzE5L2U1ZGMtNDk4Mi1iODViLWFhY2U0MGFiNzRjNQ.pdf,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2I0LzU3L2ZiLzVjNzEtNGZhMC05MGM5LWI0NTcyM2U1Yjc2ZA.xml,true,"2770, Kastrup","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i DS MÃ¦lk Holding  A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-25,2017-06-25,2012-08-22,2017-06-25,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,,26659817.0,34690162.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for DS MÃ¦lk Holding  A/S.,Ãrsrapport,Per Kronborg,Wei Qing Wang,Revisionsfirmaet Per Kronborg,DS MÃ¦lk Holding  A/S,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Hundested,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HalsnÃ¦s, 260",2016-12-31,2016-01-01,false,2017-06-25,Kastrup,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24294106,indberetninger-20180424,2.511692,34690162.0,,2018-03-29T18:28:28.534Z,2017-06-26T12:11:17.578Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-05-NU,2017-06-26T12:11:17.715Z,3752576.0,500000.0,3752576.0,462045.0,3752576.0,3290531.0,0.0,0.0,27000.0,27000.0,0.0,5000.0,-37955.0,3263531.0,3258531.0,3752576.0,3752576.0,,,
34690162,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhhLzRmLzE5L2U1ZGMtNDk4Mi1iODViLWFhY2U0MGFiNzRjNQ.pdf,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2I0LzU3L2ZiLzVjNzEtNGZhMC05MGM5LWI0NTcyM2U1Yjc2ZA.xml,true,"2770, Kastrup","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i DS MÃ¦lk Holding  A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-25,2017-06-25,2012-08-22,2017-06-25,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,-5000.0,26659817.0,34690162.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for DS MÃ¦lk Holding  A/S.,Ãrsrapport,Per Kronborg,Wei Qing Wang,Revisionsfirmaet Per Kronborg,DS MÃ¦lk Holding  A/S,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",4612891.0,Hundested,2015-01-01,2015-12-31,4607891.0,4607891.0,-5000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HalsnÃ¦s, 260",2016-12-31,2016-01-01,false,2017-06-25,Kastrup,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24294106,indberetninger-20180424,2.511692,34690162.0,,2018-03-29T18:28:28.534Z,2017-06-26T12:11:17.578Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-05-NU,2017-06-26T12:11:17.715Z,,,,,,,,,,,,,,,,,,,,
34690162,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhhLzRmLzE5L2U1ZGMtNDk4Mi1iODViLWFhY2U0MGFiNzRjNQ.pdf,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2I0LzU3L2ZiLzVjNzEtNGZhMC05MGM5LWI0NTcyM2U1Yjc2ZA.xml,true,"2770, Kastrup","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i DS MÃ¦lk Holding  A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-25,2017-06-25,2012-08-22,2017-06-25,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,,26659817.0,34690162.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for DS MÃ¦lk Holding  A/S.,Ãrsrapport,Per Kronborg,Wei Qing Wang,Revisionsfirmaet Per Kronborg,DS MÃ¦lk Holding  A/S,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Hundested,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HalsnÃ¦s, 260",2016-12-31,2016-01-01,false,2017-06-25,Kastrup,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24294106,indberetninger-20180424,2.511692,34690162.0,,2018-03-29T18:28:28.534Z,2017-06-26T12:11:17.578Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-05-NU,2017-06-26T12:11:17.715Z,,,,,,,,,,,,,,,,,,,,
34690162,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhhLzRmLzE5L2U1ZGMtNDk4Mi1iODViLWFhY2U0MGFiNzRjNQ.pdf,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2I0LzU3L2ZiLzVjNzEtNGZhMC05MGM5LWI0NTcyM2U1Yjc2ZA.xml,true,"2770, Kastrup","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i DS MÃ¦lk Holding  A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-25,2017-06-25,2012-08-22,2017-06-25,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,,26659817.0,34690162.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for DS MÃ¦lk Holding  A/S.,Ãrsrapport,Per Kronborg,Wei Qing Wang,Revisionsfirmaet Per Kronborg,DS MÃ¦lk Holding  A/S,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Hundested,2015-01-01,2015-12-31,-4607891.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HalsnÃ¦s, 260",2016-12-31,2016-01-01,false,2017-06-25,Kastrup,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24294106,indberetninger-20180424,2.511692,34690162.0,,2018-03-29T18:28:28.534Z,2017-06-26T12:11:17.578Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-05-NU,2017-06-26T12:11:17.715Z,,,,,,,,,,,,,,,,,,,,
34690162,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhhLzRmLzE5L2U1ZGMtNDk4Mi1iODViLWFhY2U0MGFiNzRjNQ.pdf,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2I0LzU3L2ZiLzVjNzEtNGZhMC05MGM5LWI0NTcyM2U1Yjc2ZA.xml,true,"2770, Kastrup","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i DS MÃ¦lk Holding  A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-25,2017-06-25,2012-08-22,2017-06-25,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,,26659817.0,34690162.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for DS MÃ¦lk Holding  A/S.,Ãrsrapport,Per Kronborg,Wei Qing Wang,Revisionsfirmaet Per Kronborg,DS MÃ¦lk Holding  A/S,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Hundested,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HalsnÃ¦s, 260",2016-12-31,2016-01-01,false,2017-06-25,Kastrup,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24294106,indberetninger-20180424,2.511692,34690162.0,,2018-03-29T18:28:28.534Z,2017-06-26T12:11:17.578Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-05-NU,2017-06-26T12:11:17.715Z,,,,,,,,,,,,,,,,,,,,
34690162,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhhLzRmLzE5L2U1ZGMtNDk4Mi1iODViLWFhY2U0MGFiNzRjNQ.pdf,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2I0LzU3L2ZiLzVjNzEtNGZhMC05MGM5LWI0NTcyM2U1Yjc2ZA.xml,true,"2770, Kastrup","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i DS MÃ¦lk Holding  A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-25,2017-06-25,2012-08-22,2017-06-25,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,,26659817.0,34690162.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for DS MÃ¦lk Holding  A/S.,Ãrsrapport,Per Kronborg,Wei Qing Wang,Revisionsfirmaet Per Kronborg,DS MÃ¦lk Holding  A/S,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Hundested,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HalsnÃ¦s, 260",2016-12-31,2016-01-01,false,2017-06-25,Kastrup,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24294106,indberetninger-20180424,2.511692,34690162.0,,2018-03-29T18:28:28.534Z,2017-06-26T12:11:17.578Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-05-NU,2017-06-26T12:11:17.715Z,,,,,,,,,,,,,,,,,,Wei Qing Wang,,
34690162,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhhLzRmLzE5L2U1ZGMtNDk4Mi1iODViLWFhY2U0MGFiNzRjNQ.pdf,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2I0LzU3L2ZiLzVjNzEtNGZhMC05MGM5LWI0NTcyM2U1Yjc2ZA.xml,true,"2770, Kastrup","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i DS MÃ¦lk Holding  A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-25,2017-06-25,2012-08-22,2017-06-25,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,,26659817.0,34690162.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for DS MÃ¦lk Holding  A/S.,Ãrsrapport,Per Kronborg,Wei Qing Wang,Revisionsfirmaet Per Kronborg,DS MÃ¦lk Holding  A/S,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Hundested,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HalsnÃ¦s, 260",2016-12-31,2016-01-01,false,2017-06-25,Kastrup,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24294106,indberetninger-20180424,2.511692,34690162.0,,2018-03-29T18:28:28.534Z,2017-06-26T12:11:17.578Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-05-NU,2017-06-26T12:11:17.715Z,,,,,,,,,,,,,,,,,,,Wei Qing Wang,Bestyrelsesmedlem/DirektÃ¸r
34690162,2016-01-01,2016-12-31,ID_5,,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhhLzRmLzE5L2U1ZGMtNDk4Mi1iODViLWFhY2U0MGFiNzRjNQ.pdf,http://regnskaber.virk.dk/26109643/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2I0LzU3L2ZiLzVjNzEtNGZhMC05MGM5LWI0NTcyM2U1Yjc2ZA.xml,true,"2770, Kastrup","FuglebÃ¦kvej 3A, 1.",Til kapitalejerne i DS MÃ¦lk Holding  A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-06-25,2017-06-25,2012-08-22,2017-06-25,1. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,,26659817.0,34690162.0,26659817.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for DS MÃ¦lk Holding  A/S.,Ãrsrapport,Per Kronborg,Wei Qing Wang,Revisionsfirmaet Per Kronborg,DS MÃ¦lk Holding  A/S,"Revisionsfirmaet Per Kronborg, Registreret Revisionanpartsselskab",,Hundested,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HalsnÃ¦s, 260",2016-12-31,2016-01-01,false,2017-06-25,Kastrup,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24294106,indberetninger-20180424,2.511692,34690162.0,,2018-03-29T18:28:28.534Z,2017-06-26T12:11:17.578Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-05-NU,2017-06-26T12:11:17.715Z,,,,,,,,,,,,,,,,,,,,
