entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DevelopmentProjectsInProgress,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermDebtRaisedByIssuanceOfBonds,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
25133692,2013-10-01,2014-09-30,ID_14,,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzA4Lzg5L2JlLzkzZjItNGIxZC05Y2M5LTE4Y2U4MmJmNDZiYw.pdf,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzM3L2RlLzkzLzRkMjEtNDE2Ny04ZGEwLWQzNzg1OWYwYjBlZg.xml,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Til kapitalejerne i Capernow Tele Management Systems A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2016-03-31,2000-01-01,2016-03-31,2740150.0,9337814.0,12207586.0,25133692.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Capernow Tele Management Systems A/S.,"Vi har revideret Ã¥rsregnskabet for Capernow Tele Management Systems A/S for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",190966.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Engholm,Capernow Tele Management Systems A/S,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",183809.0,1878.0,385517.0,101275.0,"KÃ¸benhavn, den 31. marts 2016",2013-10-01,2014-09-30,380542.0,422899.0,28347.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-03-31,Frederiksberg,42357.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22169424,indberetninger-20180424,2.5124327999999996,25133692.0,,2018-03-28T15:14:14.473Z,2016-04-01T14:27:20.991Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-20-JR,2016-04-01T14:27:21.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25133692,2013-10-01,2014-09-30,ID_16,,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzA4Lzg5L2JlLzkzZjItNGIxZC05Y2M5LTE4Y2U4MmJmNDZiYw.pdf,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzM3L2RlLzkzLzRkMjEtNDE2Ny04ZGEwLWQzNzg1OWYwYjBlZg.xml,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Til kapitalejerne i Capernow Tele Management Systems A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2016-03-31,2000-01-01,2016-03-31,,,,25133692.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Capernow Tele Management Systems A/S.,"Vi har revideret Ã¥rsregnskabet for Capernow Tele Management Systems A/S for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Engholm,Capernow Tele Management Systems A/S,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,,,"KÃ¸benhavn, den 31. marts 2016",2013-10-01,2014-09-30,-380542.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-03-31,Frederiksberg,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22169424,indberetninger-20180424,2.5124327999999996,25133692.0,,2018-03-28T15:14:14.473Z,2016-04-01T14:27:20.991Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-20-JR,2016-04-01T14:27:21.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25133692,2013-10-01,2014-09-30,ID_18,,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzA4Lzg5L2JlLzkzZjItNGIxZC05Y2M5LTE4Y2U4MmJmNDZiYw.pdf,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzM3L2RlLzkzLzRkMjEtNDE2Ny04ZGEwLWQzNzg1OWYwYjBlZg.xml,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Til kapitalejerne i Capernow Tele Management Systems A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2016-03-31,2000-01-01,2016-03-31,,,,25133692.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Capernow Tele Management Systems A/S.,"Vi har revideret Ã¥rsregnskabet for Capernow Tele Management Systems A/S for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Engholm,Capernow Tele Management Systems A/S,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,,,"KÃ¸benhavn, den 31. marts 2016",2013-10-01,2014-09-30,-380542.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-03-31,Frederiksberg,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22169424,indberetninger-20180424,2.5124327999999996,25133692.0,,2018-03-28T15:14:14.473Z,2016-04-01T14:27:20.991Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-20-JR,2016-04-01T14:27:21.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25133692,2013-10-01,2014-09-30,ID_8,,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzA4Lzg5L2JlLzkzZjItNGIxZC05Y2M5LTE4Y2U4MmJmNDZiYw.pdf,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzM3L2RlLzkzLzRkMjEtNDE2Ny04ZGEwLWQzNzg1OWYwYjBlZg.xml,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Til kapitalejerne i Capernow Tele Management Systems A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2016-03-31,2000-01-01,2016-03-31,,,,25133692.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Capernow Tele Management Systems A/S.,"Vi har revideret Ã¥rsregnskabet for Capernow Tele Management Systems A/S for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Engholm,Capernow Tele Management Systems A/S,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,,,"KÃ¸benhavn, den 31. marts 2016",2013-10-01,2014-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-03-31,Frederiksberg,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22169424,indberetninger-20180424,2.5124327999999996,25133692.0,,2018-03-28T15:14:14.473Z,2016-04-01T14:27:20.991Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-20-JR,2016-04-01T14:27:21.690Z,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25133692,2014-09-30,2014-09-30,ID_20,,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzA4Lzg5L2JlLzkzZjItNGIxZC05Y2M5LTE4Y2U4MmJmNDZiYw.pdf,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzM3L2RlLzkzLzRkMjEtNDE2Ny04ZGEwLWQzNzg1OWYwYjBlZg.xml,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Til kapitalejerne i Capernow Tele Management Systems A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2016-03-31,2000-01-01,2016-03-31,,,,25133692.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Capernow Tele Management Systems A/S.,"Vi har revideret Ã¥rsregnskabet for Capernow Tele Management Systems A/S for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Engholm,Capernow Tele Management Systems A/S,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,,,"KÃ¸benhavn, den 31. marts 2016",2013-10-01,2014-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-03-31,Frederiksberg,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22169424,indberetninger-20180424,2.5124327999999996,25133692.0,,2018-03-28T15:14:14.473Z,2016-04-01T14:27:20.991Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-20-JR,2016-04-01T14:27:21.690Z,,16130.0,29503168.0,11148.0,5603827.0,6000000.0,1000000.0,12756303.0,179015.0,7976087.0,14698757.0,837002.0,13596044.0,1365439.0,29503168.0,12561675.0,948380.0,396365.0,0.0,16746865.0,552015.0,0.0,2774678.0,424998.0,2202441.0,2242736.0,2242736.0,13698757.0,8656548.0,12561675.0,297987.0,12745155.0,5134652.0,0.0,832462.0,1006490.0,,,
25133692,2014-10-01,2015-09-30,ID_0,,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzA4Lzg5L2JlLzkzZjItNGIxZC05Y2M5LTE4Y2U4MmJmNDZiYw.pdf,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzM3L2RlLzkzLzRkMjEtNDE2Ny04ZGEwLWQzNzg1OWYwYjBlZg.xml,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Til kapitalejerne i Capernow Tele Management Systems A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2016-03-31,2000-01-01,2016-03-31,,,,25133692.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Capernow Tele Management Systems A/S.,"Vi har revideret Ã¥rsregnskabet for Capernow Tele Management Systems A/S for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Engholm,Capernow Tele Management Systems A/S,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,,,"KÃ¸benhavn, den 31. marts 2016",2013-10-01,2014-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-03-31,Frederiksberg,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22169424,indberetninger-20180424,2.5124327999999996,25133692.0,,2018-03-28T15:14:14.473Z,2016-04-01T14:27:20.991Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-20-JR,2016-04-01T14:27:21.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25133692,2014-10-01,2015-09-30,ID_1,,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzA4Lzg5L2JlLzkzZjItNGIxZC05Y2M5LTE4Y2U4MmJmNDZiYw.pdf,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzM3L2RlLzkzLzRkMjEtNDE2Ny04ZGEwLWQzNzg1OWYwYjBlZg.xml,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Til kapitalejerne i Capernow Tele Management Systems A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2016-03-31,2000-01-01,2016-03-31,,,,25133692.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Capernow Tele Management Systems A/S.,"Vi har revideret Ã¥rsregnskabet for Capernow Tele Management Systems A/S for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Engholm,Capernow Tele Management Systems A/S,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,,,"KÃ¸benhavn, den 31. marts 2016",2013-10-01,2014-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-03-31,Frederiksberg,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22169424,indberetninger-20180424,2.5124327999999996,25133692.0,,2018-03-28T15:14:14.473Z,2016-04-01T14:27:20.991Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-20-JR,2016-04-01T14:27:21.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25133692,2014-10-01,2015-09-30,ID_10,,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzA4Lzg5L2JlLzkzZjItNGIxZC05Y2M5LTE4Y2U4MmJmNDZiYw.pdf,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzM3L2RlLzkzLzRkMjEtNDE2Ny04ZGEwLWQzNzg1OWYwYjBlZg.xml,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Til kapitalejerne i Capernow Tele Management Systems A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2016-03-31,2000-01-01,2016-03-31,,,,25133692.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Capernow Tele Management Systems A/S.,"Vi har revideret Ã¥rsregnskabet for Capernow Tele Management Systems A/S for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Engholm,Capernow Tele Management Systems A/S,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,,,"KÃ¸benhavn, den 31. marts 2016",2013-10-01,2014-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-03-31,Frederiksberg,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22169424,indberetninger-20180424,2.5124327999999996,25133692.0,,2018-03-28T15:14:14.473Z,2016-04-01T14:27:20.991Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-20-JR,2016-04-01T14:27:21.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25133692,2014-10-01,2015-09-30,ID_11,,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzA4Lzg5L2JlLzkzZjItNGIxZC05Y2M5LTE4Y2U4MmJmNDZiYw.pdf,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzM3L2RlLzkzLzRkMjEtNDE2Ny04ZGEwLWQzNzg1OWYwYjBlZg.xml,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Til kapitalejerne i Capernow Tele Management Systems A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2016-03-31,2000-01-01,2016-03-31,,,,25133692.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Capernow Tele Management Systems A/S.,"Vi har revideret Ã¥rsregnskabet for Capernow Tele Management Systems A/S for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Engholm,Capernow Tele Management Systems A/S,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,,,"KÃ¸benhavn, den 31. marts 2016",2013-10-01,2014-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-03-31,Frederiksberg,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22169424,indberetninger-20180424,2.5124327999999996,25133692.0,,2018-03-28T15:14:14.473Z,2016-04-01T14:27:20.991Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-20-JR,2016-04-01T14:27:21.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25133692,2014-10-01,2015-09-30,ID_12,,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzA4Lzg5L2JlLzkzZjItNGIxZC05Y2M5LTE4Y2U4MmJmNDZiYw.pdf,http://regnskaber.virk.dk/29633152/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzM3L2RlLzkzLzRkMjEtNDE2Ny04ZGEwLWQzNzg1OWYwYjBlZg.xml,"Frederiksberg, 2000",Lindevangs AllÃ© 4,Til kapitalejerne i Capernow Tele Management Systems A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2016-03-31,2000-01-01,2016-03-31,,,,25133692.0,77926410.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Capernow Tele Management Systems A/S.,"Vi har revideret Ã¥rsregnskabet for Capernow Tele Management Systems A/S for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Engholm,Capernow Tele Management Systems A/S,"Revisionsfirmaet Albrechtsen, Statsautoriseret Revisionsaktieselskab",,,,,"KÃ¸benhavn, den 31. marts 2016",2013-10-01,2014-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2016-03-31,Frederiksberg,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22169424,indberetninger-20180424,2.5124327999999996,25133692.0,,2018-03-28T15:14:14.473Z,2016-04-01T14:27:20.991Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-20-JR,2016-04-01T14:27:21.690Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
