entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxReceivables,AccumulatedImpairmentLossesAndDepreciationOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
19488977,2015-10-01,2016-09-30,c347,,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzg4LzY5L2M3L2VlMDctNGJiNy1iNjZjLTkwNzhiNWUxZTQzYw.pdf,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzlkLzRhLzU2L2Y3M2QtNDUyYS1iMTg2LWRhOWFlZTY4ODYxNA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,1.0,Prinsensgade,9000 Aalborg,Naurvej 1,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i H.I. Pens ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-15,1996-08-21,2018-02-09,Statsautoriseret revisor,-80000.0,20222670.0,19488977.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for H.I. Pens ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Lisbeth Kathrine Iversen,Lisbeth Kathrine Iversen,Danske Bank,H.I. Pens ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,42000.0,Aalborg,2015-10-01,2016-09-30,-38000.0,-38000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-09-30,2016-10-01,true,2018-01-15,Aalborg,0.0,Formand,urn:ofk:oid:25049582,indberetninger-20180424,2.5124266,19488977.0,,2018-04-03T20:15:20.450Z,2018-02-12T13:54:47.206Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-45-EM,2018-02-12T13:54:47.353Z,,,,,,,,,,,,,,,,,,,,,,
19488977,2015-10-01,2016-09-30,c368,,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzg4LzY5L2M3L2VlMDctNGJiNy1iNjZjLTkwNzhiNWUxZTQzYw.pdf,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzlkLzRhLzU2L2Y3M2QtNDUyYS1iMTg2LWRhOWFlZTY4ODYxNA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,1.0,Prinsensgade,9000 Aalborg,Naurvej 1,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i H.I. Pens ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-15,1996-08-21,2018-02-09,Statsautoriseret revisor,,20222670.0,19488977.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for H.I. Pens ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Lisbeth Kathrine Iversen,Lisbeth Kathrine Iversen,Danske Bank,H.I. Pens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2015-10-01,2016-09-30,-38000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-09-30,2016-10-01,true,2018-01-15,Aalborg,,Formand,urn:ofk:oid:25049582,indberetninger-20180424,2.5124266,19488977.0,,2018-04-03T20:15:20.450Z,2018-02-12T13:54:47.206Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-45-EM,2018-02-12T13:54:47.353Z,,,,,,,,,,,,,,,,,,,,,,
19488977,2016-09-30,2016-09-30,c398,,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzg4LzY5L2M3L2VlMDctNGJiNy1iNjZjLTkwNzhiNWUxZTQzYw.pdf,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzlkLzRhLzU2L2Y3M2QtNDUyYS1iMTg2LWRhOWFlZTY4ODYxNA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,1.0,Prinsensgade,9000 Aalborg,Naurvej 1,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i H.I. Pens ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-15,1996-08-21,2018-02-09,Statsautoriseret revisor,,20222670.0,19488977.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for H.I. Pens ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Lisbeth Kathrine Iversen,Lisbeth Kathrine Iversen,Danske Bank,H.I. Pens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-09-30,2016-10-01,true,2018-01-15,Aalborg,,Formand,urn:ofk:oid:25049582,indberetninger-20180424,2.5124266,19488977.0,,2018-04-03T20:15:20.450Z,2018-02-12T13:54:47.206Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-45-EM,2018-02-12T13:54:47.353Z,6215000.0,566000.0,200000.0,6187000.0,6215000.0,28000.0,0.0,0.0,0.0,5114000.0,28000.0,5987000.0,5114000.0,28000.0,535000.0,517000.0,18000.0,,,,,
19488977,2016-10-01,2016-10-01,c664,,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzg4LzY5L2M3L2VlMDctNGJiNy1iNjZjLTkwNzhiNWUxZTQzYw.pdf,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzlkLzRhLzU2L2Y3M2QtNDUyYS1iMTg2LWRhOWFlZTY4ODYxNA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,1.0,Prinsensgade,9000 Aalborg,Naurvej 1,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i H.I. Pens ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-15,1996-08-21,2018-02-09,Statsautoriseret revisor,,20222670.0,19488977.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for H.I. Pens ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Lisbeth Kathrine Iversen,Lisbeth Kathrine Iversen,Danske Bank,H.I. Pens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-09-30,2016-10-01,true,2018-01-15,Aalborg,,Formand,urn:ofk:oid:25049582,indberetninger-20180424,2.5124266,19488977.0,,2018-04-03T20:15:20.450Z,2018-02-12T13:54:47.206Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-45-EM,2018-02-12T13:54:47.353Z,,,,,,,,,,,,,,,,,,330000.0,330000.0,,,
19488977,2016-10-01,2016-10-01,c703,,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzg4LzY5L2M3L2VlMDctNGJiNy1iNjZjLTkwNzhiNWUxZTQzYw.pdf,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzlkLzRhLzU2L2Y3M2QtNDUyYS1iMTg2LWRhOWFlZTY4ODYxNA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,1.0,Prinsensgade,9000 Aalborg,Naurvej 1,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i H.I. Pens ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-15,1996-08-21,2018-02-09,Statsautoriseret revisor,,20222670.0,19488977.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for H.I. Pens ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Lisbeth Kathrine Iversen,Lisbeth Kathrine Iversen,Danske Bank,H.I. Pens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-09-30,2016-10-01,true,2018-01-15,Aalborg,,Formand,urn:ofk:oid:25049582,indberetninger-20180424,2.5124266,19488977.0,,2018-04-03T20:15:20.450Z,2018-02-12T13:54:47.206Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-45-EM,2018-02-12T13:54:47.353Z,,,,200000.0,,,,,,,,,,,,,,,,,,
19488977,2016-10-01,2016-10-01,c730,,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzg4LzY5L2M3L2VlMDctNGJiNy1iNjZjLTkwNzhiNWUxZTQzYw.pdf,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzlkLzRhLzU2L2Y3M2QtNDUyYS1iMTg2LWRhOWFlZTY4ODYxNA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,1.0,Prinsensgade,9000 Aalborg,Naurvej 1,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i H.I. Pens ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-15,1996-08-21,2018-02-09,Statsautoriseret revisor,,20222670.0,19488977.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for H.I. Pens ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Lisbeth Kathrine Iversen,Lisbeth Kathrine Iversen,Danske Bank,H.I. Pens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-09-30,2016-10-01,true,2018-01-15,Aalborg,,Formand,urn:ofk:oid:25049582,indberetninger-20180424,2.5124266,19488977.0,,2018-04-03T20:15:20.450Z,2018-02-12T13:54:47.206Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-45-EM,2018-02-12T13:54:47.353Z,,,,5987276.0,,,,,,,,,,,,,,,,,,
19488977,2016-10-01,2017-09-30,c0,,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzg4LzY5L2M3L2VlMDctNGJiNy1iNjZjLTkwNzhiNWUxZTQzYw.pdf,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzlkLzRhLzU2L2Y3M2QtNDUyYS1iMTg2LWRhOWFlZTY4ODYxNA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,1.0,Prinsensgade,9000 Aalborg,Naurvej 1,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i H.I. Pens ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-15,1996-08-21,2018-02-09,Statsautoriseret revisor,-539121.0,20222670.0,19488977.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for H.I. Pens ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Lisbeth Kathrine Iversen,Lisbeth Kathrine Iversen,Danske Bank,H.I. Pens ApS,BDO Statsautoriseret revisionsaktieselskab,583.0,50.0,Aalborg,2015-10-01,2016-09-30,-539654.0,-539654.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-09-30,2016-10-01,true,2018-01-15,Aalborg,0.0,Formand,urn:ofk:oid:25049582,indberetninger-20180424,2.5124266,19488977.0,,2018-04-03T20:15:20.450Z,2018-02-12T13:54:47.206Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-45-EM,2018-02-12T13:54:47.353Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
19488977,2016-10-01,2017-09-30,c11,,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzg4LzY5L2M3L2VlMDctNGJiNy1iNjZjLTkwNzhiNWUxZTQzYw.pdf,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzlkLzRhLzU2L2Y3M2QtNDUyYS1iMTg2LWRhOWFlZTY4ODYxNA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,1.0,Prinsensgade,9000 Aalborg,Naurvej 1,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i H.I. Pens ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-15,1996-08-21,2018-02-09,Statsautoriseret revisor,,20222670.0,19488977.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for H.I. Pens ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Lisbeth Kathrine Iversen,Lisbeth Kathrine Iversen,Danske Bank,H.I. Pens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-09-30,2016-10-01,true,2018-01-15,Aalborg,,Formand,urn:ofk:oid:25049582,indberetninger-20180424,2.5124266,19488977.0,,2018-04-03T20:15:20.450Z,2018-02-12T13:54:47.206Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-45-EM,2018-02-12T13:54:47.353Z,,,,,,,,,,,,,,,,,,,,,,Lisbeth Kathrine Iversen
19488977,2016-10-01,2017-09-30,c12,,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzg4LzY5L2M3L2VlMDctNGJiNy1iNjZjLTkwNzhiNWUxZTQzYw.pdf,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzlkLzRhLzU2L2Y3M2QtNDUyYS1iMTg2LWRhOWFlZTY4ODYxNA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,1.0,Prinsensgade,9000 Aalborg,Naurvej 1,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i H.I. Pens ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-15,1996-08-21,2018-02-09,Statsautoriseret revisor,,20222670.0,19488977.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for H.I. Pens ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Lisbeth Kathrine Iversen,Lisbeth Kathrine Iversen,Danske Bank,H.I. Pens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-09-30,2016-10-01,true,2018-01-15,Aalborg,,Formand,urn:ofk:oid:25049582,indberetninger-20180424,2.5124266,19488977.0,,2018-04-03T20:15:20.450Z,2018-02-12T13:54:47.206Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-45-EM,2018-02-12T13:54:47.353Z,,,,,,,,,,,,,,,,,,,,,,Ane Elholm-Christensen
19488977,2016-10-01,2017-09-30,c13,,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzg4LzY5L2M3L2VlMDctNGJiNy1iNjZjLTkwNzhiNWUxZTQzYw.pdf,http://regnskaber.virk.dk/77988491/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzlkLzRhLzU2L2Y3M2QtNDUyYS1iMTg2LWRhOWFlZTY4ODYxNA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,1.0,Prinsensgade,9000 Aalborg,Naurvej 1,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i H.I. Pens ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-15,1996-08-21,2018-02-09,Statsautoriseret revisor,,20222670.0,19488977.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for H.I. Pens ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Lisbeth Kathrine Iversen,Lisbeth Kathrine Iversen,Danske Bank,H.I. Pens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-09-30,2016-10-01,true,2018-01-15,Aalborg,,Formand,urn:ofk:oid:25049582,indberetninger-20180424,2.5124266,19488977.0,,2018-04-03T20:15:20.450Z,2018-02-12T13:54:47.206Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-45-EM,2018-02-12T13:54:47.353Z,,,,,,,,,,,,,,,,,,,,,,Jan Elholm-Christensen
