entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
30740106,2013-01-01,2013-12-31,ID_11,,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzE3LzNkLzI5L2Y5NzEtNGJlNi1iYjAyLTcyMzk3OTc3ZWM2ZA.pdf,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JjL2I4L2JiLzhlOGYtNGYwMC1hZTIxLWI1YzY3YjNiNzlhNQ.xml,"9200, Aalborg SV",Vandmanden 10A,"Til den daglige ledelse i BENTZEN HOLDING, AALBORG APS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-12,2007-08-15,2015-06-25,30740106.0,33357966.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for BENTZEN HOLDING, AALBORG APS.",Ãrsrapport,Bjarke Schou Bentzen,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 12-06-2015",-36924.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-12,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5632362,indberetninger-20180424,2.5097403999999996,30740106.0,,2018-03-30T07:56:40.188Z,2015-07-02T06:28:22.756Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-95-LZ,2015-07-02T06:28:22.850Z,,,,,,,,,,,,,,,,,,,,,
30740106,2013-01-01,2013-12-31,ID_7,,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzE3LzNkLzI5L2Y5NzEtNGJlNi1iYjAyLTcyMzk3OTc3ZWM2ZA.pdf,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JjL2I4L2JiLzhlOGYtNGYwMC1hZTIxLWI1YzY3YjNiNzlhNQ.xml,"9200, Aalborg SV",Vandmanden 10A,"Til den daglige ledelse i BENTZEN HOLDING, AALBORG APS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-12,2007-08-15,2015-06-25,30740106.0,33357966.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for BENTZEN HOLDING, AALBORG APS.",Ãrsrapport,Bjarke Schou Bentzen,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 12-06-2015",36924.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-12,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5632362,indberetninger-20180424,2.5097403999999996,30740106.0,,2018-03-30T07:56:40.188Z,2015-07-02T06:28:22.756Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-95-LZ,2015-07-02T06:28:22.850Z,-1875.0,38922.0,123.0,36924.0,0.0,,,,,,,,,,,,,,,,
30740106,2013-01-01,2013-12-31,ID_9,,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzE3LzNkLzI5L2Y5NzEtNGJlNi1iYjAyLTcyMzk3OTc3ZWM2ZA.pdf,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JjL2I4L2JiLzhlOGYtNGYwMC1hZTIxLWI1YzY3YjNiNzlhNQ.xml,"9200, Aalborg SV",Vandmanden 10A,"Til den daglige ledelse i BENTZEN HOLDING, AALBORG APS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-12,2007-08-15,2015-06-25,30740106.0,33357966.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for BENTZEN HOLDING, AALBORG APS.",Ãrsrapport,Bjarke Schou Bentzen,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 12-06-2015",-36924.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-12,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5632362,indberetninger-20180424,2.5097403999999996,30740106.0,,2018-03-30T07:56:40.188Z,2015-07-02T06:28:22.756Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-95-LZ,2015-07-02T06:28:22.850Z,,,,,,,,,,,,,,,,,,,,,
30740106,2013-12-31,2013-12-31,ID_13,,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzE3LzNkLzI5L2Y5NzEtNGJlNi1iYjAyLTcyMzk3OTc3ZWM2ZA.pdf,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JjL2I4L2JiLzhlOGYtNGYwMC1hZTIxLWI1YzY3YjNiNzlhNQ.xml,"9200, Aalborg SV",Vandmanden 10A,"Til den daglige ledelse i BENTZEN HOLDING, AALBORG APS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-12,2007-08-15,2015-06-25,30740106.0,33357966.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for BENTZEN HOLDING, AALBORG APS.",Ãrsrapport,Bjarke Schou Bentzen,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-12,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5632362,indberetninger-20180424,2.5097403999999996,30740106.0,,2018-03-30T07:56:40.188Z,2015-07-02T06:28:22.756Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-95-LZ,2015-07-02T06:28:22.850Z,,,,,,600970.0,125000.0,0.0,40597.0,600970.0,560373.0,600970.0,600970.0,600970.0,413750.0,-84403.0,560373.0,146623.0,0.0,0.0,
30740106,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzE3LzNkLzI5L2Y5NzEtNGJlNi1iYjAyLTcyMzk3OTc3ZWM2ZA.pdf,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JjL2I4L2JiLzhlOGYtNGYwMC1hZTIxLWI1YzY3YjNiNzlhNQ.xml,"9200, Aalborg SV",Vandmanden 10A,"Til den daglige ledelse i BENTZEN HOLDING, AALBORG APS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-12,2007-08-15,2015-06-25,30740106.0,33357966.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for BENTZEN HOLDING, AALBORG APS.",Ãrsrapport,Bjarke Schou Bentzen,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-12,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5632362,indberetninger-20180424,2.5097403999999996,30740106.0,,2018-03-30T07:56:40.188Z,2015-07-02T06:28:22.756Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-95-LZ,2015-07-02T06:28:22.850Z,,,,,,,,,,,,,,,,,,,,,
30740106,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzE3LzNkLzI5L2Y5NzEtNGJlNi1iYjAyLTcyMzk3OTc3ZWM2ZA.pdf,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JjL2I4L2JiLzhlOGYtNGYwMC1hZTIxLWI1YzY3YjNiNzlhNQ.xml,"9200, Aalborg SV",Vandmanden 10A,"Til den daglige ledelse i BENTZEN HOLDING, AALBORG APS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-12,2007-08-15,2015-06-25,30740106.0,33357966.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for BENTZEN HOLDING, AALBORG APS.",Ãrsrapport,Bjarke Schou Bentzen,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-12,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5632362,indberetninger-20180424,2.5097403999999996,30740106.0,,2018-03-30T07:56:40.188Z,2015-07-02T06:28:22.756Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-95-LZ,2015-07-02T06:28:22.850Z,,,,,,,,,,,,,,,,,,,,,
30740106,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzE3LzNkLzI5L2Y5NzEtNGJlNi1iYjAyLTcyMzk3OTc3ZWM2ZA.pdf,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JjL2I4L2JiLzhlOGYtNGYwMC1hZTIxLWI1YzY3YjNiNzlhNQ.xml,"9200, Aalborg SV",Vandmanden 10A,"Til den daglige ledelse i BENTZEN HOLDING, AALBORG APS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-12,2007-08-15,2015-06-25,30740106.0,33357966.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for BENTZEN HOLDING, AALBORG APS.",Ãrsrapport,Bjarke Schou Bentzen,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 12-06-2015",-682897.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-12,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5632362,indberetninger-20180424,2.5097403999999996,30740106.0,,2018-03-30T07:56:40.188Z,2015-07-02T06:28:22.756Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-95-LZ,2015-07-02T06:28:22.850Z,,,,,,,,,,,,,,,,,,,,,
30740106,2014-01-01,2014-12-31,ID_14,,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzE3LzNkLzI5L2Y5NzEtNGJlNi1iYjAyLTcyMzk3OTc3ZWM2ZA.pdf,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JjL2I4L2JiLzhlOGYtNGYwMC1hZTIxLWI1YzY3YjNiNzlhNQ.xml,"9200, Aalborg SV",Vandmanden 10A,"Til den daglige ledelse i BENTZEN HOLDING, AALBORG APS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-12,2007-08-15,2015-06-25,30740106.0,33357966.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for BENTZEN HOLDING, AALBORG APS.",Ãrsrapport,Bjarke Schou Bentzen,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-12,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5632362,indberetninger-20180424,2.5097403999999996,30740106.0,,2018-03-30T07:56:40.188Z,2015-07-02T06:28:22.756Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-95-LZ,2015-07-02T06:28:22.850Z,,,,,,,,,,,,,,,,,,,,,
30740106,2014-01-01,2014-12-31,ID_15,,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzE3LzNkLzI5L2Y5NzEtNGJlNi1iYjAyLTcyMzk3OTc3ZWM2ZA.pdf,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JjL2I4L2JiLzhlOGYtNGYwMC1hZTIxLWI1YzY3YjNiNzlhNQ.xml,"9200, Aalborg SV",Vandmanden 10A,"Til den daglige ledelse i BENTZEN HOLDING, AALBORG APS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-12,2007-08-15,2015-06-25,30740106.0,33357966.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for BENTZEN HOLDING, AALBORG APS.",Ãrsrapport,Bjarke Schou Bentzen,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-12,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5632362,indberetninger-20180424,2.5097403999999996,30740106.0,,2018-03-30T07:56:40.188Z,2015-07-02T06:28:22.756Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-95-LZ,2015-07-02T06:28:22.850Z,,,,,,,,,,,,,,,,,,,,,
30740106,2014-01-01,2014-12-31,ID_16,,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzE3LzNkLzI5L2Y5NzEtNGJlNi1iYjAyLTcyMzk3OTc3ZWM2ZA.pdf,http://regnskaber.virk.dk/60104703/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2JjL2I4L2JiLzhlOGYtNGYwMC1hZTIxLWI1YzY3YjNiNzlhNQ.xml,"9200, Aalborg SV",Vandmanden 10A,"Til den daglige ledelse i BENTZEN HOLDING, AALBORG APS",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-12,2007-08-15,2015-06-25,30740106.0,33357966.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for BENTZEN HOLDING, AALBORG APS.",Ãrsrapport,Bjarke Schou Bentzen,"BENTZEN HOLDING, AALBORG APS",Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 12-06-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-12,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5632362,indberetninger-20180424,2.5097403999999996,30740106.0,,2018-03-30T07:56:40.188Z,2015-07-02T06:28:22.756Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-95-LZ,2015-07-02T06:28:22.850Z,,,,,,,,,,,,,,,,,,,,,
