entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,IndependentAuditorsReportsAudit,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyLegislationOnFinancialReportingIncludingAccountingAndStorageOfAccountingRecordsAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyOtherMattersAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCriminalCodeAndFiscalTaxAndSubsidyLegislationAudit,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,TypeOfBasisForModifiedOpinionOnAuditedFinancialStatements,TypeOfModifiedOpinionOnAuditedFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
30567455,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzhmLzBiLzllLzcwNWMtNGNhMi1iNzA1LWI4OTZmMDZhN2I5Ng.xhtml,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2E3LzYwLzA3LzVjOWItNDg5OS1hODA0LTE5ZjNiMzVmMzQxMQ.pdf,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ZhL2M2LzhhLzMwMzktNDQ0Zi1hMDg5LTEyNzE4YWUzMDY0YQ.xml,true,Danmark,DK,Aarhus N,8200.0,61.0,Vestre Ringgade,Aarhus C,8000.0,"44, st",Studsgade,8200 Aarhus N,Vestre Ringgade 61,1.0,Regnskabsklasse B,2019-05-16,2019-05-16,Statsautoriseret revsior,119309.0,51657.0,4715145.0,30567455.0,mne32079,1022619930.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Johnny Skovgaard Rasmussen,Henrik Mensch,Michael Buch Thodsen,K/S NEUMÃNSTER A,"Kovsted & SkovgÃ¥rd, Statsautoriseret revisionspartnerselskab",200.0,8000 Aarhus C,2017-01-01,2017-12-31,1757075.0,1757075.0,4595836.0,2018-12-31,2018-01-01,false,false,false,false,2890618.0,true,2019-05-16,8200 Aarhus N,72170021.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27197602,indberetninger-20180424,2.5927877,30567455.0,AWrfFRXHRYGX6_YTH6AV,2019-05-22T10:28:28.399Z,2019-05-22T10:27:41.559Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-60-JJ,2019-05-22T10:27:41.888Z,,,,,,,,,,,,,,,,,,,,,,,,,
30567455,2017-01-01,2017-12-31,c9,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzhmLzBiLzllLzcwNWMtNGNhMi1iNzA1LWI4OTZmMDZhN2I5Ng.xhtml,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2E3LzYwLzA3LzVjOWItNDg5OS1hODA0LTE5ZjNiMzVmMzQxMQ.pdf,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ZhL2M2LzhhLzMwMzktNDQ0Zi1hMDg5LTEyNzE4YWUzMDY0YQ.xml,true,Danmark,DK,Aarhus N,8200.0,61.0,Vestre Ringgade,Aarhus C,8000.0,"44, st",Studsgade,8200 Aarhus N,Vestre Ringgade 61,1.0,Regnskabsklasse B,2019-05-16,2019-05-16,Statsautoriseret revsior,,,,30567455.0,mne32079,1022619930.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Johnny Skovgaard Rasmussen,Henrik Mensch,Michael Buch Thodsen,K/S NEUMÃNSTER A,"Kovsted & SkovgÃ¥rd, Statsautoriseret revisionspartnerselskab",,8000 Aarhus C,2017-01-01,2017-12-31,1757075.0,,,2018-12-31,2018-01-01,false,false,false,false,,true,2019-05-16,8200 Aarhus N,72170021.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27197602,indberetninger-20180424,2.5927877,30567455.0,AWrfFRXHRYGX6_YTH6AV,2019-05-22T10:28:28.399Z,2019-05-22T10:27:41.559Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-60-JJ,2019-05-22T10:27:41.888Z,,,,,,,,,,,,,,,,,,,,,,,,,
30567455,2017-12-31,2017-12-31,c11,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzhmLzBiLzllLzcwNWMtNGNhMi1iNzA1LWI4OTZmMDZhN2I5Ng.xhtml,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2E3LzYwLzA3LzVjOWItNDg5OS1hODA0LTE5ZjNiMzVmMzQxMQ.pdf,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ZhL2M2LzhhLzMwMzktNDQ0Zi1hMDg5LTEyNzE4YWUzMDY0YQ.xml,true,Danmark,DK,Aarhus N,8200.0,61.0,Vestre Ringgade,Aarhus C,8000.0,"44, st",Studsgade,8200 Aarhus N,Vestre Ringgade 61,1.0,Regnskabsklasse B,2019-05-16,2019-05-16,Statsautoriseret revsior,,,,30567455.0,mne32079,1022619930.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Johnny Skovgaard Rasmussen,Henrik Mensch,Michael Buch Thodsen,K/S NEUMÃNSTER A,"Kovsted & SkovgÃ¥rd, Statsautoriseret revisionspartnerselskab",,8000 Aarhus C,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,false,false,,true,2019-05-16,8200 Aarhus N,72170021.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27197602,indberetninger-20180424,2.5927877,30567455.0,AWrfFRXHRYGX6_YTH6AV,2019-05-22T10:28:28.399Z,2019-05-22T10:27:41.559Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-60-JJ,2019-05-22T10:27:41.888Z,82537538.0,649964.0,10580813.0,1037538.0,6530627.0,81500000.0,82537538.0,76006911.0,48566537.0,48566537.0,81500000.0,471169.0,101550.0,81500000.0,-4050186.0,26402393.0,27440374.0,161739.0,387574.0,125000.0,405073.0,161024.0,,,
30567455,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzhmLzBiLzllLzcwNWMtNGNhMi1iNzA1LWI4OTZmMDZhN2I5Ng.xhtml,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2E3LzYwLzA3LzVjOWItNDg5OS1hODA0LTE5ZjNiMzVmMzQxMQ.pdf,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ZhL2M2LzhhLzMwMzktNDQ0Zi1hMDg5LTEyNzE4YWUzMDY0YQ.xml,true,Danmark,DK,Aarhus N,8200.0,61.0,Vestre Ringgade,Aarhus C,8000.0,"44, st",Studsgade,8200 Aarhus N,Vestre Ringgade 61,1.0,Regnskabsklasse B,2019-05-16,2019-05-16,Statsautoriseret revsior,119914.0,-1100000.0,4604018.0,30567455.0,mne32079,1022619930.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Johnny Skovgaard Rasmussen,Henrik Mensch,Michael Buch Thodsen,K/S NEUMÃNSTER A,"Kovsted & SkovgÃ¥rd, Statsautoriseret revisionspartnerselskab",137.0,8000 Aarhus C,2017-01-01,2017-12-31,328564.0,328564.0,4484104.0,2018-12-31,2018-01-01,false,false,false,false,3055677.0,true,2019-05-16,8200 Aarhus N,72170021.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27197602,indberetninger-20180424,2.5927877,30567455.0,AWrfFRXHRYGX6_YTH6AV,2019-05-22T10:28:28.399Z,2019-05-22T10:27:41.559Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-60-JJ,2019-05-22T10:27:41.888Z,,,,,,,,,,,,,,,,,,,,,,,,,
30567455,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzhmLzBiLzllLzcwNWMtNGNhMi1iNzA1LWI4OTZmMDZhN2I5Ng.xhtml,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2E3LzYwLzA3LzVjOWItNDg5OS1hODA0LTE5ZjNiMzVmMzQxMQ.pdf,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ZhL2M2LzhhLzMwMzktNDQ0Zi1hMDg5LTEyNzE4YWUzMDY0YQ.xml,true,Danmark,DK,Aarhus N,8200.0,61.0,Vestre Ringgade,Aarhus C,8000.0,"44, st",Studsgade,8200 Aarhus N,Vestre Ringgade 61,1.0,Regnskabsklasse B,2019-05-16,2019-05-16,Statsautoriseret revsior,,,,30567455.0,mne32079,1022619930.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Johnny Skovgaard Rasmussen,Henrik Mensch,Michael Buch Thodsen,K/S NEUMÃNSTER A,"Kovsted & SkovgÃ¥rd, Statsautoriseret revisionspartnerselskab",,8000 Aarhus C,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,false,false,,true,2019-05-16,8200 Aarhus N,72170021.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27197602,indberetninger-20180424,2.5927877,30567455.0,AWrfFRXHRYGX6_YTH6AV,2019-05-22T10:28:28.399Z,2019-05-22T10:27:41.559Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-60-JJ,2019-05-22T10:27:41.888Z,,,,,,,,,,,,,,,,,,,,,,,38751646.0,"KOVSTED & SKOVGÃRD, REVISION & RÃDGIVNING, STATSAUTORISERET REVISIONSPARTNERSELSKAB",
30567455,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzhmLzBiLzllLzcwNWMtNGNhMi1iNzA1LWI4OTZmMDZhN2I5Ng.xhtml,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2E3LzYwLzA3LzVjOWItNDg5OS1hODA0LTE5ZjNiMzVmMzQxMQ.pdf,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ZhL2M2LzhhLzMwMzktNDQ0Zi1hMDg5LTEyNzE4YWUzMDY0YQ.xml,true,Danmark,DK,Aarhus N,8200.0,61.0,Vestre Ringgade,Aarhus C,8000.0,"44, st",Studsgade,8200 Aarhus N,Vestre Ringgade 61,1.0,Regnskabsklasse B,2019-05-16,2019-05-16,Statsautoriseret revsior,,,,30567455.0,mne32079,1022619930.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Johnny Skovgaard Rasmussen,Henrik Mensch,Michael Buch Thodsen,K/S NEUMÃNSTER A,"Kovsted & SkovgÃ¥rd, Statsautoriseret revisionspartnerselskab",,8000 Aarhus C,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,false,false,,true,2019-05-16,8200 Aarhus N,72170021.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27197602,indberetninger-20180424,2.5927877,30567455.0,AWrfFRXHRYGX6_YTH6AV,2019-05-22T10:28:28.399Z,2019-05-22T10:27:41.559Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-60-JJ,2019-05-22T10:27:41.888Z,,,,,,,,,,,,,,,,,,,,,,,,,
30567455,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzhmLzBiLzllLzcwNWMtNGNhMi1iNzA1LWI4OTZmMDZhN2I5Ng.xhtml,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2E3LzYwLzA3LzVjOWItNDg5OS1hODA0LTE5ZjNiMzVmMzQxMQ.pdf,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ZhL2M2LzhhLzMwMzktNDQ0Zi1hMDg5LTEyNzE4YWUzMDY0YQ.xml,true,Danmark,DK,Aarhus N,8200.0,61.0,Vestre Ringgade,Aarhus C,8000.0,"44, st",Studsgade,8200 Aarhus N,Vestre Ringgade 61,1.0,Regnskabsklasse B,2019-05-16,2019-05-16,Statsautoriseret revsior,,,,30567455.0,mne32079,1022619930.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Johnny Skovgaard Rasmussen,Henrik Mensch,Michael Buch Thodsen,K/S NEUMÃNSTER A,"Kovsted & SkovgÃ¥rd, Statsautoriseret revisionspartnerselskab",,8000 Aarhus C,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,false,false,,true,2019-05-16,8200 Aarhus N,72170021.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27197602,indberetninger-20180424,2.5927877,30567455.0,AWrfFRXHRYGX6_YTH6AV,2019-05-22T10:28:28.399Z,2019-05-22T10:27:41.559Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-60-JJ,2019-05-22T10:27:41.888Z,,,,,,,,,,,,,,,,,,,,,,,,,Kristoffer SÃ¸by Hansen
30567455,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzhmLzBiLzllLzcwNWMtNGNhMi1iNzA1LWI4OTZmMDZhN2I5Ng.xhtml,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2E3LzYwLzA3LzVjOWItNDg5OS1hODA0LTE5ZjNiMzVmMzQxMQ.pdf,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ZhL2M2LzhhLzMwMzktNDQ0Zi1hMDg5LTEyNzE4YWUzMDY0YQ.xml,true,Danmark,DK,Aarhus N,8200.0,61.0,Vestre Ringgade,Aarhus C,8000.0,"44, st",Studsgade,8200 Aarhus N,Vestre Ringgade 61,1.0,Regnskabsklasse B,2019-05-16,2019-05-16,Statsautoriseret revsior,,,,30567455.0,mne32079,1022619930.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Johnny Skovgaard Rasmussen,Henrik Mensch,Michael Buch Thodsen,K/S NEUMÃNSTER A,"Kovsted & SkovgÃ¥rd, Statsautoriseret revisionspartnerselskab",,8000 Aarhus C,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,false,false,,true,2019-05-16,8200 Aarhus N,72170021.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27197602,indberetninger-20180424,2.5927877,30567455.0,AWrfFRXHRYGX6_YTH6AV,2019-05-22T10:28:28.399Z,2019-05-22T10:27:41.559Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-60-JJ,2019-05-22T10:27:41.888Z,,,,,,,,,,,,,,,,,,,,,,,,,Kim Lang SÃ¸rensen
30567455,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzhmLzBiLzllLzcwNWMtNGNhMi1iNzA1LWI4OTZmMDZhN2I5Ng.xhtml,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2E3LzYwLzA3LzVjOWItNDg5OS1hODA0LTE5ZjNiMzVmMzQxMQ.pdf,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ZhL2M2LzhhLzMwMzktNDQ0Zi1hMDg5LTEyNzE4YWUzMDY0YQ.xml,true,Danmark,DK,Aarhus N,8200.0,61.0,Vestre Ringgade,Aarhus C,8000.0,"44, st",Studsgade,8200 Aarhus N,Vestre Ringgade 61,1.0,Regnskabsklasse B,2019-05-16,2019-05-16,Statsautoriseret revsior,,,,30567455.0,mne32079,1022619930.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Johnny Skovgaard Rasmussen,Henrik Mensch,Michael Buch Thodsen,K/S NEUMÃNSTER A,"Kovsted & SkovgÃ¥rd, Statsautoriseret revisionspartnerselskab",,8000 Aarhus C,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,false,false,,true,2019-05-16,8200 Aarhus N,72170021.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27197602,indberetninger-20180424,2.5927877,30567455.0,AWrfFRXHRYGX6_YTH6AV,2019-05-22T10:28:28.399Z,2019-05-22T10:27:41.559Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-60-JJ,2019-05-22T10:27:41.888Z,,,,,,,,,,,,,,,,,,,,,,,,,Danny Stoker
30567455,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzhmLzBiLzllLzcwNWMtNGNhMi1iNzA1LWI4OTZmMDZhN2I5Ng.xhtml,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2E3LzYwLzA3LzVjOWItNDg5OS1hODA0LTE5ZjNiMzVmMzQxMQ.pdf,http://regnskaber.virk.dk/55476503/ZG9rdW1lbnRsYWdlcjovLzAzLzMxL2ZhL2M2LzhhLzMwMzktNDQ0Zi1hMDg5LTEyNzE4YWUzMDY0YQ.xml,true,Danmark,DK,Aarhus N,8200.0,61.0,Vestre Ringgade,Aarhus C,8000.0,"44, st",Studsgade,8200 Aarhus N,Vestre Ringgade 61,1.0,Regnskabsklasse B,2019-05-16,2019-05-16,Statsautoriseret revsior,,,,30567455.0,mne32079,1022619930.0,Den uafhÃ¦ngige revisors revisionspÃ¥tegning,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Johnny Skovgaard Rasmussen,Henrik Mensch,Michael Buch Thodsen,K/S NEUMÃNSTER A,"Kovsted & SkovgÃ¥rd, Statsautoriseret revisionspartnerselskab",,8000 Aarhus C,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,false,false,,true,2019-05-16,8200 Aarhus N,72170021.0,false,false,DirektÃ¸r,RevisionspÃ¥tegning,Grundlag for konklusion,Konklusion,urn:ofk:oid:27197602,indberetninger-20180424,2.5927877,30567455.0,AWrfFRXHRYGX6_YTH6AV,2019-05-22T10:28:28.399Z,2019-05-22T10:27:41.559Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-60-JJ,2019-05-22T10:27:41.888Z,,,,,,,,,,,,,,,,,,,,,,,38751646.0,"KOVSTED & SKOVGÃRD, REVISION & RÃDGIVNING, STATSAUTORISERET REVISIONSPARTNERSELSKAB",
