entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForDeferredTax,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PaidContributedCapital,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,SignatureOfAuditorsDate,NameOfAuditFirm
30082125,2017-07-01,2017-07-01,c702,,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2NhLzgxL2U3LzliNjMtNGQzMy1iNmM4LWM2MGViYTM2YzlmOQ.pdf,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzFmLzgxL2QzL2Y4ZGItNGQ4YS1hNGE1LWFmODkwNThiYmI2YQ.xml,Danmark,Skive,7800.0,81.0,Resenvej,Stoholm,7850.0,7.0,Dornen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Selskabet opfylder betingelserne for at undlade at lade Ã¥rsregnskabet revidere.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",2019-10-08,2019-10-08,statsautoriseret revisor,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Udlejning og administration af fast ejendom.,140000.0,33771231.0,30082125.0,33771231.0,mne24813,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BJ Invest, Stoholm ApS.",Ãrsrapport,BjÃ¸rn Jakobsen,Brian Riis SÃ¸ndergaard,Brian Riis SÃ¸ndergaard,"BJ Invest, Stoholm ApS",PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Stoholm,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2019-06-30,2018-07-01,1.0,Skive,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27905019,indberetninger-20180424,2.5117235,30082125.0,AW2wHjGYIXJRhhXBOZDk,2019-10-09T10:44:49.271Z,2019-10-09T10:43:51.132Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-96-CP,2019-10-09T10:43:51.336Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30082125,2017-07-01,2017-07-01,c723,,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2NhLzgxL2U3LzliNjMtNGQzMy1iNmM4LWM2MGViYTM2YzlmOQ.pdf,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzFmLzgxL2QzL2Y4ZGItNGQ4YS1hNGE1LWFmODkwNThiYmI2YQ.xml,Danmark,Skive,7800.0,81.0,Resenvej,Stoholm,7850.0,7.0,Dornen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Selskabet opfylder betingelserne for at undlade at lade Ã¥rsregnskabet revidere.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",2019-10-08,2019-10-08,statsautoriseret revisor,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Udlejning og administration af fast ejendom.,-468147.0,33771231.0,30082125.0,33771231.0,mne24813,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BJ Invest, Stoholm ApS.",Ãrsrapport,BjÃ¸rn Jakobsen,Brian Riis SÃ¸ndergaard,Brian Riis SÃ¸ndergaard,"BJ Invest, Stoholm ApS",PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Stoholm,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2019-06-30,2018-07-01,1.0,Skive,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27905019,indberetninger-20180424,2.5117235,30082125.0,AW2wHjGYIXJRhhXBOZDk,2019-10-09T10:44:49.271Z,2019-10-09T10:43:51.132Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-96-CP,2019-10-09T10:43:51.336Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30082125,2017-07-01,2018-06-30,c110,,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2NhLzgxL2U3LzliNjMtNGQzMy1iNmM4LWM2MGViYTM2YzlmOQ.pdf,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzFmLzgxL2QzL2Y4ZGItNGQ4YS1hNGE1LWFmODkwNThiYmI2YQ.xml,Danmark,Skive,7800.0,81.0,Resenvej,Stoholm,7850.0,7.0,Dornen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Selskabet opfylder betingelserne for at undlade at lade Ã¥rsregnskabet revidere.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",2019-10-08,2019-10-08,statsautoriseret revisor,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Udlejning og administration af fast ejendom.,,33771231.0,30082125.0,33771231.0,mne24813,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BJ Invest, Stoholm ApS.",Ãrsrapport,BjÃ¸rn Jakobsen,Brian Riis SÃ¸ndergaard,Brian Riis SÃ¸ndergaard,"BJ Invest, Stoholm ApS",PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Stoholm,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2019-06-30,2018-07-01,1.0,Skive,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27905019,indberetninger-20180424,2.5117235,30082125.0,AW2wHjGYIXJRhhXBOZDk,2019-10-09T10:44:49.271Z,2019-10-09T10:43:51.132Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-96-CP,2019-10-09T10:43:51.336Z,77942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30082125,2017-07-01,2018-06-30,c724,,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2NhLzgxL2U3LzliNjMtNGQzMy1iNmM4LWM2MGViYTM2YzlmOQ.pdf,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzFmLzgxL2QzL2Y4ZGItNGQ4YS1hNGE1LWFmODkwNThiYmI2YQ.xml,Danmark,Skive,7800.0,81.0,Resenvej,Stoholm,7850.0,7.0,Dornen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Selskabet opfylder betingelserne for at undlade at lade Ã¥rsregnskabet revidere.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",2019-10-08,2019-10-08,statsautoriseret revisor,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Udlejning og administration af fast ejendom.,,33771231.0,30082125.0,33771231.0,mne24813,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BJ Invest, Stoholm ApS.",Ãrsrapport,BjÃ¸rn Jakobsen,Brian Riis SÃ¸ndergaard,Brian Riis SÃ¸ndergaard,"BJ Invest, Stoholm ApS",PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Stoholm,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2019-06-30,2018-07-01,1.0,Skive,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27905019,indberetninger-20180424,2.5117235,30082125.0,AW2wHjGYIXJRhhXBOZDk,2019-10-09T10:44:49.271Z,2019-10-09T10:43:51.132Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-96-CP,2019-10-09T10:43:51.336Z,77942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30082125,2017-07-01,2018-06-30,c94,,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2NhLzgxL2U3LzliNjMtNGQzMy1iNmM4LWM2MGViYTM2YzlmOQ.pdf,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzFmLzgxL2QzL2Y4ZGItNGQ4YS1hNGE1LWFmODkwNThiYmI2YQ.xml,Danmark,Skive,7800.0,81.0,Resenvej,Stoholm,7850.0,7.0,Dornen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Selskabet opfylder betingelserne for at undlade at lade Ã¥rsregnskabet revidere.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",2019-10-08,2019-10-08,statsautoriseret revisor,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Udlejning og administration af fast ejendom.,,33771231.0,30082125.0,33771231.0,mne24813,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BJ Invest, Stoholm ApS.",Ãrsrapport,BjÃ¸rn Jakobsen,Brian Riis SÃ¸ndergaard,Brian Riis SÃ¸ndergaard,"BJ Invest, Stoholm ApS",PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Stoholm,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2019-06-30,2018-07-01,1.0,Skive,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27905019,indberetninger-20180424,2.5117235,30082125.0,AW2wHjGYIXJRhhXBOZDk,2019-10-09T10:44:49.271Z,2019-10-09T10:43:51.132Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-96-CP,2019-10-09T10:43:51.336Z,77942.0,22000.0,0.0,47683.0,47683.0,254621.0,42648.0,106996.0,64348.0,99942.0,206938.0,22000.0,22000.0,,,,,,,,,,,,,,,,,,,,,,,,,
30082125,2018-06-30,2018-06-30,c111,,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2NhLzgxL2U3LzliNjMtNGQzMy1iNmM4LWM2MGViYTM2YzlmOQ.pdf,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzFmLzgxL2QzL2Y4ZGItNGQ4YS1hNGE1LWFmODkwNThiYmI2YQ.xml,Danmark,Skive,7800.0,81.0,Resenvej,Stoholm,7850.0,7.0,Dornen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Selskabet opfylder betingelserne for at undlade at lade Ã¥rsregnskabet revidere.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",2019-10-08,2019-10-08,statsautoriseret revisor,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Udlejning og administration af fast ejendom.,-250205.0,33771231.0,30082125.0,33771231.0,mne24813,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BJ Invest, Stoholm ApS.",Ãrsrapport,BjÃ¸rn Jakobsen,Brian Riis SÃ¸ndergaard,Brian Riis SÃ¸ndergaard,"BJ Invest, Stoholm ApS",PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Stoholm,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2019-06-30,2018-07-01,1.0,Skive,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27905019,indberetninger-20180424,2.5117235,30082125.0,AW2wHjGYIXJRhhXBOZDk,2019-10-09T10:44:49.271Z,2019-10-09T10:43:51.132Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-96-CP,2019-10-09T10:43:51.336Z,,,,,,,,,,,,,,5432482.0,252754.0,140000.0,512754.0,260000.0,4919728.0,5432482.0,5682687.0,3230281.0,3230281.0,4919728.0,100742.0,140000.0,4919728.0,-390205.0,2452406.0,160000.0,2175040.0,260000.0,16624.0,,,,,
30082125,2018-06-30,2018-06-30,c113,,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2NhLzgxL2U3LzliNjMtNGQzMy1iNmM4LWM2MGViYTM2YzlmOQ.pdf,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzFmLzgxL2QzL2Y4ZGItNGQ4YS1hNGE1LWFmODkwNThiYmI2YQ.xml,Danmark,Skive,7800.0,81.0,Resenvej,Stoholm,7850.0,7.0,Dornen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Selskabet opfylder betingelserne for at undlade at lade Ã¥rsregnskabet revidere.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",2019-10-08,2019-10-08,statsautoriseret revisor,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Udlejning og administration af fast ejendom.,,33771231.0,30082125.0,33771231.0,mne24813,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BJ Invest, Stoholm ApS.",Ãrsrapport,BjÃ¸rn Jakobsen,Brian Riis SÃ¸ndergaard,Brian Riis SÃ¸ndergaard,"BJ Invest, Stoholm ApS",PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Stoholm,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2019-06-30,2018-07-01,1.0,Skive,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27905019,indberetninger-20180424,2.5117235,30082125.0,AW2wHjGYIXJRhhXBOZDk,2019-10-09T10:44:49.271Z,2019-10-09T10:43:51.132Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-96-CP,2019-10-09T10:43:51.336Z,,,,,,,,,,,,,,,,,,,,,,3390281.0,,,,,,,,,,,,2590281.0,640000.0,160000.0,,
30082125,2018-06-30,2018-06-30,c704,,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2NhLzgxL2U3LzliNjMtNGQzMy1iNmM4LWM2MGViYTM2YzlmOQ.pdf,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzFmLzgxL2QzL2Y4ZGItNGQ4YS1hNGE1LWFmODkwNThiYmI2YQ.xml,Danmark,Skive,7800.0,81.0,Resenvej,Stoholm,7850.0,7.0,Dornen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Selskabet opfylder betingelserne for at undlade at lade Ã¥rsregnskabet revidere.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",2019-10-08,2019-10-08,statsautoriseret revisor,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Udlejning og administration af fast ejendom.,140000.0,33771231.0,30082125.0,33771231.0,mne24813,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BJ Invest, Stoholm ApS.",Ãrsrapport,BjÃ¸rn Jakobsen,Brian Riis SÃ¸ndergaard,Brian Riis SÃ¸ndergaard,"BJ Invest, Stoholm ApS",PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Stoholm,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2019-06-30,2018-07-01,1.0,Skive,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27905019,indberetninger-20180424,2.5117235,30082125.0,AW2wHjGYIXJRhhXBOZDk,2019-10-09T10:44:49.271Z,2019-10-09T10:43:51.132Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-96-CP,2019-10-09T10:43:51.336Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30082125,2018-06-30,2018-06-30,c725,,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2NhLzgxL2U3LzliNjMtNGQzMy1iNmM4LWM2MGViYTM2YzlmOQ.pdf,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzFmLzgxL2QzL2Y4ZGItNGQ4YS1hNGE1LWFmODkwNThiYmI2YQ.xml,Danmark,Skive,7800.0,81.0,Resenvej,Stoholm,7850.0,7.0,Dornen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Selskabet opfylder betingelserne for at undlade at lade Ã¥rsregnskabet revidere.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",2019-10-08,2019-10-08,statsautoriseret revisor,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Udlejning og administration af fast ejendom.,-390205.0,33771231.0,30082125.0,33771231.0,mne24813,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BJ Invest, Stoholm ApS.",Ãrsrapport,BjÃ¸rn Jakobsen,Brian Riis SÃ¸ndergaard,Brian Riis SÃ¸ndergaard,"BJ Invest, Stoholm ApS",PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Stoholm,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2019-06-30,2018-07-01,1.0,Skive,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27905019,indberetninger-20180424,2.5117235,30082125.0,AW2wHjGYIXJRhhXBOZDk,2019-10-09T10:44:49.271Z,2019-10-09T10:43:51.132Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-96-CP,2019-10-09T10:43:51.336Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30082125,2018-07-01,2018-07-01,c0,,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2NhLzgxL2U3LzliNjMtNGQzMy1iNmM4LWM2MGViYTM2YzlmOQ.pdf,http://regnskaber.virk.dk/52128003/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzFmLzgxL2QzL2Y4ZGItNGQ4YS1hNGE1LWFmODkwNThiYmI2YQ.xml,Danmark,Skive,7800.0,81.0,Resenvej,Stoholm,7850.0,7.0,Dornen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven. Selskabet opfylder betingelserne for at undlade at lade Ã¥rsregnskabet revidere.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for 2018/19.",2019-10-08,2019-10-08,statsautoriseret revisor,Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af immaterielle og materielle anlÃ¦gsaktiver.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttofortjeneste opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,Udlejning og administration af fast ejendom.,140000.0,33771231.0,30082125.0,33771231.0,mne24813,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for BJ Invest, Stoholm ApS.",Ãrsrapport,BjÃ¸rn Jakobsen,Brian Riis SÃ¸ndergaard,Brian Riis SÃ¸ndergaard,"BJ Invest, Stoholm ApS",PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Stoholm,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2019-06-30,2018-07-01,1.0,Skive,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27905019,indberetninger-20180424,2.5117235,30082125.0,AW2wHjGYIXJRhhXBOZDk,2019-10-09T10:44:49.271Z,2019-10-09T10:43:51.132Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CZ-96-CP,2019-10-09T10:43:51.336Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
