entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AmortisationOfIntangibleAssets,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,EmailOfAuditor,EmailOfReportingEntity,Equity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,WagesAndSalaries,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,GrossResult,NameAndSurnameOfMemberOfSupervisoryBoard
33971176,2013-07-01,2013-07-01,c720,,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UwLzRhL2IyLzA0ZmItNDE0NS1hZWNjLTIyZTE4ODkxNzQxZQ.pdf,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2RlLzY1L2E3LzEzOGItNGY0OS1iMjg2LWVjZDc0NmEyNzE2ZA.xml,9036213.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,KÃ¸benhavn S,2300.0,43.0,Islands Brygge,"2600, Glostrup","Hovedvejen, 56",aktionÃ¦ren,9666.0,Regnskabsklasse B,2015-09-29,2015-09-29,2011-10-15,2015-09-29,4714760.0,Statsautoriseret revisor,1787610.0,pkf@pkf.dk,info@arthrex.dk,501000.0,www.arthrex.com,14119299.0,33971176.0,14119299.0,Ãrsrapport,Kasper Vindelev,Stefan Krupp,Timothy Francis Egan,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Arthrex Danmark A/S,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn S,KÃ¸benhavns Kommune,2015-06-30,2014-07-01,684753.0,2015-09-29,Glostrup,43 96 06 56,+45 32 31 50 30,RevisionspÃ¥tegning,urn:ofk:oid:21573471,indberetninger-20180424,2.511702,33971176.0,,2018-03-30T11:04:52.130Z,2015-10-29T12:40:15.135Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-10-EK,2015-10-29T12:40:15.295Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33971176,2013-07-01,2013-07-01,c741,,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UwLzRhL2IyLzA0ZmItNDE0NS1hZWNjLTIyZTE4ODkxNzQxZQ.pdf,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2RlLzY1L2E3LzEzOGItNGY0OS1iMjg2LWVjZDc0NmEyNzE2ZA.xml,9036213.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,KÃ¸benhavn S,2300.0,43.0,Islands Brygge,"2600, Glostrup","Hovedvejen, 56",aktionÃ¦ren,9666.0,Regnskabsklasse B,2015-09-29,2015-09-29,2011-10-15,2015-09-29,4714760.0,Statsautoriseret revisor,1787610.0,pkf@pkf.dk,info@arthrex.dk,-3835840.0,www.arthrex.com,14119299.0,33971176.0,14119299.0,Ãrsrapport,Kasper Vindelev,Stefan Krupp,Timothy Francis Egan,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Arthrex Danmark A/S,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn S,KÃ¸benhavns Kommune,2015-06-30,2014-07-01,684753.0,2015-09-29,Glostrup,43 96 06 56,+45 32 31 50 30,RevisionspÃ¥tegning,urn:ofk:oid:21573471,indberetninger-20180424,2.511702,33971176.0,,2018-03-30T11:04:52.130Z,2015-10-29T12:40:15.135Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-10-EK,2015-10-29T12:40:15.295Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33971176,2013-07-01,2014-06-30,c123,,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UwLzRhL2IyLzA0ZmItNDE0NS1hZWNjLTIyZTE4ODkxNzQxZQ.pdf,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2RlLzY1L2E3LzEzOGItNGY0OS1iMjg2LWVjZDc0NmEyNzE2ZA.xml,9036213.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,KÃ¸benhavn S,2300.0,43.0,Islands Brygge,"2600, Glostrup","Hovedvejen, 56",aktionÃ¦ren,9666.0,Regnskabsklasse B,2015-09-29,2015-09-29,2011-10-15,2015-09-29,4714760.0,Statsautoriseret revisor,1787610.0,pkf@pkf.dk,info@arthrex.dk,,www.arthrex.com,14119299.0,33971176.0,14119299.0,Ãrsrapport,Kasper Vindelev,Stefan Krupp,Timothy Francis Egan,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Arthrex Danmark A/S,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn S,KÃ¸benhavns Kommune,2015-06-30,2014-07-01,684753.0,2015-09-29,Glostrup,43 96 06 56,+45 32 31 50 30,RevisionspÃ¥tegning,urn:ofk:oid:21573471,indberetninger-20180424,2.511702,33971176.0,,2018-03-30T11:04:52.130Z,2015-10-29T12:40:15.135Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-10-EK,2015-10-29T12:40:15.295Z,-2882695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33971176,2013-07-01,2014-06-30,c3,,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UwLzRhL2IyLzA0ZmItNDE0NS1hZWNjLTIyZTE4ODkxNzQxZQ.pdf,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2RlLzY1L2E3LzEzOGItNGY0OS1iMjg2LWVjZDc0NmEyNzE2ZA.xml,9036213.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,KÃ¸benhavn S,2300.0,43.0,Islands Brygge,"2600, Glostrup","Hovedvejen, 56",aktionÃ¦ren,9666.0,Regnskabsklasse B,2015-09-29,2015-09-29,2011-10-15,2015-09-29,4714760.0,Statsautoriseret revisor,1787610.0,pkf@pkf.dk,info@arthrex.dk,,www.arthrex.com,14119299.0,33971176.0,14119299.0,Ãrsrapport,Kasper Vindelev,Stefan Krupp,Timothy Francis Egan,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Arthrex Danmark A/S,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn S,KÃ¸benhavns Kommune,2015-06-30,2014-07-01,684753.0,2015-09-29,Glostrup,43 96 06 56,+45 32 31 50 30,RevisionspÃ¥tegning,urn:ofk:oid:21573471,indberetninger-20180424,2.511702,33971176.0,,2018-03-30T11:04:52.130Z,2015-10-29T12:40:15.135Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-10-EK,2015-10-29T12:40:15.295Z,-2882695.0,1768554.0,5718916.0,4606014.0,323463.0,1239.0,357437.0,-2882695.0,-2881456.0,-1000.0,5038016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33971176,2013-07-01,2014-06-30,c742,,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UwLzRhL2IyLzA0ZmItNDE0NS1hZWNjLTIyZTE4ODkxNzQxZQ.pdf,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2RlLzY1L2E3LzEzOGItNGY0OS1iMjg2LWVjZDc0NmEyNzE2ZA.xml,9036213.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,KÃ¸benhavn S,2300.0,43.0,Islands Brygge,"2600, Glostrup","Hovedvejen, 56",aktionÃ¦ren,9666.0,Regnskabsklasse B,2015-09-29,2015-09-29,2011-10-15,2015-09-29,4714760.0,Statsautoriseret revisor,1787610.0,pkf@pkf.dk,info@arthrex.dk,,www.arthrex.com,14119299.0,33971176.0,14119299.0,Ãrsrapport,Kasper Vindelev,Stefan Krupp,Timothy Francis Egan,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Arthrex Danmark A/S,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn S,KÃ¸benhavns Kommune,2015-06-30,2014-07-01,684753.0,2015-09-29,Glostrup,43 96 06 56,+45 32 31 50 30,RevisionspÃ¥tegning,urn:ofk:oid:21573471,indberetninger-20180424,2.511702,33971176.0,,2018-03-30T11:04:52.130Z,2015-10-29T12:40:15.135Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-10-EK,2015-10-29T12:40:15.295Z,-2882695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33971176,2014-06-30,2014-06-30,c4,,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UwLzRhL2IyLzA0ZmItNDE0NS1hZWNjLTIyZTE4ODkxNzQxZQ.pdf,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2RlLzY1L2E3LzEzOGItNGY0OS1iMjg2LWVjZDc0NmEyNzE2ZA.xml,9036213.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,KÃ¸benhavn S,2300.0,43.0,Islands Brygge,"2600, Glostrup","Hovedvejen, 56",aktionÃ¦ren,9666.0,Regnskabsklasse B,2015-09-29,2015-09-29,2011-10-15,2015-09-29,4714760.0,Statsautoriseret revisor,1787610.0,pkf@pkf.dk,info@arthrex.dk,-6217535.0,www.arthrex.com,14119299.0,33971176.0,14119299.0,Ãrsrapport,Kasper Vindelev,Stefan Krupp,Timothy Francis Egan,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Arthrex Danmark A/S,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn S,KÃ¸benhavns Kommune,2015-06-30,2014-07-01,684753.0,2015-09-29,Glostrup,43 96 06 56,+45 32 31 50 30,RevisionspÃ¥tegning,urn:ofk:oid:21573471,indberetninger-20180424,2.511702,33971176.0,,2018-03-30T11:04:52.130Z,2015-10-29T12:40:15.135Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-10-EK,2015-10-29T12:40:15.295Z,,,,,,,,,,,,9666.0,16086911.0,575765.0,501000.0,9006583.0,237785.0,7070662.0,9666.0,4285300.0,16086911.0,22304446.0,4285300.0,7080328.0,2037498.0,200995.0,7070662.0,-6718535.0,22304446.0,20139320.0,4145518.0,127628.0,3706738.0,,,,,,
33971176,2014-06-30,2014-06-30,c722,,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UwLzRhL2IyLzA0ZmItNDE0NS1hZWNjLTIyZTE4ODkxNzQxZQ.pdf,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2RlLzY1L2E3LzEzOGItNGY0OS1iMjg2LWVjZDc0NmEyNzE2ZA.xml,9036213.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,KÃ¸benhavn S,2300.0,43.0,Islands Brygge,"2600, Glostrup","Hovedvejen, 56",aktionÃ¦ren,9666.0,Regnskabsklasse B,2015-09-29,2015-09-29,2011-10-15,2015-09-29,4714760.0,Statsautoriseret revisor,1787610.0,pkf@pkf.dk,info@arthrex.dk,501000.0,www.arthrex.com,14119299.0,33971176.0,14119299.0,Ãrsrapport,Kasper Vindelev,Stefan Krupp,Timothy Francis Egan,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Arthrex Danmark A/S,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn S,KÃ¸benhavns Kommune,2015-06-30,2014-07-01,684753.0,2015-09-29,Glostrup,43 96 06 56,+45 32 31 50 30,RevisionspÃ¥tegning,urn:ofk:oid:21573471,indberetninger-20180424,2.511702,33971176.0,,2018-03-30T11:04:52.130Z,2015-10-29T12:40:15.135Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-10-EK,2015-10-29T12:40:15.295Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33971176,2014-06-30,2014-06-30,c743,,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UwLzRhL2IyLzA0ZmItNDE0NS1hZWNjLTIyZTE4ODkxNzQxZQ.pdf,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2RlLzY1L2E3LzEzOGItNGY0OS1iMjg2LWVjZDc0NmEyNzE2ZA.xml,9036213.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,KÃ¸benhavn S,2300.0,43.0,Islands Brygge,"2600, Glostrup","Hovedvejen, 56",aktionÃ¦ren,9666.0,Regnskabsklasse B,2015-09-29,2015-09-29,2011-10-15,2015-09-29,4714760.0,Statsautoriseret revisor,1787610.0,pkf@pkf.dk,info@arthrex.dk,-6718535.0,www.arthrex.com,14119299.0,33971176.0,14119299.0,Ãrsrapport,Kasper Vindelev,Stefan Krupp,Timothy Francis Egan,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Arthrex Danmark A/S,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn S,KÃ¸benhavns Kommune,2015-06-30,2014-07-01,684753.0,2015-09-29,Glostrup,43 96 06 56,+45 32 31 50 30,RevisionspÃ¥tegning,urn:ofk:oid:21573471,indberetninger-20180424,2.511702,33971176.0,,2018-03-30T11:04:52.130Z,2015-10-29T12:40:15.135Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-10-EK,2015-10-29T12:40:15.295Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33971176,2014-07-01,2014-07-01,c160,,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UwLzRhL2IyLzA0ZmItNDE0NS1hZWNjLTIyZTE4ODkxNzQxZQ.pdf,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2RlLzY1L2E3LzEzOGItNGY0OS1iMjg2LWVjZDc0NmEyNzE2ZA.xml,9036213.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,KÃ¸benhavn S,2300.0,43.0,Islands Brygge,"2600, Glostrup","Hovedvejen, 56",aktionÃ¦ren,9666.0,Regnskabsklasse B,2015-09-29,2015-09-29,2011-10-15,2015-09-29,4714760.0,Statsautoriseret revisor,1787610.0,pkf@pkf.dk,info@arthrex.dk,,www.arthrex.com,14119299.0,33971176.0,14119299.0,Ãrsrapport,Kasper Vindelev,Stefan Krupp,Timothy Francis Egan,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Arthrex Danmark A/S,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn S,KÃ¸benhavns Kommune,2015-06-30,2014-07-01,684753.0,2015-09-29,Glostrup,43 96 06 56,+45 32 31 50 30,RevisionspÃ¥tegning,urn:ofk:oid:21573471,indberetninger-20180424,2.511702,33971176.0,,2018-03-30T11:04:52.130Z,2015-10-29T12:40:15.135Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-10-EK,2015-10-29T12:40:15.295Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544968.0,9615630.0,,,,
33971176,2014-07-01,2014-07-01,c181,,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UwLzRhL2IyLzA0ZmItNDE0NS1hZWNjLTIyZTE4ODkxNzQxZQ.pdf,http://regnskaber.virk.dk/67117933/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2RlLzY1L2E3LzEzOGItNGY0OS1iMjg2LWVjZDc0NmEyNzE2ZA.xml,9036213.0,Danmark,Glostrup,2600.0,56.0,Hovedvejen,KÃ¸benhavn S,2300.0,43.0,Islands Brygge,"2600, Glostrup","Hovedvejen, 56",aktionÃ¦ren,9666.0,Regnskabsklasse B,2015-09-29,2015-09-29,2011-10-15,2015-09-29,4714760.0,Statsautoriseret revisor,1787610.0,pkf@pkf.dk,info@arthrex.dk,501000.0,www.arthrex.com,14119299.0,33971176.0,14119299.0,Ãrsrapport,Kasper Vindelev,Stefan Krupp,Timothy Francis Egan,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Arthrex Danmark A/S,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn S,KÃ¸benhavns Kommune,2015-06-30,2014-07-01,684753.0,2015-09-29,Glostrup,43 96 06 56,+45 32 31 50 30,RevisionspÃ¥tegning,urn:ofk:oid:21573471,indberetninger-20180424,2.511702,33971176.0,,2018-03-30T11:04:52.130Z,2015-10-29T12:40:15.135Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AJ-10-EK,2015-10-29T12:40:15.295Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
