entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
36480505,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2RkL2I2Lzc0LzJjMTktNDU5Ni04Y2MwLTA5NGVmODdjNTlkMw.pdf,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2I4LzkzLzhkLzdiZmEtNGVlOS04MTUwLWJlYWY3ZTE5NWNlNQ.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers SÃ,8960.0,1.0,Tronholmen,8920 Randers NV,Hjulmagervej 37,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejerne i Swimrunshop.com ApS,-29794.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-02-20,2014-12-22,2019-05-01,Statsautoriseret revisor,55186.0,36480505.0,20222670.0,mne27742,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Swimrunshop.com ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Maj-Britt Hougaard Klok,Sparekassen Kronjylland,Swimrunshop.com ApS,BDO Statsautoriseret revisionsaktieselskab,27842.0,Randers,2017-01-01,2017-12-31,57138.0,27344.0,55186.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,true,2019-02-20,Randers,-29794.0,urn:ofk:oid:27070014,indberetninger-20180424,2.5124211,36480505.0,AWp6WJS7RYGX6_YTHV0v,2019-05-02T21:00:37.607Z,2019-05-02T20:59:44.629Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-43-CA,2019-05-02T20:59:45.066Z,,,,,,,,,,,,,,,,,,,,,,
36480505,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2RkL2I2Lzc0LzJjMTktNDU5Ni04Y2MwLTA5NGVmODdjNTlkMw.pdf,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2I4LzkzLzhkLzdiZmEtNGVlOS04MTUwLWJlYWY3ZTE5NWNlNQ.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers SÃ,8960.0,1.0,Tronholmen,8920 Randers NV,Hjulmagervej 37,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejerne i Swimrunshop.com ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-02-20,2014-12-22,2019-05-01,Statsautoriseret revisor,,36480505.0,20222670.0,mne27742,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Swimrunshop.com ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Maj-Britt Hougaard Klok,Sparekassen Kronjylland,Swimrunshop.com ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,2017-01-01,2017-12-31,57138.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,true,2019-02-20,Randers,,urn:ofk:oid:27070014,indberetninger-20180424,2.5124211,36480505.0,AWp6WJS7RYGX6_YTHV0v,2019-05-02T21:00:37.607Z,2019-05-02T20:59:44.629Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-43-CA,2019-05-02T20:59:45.066Z,,,,,,,,,,,,,,,,,,,,,,
36480505,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2RkL2I2Lzc0LzJjMTktNDU5Ni04Y2MwLTA5NGVmODdjNTlkMw.pdf,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2I4LzkzLzhkLzdiZmEtNGVlOS04MTUwLWJlYWY3ZTE5NWNlNQ.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers SÃ,8960.0,1.0,Tronholmen,8920 Randers NV,Hjulmagervej 37,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejerne i Swimrunshop.com ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-02-20,2014-12-22,2019-05-01,Statsautoriseret revisor,,36480505.0,20222670.0,mne27742,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Swimrunshop.com ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Maj-Britt Hougaard Klok,Sparekassen Kronjylland,Swimrunshop.com ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,true,2019-02-20,Randers,,urn:ofk:oid:27070014,indberetninger-20180424,2.5124211,36480505.0,AWp6WJS7RYGX6_YTHV0v,2019-05-02T21:00:37.607Z,2019-05-02T20:59:44.629Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-43-CA,2019-05-02T20:59:45.066Z,422066.0,2740.0,50000.0,29794.0,78138.0,-68076.0,292900.0,422066.0,490142.0,292900.0,6459.0,-118076.0,366059.0,490142.0,105206.0,126426.0,17841.0,12035.0,,,,
36480505,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2RkL2I2Lzc0LzJjMTktNDU5Ni04Y2MwLTA5NGVmODdjNTlkMw.pdf,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2I4LzkzLzhkLzdiZmEtNGVlOS04MTUwLWJlYWY3ZTE5NWNlNQ.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers SÃ,8960.0,1.0,Tronholmen,8920 Randers NV,Hjulmagervej 37,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejerne i Swimrunshop.com ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-02-20,2014-12-22,2019-05-01,Statsautoriseret revisor,,36480505.0,20222670.0,mne27742,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Swimrunshop.com ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Maj-Britt Hougaard Klok,Sparekassen Kronjylland,Swimrunshop.com ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,true,2019-02-20,Randers,,urn:ofk:oid:27070014,indberetninger-20180424,2.5124211,36480505.0,AWp6WJS7RYGX6_YTHV0v,2019-05-02T21:00:37.607Z,2019-05-02T20:59:44.629Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-43-CA,2019-05-02T20:59:45.066Z,,,,,,50000.0,,,,,,,,,,,,,,,,
36480505,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2RkL2I2Lzc0LzJjMTktNDU5Ni04Y2MwLTA5NGVmODdjNTlkMw.pdf,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2I4LzkzLzhkLzdiZmEtNGVlOS04MTUwLWJlYWY3ZTE5NWNlNQ.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers SÃ,8960.0,1.0,Tronholmen,8920 Randers NV,Hjulmagervej 37,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejerne i Swimrunshop.com ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-02-20,2014-12-22,2019-05-01,Statsautoriseret revisor,,36480505.0,20222670.0,mne27742,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Swimrunshop.com ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Maj-Britt Hougaard Klok,Sparekassen Kronjylland,Swimrunshop.com ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,true,2019-02-20,Randers,,urn:ofk:oid:27070014,indberetninger-20180424,2.5124211,36480505.0,AWp6WJS7RYGX6_YTHV0v,2019-05-02T21:00:37.607Z,2019-05-02T20:59:44.629Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-43-CA,2019-05-02T20:59:45.066Z,,,,,,-118076.0,,,,,,,,,,,,,,,,
36480505,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2RkL2I2Lzc0LzJjMTktNDU5Ni04Y2MwLTA5NGVmODdjNTlkMw.pdf,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2I4LzkzLzhkLzdiZmEtNGVlOS04MTUwLWJlYWY3ZTE5NWNlNQ.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers SÃ,8960.0,1.0,Tronholmen,8920 Randers NV,Hjulmagervej 37,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejerne i Swimrunshop.com ApS,-22192.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-02-20,2014-12-22,2019-05-01,Statsautoriseret revisor,-68978.0,36480505.0,20222670.0,mne27742,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Swimrunshop.com ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Maj-Britt Hougaard Klok,Sparekassen Kronjylland,Swimrunshop.com ApS,BDO Statsautoriseret revisionsaktieselskab,32159.0,Randers,2017-01-01,2017-12-31,-78945.0,-101137.0,-68978.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,true,2019-02-20,Randers,-22192.0,urn:ofk:oid:27070014,indberetninger-20180424,2.5124211,36480505.0,AWp6WJS7RYGX6_YTHV0v,2019-05-02T21:00:37.607Z,2019-05-02T20:59:44.629Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-43-CA,2019-05-02T20:59:45.066Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,,
36480505,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2RkL2I2Lzc0LzJjMTktNDU5Ni04Y2MwLTA5NGVmODdjNTlkMw.pdf,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2I4LzkzLzhkLzdiZmEtNGVlOS04MTUwLWJlYWY3ZTE5NWNlNQ.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers SÃ,8960.0,1.0,Tronholmen,8920 Randers NV,Hjulmagervej 37,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejerne i Swimrunshop.com ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-02-20,2014-12-22,2019-05-01,Statsautoriseret revisor,,36480505.0,20222670.0,mne27742,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Swimrunshop.com ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Maj-Britt Hougaard Klok,Sparekassen Kronjylland,Swimrunshop.com ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,2017-01-01,2017-12-31,-78945.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,true,2019-02-20,Randers,,urn:ofk:oid:27070014,indberetninger-20180424,2.5124211,36480505.0,AWp6WJS7RYGX6_YTHV0v,2019-05-02T21:00:37.607Z,2019-05-02T20:59:44.629Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-43-CA,2019-05-02T20:59:45.066Z,,,,,,,,,,,,,,,,,,,,,,
36480505,2018-01-01,2018-12-31,c254,,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2RkL2I2Lzc0LzJjMTktNDU5Ni04Y2MwLTA5NGVmODdjNTlkMw.pdf,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2I4LzkzLzhkLzdiZmEtNGVlOS04MTUwLWJlYWY3ZTE5NWNlNQ.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers SÃ,8960.0,1.0,Tronholmen,8920 Randers NV,Hjulmagervej 37,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejerne i Swimrunshop.com ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-02-20,2014-12-22,2019-05-01,Statsautoriseret revisor,,36480505.0,20222670.0,mne27742,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Swimrunshop.com ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Maj-Britt Hougaard Klok,Sparekassen Kronjylland,Swimrunshop.com ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,2017-01-01,2017-12-31,-78945.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,true,2019-02-20,Randers,,urn:ofk:oid:27070014,indberetninger-20180424,2.5124211,36480505.0,AWp6WJS7RYGX6_YTHV0v,2019-05-02T21:00:37.607Z,2019-05-02T20:59:44.629Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-43-CA,2019-05-02T20:59:45.066Z,,,,,,,,,,,,,,,,,,,,,,
36480505,2018-01-01,2018-12-31,c305,,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2RkL2I2Lzc0LzJjMTktNDU5Ni04Y2MwLTA5NGVmODdjNTlkMw.pdf,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2I4LzkzLzhkLzdiZmEtNGVlOS04MTUwLWJlYWY3ZTE5NWNlNQ.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers SÃ,8960.0,1.0,Tronholmen,8920 Randers NV,Hjulmagervej 37,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejerne i Swimrunshop.com ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-02-20,2014-12-22,2019-05-01,Statsautoriseret revisor,,36480505.0,20222670.0,mne27742,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Swimrunshop.com ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Maj-Britt Hougaard Klok,Sparekassen Kronjylland,Swimrunshop.com ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,true,2019-02-20,Randers,,urn:ofk:oid:27070014,indberetninger-20180424,2.5124211,36480505.0,AWp6WJS7RYGX6_YTHV0v,2019-05-02T21:00:37.607Z,2019-05-02T20:59:44.629Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-43-CA,2019-05-02T20:59:45.066Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,20222670.0,
36480505,2018-01-01,2018-12-31,c607,,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2RkL2I2Lzc0LzJjMTktNDU5Ni04Y2MwLTA5NGVmODdjNTlkMw.pdf,http://regnskaber.virk.dk/50508463/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2I4LzkzLzhkLzdiZmEtNGVlOS04MTUwLWJlYWY3ZTE5NWNlNQ.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers SÃ,8960.0,1.0,Tronholmen,8920 Randers NV,Hjulmagervej 37,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejerne i Swimrunshop.com ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-02-20,2014-12-22,2019-05-01,Statsautoriseret revisor,,36480505.0,20222670.0,mne27742,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Swimrunshop.com ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Rasborg,Maj-Britt Hougaard Klok,Sparekassen Kronjylland,Swimrunshop.com ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,true,2019-02-20,Randers,,urn:ofk:oid:27070014,indberetninger-20180424,2.5124211,36480505.0,AWp6WJS7RYGX6_YTHV0v,2019-05-02T21:00:37.607Z,2019-05-02T20:59:44.629Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-43-CA,2019-05-02T20:59:45.066Z,,,,,,,,,,,,,,,,,,,,,,Maj-Britt Hougaard Klok
