entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables
32148131,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk2LzJhL2ZhLzU5Y2YtNDlhNC05YzE3LWY4NzQwMWU1YTRjZA.pdf,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhmLzdlLzE2L2Y2YmItNGNiNS1hMTZkLWNhOGM3OGYyYzM0Yg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn S,2300.0,A/S,c/o IIH Nordic,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-30,2019-04-30,2019-04-30,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration.,info@dk.gt.com,125000.0,34209936.0,32148131.0,34209936.0,mne30140,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bravuramedia ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Koskelin,Henrik Stenmann,Henrik Stenmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Bravuramedia ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27057561,indberetninger-20180424,2.5097342,32148131.0,AWpzGY2uRYGX6_YTHSDz,2019-05-01T11:14:03.631Z,2019-05-01T11:13:34.998Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-12-JN,2019-05-01T11:13:35.191Z,,,,,,,,,,,,,,,,,,,,,
32148131,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk2LzJhL2ZhLzU5Y2YtNDlhNC05YzE3LWY4NzQwMWU1YTRjZA.pdf,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhmLzdlLzE2L2Y2YmItNGNiNS1hMTZkLWNhOGM3OGYyYzM0Yg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn S,2300.0,A/S,c/o IIH Nordic,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-30,2019-04-30,2019-04-30,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration.,info@dk.gt.com,-6574.0,34209936.0,32148131.0,34209936.0,mne30140,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bravuramedia ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Koskelin,Henrik Stenmann,Henrik Stenmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Bravuramedia ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27057561,indberetninger-20180424,2.5097342,32148131.0,AWpzGY2uRYGX6_YTHSDz,2019-05-01T11:14:03.631Z,2019-05-01T11:13:34.998Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-12-JN,2019-05-01T11:13:35.191Z,,,,,,,,,,,,,,,,,,,,,
32148131,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk2LzJhL2ZhLzU5Y2YtNDlhNC05YzE3LWY4NzQwMWU1YTRjZA.pdf,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhmLzdlLzE2L2Y2YmItNGNiNS1hMTZkLWNhOGM3OGYyYzM0Yg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn S,2300.0,A/S,c/o IIH Nordic,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-30,2019-04-30,2019-04-30,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration.,info@dk.gt.com,,34209936.0,32148131.0,34209936.0,mne30140,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bravuramedia ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Koskelin,Henrik Stenmann,Henrik Stenmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Bravuramedia ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27057561,indberetninger-20180424,2.5097342,32148131.0,AWpzGY2uRYGX6_YTHSDz,2019-05-01T11:14:03.631Z,2019-05-01T11:13:34.998Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-12-JN,2019-05-01T11:13:35.191Z,-3409.0,,,,,,,,,,,,,,,,,,,,
32148131,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk2LzJhL2ZhLzU5Y2YtNDlhNC05YzE3LWY4NzQwMWU1YTRjZA.pdf,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhmLzdlLzE2L2Y2YmItNGNiNS1hMTZkLWNhOGM3OGYyYzM0Yg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn S,2300.0,A/S,c/o IIH Nordic,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-30,2019-04-30,2019-04-30,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration.,info@dk.gt.com,,34209936.0,32148131.0,34209936.0,mne30140,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bravuramedia ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Koskelin,Henrik Stenmann,Henrik Stenmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Bravuramedia ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27057561,indberetninger-20180424,2.5097342,32148131.0,AWpzGY2uRYGX6_YTHSDz,2019-05-01T11:14:03.631Z,2019-05-01T11:13:34.998Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-12-JN,2019-05-01T11:13:35.191Z,-3409.0,-6650.0,0.0,2273.0,0.0,-4377.0,-6650.0,-968.0,,,,,,,,,,,,,
32148131,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk2LzJhL2ZhLzU5Y2YtNDlhNC05YzE3LWY4NzQwMWU1YTRjZA.pdf,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhmLzdlLzE2L2Y2YmItNGNiNS1hMTZkLWNhOGM3OGYyYzM0Yg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn S,2300.0,A/S,c/o IIH Nordic,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-30,2019-04-30,2019-04-30,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration.,info@dk.gt.com,,34209936.0,32148131.0,34209936.0,mne30140,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bravuramedia ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Koskelin,Henrik Stenmann,Henrik Stenmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Bravuramedia ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27057561,indberetninger-20180424,2.5097342,32148131.0,AWpzGY2uRYGX6_YTHSDz,2019-05-01T11:14:03.631Z,2019-05-01T11:13:34.998Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-12-JN,2019-05-01T11:13:35.191Z,-3409.0,,,,,,,,,,,,,,,,,,,,
32148131,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk2LzJhL2ZhLzU5Y2YtNDlhNC05YzE3LWY4NzQwMWU1YTRjZA.pdf,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhmLzdlLzE2L2Y2YmItNGNiNS1hMTZkLWNhOGM3OGYyYzM0Yg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn S,2300.0,A/S,c/o IIH Nordic,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-30,2019-04-30,2019-04-30,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration.,info@dk.gt.com,115017.0,34209936.0,32148131.0,34209936.0,mne30140,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bravuramedia ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Koskelin,Henrik Stenmann,Henrik Stenmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Bravuramedia ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27057561,indberetninger-20180424,2.5097342,32148131.0,AWpzGY2uRYGX6_YTHSDz,2019-05-01T11:14:03.631Z,2019-05-01T11:13:34.998Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-12-JN,2019-05-01T11:13:35.191Z,,,,,,,,,119017.0,125000.0,119017.0,119017.0,4000.0,0.0,-9983.0,4000.0,119017.0,118049.0,0.0,968.0,4000.0
32148131,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk2LzJhL2ZhLzU5Y2YtNDlhNC05YzE3LWY4NzQwMWU1YTRjZA.pdf,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhmLzdlLzE2L2Y2YmItNGNiNS1hMTZkLWNhOGM3OGYyYzM0Yg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn S,2300.0,A/S,c/o IIH Nordic,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-30,2019-04-30,2019-04-30,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration.,info@dk.gt.com,125000.0,34209936.0,32148131.0,34209936.0,mne30140,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bravuramedia ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Koskelin,Henrik Stenmann,Henrik Stenmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Bravuramedia ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27057561,indberetninger-20180424,2.5097342,32148131.0,AWpzGY2uRYGX6_YTHSDz,2019-05-01T11:14:03.631Z,2019-05-01T11:13:34.998Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-12-JN,2019-05-01T11:13:35.191Z,,,,,,,,,,,,,,,,,,,,,
32148131,2017-12-31,2017-12-31,c743,,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk2LzJhL2ZhLzU5Y2YtNDlhNC05YzE3LWY4NzQwMWU1YTRjZA.pdf,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhmLzdlLzE2L2Y2YmItNGNiNS1hMTZkLWNhOGM3OGYyYzM0Yg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn S,2300.0,A/S,c/o IIH Nordic,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-30,2019-04-30,2019-04-30,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration.,info@dk.gt.com,-9983.0,34209936.0,32148131.0,34209936.0,mne30140,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bravuramedia ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Koskelin,Henrik Stenmann,Henrik Stenmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Bravuramedia ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27057561,indberetninger-20180424,2.5097342,32148131.0,AWpzGY2uRYGX6_YTHSDz,2019-05-01T11:14:03.631Z,2019-05-01T11:13:34.998Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-12-JN,2019-05-01T11:13:35.191Z,,,,,,,,,,,,,,,,,,,,,
32148131,2018-01-01,2018-01-01,c181,,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk2LzJhL2ZhLzU5Y2YtNDlhNC05YzE3LWY4NzQwMWU1YTRjZA.pdf,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhmLzdlLzE2L2Y2YmItNGNiNS1hMTZkLWNhOGM3OGYyYzM0Yg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn S,2300.0,A/S,c/o IIH Nordic,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-30,2019-04-30,2019-04-30,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration.,info@dk.gt.com,125000.0,34209936.0,32148131.0,34209936.0,mne30140,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bravuramedia ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Koskelin,Henrik Stenmann,Henrik Stenmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Bravuramedia ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27057561,indberetninger-20180424,2.5097342,32148131.0,AWpzGY2uRYGX6_YTHSDz,2019-05-01T11:14:03.631Z,2019-05-01T11:13:34.998Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-12-JN,2019-05-01T11:13:35.191Z,,,,,,,,,,,,,,,,,,,,,
32148131,2018-01-01,2018-01-01,c199,,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk2LzJhL2ZhLzU5Y2YtNDlhNC05YzE3LWY4NzQwMWU1YTRjZA.pdf,http://regnskaber.virk.dk/13184123/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzhmLzdlLzE2L2Y2YmItNGNiNS1hMTZkLWNhOGM3OGYyYzM0Yg.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,KÃ¸benhavn S,2300.0,A/S,c/o IIH Nordic,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-30,2019-04-30,2019-04-30,statsautoriseret revisor,Andre eksterne omkostninger omfatter administration.,info@dk.gt.com,-9983.0,34209936.0,32148131.0,34209936.0,mne30140,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bravuramedia ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Koskelin,Henrik Stenmann,Henrik Stenmann,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Bravuramedia ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn S,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-04-30,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27057561,indberetninger-20180424,2.5097342,32148131.0,AWpzGY2uRYGX6_YTHSDz,2019-05-01T11:14:03.631Z,2019-05-01T11:13:34.998Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-12-JN,2019-05-01T11:13:35.191Z,,,,,,,,,,,,,,,,,,,,,
