entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,Equity,IdentificationNumberCvrOfFinancialInstitution,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
32663435,2013-10-01,2014-09-30,ID_0,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8vcGRmcy8zMjY2MzQzNTtBcFM0NjY4NTA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8veGJybHMvWC0wMjA3QjcwRi0yMDE1MDIxN18xODI2NTNfMTQz.xml,"8600, Silkeborg",Toldbodgade 13,Til den daglige ledelse i Ole Velling Consulting ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2013 - 30-09-2014.",2009-12-30,2015-02-17,ov.montage@mail.tele.dk,0.0,71827917.0,32663435.0,91259850.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2013 - 30-09-2014 for Ole Velling Consulting ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole HÃ¸gh Velling,Folkesparekassen,Ole Velling Consulting ApS,Revision 1,0.0,"740, Silkeborg",2014-09-30,2013-10-01,2014-12-12,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",86854062.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20550621,indberetninger-20180424,2.5097437,32663435.0,,2018-03-30T11:45:00.069Z,2015-02-17T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.502,2015-02-17T23:00:00.000Z,
32663435,2013-10-01,2014-09-30,ID_1,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8vcGRmcy8zMjY2MzQzNTtBcFM0NjY4NTA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8veGJybHMvWC0wMjA3QjcwRi0yMDE1MDIxN18xODI2NTNfMTQz.xml,"8600, Silkeborg",Toldbodgade 13,Til den daglige ledelse i Ole Velling Consulting ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2013 - 30-09-2014.",2009-12-30,2015-02-17,ov.montage@mail.tele.dk,0.0,71827917.0,32663435.0,91259850.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2013 - 30-09-2014 for Ole Velling Consulting ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole HÃ¸gh Velling,Folkesparekassen,Ole Velling Consulting ApS,Revision 1,0.0,"740, Silkeborg",2014-09-30,2013-10-01,2014-12-12,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",86854062.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20550621,indberetninger-20180424,2.5097437,32663435.0,,2018-03-30T11:45:00.069Z,2015-02-17T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.502,2015-02-17T23:00:00.000Z,
32663435,2013-10-01,2014-09-30,ID_10,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8vcGRmcy8zMjY2MzQzNTtBcFM0NjY4NTA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8veGJybHMvWC0wMjA3QjcwRi0yMDE1MDIxN18xODI2NTNfMTQz.xml,"8600, Silkeborg",Toldbodgade 13,Til den daglige ledelse i Ole Velling Consulting ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2013 - 30-09-2014.",2009-12-30,2015-02-17,ov.montage@mail.tele.dk,0.0,71827917.0,32663435.0,91259850.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2013 - 30-09-2014 for Ole Velling Consulting ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole HÃ¸gh Velling,Folkesparekassen,Ole Velling Consulting ApS,Revision 1,0.0,"740, Silkeborg",2014-09-30,2013-10-01,2014-12-12,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",86854062.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20550621,indberetninger-20180424,2.5097437,32663435.0,,2018-03-30T11:45:00.069Z,2015-02-17T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.502,2015-02-17T23:00:00.000Z,
32663435,2013-10-01,2014-09-30,ID_2,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8vcGRmcy8zMjY2MzQzNTtBcFM0NjY4NTA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8veGJybHMvWC0wMjA3QjcwRi0yMDE1MDIxN18xODI2NTNfMTQz.xml,"8600, Silkeborg",Toldbodgade 13,Til den daglige ledelse i Ole Velling Consulting ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2013 - 30-09-2014.",2009-12-30,2015-02-17,ov.montage@mail.tele.dk,0.0,71827917.0,32663435.0,91259850.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2013 - 30-09-2014 for Ole Velling Consulting ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole HÃ¸gh Velling,Folkesparekassen,Ole Velling Consulting ApS,Revision 1,0.0,"740, Silkeborg",2014-09-30,2013-10-01,2014-12-12,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",86854062.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20550621,indberetninger-20180424,2.5097437,32663435.0,,2018-03-30T11:45:00.069Z,2015-02-17T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.502,2015-02-17T23:00:00.000Z,Ole HÃ¸gh Velling
32663435,2013-10-01,2014-09-30,ID_3,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8vcGRmcy8zMjY2MzQzNTtBcFM0NjY4NTA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8veGJybHMvWC0wMjA3QjcwRi0yMDE1MDIxN18xODI2NTNfMTQz.xml,"8600, Silkeborg",Toldbodgade 13,Til den daglige ledelse i Ole Velling Consulting ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2013 - 30-09-2014.",2009-12-30,2015-02-17,ov.montage@mail.tele.dk,0.0,71827917.0,32663435.0,91259850.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2013 - 30-09-2014 for Ole Velling Consulting ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole HÃ¸gh Velling,Folkesparekassen,Ole Velling Consulting ApS,Revision 1,0.0,"740, Silkeborg",2014-09-30,2013-10-01,2014-12-12,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",86854062.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20550621,indberetninger-20180424,2.5097437,32663435.0,,2018-03-30T11:45:00.069Z,2015-02-17T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.502,2015-02-17T23:00:00.000Z,
32663435,2013-10-01,2014-09-30,ID_4,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8vcGRmcy8zMjY2MzQzNTtBcFM0NjY4NTA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8veGJybHMvWC0wMjA3QjcwRi0yMDE1MDIxN18xODI2NTNfMTQz.xml,"8600, Silkeborg",Toldbodgade 13,Til den daglige ledelse i Ole Velling Consulting ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2013 - 30-09-2014.",2009-12-30,2015-02-17,ov.montage@mail.tele.dk,0.0,71827917.0,32663435.0,91259850.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2013 - 30-09-2014 for Ole Velling Consulting ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole HÃ¸gh Velling,Folkesparekassen,Ole Velling Consulting ApS,Revision 1,0.0,"740, Silkeborg",2014-09-30,2013-10-01,2014-12-12,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",86854062.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20550621,indberetninger-20180424,2.5097437,32663435.0,,2018-03-30T11:45:00.069Z,2015-02-17T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.502,2015-02-17T23:00:00.000Z,
32663435,2013-10-01,2014-09-30,ID_5,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8vcGRmcy8zMjY2MzQzNTtBcFM0NjY4NTA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8veGJybHMvWC0wMjA3QjcwRi0yMDE1MDIxN18xODI2NTNfMTQz.xml,"8600, Silkeborg",Toldbodgade 13,Til den daglige ledelse i Ole Velling Consulting ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2013 - 30-09-2014.",2009-12-30,2015-02-17,ov.montage@mail.tele.dk,0.0,71827917.0,32663435.0,91259850.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2013 - 30-09-2014 for Ole Velling Consulting ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole HÃ¸gh Velling,Folkesparekassen,Ole Velling Consulting ApS,Revision 1,0.0,"740, Silkeborg",2014-09-30,2013-10-01,2014-12-12,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",86854062.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20550621,indberetninger-20180424,2.5097437,32663435.0,,2018-03-30T11:45:00.069Z,2015-02-17T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.502,2015-02-17T23:00:00.000Z,
32663435,2013-10-01,2014-09-30,ID_6,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8vcGRmcy8zMjY2MzQzNTtBcFM0NjY4NTA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8veGJybHMvWC0wMjA3QjcwRi0yMDE1MDIxN18xODI2NTNfMTQz.xml,"8600, Silkeborg",Toldbodgade 13,Til den daglige ledelse i Ole Velling Consulting ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2013 - 30-09-2014.",2009-12-30,2015-02-17,ov.montage@mail.tele.dk,0.0,71827917.0,32663435.0,91259850.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2013 - 30-09-2014 for Ole Velling Consulting ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole HÃ¸gh Velling,Folkesparekassen,Ole Velling Consulting ApS,Revision 1,0.0,"740, Silkeborg",2014-09-30,2013-10-01,2014-12-12,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",86854062.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20550621,indberetninger-20180424,2.5097437,32663435.0,,2018-03-30T11:45:00.069Z,2015-02-17T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.502,2015-02-17T23:00:00.000Z,
32663435,2013-10-01,2014-09-30,ID_7,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8vcGRmcy8zMjY2MzQzNTtBcFM0NjY4NTA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8veGJybHMvWC0wMjA3QjcwRi0yMDE1MDIxN18xODI2NTNfMTQz.xml,"8600, Silkeborg",Toldbodgade 13,Til den daglige ledelse i Ole Velling Consulting ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2013 - 30-09-2014.",2009-12-30,2015-02-17,ov.montage@mail.tele.dk,0.0,71827917.0,32663435.0,91259850.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2013 - 30-09-2014 for Ole Velling Consulting ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole HÃ¸gh Velling,Folkesparekassen,Ole Velling Consulting ApS,Revision 1,0.0,"740, Silkeborg",2014-09-30,2013-10-01,2014-12-12,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",86854062.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20550621,indberetninger-20180424,2.5097437,32663435.0,,2018-03-30T11:45:00.069Z,2015-02-17T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.502,2015-02-17T23:00:00.000Z,
32663435,2013-10-01,2014-09-30,ID_8,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8vcGRmcy8zMjY2MzQzNTtBcFM0NjY4NTA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/53436623/Y3ZyLmRrOi8veGJybHMvWC0wMjA3QjcwRi0yMDE1MDIxN18xODI2NTNfMTQz.xml,"8600, Silkeborg",Toldbodgade 13,Til den daglige ledelse i Ole Velling Consulting ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2013 - 30-09-2014.",2009-12-30,2015-02-17,ov.montage@mail.tele.dk,0.0,71827917.0,32663435.0,91259850.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2013 - 30-09-2014 for Ole Velling Consulting ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole HÃ¸gh Velling,Folkesparekassen,Ole Velling Consulting ApS,Revision 1,0.0,"740, Silkeborg",2014-09-30,2013-10-01,2014-12-12,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",86854062.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20550621,indberetninger-20180424,2.5097437,32663435.0,,2018-03-30T11:45:00.069Z,2015-02-17T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-362.502,2015-02-17T23:00:00.000Z,
