entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxPayables
33641214,2014-05-01,2014-05-01,c392,,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzUzLzlkL2ZjL2M0ODctNGQ4OS1hNmU4LTEyMzY1OTQ5NGFkNw.pdf,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzdjLzAxL2U3LzdlNDgtNDc3Zi04YTZhLTU1ZDc0OGRiNmQ0OA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,28.0,Nordvestvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-05,2016-10-05,2016-10-07,statsautoriseret revisor,aalborg@redmark.dk,80000.0,29442789.0,33641214.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Holdingselskabet Bruno Larsen af 26. april 2011 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper Kongsted,Bruno Larsen,Bruno Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Spar Nord Bank A/S,Holdingselskabet Bruno Larsen af 26. april 2011 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,2016-10-05,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23041209,indberetninger-20180424,2.5096006,33641214.0,,2018-03-28T16:04:36.886Z,2016-10-07T13:03:47.606Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-19-UE,2016-10-07T13:03:47.769Z,,,,,,,,,,,,,,,,,,,,,,,,,
33641214,2014-05-01,2014-05-01,c416,,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzUzLzlkL2ZjL2M0ODctNGQ4OS1hNmU4LTEyMzY1OTQ5NGFkNw.pdf,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzdjLzAxL2U3LzdlNDgtNDc3Zi04YTZhLTU1ZDc0OGRiNmQ0OA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,28.0,Nordvestvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-05,2016-10-05,2016-10-07,statsautoriseret revisor,aalborg@redmark.dk,1969000.0,29442789.0,33641214.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Holdingselskabet Bruno Larsen af 26. april 2011 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper Kongsted,Bruno Larsen,Bruno Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Spar Nord Bank A/S,Holdingselskabet Bruno Larsen af 26. april 2011 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,2016-10-05,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23041209,indberetninger-20180424,2.5096006,33641214.0,,2018-03-28T16:04:36.886Z,2016-10-07T13:03:47.606Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-19-UE,2016-10-07T13:03:47.769Z,,,,,,,,,,,,,,,,,,,,,,,,,
33641214,2014-05-01,2014-05-01,c419,,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzUzLzlkL2ZjL2M0ODctNGQ4OS1hNmU4LTEyMzY1OTQ5NGFkNw.pdf,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzdjLzAxL2U3LzdlNDgtNDc3Zi04YTZhLTU1ZDc0OGRiNmQ0OA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,28.0,Nordvestvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-05,2016-10-05,2016-10-07,statsautoriseret revisor,aalborg@redmark.dk,98000.0,29442789.0,33641214.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Holdingselskabet Bruno Larsen af 26. april 2011 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper Kongsted,Bruno Larsen,Bruno Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Spar Nord Bank A/S,Holdingselskabet Bruno Larsen af 26. april 2011 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,2016-10-05,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23041209,indberetninger-20180424,2.5096006,33641214.0,,2018-03-28T16:04:36.886Z,2016-10-07T13:03:47.606Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-19-UE,2016-10-07T13:03:47.769Z,,,,,,,,,,,,,,,,,,,,,,,,,
33641214,2014-05-01,2015-04-30,c106,,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzUzLzlkL2ZjL2M0ODctNGQ4OS1hNmU4LTEyMzY1OTQ5NGFkNw.pdf,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzdjLzAxL2U3LzdlNDgtNDc3Zi04YTZhLTU1ZDc0OGRiNmQ0OA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,28.0,Nordvestvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-05,2016-10-05,2016-10-07,statsautoriseret revisor,aalborg@redmark.dk,,29442789.0,33641214.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Holdingselskabet Bruno Larsen af 26. april 2011 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper Kongsted,Bruno Larsen,Bruno Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Spar Nord Bank A/S,Holdingselskabet Bruno Larsen af 26. april 2011 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,2016-10-05,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23041209,indberetninger-20180424,2.5096006,33641214.0,,2018-03-28T16:04:36.886Z,2016-10-07T13:03:47.606Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-19-UE,2016-10-07T13:03:47.769Z,200000.0,,,,,,,,,,,,,,,,,,,,,,,,
33641214,2014-05-01,2015-04-30,c120,,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzUzLzlkL2ZjL2M0ODctNGQ4OS1hNmU4LTEyMzY1OTQ5NGFkNw.pdf,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzdjLzAxL2U3LzdlNDgtNDc3Zi04YTZhLTU1ZDc0OGRiNmQ0OA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,28.0,Nordvestvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-05,2016-10-05,2016-10-07,statsautoriseret revisor,aalborg@redmark.dk,,29442789.0,33641214.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Holdingselskabet Bruno Larsen af 26. april 2011 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper Kongsted,Bruno Larsen,Bruno Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Spar Nord Bank A/S,Holdingselskabet Bruno Larsen af 26. april 2011 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,2016-10-05,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23041209,indberetninger-20180424,2.5096006,33641214.0,,2018-03-28T16:04:36.886Z,2016-10-07T13:03:47.606Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-19-UE,2016-10-07T13:03:47.769Z,20000.0,,,,,,,,,,,,,,,,,,,,,,,,
33641214,2014-05-01,2015-04-30,c3,,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzUzLzlkL2ZjL2M0ODctNGQ4OS1hNmU4LTEyMzY1OTQ5NGFkNw.pdf,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzdjLzAxL2U3LzdlNDgtNDc3Zi04YTZhLTU1ZDc0OGRiNmQ0OA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,28.0,Nordvestvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-05,2016-10-05,2016-10-07,statsautoriseret revisor,aalborg@redmark.dk,,29442789.0,33641214.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Holdingselskabet Bruno Larsen af 26. april 2011 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper Kongsted,Bruno Larsen,Bruno Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Spar Nord Bank A/S,Holdingselskabet Bruno Larsen af 26. april 2011 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,2016-10-05,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23041209,indberetninger-20180424,2.5096006,33641214.0,,2018-03-28T16:04:36.886Z,2016-10-07T13:03:47.606Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-19-UE,2016-10-07T13:03:47.769Z,220000.0,-29000.0,0.0,317000.0,288000.0,-29000.0,68000.0,,,,,,,,,,,,,,,,,,
33641214,2014-05-01,2015-04-30,c417,,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzUzLzlkL2ZjL2M0ODctNGQ4OS1hNmU4LTEyMzY1OTQ5NGFkNw.pdf,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzdjLzAxL2U3LzdlNDgtNDc3Zi04YTZhLTU1ZDc0OGRiNmQ0OA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,28.0,Nordvestvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-05,2016-10-05,2016-10-07,statsautoriseret revisor,aalborg@redmark.dk,,29442789.0,33641214.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Holdingselskabet Bruno Larsen af 26. april 2011 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper Kongsted,Bruno Larsen,Bruno Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Spar Nord Bank A/S,Holdingselskabet Bruno Larsen af 26. april 2011 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,2016-10-05,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23041209,indberetninger-20180424,2.5096006,33641214.0,,2018-03-28T16:04:36.886Z,2016-10-07T13:03:47.606Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-19-UE,2016-10-07T13:03:47.769Z,20000.0,,,,,,,,,,,,,,,,,,,,,,,,
33641214,2014-05-01,2015-04-30,c420,,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzUzLzlkL2ZjL2M0ODctNGQ4OS1hNmU4LTEyMzY1OTQ5NGFkNw.pdf,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzdjLzAxL2U3LzdlNDgtNDc3Zi04YTZhLTU1ZDc0OGRiNmQ0OA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,28.0,Nordvestvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-05,2016-10-05,2016-10-07,statsautoriseret revisor,aalborg@redmark.dk,,29442789.0,33641214.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Holdingselskabet Bruno Larsen af 26. april 2011 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper Kongsted,Bruno Larsen,Bruno Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Spar Nord Bank A/S,Holdingselskabet Bruno Larsen af 26. april 2011 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,2016-10-05,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23041209,indberetninger-20180424,2.5096006,33641214.0,,2018-03-28T16:04:36.886Z,2016-10-07T13:03:47.606Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-19-UE,2016-10-07T13:03:47.769Z,,,,,,,,200000.0,98000.0,,,,,,,,,,,,,,,,
33641214,2015-04-30,2015-04-30,c394,,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzUzLzlkL2ZjL2M0ODctNGQ4OS1hNmU4LTEyMzY1OTQ5NGFkNw.pdf,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzdjLzAxL2U3LzdlNDgtNDc3Zi04YTZhLTU1ZDc0OGRiNmQ0OA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,28.0,Nordvestvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-05,2016-10-05,2016-10-07,statsautoriseret revisor,aalborg@redmark.dk,80000.0,29442789.0,33641214.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Holdingselskabet Bruno Larsen af 26. april 2011 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper Kongsted,Bruno Larsen,Bruno Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Spar Nord Bank A/S,Holdingselskabet Bruno Larsen af 26. april 2011 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,2016-10-05,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23041209,indberetninger-20180424,2.5096006,33641214.0,,2018-03-28T16:04:36.886Z,2016-10-07T13:03:47.606Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-19-UE,2016-10-07T13:03:47.769Z,,,,,,,,,,,,,,,,,,,,,,,,,
33641214,2015-04-30,2015-04-30,c4,,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzUzLzlkL2ZjL2M0ODctNGQ4OS1hNmU4LTEyMzY1OTQ5NGFkNw.pdf,http://regnskaber.virk.dk/41214633/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzdjLzAxL2U3LzdlNDgtNDc3Zi04YTZhLTU1ZDc0OGRiNmQ0OA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,28.0,Nordvestvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-10-05,2016-10-05,2016-10-07,statsautoriseret revisor,aalborg@redmark.dk,2269000.0,29442789.0,33641214.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Holdingselskabet Bruno Larsen af 26. april 2011 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper Kongsted,Bruno Larsen,Bruno Larsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Spar Nord Bank A/S,Holdingselskabet Bruno Larsen af 26. april 2011 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,2016-10-05,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23041209,indberetninger-20180424,2.5096006,33641214.0,,2018-03-28T16:04:36.886Z,2016-10-07T13:03:47.606Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BF-19-UE,2016-10-07T13:03:47.769Z,,,,,,,,,,2335000.0,208000.0,80000.0,2335000.0,2335000.0,66000.0,2025000.0,12000.0,102000.0,200000.0,1989000.0,2025000.0,66000.0,-1000.0,102000.0,55000.0
