entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherLongtermReceivables,OtherShorttermInvestments,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29411298,2016-07-01,2017-06-30,ID_7,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzE4LzQzLzEwL2ZlOTktNGVmYS1iNWI3LTc3OGNjN2NlNjI5NQ.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2U2LzE4LzFlL2I1NGEtNDlhMS05MmRjLTFhNzRhNmE5YWU5MA.xml,true,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-11-05,2018-11-05,2005-10-01,2018-11-05,1699.0,-12638.0,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for StandsborggÃ¥rd Holding ApS.,68465.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",584459.0,Hammel,2016-07-01,2017-06-30,23753.0,83892.0,-14337.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2018-06-30,2017-07-01,554694.0,false,2018-11-05,SÃ¸ften,60139.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270990,indberetninger-20180424,2.5122845000000003,29411298.0,AWboERcp5OzuYdPkF_zN,2018-11-06T08:09:32.570Z,2018-11-06T08:08:44.349Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DK-01-LG,2018-11-06T08:08:44.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzE4LzQzLzEwL2ZlOTktNGVmYS1iNWI3LTc3OGNjN2NlNjI5NQ.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2U2LzE4LzFlL2I1NGEtNDlhMS05MmRjLTFhNzRhNmE5YWU5MA.xml,true,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-11-05,2018-11-05,2005-10-01,2018-11-05,,,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for StandsborggÃ¥rd Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,Hammel,2016-07-01,2017-06-30,-23753.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2018-06-30,2017-07-01,,false,2018-11-05,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270990,indberetninger-20180424,2.5122845000000003,29411298.0,AWboERcp5OzuYdPkF_zN,2018-11-06T08:09:32.570Z,2018-11-06T08:08:44.349Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DK-01-LG,2018-11-06T08:08:44.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2017-06-30,2017-06-30,ID_6,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzE4LzQzLzEwL2ZlOTktNGVmYS1iNWI3LTc3OGNjN2NlNjI5NQ.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2U2LzE4LzFlL2I1NGEtNDlhMS05MmRjLTFhNzRhNmE5YWU5MA.xml,true,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-11-05,2018-11-05,2005-10-01,2018-11-05,,,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for StandsborggÃ¥rd Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,Hammel,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2018-06-30,2017-07-01,,false,2018-11-05,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270990,indberetninger-20180424,2.5122845000000003,29411298.0,AWboERcp5OzuYdPkF_zN,2018-11-06T08:09:32.570Z,2018-11-06T08:08:44.349Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DK-01-LG,2018-11-06T08:08:44.519Z,10665563.0,621581.0,125000.0,2735702.0,12480.0,5990837.0,10665563.0,4671646.0,7914588.0,4423085.0,0.0,0.0,7929861.0,2531504.0,0.0,960000.0,2040083.0,37008.0,15273.0,15273.0,3080.0,3080.0,3557682.0,2308155.0,3150000.0,2040083.0,4671646.0,1484638.0,74037.0,61557.0,
29411298,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzE4LzQzLzEwL2ZlOTktNGVmYS1iNWI3LTc3OGNjN2NlNjI5NQ.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2U2LzE4LzFlL2I1NGEtNDlhMS05MmRjLTFhNzRhNmE5YWU5MA.xml,true,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-11-05,2018-11-05,2005-10-01,2018-11-05,1699.0,-12663.0,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for StandsborggÃ¥rd Holding ApS.,151070.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",1813659.0,Hammel,2016-07-01,2017-06-30,1477337.0,1510077.0,-14362.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2018-06-30,2017-07-01,440290.0,false,2018-11-05,SÃ¸ften,32740.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270990,indberetninger-20180424,2.5122845000000003,29411298.0,AWboERcp5OzuYdPkF_zN,2018-11-06T08:09:32.570Z,2018-11-06T08:08:44.349Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DK-01-LG,2018-11-06T08:08:44.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzE4LzQzLzEwL2ZlOTktNGVmYS1iNWI3LTc3OGNjN2NlNjI5NQ.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2U2LzE4LzFlL2I1NGEtNDlhMS05MmRjLTFhNzRhNmE5YWU5MA.xml,true,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-11-05,2018-11-05,2005-10-01,2018-11-05,,,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for StandsborggÃ¥rd Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,Hammel,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2018-06-30,2017-07-01,,false,2018-11-05,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270990,indberetninger-20180424,2.5122845000000003,29411298.0,AWboERcp5OzuYdPkF_zN,2018-11-06T08:09:32.570Z,2018-11-06T08:08:44.349Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DK-01-LG,2018-11-06T08:08:44.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzE4LzQzLzEwL2ZlOTktNGVmYS1iNWI3LTc3OGNjN2NlNjI5NQ.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2U2LzE4LzFlL2I1NGEtNDlhMS05MmRjLTFhNzRhNmE5YWU5MA.xml,true,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-11-05,2018-11-05,2005-10-01,2018-11-05,,,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for StandsborggÃ¥rd Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,Hammel,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2018-06-30,2017-07-01,,false,2018-11-05,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270990,indberetninger-20180424,2.5122845000000003,29411298.0,AWboERcp5OzuYdPkF_zN,2018-11-06T08:09:32.570Z,2018-11-06T08:08:44.349Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DK-01-LG,2018-11-06T08:08:44.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2017-07-01,2018-06-30,ID_3,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzE4LzQzLzEwL2ZlOTktNGVmYS1iNWI3LTc3OGNjN2NlNjI5NQ.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2U2LzE4LzFlL2I1NGEtNDlhMS05MmRjLTFhNzRhNmE5YWU5MA.xml,true,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-11-05,2018-11-05,2005-10-01,2018-11-05,,,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for StandsborggÃ¥rd Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,Hammel,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2018-06-30,2017-07-01,,false,2018-11-05,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270990,indberetninger-20180424,2.5122845000000003,29411298.0,AWboERcp5OzuYdPkF_zN,2018-11-06T08:09:32.570Z,2018-11-06T08:08:44.349Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DK-01-LG,2018-11-06T08:08:44.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Asta Wiborg
29411298,2017-07-01,2018-06-30,ID_4,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzE4LzQzLzEwL2ZlOTktNGVmYS1iNWI3LTc3OGNjN2NlNjI5NQ.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2U2LzE4LzFlL2I1NGEtNDlhMS05MmRjLTFhNzRhNmE5YWU5MA.xml,true,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-11-05,2018-11-05,2005-10-01,2018-11-05,,,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for StandsborggÃ¥rd Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,Hammel,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2018-06-30,2017-07-01,,false,2018-11-05,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270990,indberetninger-20180424,2.5122845000000003,29411298.0,AWboERcp5OzuYdPkF_zN,2018-11-06T08:09:32.570Z,2018-11-06T08:08:44.349Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DK-01-LG,2018-11-06T08:08:44.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2017-07-01,2018-06-30,ID_8,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzE4LzQzLzEwL2ZlOTktNGVmYS1iNWI3LTc3OGNjN2NlNjI5NQ.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2U2LzE4LzFlL2I1NGEtNDlhMS05MmRjLTFhNzRhNmE5YWU5MA.xml,true,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-11-05,2018-11-05,2005-10-01,2018-11-05,,,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for StandsborggÃ¥rd Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,Hammel,2016-07-01,2017-06-30,-1477337.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2018-06-30,2017-07-01,,false,2018-11-05,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270990,indberetninger-20180424,2.5122845000000003,29411298.0,AWboERcp5OzuYdPkF_zN,2018-11-06T08:09:32.570Z,2018-11-06T08:08:44.349Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DK-01-LG,2018-11-06T08:08:44.519Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2018-06-30,2018-06-30,ID_5,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzE4LzQzLzEwL2ZlOTktNGVmYS1iNWI3LTc3OGNjN2NlNjI5NQ.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2U2LzE4LzFlL2I1NGEtNDlhMS05MmRjLTFhNzRhNmE5YWU5MA.xml,true,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-11-05,2018-11-05,2005-10-01,2018-11-05,,,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for StandsborggÃ¥rd Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,Hammel,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2018-06-30,2017-07-01,,false,2018-11-05,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26270990,indberetninger-20180424,2.5122845000000003,29411298.0,AWboERcp5OzuYdPkF_zN,2018-11-06T08:09:32.570Z,2018-11-06T08:08:44.349Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DK-01-LG,2018-11-06T08:08:44.519Z,15804450.0,0.0,125000.0,2120115.0,0.0,7975701.0,15804450.0,7825973.0,13670761.0,5081681.0,5984521.0,15562.0,13684335.0,8589080.0,5968959.0,0.0,2118431.0,12638.0,13574.0,13574.0,2776.0,2776.0,4065209.0,3785492.0,33176.0,2118431.0,1841452.0,1795638.0,1684.0,1684.0,
