entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermInvestments,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29411298,2014-07-01,2015-06-30,ID_2,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzY2L2M5LzdkLzRiODgtNDM0OS1iNzk0LTNkNTE4ZWU0ZWU5Mg.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2Q3Lzg1LzkzL2IwZTYtNDA0NC05NjY1LTM0NjMyNDgyNDRmYg.xml,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-11-25,2005-10-01,2016-11-25,1699.0,-15759.0,29411298.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for StandsborggÃ¥rd Holding ApS.,47529.0,-113287.0,Ãrsrapport,Irene Asta Wiborg,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",218242.0,608120.0,"Hammel, den 25-11-2016",2014-07-01,2015-06-30,-245389.0,306663.0,-17458.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"710, Favrskov",2016-06-30,2015-07-01,2016-11-25,SÃ¸ften,61274.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23194509,indberetninger-20180424,2.5118406,29411298.0,,2018-03-28T23:45:10.035Z,2016-11-25T08:26:55.588Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-54-NH,2016-11-25T08:26:55.735Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2014-07-01,2015-06-30,ID_4,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzY2L2M5LzdkLzRiODgtNDM0OS1iNzk0LTNkNTE4ZWU0ZWU5Mg.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2Q3Lzg1LzkzL2IwZTYtNDA0NC05NjY1LTM0NjMyNDgyNDRmYg.xml,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-11-25,2005-10-01,2016-11-25,,,29411298.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for StandsborggÃ¥rd Holding ApS.,,,Ãrsrapport,Irene Asta Wiborg,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,,"Hammel, den 25-11-2016",2014-07-01,2015-06-30,-60000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"710, Favrskov",2016-06-30,2015-07-01,2016-11-25,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23194509,indberetninger-20180424,2.5118406,29411298.0,,2018-03-28T23:45:10.035Z,2016-11-25T08:26:55.588Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-54-NH,2016-11-25T08:26:55.735Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2014-07-01,2015-06-30,ID_6,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzY2L2M5LzdkLzRiODgtNDM0OS1iNzk0LTNkNTE4ZWU0ZWU5Mg.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2Q3Lzg1LzkzL2IwZTYtNDA0NC05NjY1LTM0NjMyNDgyNDRmYg.xml,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-11-25,2005-10-01,2016-11-25,,,29411298.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for StandsborggÃ¥rd Holding ApS.,,,Ãrsrapport,Irene Asta Wiborg,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,,"Hammel, den 25-11-2016",2014-07-01,2015-06-30,-185389.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"710, Favrskov",2016-06-30,2015-07-01,2016-11-25,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23194509,indberetninger-20180424,2.5118406,29411298.0,,2018-03-28T23:45:10.035Z,2016-11-25T08:26:55.588Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-54-NH,2016-11-25T08:26:55.735Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2015-06-30,2015-06-30,ID_8,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzY2L2M5LzdkLzRiODgtNDM0OS1iNzk0LTNkNTE4ZWU0ZWU5Mg.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2Q3Lzg1LzkzL2IwZTYtNDA0NC05NjY1LTM0NjMyNDgyNDRmYg.xml,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-11-25,2005-10-01,2016-11-25,,,29411298.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for StandsborggÃ¥rd Holding ApS.,,,Ãrsrapport,Irene Asta Wiborg,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,,"Hammel, den 25-11-2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"710, Favrskov",2016-06-30,2015-07-01,2016-11-25,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23194509,indberetninger-20180424,2.5118406,29411298.0,,2018-03-28T23:45:10.035Z,2016-11-25T08:26:55.588Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-54-NH,2016-11-25T08:26:55.735Z,10078326.0,425820.0,125000.0,4812230.0,0.0,24269.0,3876558.0,10078326.0,6198158.0,5247424.0,2017215.0,61481.0,61481.0,5266095.0,2270210.0,960000.0,3870176.0,491967.0,18671.0,18671.0,60000.0,3610.0,3610.0,1287340.0,2404218.0,3826797.0,3870176.0,6136677.0,2215000.0,516235.0,94879.0,0.0,
29411298,2015-07-01,2016-06-30,ID_0,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzY2L2M5LzdkLzRiODgtNDM0OS1iNzk0LTNkNTE4ZWU0ZWU5Mg.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2Q3Lzg1LzkzL2IwZTYtNDA0NC05NjY1LTM0NjMyNDgyNDRmYg.xml,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-11-25,2005-10-01,2016-11-25,1699.0,-50256.0,29411298.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for StandsborggÃ¥rd Holding ApS.,67064.0,-141297.0,Ãrsrapport,Irene Asta Wiborg,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",193700.0,149071.0,"Hammel, den 25-11-2016",2014-07-01,2015-06-30,-119817.0,-170818.0,-51955.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"710, Favrskov",2016-06-30,2015-07-01,2016-11-25,SÃ¸ften,-51001.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23194509,indberetninger-20180424,2.5118406,29411298.0,,2018-03-28T23:45:10.035Z,2016-11-25T08:26:55.588Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-54-NH,2016-11-25T08:26:55.735Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2015-07-01,2016-06-30,ID_1,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzY2L2M5LzdkLzRiODgtNDM0OS1iNzk0LTNkNTE4ZWU0ZWU5Mg.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2Q3Lzg1LzkzL2IwZTYtNDA0NC05NjY1LTM0NjMyNDgyNDRmYg.xml,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-11-25,2005-10-01,2016-11-25,,,29411298.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for StandsborggÃ¥rd Holding ApS.,,,Ãrsrapport,Irene Asta Wiborg,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,,"Hammel, den 25-11-2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"710, Favrskov",2016-06-30,2015-07-01,2016-11-25,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23194509,indberetninger-20180424,2.5118406,29411298.0,,2018-03-28T23:45:10.035Z,2016-11-25T08:26:55.588Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-54-NH,2016-11-25T08:26:55.735Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Asta  Wiborg
29411298,2015-07-01,2016-06-30,ID_3,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzY2L2M5LzdkLzRiODgtNDM0OS1iNzk0LTNkNTE4ZWU0ZWU5Mg.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2Q3Lzg1LzkzL2IwZTYtNDA0NC05NjY1LTM0NjMyNDgyNDRmYg.xml,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-11-25,2005-10-01,2016-11-25,,,29411298.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for StandsborggÃ¥rd Holding ApS.,,,Ãrsrapport,Irene Asta Wiborg,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,,"Hammel, den 25-11-2016",2014-07-01,2015-06-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"710, Favrskov",2016-06-30,2015-07-01,2016-11-25,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23194509,indberetninger-20180424,2.5118406,29411298.0,,2018-03-28T23:45:10.035Z,2016-11-25T08:26:55.588Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-54-NH,2016-11-25T08:26:55.735Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2015-07-01,2016-06-30,ID_5,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzY2L2M5LzdkLzRiODgtNDM0OS1iNzk0LTNkNTE4ZWU0ZWU5Mg.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2Q3Lzg1LzkzL2IwZTYtNDA0NC05NjY1LTM0NjMyNDgyNDRmYg.xml,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-11-25,2005-10-01,2016-11-25,,,29411298.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for StandsborggÃ¥rd Holding ApS.,,,Ãrsrapport,Irene Asta Wiborg,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,,"Hammel, den 25-11-2016",2014-07-01,2015-06-30,119817.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"710, Favrskov",2016-06-30,2015-07-01,2016-11-25,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23194509,indberetninger-20180424,2.5118406,29411298.0,,2018-03-28T23:45:10.035Z,2016-11-25T08:26:55.588Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-54-NH,2016-11-25T08:26:55.735Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2015-07-01,2016-06-30,ID_9,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzY2L2M5LzdkLzRiODgtNDM0OS1iNzk0LTNkNTE4ZWU0ZWU5Mg.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2Q3Lzg1LzkzL2IwZTYtNDA0NC05NjY1LTM0NjMyNDgyNDRmYg.xml,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-11-25,2005-10-01,2016-11-25,,,29411298.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for StandsborggÃ¥rd Holding ApS.,,,Ãrsrapport,Irene Asta Wiborg,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,,"Hammel, den 25-11-2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"710, Favrskov",2016-06-30,2015-07-01,2016-11-25,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23194509,indberetninger-20180424,2.5118406,29411298.0,,2018-03-28T23:45:10.035Z,2016-11-25T08:26:55.588Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-54-NH,2016-11-25T08:26:55.735Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2016-06-30,2016-06-30,ID_7,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzY2L2M5LzdkLzRiODgtNDM0OS1iNzk0LTNkNTE4ZWU0ZWU5Mg.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2Q3Lzg1LzkzL2IwZTYtNDA0NC05NjY1LTM0NjMyNDgyNDRmYg.xml,"8382, Hinnerup",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-11-25,2005-10-01,2016-11-25,,,29411298.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for StandsborggÃ¥rd Holding ApS.,,,Ãrsrapport,Irene Asta Wiborg,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",,,"Hammel, den 25-11-2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"710, Favrskov",2016-06-30,2015-07-01,2016-11-25,SÃ¸ften,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23194509,indberetninger-20180424,2.5118406,29411298.0,,2018-03-28T23:45:10.035Z,2016-11-25T08:26:55.588Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-54-NH,2016-11-25T08:26:55.735Z,11585966.0,349031.0,125000.0,4971380.0,47391.0,16618.0,5050966.0,11585966.0,6535000.0,6597615.0,3438503.0,0.0,0.0,6614587.0,2137988.0,1021124.0,4021658.0,505201.0,16972.0,16972.0,0.0,0.0,0.0,2641565.0,2284402.0,3150000.0,4021658.0,6535000.0,3385000.0,600691.0,0.0,31481.0,
