entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29411298,2017-07-01,2018-06-30,ID_10,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2UxL2VmLzE3LzA5MmMtNGExZS1hNzE3LTZiM2RiYjUwNGM4NA.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzE1L2Q3L2M3LzUyY2EtNDM3MS1iODljLTMxODU3M2U0ODc2NQ.xml,true,"Hinnerup, 8382",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-25,2019-10-25,2005-10-01,2019-10-25,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for StandsborggÃ¥rd Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Hammel,2017-07-01,2018-06-30,1477337.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2019-06-30,2018-07-01,false,2019-10-25,SÃ¸ften,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957648,indberetninger-20180424,2.5095632,29411298.0,AW4RnyFsIXJRhhXBO_MC,2019-10-28T09:08:15.445Z,2019-10-28T09:07:50.996Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-62-HR,2019-10-28T09:07:51.356Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2017-07-01,2018-06-30,ID_7,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2UxL2VmLzE3LzA5MmMtNGExZS1hNzE3LTZiM2RiYjUwNGM4NA.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzE1L2Q3L2M3LzUyY2EtNDM3MS1iODljLTMxODU3M2U0ODc2NQ.xml,true,"Hinnerup, 8382",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-25,2019-10-25,2005-10-01,2019-10-25,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for StandsborggÃ¥rd Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Hammel,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2019-06-30,2018-07-01,false,2019-10-25,SÃ¸ften,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957648,indberetninger-20180424,2.5095632,29411298.0,AW4RnyFsIXJRhhXBO_MC,2019-10-28T09:08:15.445Z,2019-10-28T09:07:50.996Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-62-HR,2019-10-28T09:07:51.356Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2017-07-01,2018-06-30,ID_8,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2UxL2VmLzE3LzA5MmMtNGExZS1hNzE3LTZiM2RiYjUwNGM4NA.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzE1L2Q3L2M3LzUyY2EtNDM3MS1iODljLTMxODU3M2U0ODc2NQ.xml,true,"Hinnerup, 8382",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-25,2019-10-25,2005-10-01,2019-10-25,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for StandsborggÃ¥rd Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Hammel,2017-07-01,2018-06-30,1477337.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2019-06-30,2018-07-01,false,2019-10-25,SÃ¸ften,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957648,indberetninger-20180424,2.5095632,29411298.0,AW4RnyFsIXJRhhXBO_MC,2019-10-28T09:08:15.445Z,2019-10-28T09:07:50.996Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-62-HR,2019-10-28T09:07:51.356Z,,1699.0,-12663.0,151070.0,440290.0,1813659.0,1510077.0,-14362.0,32740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2018-06-30,2018-06-30,ID_5,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2UxL2VmLzE3LzA5MmMtNGExZS1hNzE3LTZiM2RiYjUwNGM4NA.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzE1L2Q3L2M3LzUyY2EtNDM3MS1iODljLTMxODU3M2U0ODc2NQ.xml,true,"Hinnerup, 8382",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-25,2019-10-25,2005-10-01,2019-10-25,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for StandsborggÃ¥rd Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Hammel,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2019-06-30,2018-07-01,false,2019-10-25,SÃ¸ften,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957648,indberetninger-20180424,2.5095632,29411298.0,AW4RnyFsIXJRhhXBO_MC,2019-10-28T09:08:15.445Z,2019-10-28T09:07:50.996Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-62-HR,2019-10-28T09:07:51.356Z,,,,,,,,,,15804450.0,0.0,125000.0,2120115.0,0.0,7975701.0,0.0,15804450.0,7825973.0,13670761.0,5081681.0,5984521.0,15562.0,13684335.0,8589080.0,5968959.0,2118431.0,12638.0,13574.0,13574.0,2776.0,2776.0,4065209.0,3785492.0,33176.0,2118431.0,1841452.0,1795638.0,1684.0,0.0,1684.0,
29411298,2018-07-01,2019-06-30,ID_0,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2UxL2VmLzE3LzA5MmMtNGExZS1hNzE3LTZiM2RiYjUwNGM4NA.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzE1L2Q3L2M3LzUyY2EtNDM3MS1iODljLTMxODU3M2U0ODc2NQ.xml,true,"Hinnerup, 8382",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-25,2019-10-25,2005-10-01,2019-10-25,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for StandsborggÃ¥rd Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Hammel,2017-07-01,2018-06-30,49144.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2019-06-30,2018-07-01,false,2019-10-25,SÃ¸ften,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957648,indberetninger-20180424,2.5095632,29411298.0,AW4RnyFsIXJRhhXBO_MC,2019-10-28T09:08:15.445Z,2019-10-28T09:07:50.996Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-62-HR,2019-10-28T09:07:51.356Z,,34581.0,-67133.0,173582.0,95900.0,39137.0,15104.0,-101714.0,-34040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2018-07-01,2019-06-30,ID_1,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2UxL2VmLzE3LzA5MmMtNGExZS1hNzE3LTZiM2RiYjUwNGM4NA.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzE1L2Q3L2M3LzUyY2EtNDM3MS1iODljLTMxODU3M2U0ODc2NQ.xml,true,"Hinnerup, 8382",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-25,2019-10-25,2005-10-01,2019-10-25,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for StandsborggÃ¥rd Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Hammel,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2019-06-30,2018-07-01,false,2019-10-25,SÃ¸ften,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957648,indberetninger-20180424,2.5095632,29411298.0,AW4RnyFsIXJRhhXBO_MC,2019-10-28T09:08:15.445Z,2019-10-28T09:07:50.996Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-62-HR,2019-10-28T09:07:51.356Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2018-07-01,2019-06-30,ID_2,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2UxL2VmLzE3LzA5MmMtNGExZS1hNzE3LTZiM2RiYjUwNGM4NA.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzE1L2Q3L2M3LzUyY2EtNDM3MS1iODljLTMxODU3M2U0ODc2NQ.xml,true,"Hinnerup, 8382",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-25,2019-10-25,2005-10-01,2019-10-25,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for StandsborggÃ¥rd Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Hammel,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2019-06-30,2018-07-01,false,2019-10-25,SÃ¸ften,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957648,indberetninger-20180424,2.5095632,29411298.0,AW4RnyFsIXJRhhXBO_MC,2019-10-28T09:08:15.445Z,2019-10-28T09:07:50.996Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-62-HR,2019-10-28T09:07:51.356Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Asta Wiborg
29411298,2018-07-01,2019-06-30,ID_3,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2UxL2VmLzE3LzA5MmMtNGExZS1hNzE3LTZiM2RiYjUwNGM4NA.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzE1L2Q3L2M3LzUyY2EtNDM3MS1iODljLTMxODU3M2U0ODc2NQ.xml,true,"Hinnerup, 8382",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-25,2019-10-25,2005-10-01,2019-10-25,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for StandsborggÃ¥rd Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Hammel,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2019-06-30,2018-07-01,false,2019-10-25,SÃ¸ften,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957648,indberetninger-20180424,2.5095632,29411298.0,AW4RnyFsIXJRhhXBO_MC,2019-10-28T09:08:15.445Z,2019-10-28T09:07:50.996Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-62-HR,2019-10-28T09:07:51.356Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2018-07-01,2019-06-30,ID_6,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2UxL2VmLzE3LzA5MmMtNGExZS1hNzE3LTZiM2RiYjUwNGM4NA.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzE1L2Q3L2M3LzUyY2EtNDM3MS1iODljLTMxODU3M2U0ODc2NQ.xml,true,"Hinnerup, 8382",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-25,2019-10-25,2005-10-01,2019-10-25,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for StandsborggÃ¥rd Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Hammel,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2019-06-30,2018-07-01,false,2019-10-25,SÃ¸ften,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957648,indberetninger-20180424,2.5095632,29411298.0,AW4RnyFsIXJRhhXBO_MC,2019-10-28T09:08:15.445Z,2019-10-28T09:07:50.996Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-62-HR,2019-10-28T09:07:51.356Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29411298,2018-07-01,2019-06-30,ID_9,,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2UxL2VmLzE3LzA5MmMtNGExZS1hNzE3LTZiM2RiYjUwNGM4NA.pdf,http://regnskaber.virk.dk/89211492/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzE1L2Q3L2M3LzUyY2EtNDM3MS1iODljLTMxODU3M2U0ODc2NQ.xml,true,"Hinnerup, 8382",Trigevej 20,Til den daglige ledelse i StandsborggÃ¥rd Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2018 - 30-06-2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-10-25,2019-10-25,2005-10-01,2019-10-25,36563877.0,29411298.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2018 - 30-06-2019 for StandsborggÃ¥rd Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dennis Veje Rasmussen,Irene Asta Wiborg,LMO Erhvervsrevision,Jyske Bank,StandsborggÃ¥rd Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Hammel,2017-07-01,2018-06-30,49144.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Favrskov, 710",2019-06-30,2018-07-01,false,2019-10-25,SÃ¸ften,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27957648,indberetninger-20180424,2.5095632,29411298.0,AW4RnyFsIXJRhhXBO_MC,2019-10-28T09:08:15.445Z,2019-10-28T09:07:50.996Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-62-HR,2019-10-28T09:07:51.356Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
